Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Cycling duration (ms),Walking duration (ms)
00:00:00.000-07:00,00:15:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
00:15:00.000-07:00,00:30:00.000-07:00,,18.744791167444824,,,,,,,,,,,8,,,,,
00:30:00.000-07:00,00:45:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
00:45:00.000-07:00,01:00:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
01:00:00.000-07:00,01:15:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
01:15:00.000-07:00,01:30:00.000-07:00,,18.744791167444824,,,,,,,,,,,8,,,,,
01:30:00.000-07:00,01:45:00.000-07:00,,18.744791167444824,20.712318658828735,,,,,,,0.3033622205257416,0.3033622205257416,0.3033622205257416,40,,,,,
01:45:00.000-07:00,02:00:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
02:00:00.000-07:00,02:15:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
02:15:00.000-07:00,02:30:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
02:30:00.000-07:00,02:45:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
02:45:00.000-07:00,03:00:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
03:00:00.000-07:00,03:15:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
03:15:00.000-07:00,03:30:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
03:30:00.000-07:00,03:45:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
03:45:00.000-07:00,04:00:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
04:00:00.000-07:00,04:15:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
04:15:00.000-07:00,04:30:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
04:30:00.000-07:00,04:45:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
04:45:00.000-07:00,05:00:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
05:00:00.000-07:00,05:15:00.000-07:00,,18.744791167444824,,,,,,,,,,,9,,,,,
05:15:00.000-07:00,05:30:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
05:30:00.000-07:00,05:45:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
05:45:00.000-07:00,06:00:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
06:00:00.000-07:00,06:15:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
06:15:00.000-07:00,06:30:00.000-07:00,,18.744791167444824,,,,,,,,,,,,,,,,
