Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000-08:00,00:15:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,,
00:15:00.000-08:00,00:30:00.000-08:00,1,18.809895851512298,30.97316603949089,,,,,,,0.340905100107193,0.3555777072906494,0.3262324929237366,62,,,,900000,,
00:30:00.000-08:00,00:45:00.000-08:00,1,24.6506270090918,25.138822981810378,,,,,,,0.552457869052887,0.552457869052887,0.552457869052887,64,,,,676360,74573,
00:45:00.000-08:00,01:00:00.000-08:00,2,40.77576326581667,208.99401760101318,1.0,1,,,,,1.2741292257930223,3.2626726627349854,0.3878525197505951,209,,,,774433,,125567
01:00:00.000-08:00,01:15:00.000-08:00,,18.809894561767578,,,,,,,,,,,1,,,,900000,,
01:15:00.000-08:00,01:30:00.000-08:00,,18.809894561767578,,,,,,,,,,,1,,,,900000,,
01:30:00.000-08:00,01:45:00.000-08:00,,18.809894561767578,,,,,,,,,,,,,,,900000,,
01:45:00.000-08:00,02:00:00.000-08:00,,18.809895072983096,,,,,,,,,,,,,,,900000,,
02:00:00.000-08:00,02:15:00.000-08:00,,25.445050586802704,42.41022491455078,,,,,,,0.2714472397975431,0.29921755194664,0.25011155009269714,127,,,,752579,84716,
02:15:00.000-08:00,02:30:00.000-08:00,,18.809894561767578,3.262324810028076,,,,,,,,,,6,,,,900000,,
02:30:00.000-08:00,02:45:00.000-08:00,,18.809894561767578,,,,,,,,,,,,,,,900000,,
02:45:00.000-08:00,03:00:00.000-08:00,,18.809894561767578,,,,,,,,,,,,,,,900000,,
03:00:00.000-08:00,03:15:00.000-08:00,,18.809894823457245,,,,,,,,,,,3,,,,900000,,
03:15:00.000-08:00,03:30:00.000-08:00,,18.809895688644705,,,,,,,,,,,13,,,,900000,,
03:30:00.000-08:00,03:45:00.000-08:00,,18.809895688644705,,,,,,,,,,,2,,,,900000,,
03:45:00.000-08:00,04:00:00.000-08:00,2,27.263929510238924,113.52890586853027,,,,,,,0.38731024840681283,0.4963058829307556,0.26098597049713135,197,,,,792061,107939,
04:00:00.000-08:00,04:15:00.000-08:00,5,42.90505839753195,285.4296932220459,2.0,2,,,,,0.8366153944479621,1.2397494316101074,0.3262324631214142,442,,,,469050,307641,
04:15:00.000-08:00,04:30:00.000-08:00,,18.809895814932563,,,,,,,,,,,2,,,,698742,,
04:30:00.000-08:00,04:45:00.000-08:00,,18.809895034764715,,,,,,,,,,,,,,,157447,,
