Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Walking duration (ms),Running duration (ms)
00:00:00.000-07:00,00:15:00.000-07:00,6,18.914060205274254,225.0,,,,,,,0.684845013151045,0.9338362216949463,0.3166666328907013,364,,,,,
00:15:00.000-07:00,00:30:00.000-07:00,3,18.914060205274254,134.1905059814453,,,,,,,0.30979009943039537,0.6499999761581421,0.09999999403953552,234,,,,,
00:30:00.000-07:00,00:45:00.000-07:00,5,25.13296816819697,120.71317768096924,,,,,,,0.3169076503386428,1.2038536071777344,0.18333332240581512,212,,,,78460,
00:45:00.000-07:00,01:00:00.000-07:00,8,22.543476106086747,265.5512866973877,,,,,,,0.39655733216669997,0.9130296111106873,0.18333332240581512,416,,,,45790,
01:00:00.000-07:00,01:15:00.000-07:00,4,30.347177864473043,166.2748565673828,,,,,,,0.3400261591123956,1.3224880695343018,0.0833333283662796,248,,,,,64630
01:15:00.000-07:00,01:30:00.000-07:00,6,29.673358778379473,165.33164978027344,,,,,,,0.512367493108725,1.3515957593917847,0.11666665971279144,271,,,,,60821
01:30:00.000-07:00,01:45:00.000-07:00,,18.91406078865877,15.0,,,,,,,0.2499999850988388,0.2499999850988388,0.2499999850988388,24,,,,,
01:45:00.000-07:00,02:00:00.000-07:00,,18.91406078865877,,,,,,,,,,,,,,,,
02:00:00.000-07:00,02:15:00.000-07:00,2,37.97933457008667,116.20118534564972,,,,,,,0.2647628472037505,0.7342525720596313,0.04999999701976776,183,,,,240534,
02:15:00.000-07:00,02:30:00.000-07:00,2,30.289150335101862,99.81536585092545,,,,,,,0.31458490294914226,0.6333332657814026,0.14999999105930328,147,,,,,64302
02:30:00.000-07:00,02:45:00.000-07:00,,18.914060089222776,,,,,,,,,,,18,,,,,
02:45:00.000-07:00,03:00:00.000-07:00,,18.914060089222776,2.0,,,,,,,0.03333333134651184,0.03333333134651184,0.03333333134651184,4,,,,,
03:00:00.000-07:00,03:15:00.000-07:00,,18.914060089222776,,,,,,,,,,,,,,,,
03:15:00.000-07:00,03:30:00.000-07:00,,18.914060089222776,,,,,,,,,,,,,,,,
03:30:00.000-07:00,03:45:00.000-07:00,,18.914060089222776,13.0,,,,,,,0.21666665375232697,0.21666665375232697,0.21666665375232697,23,,,,,
03:45:00.000-07:00,04:00:00.000-07:00,,18.914060089222776,,,,,,,,,,,,,,,,
04:00:00.000-07:00,04:15:00.000-07:00,,18.914060089222776,13.0,,,,,,,0.21666665375232697,0.21666665375232697,0.21666665375232697,24,,,,,
04:15:00.000-07:00,04:30:00.000-07:00,3,18.914060089222776,91.0,,,,,,,0.2666666507720947,0.43333330750465393,0.09999999403953552,160,,,,,
04:30:00.000-07:00,04:45:00.000-07:00,,18.914060089222776,,,,,,,,,,,31,,,,,
04:45:00.000-07:00,05:00:00.000-07:00,,18.914060089222776,,,,,,,,,,,,,,,,
05:00:00.000-07:00,05:15:00.000-07:00,,18.914060089222776,6.0,,,,,,,0.09999999403953552,0.09999999403953552,0.09999999403953552,9,,,,,
05:15:00.000-07:00,05:30:00.000-07:00,5,18.914060089222776,168.0,,,,,,,0.29166664597060943,0.7499999403953552,0.06666666269302368,292,,,,,
05:30:00.000-07:00,05:45:00.000-07:00,4,18.914060089222776,174.0,,,,,,,0.5007575391368432,0.8333332538604736,0.0833333283662796,306,,,,,
