Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000-07:00,00:15:00.000-07:00,2,26.329827063958902,81.05288171768188,,,,,,,0.6499999761581421,0.7833333015441895,0.5166666507720947,158,,,,796261,103739,
00:15:00.000-07:00,00:30:00.000-07:00,7,58.22791700363159,252.0,,,,,,,0.44305551797151566,0.7833333015441895,0.23333331942558289,459,,,,360000,540000,
00:30:00.000-07:00,00:45:00.000-07:00,7,67.00194473266602,281.0,,,,,,,0.5401514768600463,1.0166666507720947,0.04999999701976776,444,,,,240000,660000,
00:45:00.000-07:00,01:00:00.000-07:00,6,67.24220753077304,252.0,,,,,,,0.39513887216647464,1.0166666507720947,0.03333333134651184,383,,,,151543,663286,
01:00:00.000-07:00,01:15:00.000-07:00,,18.744791204279117,,,,,,,,,,,,,,,900000,,
01:15:00.000-07:00,01:30:00.000-07:00,,18.744791204279117,,,,,,,,,,,,,,,900000,,
01:30:00.000-07:00,01:45:00.000-07:00,3,40.67986099647753,106.0,,,,,,,0.25999998599290847,0.5166666507720947,0.19999998807907104,170,,,,600000,300000,
01:45:00.000-07:00,02:00:00.000-07:00,5,53.8409031232198,213.0,,,,,,,0.40059521421790123,1.0499999523162842,0.01666666567325592,354,,,,383849,480000,
02:00:00.000-07:00,02:15:00.000-07:00,10,71.38895976543427,363.0,,,,,,,0.5515151132236827,0.9166666269302368,0.3333333134651184,612,,,,120000,720000,
02:15:00.000-07:00,02:30:00.000-07:00,,23.13180685043335,13.0,,,,,,,0.21666665375232697,0.21666665375232697,0.21666665375232697,23,,,,840000,60000,
02:30:00.000-07:00,02:45:00.000-07:00,1,23.13180472453435,34.365196228027344,,,,,,,0.4661317691206932,0.7489302158355713,0.18333332240581512,57,,,,807854,60000,
02:45:00.000-07:00,03:00:00.000-07:00,1,18.744789759318035,22.0,,,,,,,0.36666664481163025,0.36666664481163025,0.36666664481163025,39,,,,900000,,
03:00:00.000-07:00,03:15:00.000-07:00,2,31.905832767486572,64.49769306182861,,,,,,,0.4467383883555858,0.5354820489883423,0.23333331942558289,124,,,,720000,180000,
03:15:00.000-07:00,03:30:00.000-07:00,,23.131805232076935,11.682598114013672,,,,,,,0.8736734986305237,0.8736734986305237,0.8736734986305237,34,,,,840000,60000,
03:30:00.000-07:00,03:45:00.000-07:00,,18.744791204279117,,,,,,,,,,,,,,,900000,,
03:45:00.000-07:00,04:00:00.000-07:00,1,23.131805232076935,26.0,,,,,,,0.43333330750465393,0.43333330750465393,0.43333330750465393,47,,,,840000,60000,
