Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000-08:00,00:15:00.000-08:00,2,18.809895089016482,62.77316872920415,,,,,,,0.345283798505585,0.38930463790893555,0.2791224718093872,127,,,,900000,,
00:15:00.000-08:00,00:30:00.000-08:00,,18.809895089016482,5.944147898298292,,,,,,,,,,42,,,,900000,,
00:30:00.000-08:00,00:45:00.000-08:00,,18.809895089016482,,,,,,,,,,,11,,,,900000,,
00:45:00.000-08:00,01:00:00.000-08:00,,18.809894694622944,87.43030834197998,,,,,,,0.3165575862109167,0.3262324929237366,0.29360923171043396,148,,,,699514,,
01:00:00.000-08:00,01:15:00.000-08:00,,18.809895158686462,,,,,,,,,,,2,,,,622247,,
01:15:00.000-08:00,01:30:00.000-08:00,,18.80989472409011,,,,,,,,,,,,,,,,,
01:30:00.000-08:00,01:45:00.000-08:00,,18.80989472409011,,,,,,,,,,,,,,,,,
01:45:00.000-08:00,02:00:00.000-08:00,,18.80989540972056,,,,,,,,,,,1,,,,353615,,
02:00:00.000-08:00,02:15:00.000-08:00,,18.80989646911621,,,,,,,,,,,3,,,,900000,,
02:15:00.000-08:00,02:30:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,,
02:30:00.000-08:00,02:45:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,,
02:45:00.000-08:00,03:00:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,,
03:00:00.000-08:00,03:15:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,,
03:15:00.000-08:00,03:30:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,,
03:30:00.000-08:00,03:45:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,,
03:45:00.000-08:00,04:00:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,,
04:00:00.000-08:00,04:15:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,,
04:15:00.000-08:00,04:30:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,,
04:30:00.000-08:00,04:45:00.000-08:00,,18.80989646911621,,,,,,,,,,,4,,,,900000,,
04:45:00.000-08:00,05:00:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,,
05:00:00.000-08:00,05:15:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,,
05:15:00.000-08:00,05:30:00.000-08:00,,18.80989646911621,,,,,,,,,,,2,,,,900000,,
05:30:00.000-08:00,05:45:00.000-08:00,,18.80989646911621,,,,,,,,,,,1,,,,900000,,
05:45:00.000-08:00,06:00:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,,
06:00:00.000-08:00,06:15:00.000-08:00,,18.80989646911621,,,,,,,,,,,1,,,,900000,,
06:15:00.000-08:00,06:30:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,,
06:30:00.000-08:00,06:45:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,,
06:45:00.000-08:00,07:00:00.000-08:00,,18.80989646911621,,,,,,,,,,,10,,,,900000,,
07:00:00.000-08:00,07:15:00.000-08:00,,18.80989646911621,,,,,,,,,,,6,,,,900000,,
07:15:00.000-08:00,07:30:00.000-08:00,,18.80989646911621,,,,,,,,,,,25,,,,900000,,
07:30:00.000-08:00,07:45:00.000-08:00,,18.80989646911621,,,,,,,,,,,20,,,,900000,,
07:45:00.000-08:00,08:00:00.000-08:00,,18.809896633903243,,,,,,,,,,,7,,,,900000,,
08:00:00.000-08:00,08:15:00.000-08:00,,18.809896888522417,7.177114963531494,,,,,,,0.3397441506385803,0.3397441506385803,0.3397441506385803,39,,,,900000,,
08:15:00.000-08:00,08:30:00.000-08:00,7,86.78710942240755,275.7363369464874,,,,,,,0.723456950317623,1.185487985610962,0.32273516058921814,376,,,,511411,,388589
08:30:00.000-08:00,08:45:00.000-08:00,3,22.286232096859994,181.3433723449707,1.0,1,,,,,0.5238872150993232,1.2257499694824219,0.28273481130599976,304,,,,855615,44385,
08:45:00.000-08:00,09:00:00.000-08:00,4,35.838531885476726,130.4929962158203,,,,,,,0.6177549958229065,0.6577916741371155,0.5777183175086975,213,,,,682583,217417,
09:00:00.000-08:00,09:15:00.000-08:00,,18.80989646911621,,,,,,,,,,,4,,,,900000,,
09:15:00.000-08:00,09:30:00.000-08:00,,18.80989646911621,22.183809280395508,,,,,,,0.3484607934951782,0.3484607934951782,0.3484607934951782,41,,,,900000,,
09:30:00.000-08:00,09:45:00.000-08:00,,18.80989646911621,,,,,,,,,,,4,,,,900000,,
09:45:00.000-08:00,10:00:00.000-08:00,,18.80989673341793,,,,,,,,,,,,,,,900000,,
