Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000-07:00,00:15:00.000-07:00,2,22.403294288111137,90.02472174167633,,,,,,,0.6154236488527352,0.9073605537414551,0.38265079259872437,163,,,,596888,50036,
00:15:00.000-07:00,00:30:00.000-07:00,,18.744790537109765,,,,,,,,,,,,,,,900000,,
00:30:00.000-07:00,00:45:00.000-07:00,,18.744790537109765,,,,,,,,,,,,,,,900000,,
00:45:00.000-07:00,01:00:00.000-07:00,1,18.744790556654845,19.92913818359375,,,,,,,0.8461443781852722,0.8461443781852722,0.8461443781852722,43,,,,858189,,
01:00:00.000-07:00,01:15:00.000-07:00,3,18.744791035399977,110.67743968963623,,,,,,,0.7216215973189595,1.072130560874939,0.42581579089164734,162,,,,,,
01:15:00.000-07:00,01:30:00.000-07:00,3,19.238113417735896,153.47784585200947,,,,,,,0.7693661843976818,0.8477001190185547,0.6424539089202881,271,,,,316032,6748,
01:30:00.000-07:00,01:45:00.000-07:00,,21.25438231223659,10.126062209971721,,,,,,,1.2453327178955078,1.2453327178955078,1.2453327178955078,14,,,,865677,34323,
01:45:00.000-07:00,02:00:00.000-07:00,,18.74479091977947,,,,,,,,,,,,,,,900000,,
02:00:00.000-07:00,02:15:00.000-07:00,2,31.185704514934738,51.54087221622467,,,,,,,0.44481320679187775,0.514576256275177,0.3750501573085785,83,,,,729849,170151,
02:15:00.000-07:00,02:30:00.000-07:00,,18.744791175348265,,,,,,,,,,,8,,,,900000,,
02:30:00.000-07:00,02:45:00.000-07:00,3,68.71825131797148,154.13811326026917,,,,,,,0.7097415603295645,0.9788976311683655,0.4863937199115753,300,,,,216526,683474,
02:45:00.000-07:00,03:00:00.000-07:00,,18.74479103088379,11.682598114013672,,,,,,,0.7568942904472351,0.7568942904472351,0.7568942904472351,25,,,,900000,,
03:00:00.000-07:00,03:15:00.000-07:00,,18.74479103088379,,,,,,,,,,,,,,,900000,,
03:15:00.000-07:00,03:30:00.000-07:00,,18.74479103088379,,,,,,,,,,,,,,,900000,,
03:30:00.000-07:00,03:45:00.000-07:00,,18.74479103088379,,,,,,,,,,,,,,,900000,,
03:45:00.000-07:00,04:00:00.000-07:00,,18.74479103088379,,,,,,,,,,,,,,,900000,,
04:00:00.000-07:00,04:15:00.000-07:00,,18.74479103088379,,,,,,,,,,,,,,,900000,,
04:15:00.000-07:00,04:30:00.000-07:00,,18.74479103088379,,,,,,,,,,,,,,,900000,,
04:30:00.000-07:00,04:45:00.000-07:00,,18.744790801288175,52.9152946472168,,,,,,,0.5642895384673037,0.5915923118591309,0.34360578656196594,86,,,,900000,,
04:45:00.000-07:00,05:00:00.000-07:00,,18.744789684185413,7.559328079223633,,,,,,,,,,19,,,,900000,,
05:00:00.000-07:00,05:15:00.000-07:00,,18.744789685616784,,,,,,,,,,,0,,,,898904,,
