Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Cycling duration (ms),Walking duration (ms)
00:00:00.000-08:00,00:15:00.000-08:00,5,41.02572743460648,148.76201967479466,,,,,,,0.5600250525594083,0.7414375517963654,0.3461789977516493,250,,,,,269939
00:15:00.000-08:00,00:30:00.000-08:00,,30.361587539930554,52.20776990742564,,,,,,,0.438507310045652,0.5507821310308635,0.32623248906044056,80,,,,,138513
00:30:00.000-08:00,00:45:00.000-08:00,,19.122395833333332,,,,,,,,,,,47,,,,,
00:45:00.000-08:00,01:00:00.000-08:00,,19.122395833333332,22.183809951504468,,,,,,,0.32623248946147543,0.32623248946147543,0.32623248946147543,74,,,,,
01:00:00.000-08:00,01:15:00.000-08:00,3,38.874492578125,,3.0,3,,,,,,,,13,,,,228267,
01:15:00.000-08:00,01:30:00.000-08:00,15,97.0,,15.0,15,,,,,,,,,,,,900000,
01:30:00.000-08:00,01:45:00.000-08:00,13,91.77458582175926,,13.0,13,,,,,,,,,,,,839612,
01:45:00.000-08:00,02:00:00.000-08:00,,24.31423611111111,,,,,,,,,,,,,,,60000,
02:00:00.000-08:00,02:15:00.000-08:00,,19.122395833333332,,,,,,,,,,,,,,,,
02:15:00.000-08:00,02:30:00.000-08:00,,19.122395833333332,15.65915996576786,,,,,,,0.2884885775182939,0.2884885775182939,0.2884885775182939,41,,,,,
02:30:00.000-08:00,02:45:00.000-08:00,,19.532486401620368,,,,,,,,,,,5,,,,,5054
02:45:00.000-08:00,03:00:00.000-08:00,,19.122395833333332,22.836274950078128,,,,,,,0.326232494514515,0.326232494514515,0.326232494514515,52,,,,,
03:00:00.000-08:00,03:15:00.000-08:00,,19.122395833333332,35.23310992297768,,,,,,,0.28817203834265126,0.3262324938987325,0.25011158278657,54,,,,,
03:15:00.000-08:00,03:30:00.000-08:00,,19.122395833333332,,,,,,,,,,,12,,,,,
03:30:00.000-08:00,03:45:00.000-08:00,,19.122395833333332,,,,,,,,,,,,,,,,
03:45:00.000-08:00,04:00:00.000-08:00,,19.122395833333332,,,,,,,,,,,,,,,,
04:00:00.000-08:00,04:15:00.000-08:00,,19.122395833333332,,,,,,,,,,,,,,,,
04:15:00.000-08:00,04:30:00.000-08:00,,19.122395833333332,,,,,,,,,,,,,,,,
04:30:00.000-08:00,04:45:00.000-08:00,,19.122395833333332,24.14120494722545,,,,,,,0.2609859994294643,0.2609859994294643,0.2609859994294643,63,,,,,
04:45:00.000-08:00,05:00:00.000-08:00,1,19.122395833333332,25.338991105310427,,,,,,,0.7974392273587294,1.0191741049142315,0.5757043498032274,54,,,,,
05:00:00.000-08:00,05:15:00.000-08:00,,19.122395833333332,16.31162496434152,,,,,,,0.27186041607235867,0.27186041607235867,0.27186041607235867,76,,,,,
05:15:00.000-08:00,05:30:00.000-08:00,,19.122395833333336,,,,,,,,,,,,,,,,
05:30:00.000-08:00,05:45:00.000-08:00,,19.122395833333336,,,,,,,,,,,,,,,,
05:45:00.000-08:00,06:00:00.000-08:00,,19.122395833333336,,,,,,,,,,,,,,,,
06:00:00.000-08:00,06:15:00.000-08:00,,19.122395833333336,,,,,,,,,,,,,,,,
06:15:00.000-08:00,06:30:00.000-08:00,,19.122395833333336,,,,,,,,,,,,,,,,
06:30:00.000-08:00,06:45:00.000-08:00,,19.122395833333336,15.006694967194198,,,,,,,0.25011158278657,0.25011158278657,0.25011158278657,23,,,,,
06:45:00.000-08:00,07:00:00.000-08:00,2,29.28905546006944,43.06268990586161,,,,,,,0.5203051130801577,0.7143777356645921,0.3262324904957233,95,,,,,125295
07:00:00.000-08:00,07:15:00.000-08:00,1,28.116069853587963,25.602672431024196,,,,,,,0.7645807274671739,1.2681754555048834,0.2609859994294643,60,,,,,110839
07:15:00.000-08:00,07:30:00.000-08:00,2,19.122395833333332,65.05912881101042,,,,,,,0.380153274753638,0.49085197782493833,0.2694545716823378,111,,,,,
07:30:00.000-08:00,07:45:00.000-08:00,,19.122395833333332,,,,,,,,,,,,,,,,
07:45:00.000-08:00,08:00:00.000-08:00,,19.122395833333332,16.73598988204095,,,,,,,0.32623246768636655,0.32623246768636655,0.32623246768636655,26,,,,,
