Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Cycling duration (ms),Inactive duration (ms),Walking duration (ms)
00:00:00.000-08:00,00:15:00.000-08:00,,18.744790531450153,22.6779842376709,,,,,,,0.5729904174804688,0.5729904174804688,0.5729904174804688,45,,,,,900000,
00:15:00.000-08:00,00:30:00.000-08:00,,18.744790531450153,7.0809783935546875,,,,,,,,,,13,,,,,900000,
00:30:00.000-08:00,00:45:00.000-08:00,,18.744790531450153,,,,,,,,,,,28,,,,,900000,
00:45:00.000-08:00,01:00:00.000-08:00,,18.744790531450153,,,,,,,,,,,,,,,,900000,
01:00:00.000-08:00,01:15:00.000-08:00,,18.744790531450153,,,,,,,,,,,,,,,,900000,
01:15:00.000-08:00,01:30:00.000-08:00,,18.744790531450153,,,,,,,,,,,,,,,,900000,
01:30:00.000-08:00,01:45:00.000-08:00,,18.744790531450153,,,,,,,,,,,,,,,,900000,
01:45:00.000-08:00,02:00:00.000-08:00,,18.744790531450153,,,,,,,,,,,,,,,,900000,
02:00:00.000-08:00,02:15:00.000-08:00,,18.744790531450153,,,,,,,,,,,,,,,,900000,
02:15:00.000-08:00,02:30:00.000-08:00,,18.744790531450153,,,,,,,,,,,,,,,,900000,
02:30:00.000-08:00,02:45:00.000-08:00,,18.744790531450153,,,,,,,,,,,,,,,,900000,
02:45:00.000-08:00,03:00:00.000-08:00,,18.744790531450153,,,,,,,,,,,,,,,,900000,
03:00:00.000-08:00,03:15:00.000-08:00,2,18.744790531450153,95.5224199295044,,,,,,,0.6599639055496843,0.7207065224647522,0.5132195353507996,147,,,,,788495,
03:15:00.000-08:00,03:30:00.000-08:00,,18.744790531450153,,,,,,,,,,,,,,,,900000,
03:30:00.000-08:00,03:45:00.000-08:00,8,25.147563878442934,274.66102600097656,,,,,,,0.6004355002053179,1.0383327007293701,0.28786927461624146,406,,,,,462248,87569
03:45:00.000-08:00,04:00:00.000-08:00,,18.744790222589042,,,,,,,,,,,,,,,,900000,
04:00:00.000-08:00,04:15:00.000-08:00,,18.744790222589042,,,,,,,,,,,,,,,,900000,
04:15:00.000-08:00,04:30:00.000-08:00,1,18.744790222589042,39.17106258869171,,,,,,,0.46990182995796204,0.46990182995796204,0.46990182995796204,112,,,,,900000,
04:30:00.000-08:00,04:45:00.000-08:00,,18.744790222589042,35.31594276428223,,,,,,,0.6868541389703751,0.875930666923523,0.4977776110172272,75,,,,,900000,
04:45:00.000-08:00,05:00:00.000-08:00,,18.744790222589042,16.493080139160156,,,,,,,0.870728611946106,0.870728611946106,0.870728611946106,32,,,,,900000,
05:00:00.000-08:00,05:15:00.000-08:00,,18.744790222589042,7.840991973876953,,,,,,,,,,18,,,,,900000,
05:15:00.000-08:00,05:30:00.000-08:00,6,18.744790222589042,187.88858294487,,,,,,,0.5950622577012312,0.8636015057563782,0.40687915682792664,305,,,,,713897,
05:30:00.000-08:00,05:45:00.000-08:00,2,18.744790222589042,92.93799614906311,,,,,,,0.598341073115787,0.7834436297416687,0.5202870965003967,168,,,,,718409,
05:45:00.000-08:00,06:00:00.000-08:00,,18.744790222589042,24.049649238586426,,,,,,,1.116356372833252,1.116356372833252,1.116356372833252,49,,,,,900000,
06:00:00.000-08:00,06:15:00.000-08:00,,18.744790222589042,,,,,,,,,,,,,,,,900000,
06:15:00.000-08:00,06:30:00.000-08:00,,18.744790222589042,,,,,,,,,,,,,,,,900000,
06:30:00.000-08:00,06:45:00.000-08:00,,18.744790222589042,4.123270034790039,,,,,,,,,,14,,,,,900000,
06:45:00.000-08:00,07:00:00.000-08:00,1,18.744790222589042,61.140756130218506,,,,,,,0.7628421783447266,0.9892995357513428,0.5363848209381104,111,,,,,900000,
07:00:00.000-08:00,07:15:00.000-08:00,8,18.744790222589042,310.8651695118222,,,,,,,0.5348250093736305,0.7493915557861328,0.34360581636428833,461,,,,,900000,
07:15:00.000-08:00,07:30:00.000-08:00,6,18.744790222589042,222.56906643924455,,,,,,,0.40874890873398617,0.5398979783058167,0.2748846411705017,352,,,,,661710,
07:30:00.000-08:00,07:45:00.000-08:00,1,18.744790222589042,49.05021307790203,,,,,,,0.7571692363071493,1.1242555379867554,0.2503525912761688,101,,,,,261741,
07:45:00.000-08:00,08:00:00.000-08:00,,18.744790222589042,,,,,,,,,,,,,,,,,
08:00:00.000-08:00,08:15:00.000-08:00,,18.744790222589042,,,,,,,,,,,,,,,,,
08:15:00.000-08:00,08:30:00.000-08:00,,18.744790222589042,,,,,,,,,,,,,,,,,
08:30:00.000-08:00,08:45:00.000-08:00,,18.744790222589042,,,,,,,,,,,,,,,,,
08:45:00.000-08:00,09:00:00.000-08:00,,18.744790222589042,,,,,,,,,,,,,,,,,
09:00:00.000-08:00,09:15:00.000-08:00,,18.744790222589042,,,,,,,,6.278216719862233,8.7181978225708,1.8547531366348267,,,,,,,
09:15:00.000-08:00,09:30:00.000-08:00,12,23.50892054255075,553.5172949129465,,,,,,,0.8081650517793434,1.292952060699463,0.4442841708660126,827,,,,,,65157
09:30:00.000-08:00,09:45:00.000-08:00,5,18.744790497316284,181.03396818100194,,,,,,,0.7098875265628914,1.1246752738952637,0.4745293855667114,286,,,,,429451,
09:45:00.000-08:00,10:00:00.000-08:00,2,24.074741396459732,81.77818477153778,1.0,1,,,,,0.3709679909828166,0.5525223016738892,0.2519775927066803,152,,,,68279,831721,
10:00:00.000-08:00,10:15:00.000-08:00,15,89.00000526655867,,15.0,15,,,,,,,,,,,,900000,,
10:15:00.000-08:00,10:30:00.000-08:00,5,45.85752762144345,,5.0,5,,,,,,,,,,,,347326,,
10:30:00.000-08:00,10:45:00.000-08:00,,18.744791739952202,,,,,,,,,,,,,,,,,
10:45:00.000-08:00,11:00:00.000-08:00,11,27.518819616147653,589.9484912305478,2.0,2,,,,,0.7932252717594424,1.5540028810501099,0.01666666567325592,828,,,,,,120000
11:00:00.000-08:00,11:15:00.000-08:00,15,18.744791200066693,681.2993698407298,,,,,,,0.7953409070305908,1.2647590637207031,0.34666186571121216,981,,,,,,
11:15:00.000-08:00,11:30:00.000-08:00,13,24.469654098037104,402.6902783673515,1.0,1,,,,,0.6491932094146061,1.005797266960144,0.04999999701976776,617,,,,73338,60000,
11:30:00.000-08:00,11:45:00.000-08:00,15,61.279013256258786,361.0571476223089,10.0,10,,,,,1.1568406103802433,1.4483355283737183,0.5686661601066589,504,,,,544882,,
11:45:00.000-08:00,12:00:00.000-08:00,13,18.744792291564927,480.8392239978515,,,,,,,0.645801433007897,1.1068130731582642,0.3599100708961487,716,,,,,,
12:00:00.000-08:00,12:15:00.000-08:00,13,65.58159197169094,138.96978125406483,9.0,9,,,,,0.5427581923701827,1.1314162015914917,0.34360578656196594,201,,,,600000,,
12:15:00.000-08:00,12:30:00.000-08:00,10,18.744790800770808,395.07739080661077,,,,,,,0.5415583995155872,1.0365675687789917,0.309245228767395,602,,,,,60000,
12:30:00.000-08:00,12:45:00.000-08:00,8,31.905832866176244,292.1548576272237,,,,,,,0.6065376504118278,0.9873857498168945,0.23333331942558289,454,,,,,,180000
12:45:00.000-08:00,13:00:00.000-08:00,14,23.131805181503296,739.311233007668,1.0,1,,,,,0.9160767966731528,1.5678787231445312,0.2666666507720947,1047,,,,,,60000
13:00:00.000-08:00,13:15:00.000-08:00,13,31.90583257149842,654.5043760355794,2.0,2,,,,,0.7499579172059077,1.8581064939498901,0.14999999105930328,928,,,,,,180000
13:15:00.000-08:00,13:30:00.000-08:00,14,18.744790028717556,730.8551788819406,1.0,1,,,,,0.8843632106670957,1.4608670473098755,0.3582322299480438,1039,,,,,28977,
13:30:00.000-08:00,13:45:00.000-08:00,15,18.744790028717556,930.0891623766717,3.0,3,,,,,1.0617359404618552,1.7592098712921143,0.37337246537208557,1267,,,,,31023,
13:45:00.000-08:00,14:00:00.000-08:00,10,18.744790028717556,463.5398086137189,,,,,,,0.6145634608081314,1.0893744230270386,0.33215227723121643,694,,,,,,
14:00:00.000-08:00,14:15:00.000-08:00,15,18.744790028717556,716.1553577940513,1.0,1,,,,,0.8639903673889239,2.5506503582000732,0.3213101029396057,1012,,,,,,
14:15:00.000-08:00,14:30:00.000-08:00,15,18.744790028717556,678.3561019165331,,,,,,,0.7429531778380174,1.495560884475708,0.2806377112865448,974,,,,,,
14:30:00.000-08:00,14:45:00.000-08:00,9,18.744790028717556,388.3363559177899,,,,,,,0.6695999596353083,2.436565637588501,0.2786245346069336,568,,,,,150500,
14:45:00.000-08:00,15:00:00.000-08:00,1,18.744790028717556,81.19353031482528,,,,,,,0.4041337662838886,0.615895688533783,0.2953008711338043,127,,,,,900000,
15:00:00.000-08:00,15:15:00.000-08:00,9,45.06687492031162,290.9332082334535,,,,,,,0.4469045036550231,1.0298935174942017,0.03333333134651184,519,,,,,540000,360000
15:15:00.000-08:00,15:30:00.000-08:00,1,31.905832767486572,44.810481548309326,,,,,,,0.3333333060145378,0.44999995827674866,0.21666665375232697,72,,,,,720000,180000
15:30:00.000-08:00,15:45:00.000-08:00,1,27.51881872523915,77.05240631103516,,,,,,,0.4643238004594896,0.6333332657814026,0.2499999850988388,111,,,,,780000,120000
15:45:00.000-08:00,16:00:00.000-08:00,,23.131804743013184,21.933751106262207,,,,,,,0.5534082129597664,0.8901497721672058,0.21666665375232697,55,,,,,840000,60000
16:00:00.000-08:00,16:15:00.000-08:00,1,23.13180438431032,33.0,,,,,,,0.5499999523162842,0.5499999523162842,0.5499999523162842,48,,,,,840000,60000
16:15:00.000-08:00,16:30:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,900000,
16:30:00.000-08:00,16:45:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,900000,
16:45:00.000-08:00,17:00:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,900000,
17:00:00.000-08:00,17:15:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,900000,
17:15:00.000-08:00,17:30:00.000-08:00,,18.74479026199715,,,,,,,,,,,11,,,,,900000,
17:30:00.000-08:00,17:45:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,900000,
17:45:00.000-08:00,18:00:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,540000,
18:00:00.000-08:00,18:15:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
18:15:00.000-08:00,18:30:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
18:30:00.000-08:00,18:45:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
18:45:00.000-08:00,19:00:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
19:00:00.000-08:00,19:15:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
19:15:00.000-08:00,19:30:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
19:30:00.000-08:00,19:45:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
19:45:00.000-08:00,20:00:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
20:00:00.000-08:00,20:15:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
20:15:00.000-08:00,20:30:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
20:30:00.000-08:00,20:45:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
20:45:00.000-08:00,21:00:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
21:00:00.000-08:00,21:15:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
21:15:00.000-08:00,21:30:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
21:30:00.000-08:00,21:45:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
21:45:00.000-08:00,22:00:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
22:00:00.000-08:00,22:15:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
22:15:00.000-08:00,22:30:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
22:30:00.000-08:00,22:45:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
22:45:00.000-08:00,23:00:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
23:00:00.000-08:00,23:15:00.000-08:00,,18.74479026199715,,,,,,,,,,,,,,,,,
23:15:00.000-08:00,23:30:00.000-08:00,2,18.74479026199715,44.66875457763672,,,,,,,0.6244602799415588,0.9078492522239685,0.34107130765914917,81,,,,,540000,
23:30:00.000-08:00,23:45:00.000-08:00,3,40.6798608903099,109.49769306182861,,,,,,,0.34078469826899394,0.5666666030883789,0.11666665971279144,191,,,,,600000,300000
