Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Cycling duration (ms),Walking duration (ms)
00:00:00.000-07:00,00:15:00.000-07:00,1,18.914061220060407,69.16128730773926,,,,,,,0.3388870056264904,0.5982688069343567,0.27186039090156555,128,,,,,
00:15:00.000-07:00,00:30:00.000-07:00,,21.30056552468125,26.12734317779541,,,,,,,0.3262324631214142,0.3262324631214142,0.3262324631214142,61,,,,,30109
00:30:00.000-07:00,00:45:00.000-07:00,,18.914062232374103,,,,,,,,,,,,,,,,
00:45:00.000-07:00,01:00:00.000-07:00,,18.914062232374103,,,,,,,,,,,,,,,,
01:00:00.000-07:00,01:15:00.000-07:00,,18.914062232374103,,,,,,,,,,,,,,,,
01:15:00.000-07:00,01:30:00.000-07:00,,18.914062232374103,,,,,,,,,,,,,,,,
01:30:00.000-07:00,01:45:00.000-07:00,,18.914062232374103,,,,,,,,,,,,,,,,
01:45:00.000-07:00,02:00:00.000-07:00,1,18.91406203083925,34.58064270019531,,,,,,,0.32666391134262085,0.32666391134262085,0.32666391134262085,69,,,,,
02:00:00.000-07:00,02:15:00.000-07:00,,18.91406196859613,,,,,,,,,,,,,,,,
02:15:00.000-07:00,02:30:00.000-07:00,,18.91406196859613,,,,,,,,,,,,,,,,
02:30:00.000-07:00,02:45:00.000-07:00,,18.91406196859613,,,,,,,,,,,,,,,,
02:45:00.000-07:00,03:00:00.000-07:00,,18.91406196859613,,,,,,,,,,,,,,,,
03:00:00.000-07:00,03:15:00.000-07:00,,18.91406196859613,,,,,,,,,,,,,,,,
03:15:00.000-07:00,03:30:00.000-07:00,,18.91406196859613,,,,,,,,,,,,,,,,
03:30:00.000-07:00,03:45:00.000-07:00,,18.91406196859613,,,,,,,,,,,,,,,,
03:45:00.000-07:00,04:00:00.000-07:00,4,22.08320078259453,96.5648193359375,,,,,,,0.4304727887334432,0.7988607883453369,0.3262324929237366,148,,,,,39983
04:00:00.000-07:00,04:15:00.000-07:00,,18.914062218535182,,,,,,,,,,,,,,,,
04:15:00.000-07:00,04:30:00.000-07:00,1,34.46046015672867,87.43030738830566,,,,,,,0.3184400127458175,0.3262324631214142,0.30448365211486816,134,,,,,196139
04:30:00.000-07:00,04:45:00.000-07:00,2,18.914060411989002,67.20389604568481,,,,,,,1.1686303292632736,2.8221993446350098,0.28273481130599976,103,,,,,
04:45:00.000-07:00,05:00:00.000-07:00,,21.73547661886962,8.48204517364502,,,,,,,4.011892810463905,7.705725193023682,0.31806042790412903,13,,,,,35596
05:00:00.000-07:00,05:15:00.000-07:00,7,54.30146166674918,43.71515464782715,6.0,6,,,,,0.5590294450521469,0.7918264269828796,0.3262324631214142,67,,,,418588,
05:15:00.000-07:00,05:30:00.000-07:00,11,76.51246789414729,,11.0,11,,,,,,,,,,,,681316,
05:30:00.000-07:00,05:45:00.000-07:00,2,18.914061535811076,60.026777267456055,,,,,,,0.5571955889463425,0.7825841903686523,0.3318069875240326,112,,,,,
05:45:00.000-07:00,06:00:00.000-07:00,,27.75194985782039,9.786974906921387,,,,,,,2.7783153653144836,4.992214679718018,0.5644160509109497,29,,,,,111502
06:00:00.000-07:00,06:15:00.000-07:00,,18.914061753568856,31.31831932067871,,,,,,,0.3262324631214142,0.3262324631214142,0.3262324631214142,59,,,,,
06:15:00.000-07:00,06:30:00.000-07:00,,18.914061753568856,9.786974906921387,,,,,,,0.32151690125465393,0.32151690125465393,0.32151690125465393,39,,,,,
06:30:00.000-07:00,06:45:00.000-07:00,1,33.339218475107565,72.13571739196777,,,,,,,0.8453578330440946,1.0181251764297485,0.27186039090156555,156,,,,,181993
06:45:00.000-07:00,07:00:00.000-07:00,,18.91406336253069,,,,,,,,,,,31,,,,,
07:00:00.000-07:00,07:15:00.000-07:00,,18.91406336253069,28.055994510650635,,,,,,,0.26471009850502014,0.27930864691734314,0.25011155009269714,46,,,,,
07:15:00.000-07:00,07:30:00.000-07:00,,18.91406336253069,18.921483993530273,,,,,,,0.31535804271698,0.31535804271698,0.31535804271698,44,,,,,
07:30:00.000-07:00,07:45:00.000-07:00,,18.91406336253069,,,,,,,,,,,,,,,,
07:45:00.000-07:00,08:00:00.000-07:00,,18.91406336253069,30.013389587402344,,,,,,,0.29654525220394135,0.33210453391075134,0.26098597049713135,46,,,,,
08:00:00.000-07:00,08:15:00.000-07:00,1,18.914063241747666,49.068599700927734,,,,,,,0.3588834774821518,0.9450471997261047,0.25011155009269714,75,,,,,
08:15:00.000-07:00,08:30:00.000-07:00,,22.77103664131512,,,,,,,,,,,,,,,,48661
08:30:00.000-07:00,08:45:00.000-07:00,,18.914061671556464,,,,,,,,,,,,,,,,
08:45:00.000-07:00,09:00:00.000-07:00,,18.914061671556464,,,,,,,,,,,,,,,,
09:00:00.000-07:00,09:15:00.000-07:00,,18.914061671556464,,,,,,,,,,,,,,,,
09:15:00.000-07:00,09:30:00.000-07:00,,18.914061671556464,,,,,,,,,,,,,,,,
09:30:00.000-07:00,09:45:00.000-07:00,,19.723803865380685,,,,,,,,,,,19,,,,,10216
09:45:00.000-07:00,10:00:00.000-07:00,,23.21997881760131,15.006694793701172,,,,,,,0.37145286798477173,0.37145286798477173,0.37145286798477173,33,,,,,54325
10:00:00.000-07:00,10:15:00.000-07:00,5,18.914061797382217,159.22259855270386,,,,,,,0.5646966570308853,0.7404619455337524,0.29360923171043396,244,,,,,
10:15:00.000-07:00,10:30:00.000-07:00,,18.91406118626241,,,,,,,,,,,,,,,,
10:30:00.000-07:00,10:45:00.000-07:00,,18.91406118626241,,,,,,,,,,,,,,,,
10:45:00.000-07:00,11:00:00.000-07:00,,25.02445904380702,38.49543380737305,,,,,,,0.31535807251930237,0.3262324929237366,0.30448365211486816,59,,,,,77091
11:00:00.000-07:00,11:15:00.000-07:00,,18.914061768967105,,,,,,,,,,,,,,,,
11:15:00.000-07:00,11:30:00.000-07:00,,18.914061768967105,,,,,,,,,,,,,,,,
11:30:00.000-07:00,11:45:00.000-07:00,,18.914061768967105,,,,,,,,,,,,,,,,
11:45:00.000-07:00,12:00:00.000-07:00,,18.914061768967105,,,,,,,,,,,,,,,,
12:00:00.000-07:00,12:15:00.000-07:00,,18.914061768967105,,,,,,,,,,,,,,,,
12:15:00.000-07:00,12:30:00.000-07:00,,18.914061768967105,,,,,,,,,,,4,,,,,
12:30:00.000-07:00,12:45:00.000-07:00,1,18.914061786389055,39.80036449432373,,,,,,,0.6037117391824722,0.8037612438201904,0.40366223454475403,83,,,,,
12:45:00.000-07:00,13:00:00.000-07:00,,18.91406179298949,,,,,,,,,,,,,,,,
13:00:00.000-07:00,13:15:00.000-07:00,,18.91406179298949,,,,,,,,,,,,,,,,
13:15:00.000-07:00,13:30:00.000-07:00,,18.91406179298949,,,,,,,,,,,,,,,,
13:30:00.000-07:00,13:45:00.000-07:00,,18.91406179298949,,,,,,,,,,,,,,,,
13:45:00.000-07:00,14:00:00.000-07:00,,18.91406179298949,,,,,,,,,,,,,,,,
14:00:00.000-07:00,14:15:00.000-07:00,,18.91406179298949,,,,,,,,,,,,,,,,
14:15:00.000-07:00,14:30:00.000-07:00,,18.91406179298949,,,,,,,,,,,,,,,,
14:30:00.000-07:00,14:45:00.000-07:00,,18.91406179298949,,,,,,,,,,,,,,,,
14:45:00.000-07:00,15:00:00.000-07:00,,18.91406179298949,,,,,,,,,,,,,,,,
15:00:00.000-07:00,15:15:00.000-07:00,,18.91406179298949,,,,,,,,,,,,,,,,
15:15:00.000-07:00,15:30:00.000-07:00,,18.91406179298949,,,,,,,,,,,,,,,,
15:30:00.000-07:00,15:45:00.000-07:00,,18.91406179298949,,,,,,,,,,,,,,,,
15:45:00.000-07:00,16:00:00.000-07:00,,18.91406179298949,,,,,,,,,,,,,,,,
16:00:00.000-07:00,16:15:00.000-07:00,,18.91406179298949,,,,,,,,,,,,,,,,
16:15:00.000-07:00,16:30:00.000-07:00,,18.91406179298949,,,,,,,,,,,,,,,,
