Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Cycling duration (ms),Inactive duration (ms),Walking duration (ms)
00:00:00.000-08:00,00:15:00.000-08:00,,18.74479252071272,5.497693061828613,,,,,,,,,,16,,,,,900000,
00:15:00.000-08:00,00:30:00.000-08:00,2,26.58415634281859,103.90711307525635,,,,,,,1.0213217737354428,1.4402648210525513,0.3010459542274475,165,,,,,792783,107217
00:30:00.000-08:00,00:45:00.000-08:00,,18.744789985631996,,,,,,,,,,,,,,,,900000,
00:45:00.000-08:00,01:00:00.000-08:00,1,18.744789985631996,44.847289085388184,,,,,,,0.8513751029968262,0.8513751029968262,0.8513751029968262,91,,,,,900000,
01:00:00.000-08:00,01:15:00.000-08:00,1,18.744789985631996,28.86288833618164,,,,,,,0.9231407046318054,0.9231407046318054,0.9231407046318054,51,,,,,900000,
01:15:00.000-08:00,01:30:00.000-08:00,,18.744789985631996,5.497693061828613,,,,,,,,,,24,,,,,900000,
01:30:00.000-08:00,01:45:00.000-08:00,,18.744789985631996,55.49062150319847,,,,,,,0.43428222835063934,0.5249586701393127,0.34360578656196594,117,,,,,900000,
01:45:00.000-08:00,02:00:00.000-08:00,14,76.28344165152447,1326.4633367754745,10.0,10,19.719952,77.1496893,19.719952,77.1496893,0.8931749520761166,1.5022521018981934,0.3206135928630829,207,,,,648917,156941,94142
02:00:00.000-08:00,02:15:00.000-08:00,4,29.69258237525235,659.6477558555434,2.0,2,,,,,1.9342106352913957,4.277201175689697,0.4817463457584381,96,,,,140246,759754,
02:15:00.000-08:00,02:30:00.000-08:00,,18.74479138956559,,,,,,,,,,,,,,,,900000,
02:30:00.000-08:00,02:45:00.000-08:00,,18.74479138956559,,,,,,,,,,,,,,,,900000,
02:45:00.000-08:00,03:00:00.000-08:00,,18.74479138956559,,,,,,,,,,,,,,,,900000,
03:00:00.000-08:00,03:15:00.000-08:00,,18.74479138956559,,,,,,,,,,,,,,,,900000,
03:15:00.000-08:00,03:30:00.000-08:00,,18.74479138956559,,,,,,,,,,,,,,,,900000,
03:30:00.000-08:00,03:45:00.000-08:00,1,19.80103934657065,18.55471420288086,,,,,,,0.7586215138435364,0.7586215138435364,0.7586215138435364,35,,,,13531,886469,
03:45:00.000-08:00,04:00:00.000-08:00,15,88.99999509251084,,15.0,15,,,,,,,,,,,,900000,,
04:00:00.000-08:00,04:15:00.000-08:00,12,76.1150348466953,14.43144416809082,12.0,12,,,,,0.34194695949554443,0.34194695949554443,0.34194695949554443,21,,,,734938,165062,
04:15:00.000-08:00,04:30:00.000-08:00,,18.744792676243055,,,,,,,,,,,22,,,,,900000,
04:30:00.000-08:00,04:45:00.000-08:00,,18.744792676243055,32.98615837097168,,,,,,,0.28992195427417755,0.3278663158416748,0.2519775927066803,53,,,,,900000,
04:45:00.000-08:00,05:00:00.000-08:00,,18.744792676243055,13.057021141052246,,,,,,,0.8044962286949158,0.8044962286949158,0.8044962286949158,53,,,,,900000,
05:00:00.000-08:00,05:15:00.000-08:00,3,18.744792676243055,121.01730847358704,,,,,,,1.1157280536197298,1.7434672117233276,0.4009617567062378,213,,,,,900000,
05:15:00.000-08:00,05:30:00.000-08:00,,18.744792676243055,,,,,,,,,,,,,,,,900000,
05:30:00.000-08:00,05:45:00.000-08:00,,18.744792676243055,,,,,,,,,,,,,,,,900000,
05:45:00.000-08:00,06:00:00.000-08:00,,18.744792676243055,,,,,,,,,,,,,,,,900000,
06:00:00.000-08:00,06:15:00.000-08:00,,18.744792676243055,,,,,,,,,,,,,,,,900000,
06:15:00.000-08:00,06:30:00.000-08:00,,18.744792676243055,,,,,,,,,,,9,,,,,900000,
06:30:00.000-08:00,06:45:00.000-08:00,,18.744792676243055,,,,,,,,,,,,,,,,900000,
06:45:00.000-08:00,07:00:00.000-08:00,,18.744792676243055,,,,,,,,,,,,,,,,900000,
07:00:00.000-08:00,07:15:00.000-08:00,,18.744792676243055,,,,,,,,,,,,,,,,900000,
07:15:00.000-08:00,07:30:00.000-08:00,,18.744792676243055,,,,,,,,,,,,,,,,900000,
07:30:00.000-08:00,07:45:00.000-08:00,,18.744792676243055,,,,,,,,,,,,,,,,900000,
07:45:00.000-08:00,08:00:00.000-08:00,4,18.744792676243055,146.108593583107,,,,,,,0.39657821614155847,0.7895967364311218,0.2836325764656067,272,,,,,476690,
08:00:00.000-08:00,08:15:00.000-08:00,,18.744792676243055,,,,,,,,,,,,,,,,900000,
08:15:00.000-08:00,08:30:00.000-08:00,,18.744792676243055,,,,,,,,,,,,,,,,900000,
08:30:00.000-08:00,08:45:00.000-08:00,2,37.0621924219234,174.61381459236145,,,,,,,0.5931259045142613,1.3657325506210327,0.2748846411705017,265,,,,,380678,250523
08:45:00.000-08:00,09:00:00.000-08:00,2,24.49960252057451,72.45283031463623,,,,,,,0.8489537207055112,1.019300937652588,0.6948999166488647,119,,,,,821293,78707
09:00:00.000-08:00,09:15:00.000-08:00,2,18.744791686191473,78.72820568084717,,,,,,,0.4800894898727706,0.7375250458717346,0.2634311020374298,140,,,,,900000,
09:15:00.000-08:00,09:30:00.000-08:00,,18.744791686191473,,,,,,,,,,,,,,,,900000,
09:30:00.000-08:00,09:45:00.000-08:00,,18.744791686191473,,,,,,,,,,,,,,,,900000,
09:45:00.000-08:00,10:00:00.000-08:00,,18.744791686191473,,,,,,,,,,,,,,,,900000,
