Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000-08:00,00:15:00.000-08:00,,18.744791419606926,,,,,,,,,,,,,,,900000,,
00:15:00.000-08:00,00:30:00.000-08:00,,18.744791419606926,,,,,,,,,,,,,,,900000,,
00:30:00.000-08:00,00:45:00.000-08:00,1,18.744791419606926,51.54087162017822,,,,,,,0.6219824850559235,0.8441250324249268,0.39983993768692017,102,,,,765518,,
00:45:00.000-08:00,01:00:00.000-08:00,1,18.744791419606926,42.607120513916016,,,,,,,0.5514149218797684,0.7213485836982727,0.38148126006126404,98,,,,900000,,
01:00:00.000-08:00,01:15:00.000-08:00,3,30.833499999004083,124.38530445098877,,,,,,,0.6687056260102103,0.7705658674240112,0.3755088150501251,227,,,,734666,165334,
01:15:00.000-08:00,01:30:00.000-08:00,,18.744791025488126,32.298946380615234,,,,,,,0.6325617134571075,0.6413556337356567,0.6237677931785583,69,,,,900000,,
01:30:00.000-08:00,01:45:00.000-08:00,3,18.744791025488126,102.68957567214966,,,,,,,0.7765478398988003,1.3483582735061646,0.4161682724952698,171,,,,487232,,
01:45:00.000-08:00,02:00:00.000-08:00,,18.744791025488126,,,,,,,,,,,,,,,600811,,
02:00:00.000-08:00,02:15:00.000-08:00,,18.744791025488126,7.716484546661377,,,,,,,,,,27,,,,900000,,
02:15:00.000-08:00,02:30:00.000-08:00,,18.744791025488126,5.763365745544434,,,,,,,,,,36,,,,900000,,
02:30:00.000-08:00,02:45:00.000-08:00,,18.744791025488126,,,,,,,,,,,,,,,900000,,
02:45:00.000-08:00,03:00:00.000-08:00,,18.744791025488126,,,,,,,,,,,3,,,,900000,,
03:00:00.000-08:00,03:15:00.000-08:00,,18.744791025488126,22.70495319366455,,,,,,,0.4691135585308075,0.4691135585308075,0.4691135585308075,63,,,,900000,,
03:15:00.000-08:00,03:30:00.000-08:00,1,18.744791025488126,74.90606880187988,,,,,,,0.7895515859127045,0.8735652565956116,0.7055379152297974,126,,,,900000,,
03:30:00.000-08:00,03:45:00.000-08:00,2,18.744791025488126,82.46539688110352,,,,,,,0.5897941563069832,0.6453458070755005,0.35797977447509766,142,,,,900000,,
03:45:00.000-08:00,04:00:00.000-08:00,5,32.79952103081892,233.57942516480298,,,,,,,0.6385780859948607,1.1435818672180176,0.4614884555339813,350,,,,678818,192223,
04:00:00.000-08:00,04:15:00.000-08:00,5,18.744792504547792,179.31506269301562,,,,,,,1.1561671729663459,4.220501899719238,0.274202436208725,276,,,,,,
