Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000-07:00,00:15:00.000-07:00,,18.80989646911621,,,,,,,,,,,,,,,900000,,
00:15:00.000-07:00,00:30:00.000-07:00,,18.80989646911621,,,,,,,,,,,1,,,,900000,,
00:30:00.000-07:00,00:45:00.000-07:00,,18.80989646911621,,,,,,,,,,,,,,,900000,,
00:45:00.000-07:00,01:00:00.000-07:00,,18.809895874377695,,,,,,,,,,,1,,,,900000,,
01:00:00.000-07:00,01:15:00.000-07:00,,18.809896325503118,,,,,,,,,,,6,,,,900000,,
01:15:00.000-07:00,01:30:00.000-07:00,,18.80989646911621,,,,,,,,,,,,,,,900000,,
01:30:00.000-07:00,01:45:00.000-07:00,,18.80989646911621,,,,,,,,,,,1,,,,900000,,
01:45:00.000-07:00,02:00:00.000-07:00,,18.80989646911621,,,,,,,,,,,8,,,,900000,,
02:00:00.000-07:00,02:15:00.000-07:00,,18.80989661206857,,,,,,,,,,,,,,,900000,,
02:15:00.000-07:00,02:30:00.000-07:00,,18.809896642397167,,,,,,,,,,,,,,,900000,,
02:30:00.000-07:00,02:45:00.000-07:00,,18.80989582914013,,,,,,,,,,,25,,,,658945,,
02:45:00.000-07:00,03:00:00.000-07:00,,18.809894561767578,,,,,,,,,,,,,,,900000,,
03:00:00.000-07:00,03:15:00.000-07:00,,18.809894561767578,,,,,,,,,,,1,,,,900000,,
03:15:00.000-07:00,03:30:00.000-07:00,,18.809894561767578,,,,,,,,,,,,,,,900000,,
03:30:00.000-07:00,03:45:00.000-07:00,,18.809894561767578,,,,,,,,,,,,,,,900000,,
03:45:00.000-07:00,04:00:00.000-07:00,,18.809894561767578,,,,,,,,,,,7,,,,900000,,
04:00:00.000-07:00,04:15:00.000-07:00,,18.809894561767578,,,,,,,,,,,4,,,,900000,,
