Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000-08:00,00:15:00.000-08:00,,18.744790274068713,21.99077320098877,,,,,,,0.8672921657562256,0.8672921657562256,0.8672921657562256,51,,,,691058,,
00:15:00.000-08:00,00:30:00.000-08:00,,18.74478964765142,,,,,,,,,,,19,,,,900000,,
00:30:00.000-08:00,00:45:00.000-08:00,1,37.87613369943161,51.622313793164395,,,,,,,0.9042802155017853,0.9763893485069275,0.8321710824966431,86,,,,783763,,116237
00:45:00.000-08:00,01:00:00.000-08:00,11,31.883253061051683,499.60790032579314,,,,,,,0.7974608454721864,1.1209269762039185,0.2867494821548462,742,,,,155444,119890,26566
01:00:00.000-08:00,01:15:00.000-08:00,3,23.503472842229897,85.21424412727356,,,,,,,0.6228096866368791,0.9102985858917236,0.3926185369491577,140,,,,651097,65084,
01:15:00.000-08:00,01:30:00.000-08:00,,18.744789123535156,,,,,,,,,,,,,,,900000,,
01:30:00.000-08:00,01:45:00.000-08:00,,18.744789123535156,,,,,,,,,,,,,,,900000,,
01:45:00.000-08:00,02:00:00.000-08:00,,18.744789123535156,,,,,,,,,,,,,,,900000,,
02:00:00.000-08:00,02:15:00.000-08:00,,18.744789123535156,,,,,,,,,,,,,,,900000,,
02:15:00.000-08:00,02:30:00.000-08:00,,18.744789123535156,,,,,,,,,,,,,,,900000,,
02:30:00.000-08:00,02:45:00.000-08:00,,18.744789123535156,,,,,,,,,,,,,,,900000,,
02:45:00.000-08:00,03:00:00.000-08:00,,18.744789123535156,,,,,,,,,,,,,,,900000,,
03:00:00.000-08:00,03:15:00.000-08:00,,18.744789123535156,,,,,,,,,,,,,,,900000,,
03:15:00.000-08:00,03:30:00.000-08:00,,18.744789123535156,,,,,,,,,,,,,,,900000,,
03:30:00.000-08:00,03:45:00.000-08:00,,18.744789123535156,,,,,,,,,,,,,,,900000,,
03:45:00.000-08:00,04:00:00.000-08:00,,18.744789123535156,,,,,,,,,,,,,,,900000,,
04:00:00.000-08:00,04:15:00.000-08:00,,18.744789123535156,,,,,,,,,,,,,,,900000,,
