Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000-08:00,00:15:00.000-08:00,,18.74479021344866,,,,,,,,,,,,,,,,,
00:15:00.000-08:00,00:30:00.000-08:00,,18.74479021344866,,,,,,,,,,,,,,,,,
00:30:00.000-08:00,00:45:00.000-08:00,,18.74479021344866,,,,,,,,,,,,,,,,,
00:45:00.000-08:00,01:00:00.000-08:00,,18.74479021344866,,,,,,,,,,,,,,,,,
01:00:00.000-08:00,01:15:00.000-08:00,,18.74479021344866,,,,,,,,,,,,,,,,,
01:15:00.000-08:00,01:30:00.000-08:00,,18.74479021344866,,,,,,,,,,,,,,,,,
01:30:00.000-08:00,01:45:00.000-08:00,,18.74479021344866,,,,,,,,,,,,,,,,,
01:45:00.000-08:00,02:00:00.000-08:00,,18.74479021344866,,,,,,,,,,,,,,,,,
02:00:00.000-08:00,02:15:00.000-08:00,,18.74479021344866,,,,,,,,,,,,,,,,,
02:15:00.000-08:00,02:30:00.000-08:00,,18.74479021344866,,,,,,,,,,,,,,,,,
02:30:00.000-08:00,02:45:00.000-08:00,,18.74479021344866,,,,,,,,,,,,,,,,,
02:45:00.000-08:00,03:00:00.000-08:00,,18.74479021344866,,,,,,,,,,,,,,,,,
03:00:00.000-08:00,03:15:00.000-08:00,,18.74479021344866,,,,,,,,,,,,,,,,,
03:15:00.000-08:00,03:30:00.000-08:00,,18.74479021344866,,,,,,,,,,,,,,,,,
03:30:00.000-08:00,03:45:00.000-08:00,,18.74479021344866,,,,,,,,,,,,,,,,,
03:45:00.000-08:00,04:00:00.000-08:00,,18.74479021344866,,,,,,,,,,,,,,,,,
04:00:00.000-08:00,04:15:00.000-08:00,6,38.440802960168746,403.0,3.0,2,,,,,1.1199999570846557,2.0333333015441895,0.4166666269302368,501,,,,120000,240000,
04:15:00.000-08:00,04:30:00.000-08:00,12,94.9857896566391,1011.0,9.0,8,,,,,1.2888888170321782,2.3333332538604736,0.2499999850988388,1257,,,,44280,720000,120000
04:30:00.000-08:00,04:45:00.000-08:00,1,27.518818853537372,73.0,,,,,,,0.48749997094273567,0.7333332896232605,0.21666665375232697,116,,,,710924,120000,
