Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Walking duration (ms)
00:00:00.000-08:00,00:15:00.000-08:00,,19.122395833333332,,,,,,,,,,,13,,,,
00:15:00.000-08:00,00:30:00.000-08:00,,19.122395833333332,,,,,,,,,,,,,,,
00:30:00.000-08:00,00:45:00.000-08:00,,19.122395833333332,,,,,,,,,,,10,,,,
00:45:00.000-08:00,01:00:00.000-08:00,1,19.122395833333332,18.2690199600625,,,,,,,0.799869525396782,0.799869525396782,0.799869525396782,48,,,,
01:00:00.000-08:00,01:15:00.000-08:00,,19.122395833333332,,,,,,,,,,,3,,,,
01:15:00.000-08:00,01:30:00.000-08:00,5,19.122395833333332,145.49969468192637,,,,,,,0.36651442103719417,0.46020258467790054,0.32623249310049574,231,,,,
01:30:00.000-08:00,01:45:00.000-08:00,,19.122395833333332,,,,,,,,,,,,,,,
01:45:00.000-08:00,02:00:00.000-08:00,,19.122395833333332,19.573949957209823,,,,,,,0.38140977840826007,0.38140977840826007,0.38140977840826007,50,,,,
02:00:00.000-08:00,02:15:00.000-08:00,1,24.573825342592595,52.84966488446652,,,,,,,0.5247537907265876,0.7663179300011492,0.27186041607235867,103,,,,67184
02:15:00.000-08:00,02:30:00.000-08:00,1,19.122395833333336,26.098599942946432,,,,,,,0.32623246588062593,0.32623246588062593,0.32623246588062593,40,,,,
02:30:00.000-08:00,02:45:00.000-08:00,1,19.122395833333336,50.79800234599884,,,,,,,0.43079922128022763,0.43079922128022763,0.43079922128022763,109,,,,
02:45:00.000-08:00,03:00:00.000-08:00,,19.122395833333336,,,,,,,,,,,13,,,,
03:00:00.000-08:00,03:15:00.000-08:00,,19.122395833333332,,,,,,,,,,,,,,,
03:15:00.000-08:00,03:30:00.000-08:00,,19.122395833333332,,,,,,,,,,,,,,,
03:30:00.000-08:00,03:45:00.000-08:00,,19.122395833333332,,,,,,,,,,,,,,,
03:45:00.000-08:00,04:00:00.000-08:00,,19.122395833333332,,,,,,,,,,,,,,,
04:00:00.000-08:00,04:15:00.000-08:00,,19.122395833333332,,,,,,,,,,,,,,,
04:15:00.000-08:00,04:30:00.000-08:00,2,19.122395833333332,118.74862974040626,,,,,,,0.38320610160548807,0.6895971529640318,0.2609859994294643,212,,,,
04:30:00.000-08:00,04:45:00.000-08:00,,19.122395833333336,,,,,,,,,,,10,,,,
04:45:00.000-08:00,05:00:00.000-08:00,,19.122395833333332,,,,,,,,,,,,,,,
05:00:00.000-08:00,05:15:00.000-08:00,,19.122395833333332,26.098599942946432,,,,,,,0.8435229435337436,0.8435229435337436,0.8435229435337436,69,,,,
05:15:00.000-08:00,05:30:00.000-08:00,,19.122395833333332,,,,,,,,,,,,,,,
05:30:00.000-08:00,05:45:00.000-08:00,1,26.969455326388886,47.05607243408552,,,,,,,0.42046644954099094,0.42046644954099094,0.42046644954099094,88,,,,96708
05:45:00.000-08:00,06:00:00.000-08:00,3,26.7467196506522,105.88088759221628,,,,,,,0.9028390293436158,1.2777371149180046,0.326232494514515,165,,,,93963
06:00:00.000-08:00,06:15:00.000-08:00,,19.122395833333332,,,,,,,,,,,,,,,
06:15:00.000-08:00,06:30:00.000-08:00,3,36.69389223900463,182.9892528640786,,,,,,,1.0491383390576623,1.0958226213545512,0.9484015795407934,280,,,,216553
06:30:00.000-08:00,06:45:00.000-08:00,,19.122395833333336,,,,,,,,,,,,,,,
06:45:00.000-08:00,07:00:00.000-08:00,,19.122395833333336,,,,,,,,,,,,,,,
07:00:00.000-08:00,07:15:00.000-08:00,,19.122395833333336,,,,,,,,,,,,,,,
07:15:00.000-08:00,07:30:00.000-08:00,4,41.51460667361111,233.82069311037975,,,,,,,1.0725398619674285,1.140403906043721,0.9139616892642813,365,,,,275964
07:30:00.000-08:00,07:45:00.000-08:00,,19.122395833333332,,,,,,,,,,,,,,,
