15080,"Aug 20, 2024, 1:50:23 PM PST",News,"trending,controversial,viral,informative,entertaining",,"showcase,reaction,highlights",news
15912,"Aug 4, 2024, 2:15:04 PM PST",Comedy,"entertaining,trending,viral,informative,controversial",animated,"podcast,compilation,reaction,commentary,showcase,highlights","storytelling,entertainment,news"
15496,"Aug 11, 2024, 3:16:05 PM PST",Music,"entertaining,trending,viral,informative,controversial",animated,"compilation,podcast,reaction,commentary,highlights,showcase","storytelling,entertainment,news"
15913,"Aug 4, 2024, 2:11:30 PM PST",Reviews,"trending,informative,viral,entertaining,mature,educational",edited,"highlights,guide,showcase",educational
15497,"Aug 11, 2024, 3:14:45 PM PST",Entertainment,"trending,mature,entertaining,informative,viral,controversial,educational,family_friendly","professional,edited,animated","reaction,showcase,guide,highlights,compilation,commentary,analysis,review","entertainment,storytelling,educational,analysis,skill_development"
15914,"Aug 4, 2024, 1:05:15 PM PST",Entertainment,"viral,trending,informative,entertaining,mature,controversial,educational,family_friendly","professional,animated,edited","reaction,showcase,guide,highlights,commentary,compilation,analysis,documentary,review","storytelling,entertainment,educational,analysis,news,skill_development,promotional"
15498,"Aug 11, 2024, 3:11:12 PM PST",Podcast,"trending,educational,informative,controversial,viral,entertaining","edited,studio_quality,high_production","commentary,guide,compilation,review,podcast,analysis,reaction,highlights,showcase,interview,stream_highlights","educational,analysis,social_commentary,skill_development,news"
15081,"Aug 20, 2024, 1:49:52 PM PST",Gaming,"informative,trending,viral,entertaining,educational,mature","professional,edited","guide,showcase,tutorial,highlights,review","educational,news"
15915,"Aug 4, 2024, 1:05:05 PM PST",Entertainment,"mature,trending,informative,entertaining,viral,controversial,family_friendly,educational","high_production,studio_quality,professional,edited,live_recording,animated,raw_footage","reaction,highlights,compilation,stream_highlights,guide,showcase,review,commentary,interview,analysis,podcast,walkthrough","social_commentary,news,skill_development,product_review,entertainment,analysis,personal_vlog,educational,promotional,storytelling"
15499,"Aug 11, 2024, 3:10:30 PM PST",Entertainment,"trending,entertaining,informative,mature,viral,family_friendly,educational","high_production,professional,studio_quality,edited,animated,live_recording,raw_footage","reaction,highlights,compilation,showcase,podcast,stream_highlights,guide,commentary,review,interview,analysis,documentary,tutorial,walkthrough","news,entertainment,social_commentary,educational,promotional,personal_vlog,storytelling,product_review,skill_development,analysis"
15082,"Aug 20, 2024, 1:49:07 PM PST",Technology,"clickbait,educational,informative,controversial,trending,viral","studio_quality,high_production","guide,reaction,tutorial,analysis","educational,promotional,news,storytelling,analysis,social_commentary"
15916,"Aug 4, 2024, 9:00:03 AM PST",Comedy,"trending,entertaining,informative,viral,family_friendly,mature,educational,controversial","animated,professional","reaction,guide,compilation,showcase,commentary,highlights,analysis,tutorial,review,documentary,podcast","storytelling,entertainment,educational,analysis,promotional,skill_development"
15500,"Aug 11, 2024, 3:06:47 PM PST",Entertainment,"trending,entertaining,informative,family_friendly,viral,controversial,mature,educational","high_production,edited,studio_quality,animated,professional,raw_footage","highlights,compilation,reaction,showcase,stream_highlights,guide,commentary,walkthrough,review,analysis","entertainment,promotional,social_commentary,skill_development,product_review,storytelling,news,educational,personal_vlog,analysis"
15083,"Aug 20, 2024, 1:48:29 PM PST",Shorts,"trending,informative,mature,educational,controversial",edited,"highlights,showcase,guide",educational
15917,"Aug 4, 2024, 8:55:45 AM PST",Entertainment,"trending,entertaining,controversial,viral",edited,"compilation,guide",storytelling
15501,"Aug 11, 2024, 3:03:51 PM PST",Technology,"trending,entertaining,informative,controversial,viral","high_production,edited,animated","reaction,showcase,highlights",news
15084,"Aug 20, 2024, 1:48:18 PM PST",Comedy,"entertaining,viral,trending,controversial,informative","amateur,animated,edited,raw_footage,high_production","reaction,commentary,showcase,highlights,compilation,tutorial,stream_highlights","entertainment,social_commentary,skill_development,news,storytelling"
15918,"Aug 4, 2024, 8:55:21 AM PST",Podcast,"informative,entertaining,trending,mature",,"compilation,documentary,showcase,podcast,highlights",storytelling
15502,"Aug 11, 2024, 3:00:00 PM PST",Shorts,"informative,trending,entertaining,viral,controversial,mature",edited,"guide,highlights,showcase,compilation",
15085,"Aug 20, 2024, 1:48:02 PM PST",Technology,"trending,informative,mature,viral,entertaining,controversial","professional,edited","guide,highlights,analysis,compilation,showcase",analysis
15919,"Aug 4, 2024, 8:54:54 AM PST",Entertainment,"trending,entertaining,informative,viral,controversial,family_friendly,educational",high_production,"showcase,compilation,highlights,guide,reaction","promotional,entertainment,educational"
15503,"Aug 11, 2024, 2:59:58 PM PST",Entertainment,"trending,mature,entertaining,viral,informative,family_friendly","professional,edited,high_production,animated,studio_quality,live_recording","showcase,compilation,stream_highlights,highlights,commentary,guide,reaction,review,walkthrough,interview,analysis,podcast","news,entertainment,product_review,storytelling,promotional,skill_development,analysis,personal_vlog,social_commentary"
