0,that’s gotta be….,"Feb 13, 2025, 12:49:27 AM PST",News,,NEGATIVE,0.6533669233322144,news,information,"serious,informative,dramatic,funny,professional",0.5864884853363037
1,Billie Eilish DESTROYS Haters 😳🤬,"Feb 13, 2025, 12:48:52 AM PST",Comedy,,NEGATIVE,0.9820714592933655,reaction,comedy,"dramatic,funny,informative,professional,serious,personal",0.7547889351844788
2,The SIMPLEST Side-Jump guide in Fortnite...,"Feb 13, 2025, 12:47:43 AM PST",Gaming,Gameplay,NEGATIVE,0.9851204752922058,guide,information,"casual,informative,professional,funny",0.9896425604820251
3,How to Build in Fortnite - and actually USE those skills,"Feb 13, 2025, 12:39:36 AM PST",Gaming,Gameplay,POSITIVE,0.9783853888511658,guide,information,"informative,serious,dramatic,professional",0.9886964559555054
4,anybody can find love (except you.),"Feb 12, 2025, 8:43:27 PM PST",Podcast,,POSITIVE,0.9995352029800415,news,information,"informative,serious,dramatic,funny,personal",0.045704808086156845
5,I Tried Fortnite as a Complete Beginner,"Feb 12, 2025, 8:40:47 PM PST",Gaming,Gameplay,NEGATIVE,0.9965001344680786,guide,information,"personal,informative,casual,dramatic,funny,serious",0.9973122477531433
6,OG Hide & Seek in Fortnite!,"Feb 12, 2025, 8:39:20 PM PST",Gaming,Gameplay,NEGATIVE,0.9645166993141174,gameplay,entertainment,"informative,funny,dramatic",0.9850379228591919
7,The Biggest Beef in Fortnite,"Feb 12, 2025, 8:37:51 PM PST",Gaming,Gameplay,NEGATIVE,0.909859299659729,news,information,"serious,dramatic,personal,informative",0.9893816113471985
8,Fortnite Items That Were CANCELLED!,"Feb 12, 2025, 8:36:47 PM PST",Gaming,Gaming News,NEGATIVE,0.999607264995575,news,information,"serious,dramatic,informative,funny",0.9917651414871216
9,Apa Fer Milaange,"Feb 12, 2025, 1:04:00 PM PST",Music,Cover Song,NEGATIVE,0.9793339967727661,unknown,unknown,,0.7505468726158142
10,Mera Yaar,"Feb 12, 2025, 1:02:56 PM PST",Music,Official Music Video,POSITIVE,0.8198983669281006,unknown,unknown,,0.9040590524673462
11,Tere Bina Na Guzara E,"Feb 12, 2025, 12:59:15 PM PST",Entertainment,,NEGATIVE,0.9301848411560059,reaction,information,"informative,dramatic,serious,casual,funny,professional,personal",0.8385317325592041
12,Ashutosh Shashank Shekhar - Shiv Stuti,"Feb 12, 2025, 12:55:04 PM PST",Entertainment,,NEGATIVE,0.5538913011550903,guide,information,"professional,informative,serious,personal,dramatic,funny",0.3082695007324219
13,Maula Mere Maula,"Feb 12, 2025, 12:54:50 PM PST",Music,Official Music Video,NEGATIVE,0.9507095813751221,unknown,unknown,,0.9222233891487122
14,Krishnashtakam,"Feb 12, 2025, 9:59:31 AM PST",Music,Behind the Scenes,POSITIVE,0.8967987298965454,unknown,unknown,,0.06778189539909363
15,Shiv Kailash (Live in Mumbai),"Feb 12, 2025, 9:51:29 AM PST",Entertainment,,POSITIVE,0.9947361350059509,news,entertainment,"personal,professional,informative,dramatic,serious,funny",0.8954928517341614
