273,trending,shorts,"Feb 10, 2025, 4:41:13 PM PST"
274,series,ep\.\s*\d+,"Feb 10, 2025, 4:41:12 PM PST"
275,trending,shorts,"Feb 10, 2025, 4:39:10 PM PST"
281,trending,shorts,"Feb 10, 2025, 4:38:56 PM PST"
283,trending,shorts,"Feb 10, 2025, 4:38:13 PM PST"
284,series,part\s*\d+,"Feb 10, 2025, 4:38:12 PM PST"
284,series,#\d+,"Feb 10, 2025, 4:38:12 PM PST"
284,community,vs,"Feb 10, 2025, 4:38:12 PM PST"
286,trending,trend(?:ing)?,"Feb 10, 2025, 4:35:06 PM PST"
286,trending,shorts,"Feb 10, 2025, 4:35:06 PM PST"
287,series,season,"Feb 10, 2025, 4:34:40 PM PST"
291,trending,viral,"Feb 10, 2025, 4:33:39 PM PST"
291,trending,shorts,"Feb 10, 2025, 4:33:39 PM PST"
294,community,vs,"Feb 10, 2025, 4:33:29 PM PST"
295,series,#\d+,"Feb 10, 2025, 4:33:28 PM PST"
299,trending,shorts,"Feb 10, 2025, 4:33:26 PM PST"
301,trending,shorts,"Feb 10, 2025, 4:31:36 PM PST"
305,trending,shorts,"Feb 10, 2025, 4:31:32 PM PST"
309,trending,shorts,"Feb 10, 2025, 4:31:29 PM PST"
310,trending,new,"Rosé’s and Bruno Mars Hilarious Promo Story - Rosie, New Album, APT, Jake Shane"
310,monetization,promo,"Rosé’s and Bruno Mars Hilarious Promo Story - Rosie, New Album, APT, Jake Shane"
312,community,with,"Feb 10, 2025, 4:30:39 PM PST"
313,community,with,"Feb 10, 2025, 4:30:38 PM PST"
315,trending,shorts,"Feb 10, 2025, 4:28:03 PM PST"
316,trending,viral,"Feb 10, 2025, 4:26:54 PM PST"
316,trending,shorts,"Feb 10, 2025, 4:26:54 PM PST"
343,monetization,ad\b,"Feb 10, 2025, 10:44:58 AM PST"
356,trending,new,Julian Goldie Agency
357,trending,shorts,"Feb 10, 2025, 10:08:51 AM PST"
362,monetization,ad\b,"Feb 10, 2025, 10:02:46 AM PST"
368,trending,shorts,"Feb 10, 2025, 9:56:32 AM PST"
380,trending,viral,"Feb 10, 2025, 9:34:54 AM PST"
380,trending,shorts,"Feb 10, 2025, 9:34:54 AM PST"
385,trending,new,"Sometime in the fall of 2021, Andrew Krapivin, an undergraduate at Rutgers University, encountered a paper that would change his life. At the time, Krapivin didn’t give it much thought. But two years later, when he finally set aside time to go through the paper (“just for fun,” as he put it), his efforts would lead to a rethinking of a widely used tool in computer science.
 
The paper’s title, “Tiny Pointers,” referred to arrowlike entities that can direct you to a piece of information, or element, in a computer’s memory. Krapivin soon came up with a potential way to further miniaturize the pointers so they consumed less memory. However, to achieve that, he needed a better way of organizing the data that the pointers would point to. 
 
He turned to a common approach for storing data known as a hash table. But in the midst of his tinkering, Krapivin realized that he had invented a new kind of hash table, one that worked faster than expected — taking less time and fewer steps to find specific elements.
 
Martín Farach-Colton, a co-author of the “Tiny Pointers” paper and Krapivin’s former professor at Rutgers, was initially skeptical of Krapivin’s new design. Hash tables are among the most thoroughly studied data structures in all of computer science; the advance sounded too good to be true.  But just to be sure, he asked a frequent collaborator (and a “Tiny Pointers” co-author), William Kuszmaul of Carnegie Mellon University, to check out his student’s invention. Kuszmaul had a different reaction. “You didn’t just come up with a cool hash table,” he remembers telling Krapivin. “You’ve actually completely wiped out a 40-year-old conjecture!”  
 
Together, Krapivin (now a graduate student at the University of Cambridge), Farach-Colton (now at New York University) and Kuszmaul demonstrated in a January 2025 paper that this new hash table can indeed find elements faster than was considered possible. ln so doing, they had disproved a conjecture long held to be true.
  
⬆️⬅️↗️⬇️ Read the full story: https://www.quantamagazine.org/undergraduate-upends-a-40-year-old-data-science-conjecture-20250210/

🎨 Credit: 
1: Nash Weerasekera for Quanta Magazine
2: Philipp Ammon for Quanta Magazine"
385,monetization,ad\b,"Sometime in the fall of 2021, Andrew Krapivin, an undergraduate at Rutgers University, encountered a paper that would change his life. At the time, Krapivin didn’t give it much thought. But two years later, when he finally set aside time to go through the paper (“just for fun,” as he put it), his efforts would lead to a rethinking of a widely used tool in computer science.
 
The paper’s title, “Tiny Pointers,” referred to arrowlike entities that can direct you to a piece of information, or element, in a computer’s memory. Krapivin soon came up with a potential way to further miniaturize the pointers so they consumed less memory. However, to achieve that, he needed a better way of organizing the data that the pointers would point to. 
 
He turned to a common approach for storing data known as a hash table. But in the midst of his tinkering, Krapivin realized that he had invented a new kind of hash table, one that worked faster than expected — taking less time and fewer steps to find specific elements.
 
Martín Farach-Colton, a co-author of the “Tiny Pointers” paper and Krapivin’s former professor at Rutgers, was initially skeptical of Krapivin’s new design. Hash tables are among the most thoroughly studied data structures in all of computer science; the advance sounded too good to be true.  But just to be sure, he asked a frequent collaborator (and a “Tiny Pointers” co-author), William Kuszmaul of Carnegie Mellon University, to check out his student’s invention. Kuszmaul had a different reaction. “You didn’t just come up with a cool hash table,” he remembers telling Krapivin. “You’ve actually completely wiped out a 40-year-old conjecture!”  
 
Together, Krapivin (now a graduate student at the University of Cambridge), Farach-Colton (now at New York University) and Kuszmaul demonstrated in a January 2025 paper that this new hash table can indeed find elements faster than was considered possible. ln so doing, they had disproved a conjecture long held to be true.
  
⬆️⬅️↗️⬇️ Read the full story: https://www.quantamagazine.org/undergraduate-upends-a-40-year-old-data-science-conjecture-20250210/

🎨 Credit: 
1: Nash Weerasekera for Quanta Magazine
2: Philipp Ammon for Quanta Magazine"
385,community,collab,"Sometime in the fall of 2021, Andrew Krapivin, an undergraduate at Rutgers University, encountered a paper that would change his life. At the time, Krapivin didn’t give it much thought. But two years later, when he finally set aside time to go through the paper (“just for fun,” as he put it), his efforts would lead to a rethinking of a widely used tool in computer science.
 
The paper’s title, “Tiny Pointers,” referred to arrowlike entities that can direct you to a piece of information, or element, in a computer’s memory. Krapivin soon came up with a potential way to further miniaturize the pointers so they consumed less memory. However, to achieve that, he needed a better way of organizing the data that the pointers would point to. 
 
He turned to a common approach for storing data known as a hash table. But in the midst of his tinkering, Krapivin realized that he had invented a new kind of hash table, one that worked faster than expected — taking less time and fewer steps to find specific elements.
 
Martín Farach-Colton, a co-author of the “Tiny Pointers” paper and Krapivin’s former professor at Rutgers, was initially skeptical of Krapivin’s new design. Hash tables are among the most thoroughly studied data structures in all of computer science; the advance sounded too good to be true.  But just to be sure, he asked a frequent collaborator (and a “Tiny Pointers” co-author), William Kuszmaul of Carnegie Mellon University, to check out his student’s invention. Kuszmaul had a different reaction. “You didn’t just come up with a cool hash table,” he remembers telling Krapivin. “You’ve actually completely wiped out a 40-year-old conjecture!”  
 
Together, Krapivin (now a graduate student at the University of Cambridge), Farach-Colton (now at New York University) and Kuszmaul demonstrated in a January 2025 paper that this new hash table can indeed find elements faster than was considered possible. ln so doing, they had disproved a conjecture long held to be true.
  
⬆️⬅️↗️⬇️ Read the full story: https://www.quantamagazine.org/undergraduate-upends-a-40-year-old-data-science-conjecture-20250210/

🎨 Credit: 
1: Nash Weerasekera for Quanta Magazine
2: Philipp Ammon for Quanta Magazine"
385,community,with,"Sometime in the fall of 2021, Andrew Krapivin, an undergraduate at Rutgers University, encountered a paper that would change his life. At the time, Krapivin didn’t give it much thought. But two years later, when he finally set aside time to go through the paper (“just for fun,” as he put it), his efforts would lead to a rethinking of a widely used tool in computer science.
 
The paper’s title, “Tiny Pointers,” referred to arrowlike entities that can direct you to a piece of information, or element, in a computer’s memory. Krapivin soon came up with a potential way to further miniaturize the pointers so they consumed less memory. However, to achieve that, he needed a better way of organizing the data that the pointers would point to. 
 
He turned to a common approach for storing data known as a hash table. But in the midst of his tinkering, Krapivin realized that he had invented a new kind of hash table, one that worked faster than expected — taking less time and fewer steps to find specific elements.
 
Martín Farach-Colton, a co-author of the “Tiny Pointers” paper and Krapivin’s former professor at Rutgers, was initially skeptical of Krapivin’s new design. Hash tables are among the most thoroughly studied data structures in all of computer science; the advance sounded too good to be true.  But just to be sure, he asked a frequent collaborator (and a “Tiny Pointers” co-author), William Kuszmaul of Carnegie Mellon University, to check out his student’s invention. Kuszmaul had a different reaction. “You didn’t just come up with a cool hash table,” he remembers telling Krapivin. “You’ve actually completely wiped out a 40-year-old conjecture!”  
 
Together, Krapivin (now a graduate student at the University of Cambridge), Farach-Colton (now at New York University) and Kuszmaul demonstrated in a January 2025 paper that this new hash table can indeed find elements faster than was considered possible. ln so doing, they had disproved a conjecture long held to be true.
  
⬆️⬅️↗️⬇️ Read the full story: https://www.quantamagazine.org/undergraduate-upends-a-40-year-old-data-science-conjecture-20250210/

🎨 Credit: 
1: Nash Weerasekera for Quanta Magazine
2: Philipp Ammon for Quanta Magazine"
394,community,with,"Feb 10, 2025, 9:01:17 AM PST"
397,trending,shorts,"Feb 10, 2025, 8:59:21 AM PST"
403,trending,shorts,"Feb 10, 2025, 8:41:04 AM PST"
405,trending,shorts,"Feb 10, 2025, 8:39:23 AM PST"
405,monetization,ad\b,"Feb 10, 2025, 8:39:23 AM PST"
409,series,series,"Feb 10, 2025, 8:22:58 AM PST"
409,series,season,"Feb 10, 2025, 8:22:58 AM PST"
423,trending,viral,"Feb 9, 2025, 7:27:16 PM PST"
423,trending,shorts,"Feb 9, 2025, 7:27:16 PM PST"
426,trending,new,"Feb 9, 2025, 7:27:14 PM PST"
427,trending,shorts,"Feb 9, 2025, 7:27:13 PM PST"
428,trending,trend(?:ing)?,"Feb 9, 2025, 7:27:12 PM PST"
428,trending,shorts,"Feb 9, 2025, 7:27:12 PM PST"
429,trending,shorts,"Feb 9, 2025, 7:25:49 PM PST"
430,trending,shorts,"Feb 9, 2025, 7:25:48 PM PST"
431,trending,shorts,"Feb 9, 2025, 7:25:47 PM PST"
436,trending,shorts,"Feb 9, 2025, 7:24:33 PM PST"
438,trending,shorts,"Feb 9, 2025, 7:24:30 PM PST"
439,trending,shorts,"Feb 9, 2025, 7:24:30 PM PST"
441,trending,shorts,"Feb 9, 2025, 7:23:25 PM PST"
442,trending,challenge,"Feb 9, 2025, 7:23:25 PM PST"
443,trending,shorts,"Feb 9, 2025, 7:23:24 PM PST"
444,trending,shorts,"Feb 9, 2025, 7:21:44 PM PST"
448,community,with,"Feb 9, 2025, 5:30:26 PM PST"
449,trending,shorts,"Feb 9, 2025, 5:30:04 PM PST"
450,trending,shorts,"Feb 9, 2025, 5:29:45 PM PST"
458,trending,shorts,"Feb 9, 2025, 5:23:23 PM PST"
459,trending,shorts,"Feb 9, 2025, 5:23:23 PM PST"
460,trending,shorts,"Feb 9, 2025, 5:23:22 PM PST"
463,trending,viral,"Feb 9, 2025, 5:16:53 PM PST"
463,trending,shorts,"Feb 9, 2025, 5:16:53 PM PST"
464,trending,viral,"Feb 9, 2025, 5:15:47 PM PST"
464,trending,shorts,"Feb 9, 2025, 5:15:47 PM PST"
465,trending,shorts,"Feb 9, 2025, 5:15:40 PM PST"
471,trending,new,"Feb 9, 2025, 3:20:44 PM PST"
471,community,feat,"Feb 9, 2025, 3:20:44 PM PST"
473,trending,shorts,"Feb 9, 2025, 1:49:45 PM PST"
474,trending,shorts,"Feb 9, 2025, 1:49:44 PM PST"
476,trending,shorts,"Feb 9, 2025, 1:49:33 PM PST"
477,trending,shorts,"Feb 9, 2025, 1:48:47 PM PST"
483,trending,viral,"Feb 9, 2025, 1:47:40 PM PST"
483,trending,shorts,"Feb 9, 2025, 1:47:40 PM PST"
484,trending,viral,"Feb 9, 2025, 1:45:59 PM PST"
484,trending,shorts,"Feb 9, 2025, 1:45:59 PM PST"
498,trending,viral,Declan Biu
498,trending,shorts,Declan Biu
499,trending,shorts,"Feb 9, 2025, 6:20:54 AM PST"
501,trending,shorts,"Feb 9, 2025, 6:20:26 AM PST"
505,trending,shorts,"Feb 9, 2025, 6:18:59 AM PST"
508,series,season,"Feb 9, 2025, 6:16:21 AM PST"
509,trending,viral,"Feb 9, 2025, 6:15:54 AM PST"
509,trending,shorts,"Feb 9, 2025, 6:15:54 AM PST"
510,community,with,"Feb 9, 2025, 6:15:33 AM PST"
511,trending,shorts,"Feb 9, 2025, 6:15:04 AM PST"
513,trending,shorts,"Feb 9, 2025, 6:14:08 AM PST"
516,monetization,ad\b,"Feb 9, 2025, 6:13:28 AM PST"
517,monetization,ad\b,"Feb 9, 2025, 6:13:02 AM PST"
520,trending,viral,"Feb 9, 2025, 6:12:19 AM PST"
520,trending,shorts,"Feb 9, 2025, 6:12:19 AM PST"
523,monetization,ad\b,"Feb 9, 2025, 6:12:15 AM PST"
533,monetization,ad\b,"Feb 9, 2025, 6:10:09 AM PST"
540,community,with,"Feb 9, 2025, 1:58:04 AM PST"
542,series,ep\.\s*\d+,"Feb 8, 2025, 8:35:04 PM PST"
544,community,with,"Feb 8, 2025, 8:25:59 PM PST"
549,trending,viral,"Feb 8, 2025, 8:19:46 PM PST"
549,trending,shorts,"Feb 8, 2025, 8:19:46 PM PST"
554,series,#\d+,"Feb 8, 2025, 8:17:37 PM PST"
554,monetization,ad\b,"Feb 8, 2025, 8:17:37 PM PST"
556,series,series,"Feb 8, 2025, 8:16:11 PM PST"
557,trending,shorts,"Feb 8, 2025, 8:15:50 PM PST"
563,trending,viral,"Feb 8, 2025, 8:11:42 PM PST"
563,trending,shorts,"Feb 8, 2025, 8:11:42 PM PST"
569,trending,shorts,"Feb 8, 2025, 8:08:53 PM PST"
573,community,with,"Feb 8, 2025, 8:06:44 PM PST"
576,series,part\s*\d+,"Feb 8, 2025, 8:05:39 PM PST"
577,trending,trend(?:ing)?,"Feb 8, 2025, 8:05:24 PM PST"
577,monetization,ad\b,"Feb 8, 2025, 8:05:24 PM PST"
581,community,vs,"Feb 8, 2025, 8:02:10 PM PST"
585,trending,viral,"Feb 8, 2025, 7:59:08 PM PST"
585,trending,shorts,"Feb 8, 2025, 7:59:08 PM PST"
589,community,with,"Feb 8, 2025, 7:31:51 PM PST"
593,monetization,ad\b,Nova
595,trending,shorts,"Feb 8, 2025, 7:26:33 PM PST"
599,monetization,ad\b,"Feb 8, 2025, 6:44:42 PM PST"
600,trending,shorts,"Feb 8, 2025, 6:43:15 PM PST"
602,trending,shorts,"Feb 8, 2025, 6:42:35 PM PST"
625,trending,shorts,"Feb 8, 2025, 4:21:42 PM PST"
630,trending,trend(?:ing)?,"Feb 8, 2025, 4:19:16 PM PST"
630,trending,viral,"Feb 8, 2025, 4:19:16 PM PST"
630,trending,shorts,"Feb 8, 2025, 4:19:16 PM PST"
631,trending,shorts,"Feb 8, 2025, 4:18:57 PM PST"
632,trending,trend(?:ing)?,"Feb 8, 2025, 4:18:33 PM PST"
632,trending,shorts,"Feb 8, 2025, 4:18:33 PM PST"
634,trending,shorts,"Feb 8, 2025, 4:18:08 PM PST"
635,trending,shorts,"Feb 8, 2025, 4:17:37 PM PST"
635,community,with,"Feb 8, 2025, 4:17:37 PM PST"
637,trending,viral,"Feb 8, 2025, 4:17:35 PM PST"
637,trending,shorts,"Feb 8, 2025, 4:17:35 PM PST"
638,trending,viral,"Feb 8, 2025, 4:17:24 PM PST"
638,trending,shorts,"Feb 8, 2025, 4:17:24 PM PST"
639,trending,shorts,"Feb 8, 2025, 4:17:14 PM PST"
639,monetization,ad\b,"Feb 8, 2025, 4:17:14 PM PST"
641,trending,shorts,"Feb 8, 2025, 4:16:36 PM PST"
643,trending,shorts,"Feb 8, 2025, 4:16:15 PM PST"
644,trending,shorts,"Feb 8, 2025, 4:16:02 PM PST"
644,community,vs,"Feb 8, 2025, 4:16:02 PM PST"
646,trending,viral,"Feb 8, 2025, 4:15:59 PM PST"
647,community,with,"Feb 8, 2025, 4:15:58 PM PST"
648,trending,shorts,"Feb 8, 2025, 4:15:32 PM PST"
649,trending,shorts,"Feb 8, 2025, 4:14:52 PM PST"
652,trending,shorts,"Feb 8, 2025, 4:14:42 PM PST"
652,community,collab,"Feb 8, 2025, 4:14:42 PM PST"
652,community,with,"Feb 8, 2025, 4:14:42 PM PST"
653,trending,shorts,"Feb 8, 2025, 4:14:27 PM PST"
653,monetization,ad\b,"Feb 8, 2025, 4:14:27 PM PST"
655,trending,viral,"Feb 8, 2025, 4:14:24 PM PST"
655,monetization,ad\b,"Feb 8, 2025, 4:14:24 PM PST"
656,trending,shorts,"Feb 8, 2025, 4:14:23 PM PST"
657,trending,shorts,"Feb 8, 2025, 4:14:22 PM PST"
658,trending,shorts,"Feb 8, 2025, 4:14:16 PM PST"
659,trending,trend(?:ing)?,"Feb 8, 2025, 4:05:51 PM PST"
660,trending,viral,"Feb 8, 2025, 4:05:28 PM PST"
660,trending,shorts,"Feb 8, 2025, 4:05:28 PM PST"
661,monetization,ad\b,"Feb 8, 2025, 4:05:27 PM PST"
670,community,with,"Feb 8, 2025, 11:50:46 AM PST"
671,trending,viral,"Feb 8, 2025, 11:50:31 AM PST"
671,trending,shorts,"Feb 8, 2025, 11:50:31 AM PST"
686,trending,shorts,"Feb 8, 2025, 7:58:46 AM PST"
688,trending,trend(?:ing)?,"Feb 8, 2025, 7:58:32 AM PST"
688,trending,shorts,"Feb 8, 2025, 7:58:32 AM PST"
688,trending,new,"Feb 8, 2025, 7:58:32 AM PST"
690,community,vs,"Feb 8, 2025, 7:58:20 AM PST"
693,series,#\d+,"Feb 8, 2025, 7:58:05 AM PST"
693,monetization,ad\b,"Feb 8, 2025, 7:58:05 AM PST"
700,trending,shorts,"Feb 8, 2025, 7:55:10 AM PST"
703,trending,viral,"Feb 8, 2025, 7:54:36 AM PST"
703,trending,shorts,"Feb 8, 2025, 7:54:36 AM PST"
704,community,w/,"Feb 8, 2025, 7:54:34 AM PST"
707,trending,viral,"Feb 8, 2025, 7:53:57 AM PST"
707,trending,shorts,"Feb 8, 2025, 7:53:57 AM PST"
708,trending,viral,"Feb 8, 2025, 7:52:57 AM PST"
708,trending,shorts,"Feb 8, 2025, 7:52:57 AM PST"
710,monetization,ad\b,"Feb 8, 2025, 7:45:33 AM PST"
710,monetization,#ad,"Feb 8, 2025, 7:45:33 AM PST"
711,community,with,"Feb 8, 2025, 7:44:43 AM PST"
713,trending,shorts,"Feb 8, 2025, 7:43:13 AM PST"
715,trending,shorts,"Feb 8, 2025, 7:42:02 AM PST"
719,monetization,ad\b,"Feb 8, 2025, 7:36:38 AM PST"
720,trending,shorts,"Feb 8, 2025, 7:35:37 AM PST"
721,trending,viral,"Feb 8, 2025, 7:34:36 AM PST"
722,trending,shorts,"Feb 8, 2025, 7:34:33 AM PST"
727,trending,new,"Feb 8, 2025, 7:30:11 AM PST"
727,monetization,ad\b,"Feb 8, 2025, 7:30:11 AM PST"
727,community,feat,"Feb 8, 2025, 7:30:11 AM PST"
727,community,with,"Feb 8, 2025, 7:30:11 AM PST"
729,trending,trend(?:ing)?,"Feb 8, 2025, 7:07:44 AM PST"
729,trending,viral,"Feb 8, 2025, 7:07:44 AM PST"
729,trending,shorts,"Feb 8, 2025, 7:07:44 AM PST"
730,trending,viral,"Feb 8, 2025, 7:06:35 AM PST"
730,trending,shorts,"Feb 8, 2025, 7:06:35 AM PST"
732,series,#\d+,"Feb 8, 2025, 7:06:32 AM PST"
732,trending,new,"Feb 8, 2025, 7:06:32 AM PST"
733,community,vs,"Feb 8, 2025, 7:06:30 AM PST"
735,community,with,"Feb 8, 2025, 7:06:28 AM PST"
737,trending,shorts,"Feb 8, 2025, 7:05:46 AM PST"
741,trending,challenge,"Feb 8, 2025, 7:04:46 AM PST"
741,trending,shorts,"Feb 8, 2025, 7:04:46 AM PST"
743,trending,viral,"Feb 8, 2025, 7:04:43 AM PST"
745,trending,viral,"Feb 8, 2025, 7:03:44 AM PST"
745,trending,shorts,"Feb 8, 2025, 7:03:44 AM PST"
746,trending,viral,"Feb 8, 2025, 7:02:39 AM PST"
746,trending,shorts,"Feb 8, 2025, 7:02:39 AM PST"
749,monetization,ad\b,"Feb 7, 2025, 10:47:29 PM PST"
759,community,with,"Feb 7, 2025, 4:53:04 PM PST"
760,trending,shorts,"Feb 7, 2025, 4:52:56 PM PST"
764,trending,shorts,"Feb 7, 2025, 4:49:35 PM PST"
767,trending,shorts,"Feb 7, 2025, 4:48:48 PM PST"
768,trending,viral,"Feb 7, 2025, 4:47:55 PM PST"
768,trending,shorts,"Feb 7, 2025, 4:47:55 PM PST"
770,trending,shorts,"Feb 7, 2025, 4:46:08 PM PST"
772,trending,viral,"Feb 7, 2025, 4:45:43 PM PST"
772,trending,shorts,"Feb 7, 2025, 4:45:43 PM PST"
774,series,#\d+,"Feb 7, 2025, 4:42:32 PM PST"
775,monetization,ad\b,"Feb 7, 2025, 4:42:24 PM PST"
777,trending,new,"Feb 7, 2025, 4:41:40 PM PST"
780,trending,shorts,"Feb 7, 2025, 4:40:52 PM PST"
785,trending,shorts,"Feb 7, 2025, 4:37:12 PM PST"
786,trending,shorts,"Feb 7, 2025, 4:36:27 PM PST"
788,trending,new,"Feb 7, 2025, 4:35:48 PM PST"
790,trending,viral,"Feb 7, 2025, 4:35:25 PM PST"
790,trending,shorts,"Feb 7, 2025, 4:35:25 PM PST"
790,monetization,ad\b,"Feb 7, 2025, 4:35:25 PM PST"
791,trending,new,"Feb 7, 2025, 4:35:13 PM PST"
792,trending,shorts,"Feb 7, 2025, 4:34:59 PM PST"
793,monetization,ad\b,"Feb 7, 2025, 4:34:45 PM PST"
798,monetization,ad\b,"Feb 7, 2025, 4:32:13 PM PST"
799,trending,shorts,"Feb 7, 2025, 4:31:42 PM PST"
801,trending,shorts,"Feb 7, 2025, 4:30:52 PM PST"
807,trending,tiktok,"Feb 7, 2025, 4:26:39 PM PST"
813,trending,shorts,"Feb 7, 2025, 4:24:55 PM PST"
814,trending,viral,Martini Rewind
814,trending,shorts,Martini Rewind
815,trending,shorts,"Feb 7, 2025, 4:24:34 PM PST"
817,trending,viral,"Feb 7, 2025, 4:23:44 PM PST"
817,trending,shorts,"Feb 7, 2025, 4:23:44 PM PST"
819,trending,shorts,"Feb 7, 2025, 4:21:39 PM PST"
819,community,with,"Feb 7, 2025, 4:21:39 PM PST"
823,trending,shorts,"Feb 7, 2025, 4:17:53 PM PST"
827,monetization,ad\b,"Feb 7, 2025, 4:12:38 PM PST"
830,trending,shorts,"Feb 7, 2025, 4:12:09 PM PST"
832,trending,viral,"Feb 7, 2025, 4:10:04 PM PST"
832,trending,shorts,"Feb 7, 2025, 4:10:04 PM PST"
840,series,#\d+,"Feb 7, 2025, 4:07:15 PM PST"
840,monetization,ad\b,"Feb 7, 2025, 4:07:15 PM PST"
842,trending,shorts,"Feb 7, 2025, 4:06:28 PM PST"
842,community,vs,"Feb 7, 2025, 4:06:28 PM PST"
845,trending,shorts,"Feb 7, 2025, 4:05:46 PM PST"
847,trending,shorts,"Feb 7, 2025, 4:05:14 PM PST"
850,monetization,ad\b,"Feb 7, 2025, 4:04:25 PM PST"
854,series,part\s*\d+,"Feb 7, 2025, 4:03:15 PM PST"
855,series,part\s*\d+,"Feb 7, 2025, 4:03:07 PM PST"
855,trending,viral,"Feb 7, 2025, 4:03:07 PM PST"
859,community,feat,"Feb 7, 2025, 3:34:50 PM PST"
866,trending,shorts,"Feb 7, 2025, 2:56:22 PM PST"
868,monetization,ad\b,"Feb 7, 2025, 2:54:32 PM PST"
879,community,with,"Feb 7, 2025, 11:47:39 AM PST"
881,series,season,"Feb 7, 2025, 11:46:39 AM PST"
887,trending,viral,"Feb 7, 2025, 11:40:06 AM PST"
887,trending,shorts,"Feb 7, 2025, 11:40:06 AM PST"
896,trending,shorts,"Feb 7, 2025, 9:49:17 AM PST"
899,series,#\d+,"Feb 7, 2025, 9:48:24 AM PST"
900,trending,challenge,"Feb 7, 2025, 9:46:53 AM PST"
