8416,We Collide,"Nov 15, 2024, 2:00:00 AM PST",Technology,,POSITIVE,0.7280725240707397,reaction,information,"dramatic,serious,informative,casual,funny,professional",0.5744933485984802
8832,Phoebe Ryan - Mine (Illenium Remix),"Nov 11, 2024, 12:11:59 AM PST",Music,Music Mix,NEGATIVE,0.9334700703620911,unknown,unknown,,0.9971413612365723
8417,Illenium - Without You ft. SKYLR (Ryan Exley Remix),"Nov 15, 2024, 1:53:38 AM PST",Music,Music Mix,NEGATIVE,0.7148426175117493,unknown,unknown,,0.9972271919250488
8833,Illenium - Fractures (feat. Nevve),"Nov 11, 2024, 12:07:54 AM PST",Music,Live Performance,NEGATIVE,0.998075008392334,unknown,unknown,,0.9959703087806702
8418,MitiS - Homesick (Lyrics) feat. SOUNDR,"Nov 15, 2024, 1:47:34 AM PST",Music,Lyric Video,NEGATIVE,0.9965936541557312,unknown,unknown,,0.3556896150112152
8834,Imagine Dragons - Bad Liar,"Nov 11, 2024, 12:03:09 AM PST",Music,Official Music Video,NEGATIVE,0.9995366334915161,unknown,unknown,,0.9083066582679749
8419,William Black - Deep Blue (Lyrics) ft. Monika Santucci,"Nov 15, 2024, 1:44:11 AM PST",Music,Lyric Video,POSITIVE,0.9936400055885315,unknown,unknown,,0.9776124954223633
8835,Porter Robinson - Something Comforting (Official Music Video),"Nov 10, 2024, 11:58:40 PM PST",Music,Official Music Video,POSITIVE,0.9994329810142517,unknown,unknown,,0.99343341588974
8836,Cheerleader,"Nov 10, 2024, 11:54:42 PM PST",Entertainment,,POSITIVE,0.994051992893219,reaction,entertainment,"professional,informative,funny,dramatic",0.9290924072265625
8420,[Drumstep] - Tristam & Braken - Flight [Monstercat Release],"Nov 15, 2024, 1:40:31 AM PST",Music,Music Mix,NEGATIVE,0.9785295724868774,unknown,unknown,,0.996742844581604
8421,Porter Robinson - Language,"Nov 15, 2024, 1:34:20 AM PST",Podcast,,POSITIVE,0.9332513213157654,commentary,unknown,"informative,professional,dramatic,funny,serious",0.02511403150856495
8837,A-Wall - Loverboy (Lyrics) | kill the lights so baby close your eyes,"Nov 10, 2024, 11:50:57 PM PST",Music,Lyric Video,NEGATIVE,0.9868823885917664,unknown,unknown,,0.9961938261985779
8838,Memories,"Nov 10, 2024, 11:44:37 PM PST",Shorts,,POSITIVE,0.99912029504776,unknown,storytelling,"personal,informative",0.00891185738146305
8422,"Zedd - Find You ft. Matthew Koma, Miriam Bryant (Official Music Video)","Nov 15, 2024, 1:30:50 AM PST",Music,Official Music Video,POSITIVE,0.9957478642463684,unknown,unknown,,0.996247410774231
8839,Los Angeles,"Nov 10, 2024, 11:38:08 PM PST",Entertainment,,POSITIVE,0.9982740879058838,reaction,information,"dramatic,serious,informative,professional,funny,casual,personal",0.8277664184570312
8423,I Really Want to Stay at Your House,"Nov 15, 2024, 1:26:42 AM PST",Entertainment,,POSITIVE,0.9984897375106812,reaction,information,"personal,serious,informative,dramatic,funny",0.07421784847974777
8840,She in 90s and now ✨ Britney Spears  #shots #90s #90sstyle,MaryKry Style,Entertainment,,POSITIVE,0.91426020860672,commentary,entertainment,"informative,funny,dramatic",0.9497191905975342
8424,Gryffin - Just For A Moment ft. Iselin,"Nov 15, 2024, 1:22:31 AM PST",Music,Music Mix,POSITIVE,0.9746349453926086,unknown,unknown,,0.9973688125610352
8841,Dil Jhoom,"Nov 10, 2024, 7:35:32 PM PST",Comedy,,POSITIVE,0.9177826046943665,reaction,comedy,"dramatic,informative,serious,funny,professional,casual,personal",0.7812901735305786
8425,Phoebe Ryan - Mine (Illenium Remix),"Nov 15, 2024, 1:08:33 AM PST",Music,Music Mix,NEGATIVE,0.9334700703620911,unknown,unknown,,0.9971413612365723
8842,Teri Jhuki Nazar (Film Version),"Nov 10, 2024, 7:32:04 PM PST",Entertainment,,NEGATIVE,0.8291049599647522,reaction,storytelling,"dramatic,informative,funny,serious",0.863243818283081
8426,blue,"Nov 15, 2024, 1:04:58 AM PST",Entertainment,,POSITIVE,0.9582074284553528,reaction,information,"dramatic,serious,informative,personal,professional,casual,funny",0.7527918815612793
8843,Tu hai kahan,"Nov 10, 2024, 7:27:41 PM PST",Comedy,,POSITIVE,0.9945993423461914,reaction,information,"dramatic,funny,informative,serious,casual,personal,professional",0.7617990970611572
8427,bedroom - in my head.,"Nov 15, 2024, 12:58:48 AM PST",Entertainment,,NEGATIVE,0.5759498476982117,commentary,information,"personal,dramatic,informative,serious,funny",0.19139936566352844
