startDate,ms_played,track_name,artist_name,album_name,url,type,sourceName,value,unit,endDate
2023-12-10 17:30:00,149710,Chor Bazaari,Neeraj Shridhar,Love Aaj Kal (Original Motion Picture Soundtrack),spotify:track:4gqHEia13bp5EFWGitiKWx,HeartRate,Casio G-Shock,75.0,count/min,12/10/23 17:39
2023-12-10 23:30:00,2120,Tere Naina,Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),spotify:track:3hoXhwP0ub9LdSJV4olDIc,HeartRate,Casio G-Shock,66.0,count/min,12/10/23 23:35
2023-12-10 23:40:00,490,Bol Na Halke Halke,Shankar-Ehsaan-Loy,Jhoom Barabar Jhoom,spotify:track:0u8wprNfOdcWpUlWnfMcpP,HeartRate,Casio G-Shock,66.0,count/min,12/10/23 23:45
2023-12-11 00:00:00,1251,Khuda Jaane,Vishal-Shekhar,Bachna Ae Haseeno,spotify:track:0gPgdRfB4jdGrlyXS0Vx78,HeartRate,Casio G-Shock,62.0,count/min,12/11/23 0:08
2023-12-11 00:10:00,4629,Dil Ibaadat,Pritam,Yaad Aayenge Ye Pal,spotify:track:5IICsgzOIQsCykvzGpApsb,HeartRate,Casio G-Shock,71.0,count/min,12/11/23 0:16
2023-12-11 00:20:00,324853,Haan Tu Hain,Pritam,Yaad Aayenge Ye Pal,spotify:track:5ynmMeB95xzQ4lSVPzyVHh,HeartRate,Casio G-Shock,69.0,count/min,12/11/23 0:26
2023-12-11 15:10:00,13360,Adhoore,Vishal Dadlani,Break Ke Baad,spotify:track:298atiKYvG84VfbXNbZiX5,HeartRate,Casio G-Shock,67.0,count/min,12/11/23 15:18
2023-12-11 15:20:00,246131,Socha Hai,Farhan Akhtar,Rock On,spotify:track:7IjnfuMNfdrAXbefurdIIR,HeartRate,Casio G-Shock,80.0,count/min,12/11/23 15:29
2023-12-11 15:30:00,145407,Kya Karoon?,Shankar-Ehsaan-Loy,Wake Up Sid (Original Motion Picture Soundtrack),spotify:track:4Yp8zw7b35bheMVTp39o5O,HeartRate,Casio G-Shock,81.0,count/min,12/11/23 15:39
2023-12-11 15:40:00,19950,Rock On!!,Farhan Akhtar,Rock On,spotify:track:6fABlNfAOylt7ZxfX8K1XL,HeartRate,Casio G-Shock,88.0,count/min,12/11/23 15:46
2023-12-11 15:50:00,252200,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,HeartRate,Casio G-Shock,87.0,count/min,12/11/23 15:57
2023-12-11 16:00:00,302210,Kiya Kiya,Anand Raj Anand,Welcome,spotify:track:0YCPCY9WhQFMFtoSpj6dhL,HeartRate,Casio G-Shock,82.0,count/min,12/11/23 16:05
2023-12-11 16:10:00,279120,You're My Love,Shaan,Partner,spotify:track:6D2ZnEZ92wUFTr38YXTCL5,HeartRate,Casio G-Shock,81.0,count/min,12/11/23 16:17
2023-12-11 16:20:00,231819,Rock On!!,Farhan Akhtar,Rock On,spotify:track:6fABlNfAOylt7ZxfX8K1XL,HeartRate,Casio G-Shock,82.0,count/min,12/11/23 16:25
2023-12-11 16:30:00,285134,Dil De Diya Hai,Anand Raj Anand,Masti,spotify:track:2zT6KfK583MkcLIHLBO8De,HeartRate,Casio G-Shock,80.0,count/min,12/11/23 16:39
2023-12-11 17:20:00,98810,"Beete Lamhein (From ""The Train"")",KK,Zindagi Do Pal Ki - K.K. All Time Hits,spotify:track:0dJacN6K3mSGLE9p7QE0lO,HeartRate,Casio G-Shock,78.0,count/min,12/11/23 17:27
2023-12-11 18:00:00,1400,"Chaand Taare (From ""Yes Boss"")",Abhijeet,My Best Collection,spotify:track:5Cdd8p9sxRczQX6GFC8CdH,HeartRate,Casio G-Shock,77.0,count/min,12/11/23 18:08
2023-12-11 18:10:00,10173,"Piya Aaye Na (From ""Aashiqui 2"")",Tulsi Kumar,Mesmeric Voice - Tulsi Kumar,spotify:track:18gi2IxbZ3Ugom7wTRkohf,HeartRate,Casio G-Shock,71.0,count/min,12/11/23 18:15
2023-12-11 18:20:00,337085,"Piya Aaye Na (From ""Aashiqui 2"")",Tulsi Kumar,Mesmeric Voice - Tulsi Kumar,spotify:track:18gi2IxbZ3Ugom7wTRkohf,HeartRate,Casio G-Shock,125.0,count/min,12/11/23 18:29
2023-12-11 18:30:00,319098,It's the Time to Disco,Shankar-Ehsaan-Loy,Kal Ho Naa Ho (Original Motion Picture Soundtrack),spotify:track:3hCUkos0NxuSFl73oOHJzb,HeartRate,Casio G-Shock,113.0,count/min,12/11/23 18:39
2023-12-11 18:40:00,259036,Ek Din Teri Raahon,Javed Ali,Naqaab - Original Motion Picture Soundtrack,spotify:track:6UEhNvccAc4OyEDJYB5brb,HeartRate,Casio G-Shock,68.0,count/min,12/11/23 18:46
2023-12-11 20:10:00,236007,Alvida,Pritam,Yaad Aayenge Ye Pal,spotify:track:1WQHF8jw9CPabD4ImmEK1t,HeartRate,Casio G-Shock,87.0,count/min,12/11/23 20:19
2023-12-12 02:20:00,334480,Alvida,Pritam,Life In A Metro (Original Motion Picture Soundtrack),spotify:track:7EjatvVN2Y2GjpvKSyWJR4,HeartRate,Casio G-Shock,61.0,count/min,12/12/23 2:26
2023-12-12 02:30:00,318430,Suno Na Suno Na,Abhijeet,Chalte Chalte,spotify:track:5dS7HcRa9kER2qDba2iSOd,HeartRate,Casio G-Shock,60.0,count/min,12/12/23 2:35
2023-12-12 02:40:00,204760,Woh Ladki Hai Kahan,Shaan,Dil Chahta Hai,spotify:track:2tO0QPdCA0jgDBshTuYYkc,HeartRate,Casio G-Shock,58.0,count/min,12/12/23 2:46
2023-12-12 15:50:00,313933,Tujhe Sochta Hoon,Pritam,Jannat 2 (Original Motion Picture Soundtrack),spotify:track:47l2Dd3XPBLio3kjbEMyDJ,HeartRate,Casio G-Shock,75.0,count/min,12/12/23 15:55
2023-12-12 16:00:00,85560,Soniye,KK,Aksar,spotify:track:5O4AGvOVFSs5ipu3iNOuoi,HeartRate,Casio G-Shock,105.0,count/min,12/12/23 16:04
2023-12-13 00:50:00,114914,Soniye,KK,Aksar,spotify:track:5O4AGvOVFSs5ipu3iNOuoi,HeartRate,Casio G-Shock,66.0,count/min,12/13/23 0:55
2023-12-13 01:00:00,1869,Socha Hai,Farhan Akhtar,Rock On,spotify:track:7IjnfuMNfdrAXbefurdIIR,HeartRate,Casio G-Shock,59.0,count/min,12/13/23 1:09
2023-12-13 01:10:00,2585,Jhanjharia - Male Version,Abhijeet,Krishna - Original Motion Picture Soundtrack,spotify:track:7v6kXbTvpHbhq5LHruy0xV,HeartRate,Casio G-Shock,58.0,count/min,12/13/23 1:15
2023-12-13 01:20:00,324854,Haan Tu Hain,Pritam,Jannat (Original Motion Picture Soundtrack),spotify:track:4vgCpNUUcpEIBifidhQOnR,HeartRate,Casio G-Shock,56.0,count/min,12/13/23 1:29
2023-12-13 01:30:00,5104,Hairat,Lucky Ali,Anjaana Anjaani,spotify:track:6512hyAQxOng8v4R71IV47,HeartRate,Casio G-Shock,57.0,count/min,12/13/23 1:35
2023-12-13 01:40:00,519716,Alvida,Pritam,Life In A Metro (Original Motion Picture Soundtrack),spotify:track:7EjatvVN2Y2GjpvKSyWJR4,HeartRate,Casio G-Shock,55.0,count/min,12/13/23 1:45
2023-12-13 01:50:00,81448,Woh Ladki Hai Kahan,Shaan,Dil Chahta Hai,spotify:track:2tO0QPdCA0jgDBshTuYYkc,HeartRate,Casio G-Shock,53.0,count/min,12/13/23 1:58
2023-12-13 02:00:00,211121,Laapata,Sohail Sen,Ek Tha Tiger,spotify:track:3G2I8KB7bTWmvE1tHSlMHg,HeartRate,Casio G-Shock,57.0,count/min,12/13/23 2:05
2023-12-13 02:10:00,327261,Humko Pyar Hua,Pritam,Ready,spotify:track:4cltuh2RNH0LyZY9I8Vi08,HeartRate,Casio G-Shock,55.0,count/min,12/13/23 2:17
2023-12-13 02:20:00,4970,Is Qadar,Tulsi Kumar,Is Qadar,spotify:track:3Rvdqwgbr3rryZkNRrItt3,HeartRate,Casio G-Shock,65.9803,count/min,12/13/23 2:29
2023-12-13 02:30:00,378040,Where's the Party Tonight,Shankar-Ehsaan-Loy,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),spotify:track:6ECucSdJeJmSm3k1k3Vumv,HeartRate,Casio G-Shock,65.0,count/min,12/13/23 2:35
2023-12-13 02:40:00,20227,Mera Dil Bhi Kitna Pagal Hai - Recreated Version,Stebin Ben,Mera Dil Bhi Kitna Pagal Hai,spotify:track:2n9ylYiF7urpXo36qBwr3g,HeartRate,Casio G-Shock,56.0,count/min,12/13/23 2:48
2023-12-13 02:50:00,128286,Tum Tak - Lofi Flip,Deepanshu Ruhela,Tum Tak,spotify:track:4DvAqLQNC0kW3XT2EE69cY,HeartRate,Casio G-Shock,58.0,count/min,12/13/23 2:56
2023-12-13 05:10:00,0,Thug Le,Salim–Sulaiman,Ladies Vs Ricky Bahl,spotify:track:1opxtm6zIv7IF19S0eCtvV,HeartRate,Casio G-Shock,50.0,count/min,12/13/23 5:19
2023-12-13 20:20:00,159,"Mere Khayalon Ki Malika (From ""Josh"")",Abhijeet,My Best Collection,spotify:track:67wuqsKi5LZOBAtTLzeK8g,HeartRate,Casio G-Shock,81.0,count/min,12/13/23 20:28
2023-12-13 22:10:00,341733,Rock N Roll Soniye,Shankar-Ehsaan-Loy,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),spotify:track:0W1eHrIACKah9l0Q9v611q,HeartRate,Casio G-Shock,88.0,count/min,12/13/23 22:18
2023-12-13 22:20:00,151654,Masakali 2.0,Tulsi Kumar,Masakali 2.0,spotify:track:0LtuveFgRP4lkksywmCtxV,HeartRate,Casio G-Shock,95.0,count/min,12/13/23 22:26
2023-12-14 01:10:00,265168,"Deva Deva (From ""Brahmastra"")",Pritam,Deva Deva,spotify:track:0IGXY47K2ha3AHfX57wY1O,HeartRate,Casio G-Shock,63.0,count/min,12/14/23 1:16
2023-12-14 01:20:00,190902,Socha Hai,Farhan Akhtar,Rock On,spotify:track:7IjnfuMNfdrAXbefurdIIR,HeartRate,Casio G-Shock,61.0,count/min,12/14/23 1:24
2023-12-14 06:10:00,338586,Alvida,Pritam,Life In A Metro (Original Motion Picture Soundtrack),spotify:track:7EjatvVN2Y2GjpvKSyWJR4,HeartRate,Casio G-Shock,47.0,count/min,12/14/23 6:15
2023-12-14 06:20:00,280970,"Piya Aaye Na (From ""Aashiqui 2"")",Tulsi Kumar,Mesmeric Voice - Tulsi Kumar,spotify:track:18gi2IxbZ3Ugom7wTRkohf,HeartRate,Casio G-Shock,102.0,count/min,12/14/23 6:25
2023-12-14 06:30:00,140530,Genda Phool,Rekha Bhardwaj,Delhi-6,spotify:track:15Vuw407y6UWIPUfGrpJ1e,HeartRate,Casio G-Shock,63.0,count/min,12/14/23 6:37
2023-12-14 06:40:00,61449,"Chaand Taare (From ""Yes Boss"")",Abhijeet,My Best Collection,spotify:track:5Cdd8p9sxRczQX6GFC8CdH,HeartRate,Casio G-Shock,66.0,count/min,12/14/23 6:46
2023-12-14 06:50:00,5390,Dus Bahane,Shaan,Dus,spotify:track:1vBmaijoCBoqmwc3zs5n3s,HeartRate,Casio G-Shock,67.0,count/min,12/14/23 6:55
2023-12-14 07:00:00,366746,Dil De Diya Hai,Anand Raj Anand,Masti,spotify:track:2zT6KfK583MkcLIHLBO8De,HeartRate,Casio G-Shock,83.0,count/min,12/14/23 7:04
2023-12-14 07:10:00,1570,Kuchh Khaas,Mohit Chauhan,Fashion,spotify:track:01npLGQTbZBIHVRcXJbLzR,HeartRate,Casio G-Shock,83.0,count/min,12/14/23 7:17
2023-12-14 07:20:00,306133,Woh Ladki Hai Kahan,Shaan,Dil Chahta Hai,spotify:track:2tO0QPdCA0jgDBshTuYYkc,HeartRate,Casio G-Shock,71.0,count/min,12/14/23 7:27
2023-12-14 07:30:00,345651,Where's the Party Tonight,Shankar-Ehsaan-Loy,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),spotify:track:6ECucSdJeJmSm3k1k3Vumv,HeartRate,Casio G-Shock,98.0,count/min,12/14/23 7:33
2023-12-14 08:00:00,39544,Phir Se Ud Chala,Mohit Chauhan,Rockstar,spotify:track:1kcV2LJxt5v0s2cEGtEJ5i,HeartRate,Casio G-Shock,97.0,count/min,12/14/23 8:01
2023-12-14 08:10:00,120240,Saawariya,Monty Sharma,Saawariya (Original Motion Picture Soundtrack),spotify:track:5T6yrJuKWnkCH2OlQsoO7z,HeartRate,Casio G-Shock,87.0,count/min,12/14/23 8:19
2023-12-14 17:10:00,2060,Maine Dil Se Kaha,KK,Rog,spotify:track:0dZjWF8uklfNUHiPS2vC6E,HeartRate,Casio G-Shock,88.0,count/min,12/14/23 17:17
2023-12-14 17:20:00,1020,Tadap Tadap,KK,Hum Dil De Chuke Sanam,spotify:track:6n6hEYHXBzWfdSzBX20ZRw,HeartRate,Casio G-Shock,80.0,count/min,12/14/23 17:29
2023-12-14 17:30:00,241668,Ajab Si,KK,Om Shanti Om,spotify:track:5FXMRdJjKq1BIX4e8Eg9mK,HeartRate,Casio G-Shock,81.0,count/min,12/14/23 17:36
2023-12-14 17:40:00,324880,Haan Tu Hain,Pritam,Jannat (Original Motion Picture Soundtrack),spotify:track:4vgCpNUUcpEIBifidhQOnR,HeartRate,Casio G-Shock,79.0,count/min,12/14/23 17:48
2023-12-14 17:50:00,298271,Beete Lamhein,KK,The Train,spotify:track:0zQa7QXLpUZfrrsWbgDZll,HeartRate,Casio G-Shock,76.0,count/min,12/14/23 17:55
2023-12-14 18:00:00,287213,Teri Yaadon Mein,KK,The Killer,spotify:track:4ZVfIGaZP93t0stmBj4FqA,HeartRate,Casio G-Shock,70.0,count/min,12/14/23 18:07
2023-12-14 18:10:00,328880,Such Keh Raha Hai,KK,Rehnaa Hai Terre Dil Mein,spotify:track:0ypgFw67lNEpoKFUxUV0tG,HeartRate,Casio G-Shock,81.0,count/min,12/14/23 18:16
2023-12-14 18:20:00,14030,Mat Aazma Re,Pritam,Murder 3 (Original Motion Picture Soundtrack),spotify:track:0mh4VutnDyBn1sqcp05MZD,HeartRate,Casio G-Shock,81.0,count/min,12/14/23 18:28
2023-12-14 18:30:00,34473,Kathalikkum,KK,Chellamay,spotify:track:4dOmlRarwG6KLPZyeSDOye,HeartRate,Casio G-Shock,85.0,count/min,12/14/23 18:36
2023-12-14 18:40:00,690,Kaadhal Valarthen,Yuvan Shankar Raja,Manmadhan,spotify:track:3yBd9C4EtQIVQXG2hClNBu,HeartRate,Casio G-Shock,91.0,count/min,12/14/23 18:47
2023-12-14 18:50:00,324053,Chale Jaise Hawaien,KK,Main Hoon Na,spotify:track:3pRF060IEOI5XSQAvONgSt,HeartRate,Casio G-Shock,84.0,count/min,12/14/23 18:58
2023-12-14 19:00:00,230160,Maine Dil Se Kaha,KK,Rog,spotify:track:0dZjWF8uklfNUHiPS2vC6E,HeartRate,Casio G-Shock,91.0,count/min,12/14/23 19:05
2023-12-14 19:10:00,82729,Sach Keh Raha Hai - LoFi Flip,KK,Lofi Chill Mix,spotify:track:3ftVnkTGV4APsXEPiuB2sa,HeartRate,Casio G-Shock,72.0,count/min,12/14/23 19:16
2023-12-14 19:20:00,8683,Kaise Bataaoon,KK,3g (Original Motion Picture Soundtrack),spotify:track:69u6HoqhzzdUrWuYeDP6Go,HeartRate,Casio G-Shock,82.0,count/min,12/14/23 19:29
2023-12-14 19:30:00,306920,Tune Maari Entriyaan,Sohail Sen,Gunday,spotify:track:5kg1GacbhgQfLcbgOBRO9c,HeartRate,Casio G-Shock,84.0,count/min,12/14/23 19:37
2023-12-14 19:40:00,106521,"Chaand Taare (From ""Yes Boss"")",Abhijeet,My Best Collection,spotify:track:5Cdd8p9sxRczQX6GFC8CdH,HeartRate,Casio G-Shock,82.0,count/min,12/14/23 19:49
2023-12-14 23:20:00,98011,Te Amo (Duet),Pritam,Dum Maaro Dum,spotify:track:3x55c9UVpbURc2T02DLfEM,HeartRate,Casio G-Shock,80.0,count/min,12/14/23 23:27
2023-12-14 23:30:00,258159,Aahista Aahista,Vishal-Shekhar,Bachna Ae Haseeno,spotify:track:6yrIAJ4yMPzq8Vsu1d3CXg,HeartRate,Casio G-Shock,78.0,count/min,12/14/23 23:33
2023-12-14 23:40:00,226928,Ladki Kyon,Jatin-Lalit,Hum Tum,spotify:track:0U9a0NZ8UQpnix2lBElFAx,HeartRate,Casio G-Shock,75.0,count/min,12/14/23 23:47
2023-12-15 15:30:00,292000,Ek Din Teri Raahon,Javed Ali,Naqaab - Original Motion Picture Soundtrack,spotify:track:6UEhNvccAc4OyEDJYB5brb,HeartRate,Casio G-Shock,85.0,count/min,12/15/23 15:37
2023-12-15 15:40:00,246131,Socha Hai,Farhan Akhtar,Rock On,spotify:track:7IjnfuMNfdrAXbefurdIIR,HeartRate,Casio G-Shock,95.5066,count/min,12/15/23 15:48
2023-12-15 15:50:00,8030,Jhanjharia - Male Version,Abhijeet,Krishna - Original Motion Picture Soundtrack,spotify:track:7v6kXbTvpHbhq5LHruy0xV,HeartRate,Casio G-Shock,91.0,count/min,12/15/23 15:59
2023-12-15 16:00:00,154120,Gela Gela Gela,Adnan Sami,Aitraaz - Original Motion Picture Soundtrack,spotify:track:6vwGvxyf8MheLLPUjktu14,HeartRate,Casio G-Shock,94.0,count/min,12/15/23 16:08
2023-12-15 16:10:00,223373,Kiss Me Baby,Adnan Sami,Garam Masala,spotify:track:4gNGi2Mr26me7wGKd8TQSF,HeartRate,Casio G-Shock,130.0,count/min,12/15/23 16:19
2023-12-15 16:20:00,316706,Dil Samander,KK,Garam Masala,spotify:track:7Gwuh1mKBa3SWD7w3giVP5,HeartRate,Casio G-Shock,66.0,count/min,12/15/23 16:29
2023-12-15 16:30:00,267386,Kiss Me Baby - Remix Version,Adnan Sami,Garam Masala,spotify:track:3cqc9kRwulPAcE6eCIYdU6,HeartRate,Casio G-Shock,70.0,count/min,12/15/23 16:35
2023-12-15 16:40:00,137153,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,HeartRate,Casio G-Shock,86.0,count/min,12/15/23 16:48
2023-12-16 03:30:00,990,"Mere Nishaan (From ""Oh My God"")",Kailash Kher,Best Of Kailash Kher,spotify:track:7y2LdSannuZhlHK3eTOyly,HeartRate,Casio G-Shock,63.0,count/min,12/16/23 3:38
2023-12-16 03:40:00,1730,"Gerua (From ""Dilwale"")",Pritam,Dilwale (Original Motion Picture Soundtrack),spotify:track:7iLA6PQeQWRjLDHOJgGpj5,HeartRate,Casio G-Shock,57.0,count/min,12/16/23 3:46
2023-12-16 03:50:00,106510,Tere Naina,Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),spotify:track:3hoXhwP0ub9LdSJV4olDIc,HeartRate,Casio G-Shock,62.0,count/min,12/16/23 3:55
2023-12-16 04:00:00,1366,"Radha (From ""Jab Harry Met Sejal"")",Pritam,"Radha (From ""Jab Harry Met Sejal"")",spotify:track:7ztCi9k76A4QmSqWEutFyV,HeartRate,Casio G-Shock,67.0,count/min,12/16/23 4:04
2023-12-17 18:10:00,19667,"Radha (From ""Jab Harry Met Sejal"")",Pritam,"Radha (From ""Jab Harry Met Sejal"")",spotify:track:7ztCi9k76A4QmSqWEutFyV,HeartRate,Casio G-Shock,70.0,count/min,12/17/23 18:18
2023-12-19 02:30:00,333181,Khuda Jaane,Vishal-Shekhar,Bachna Ae Haseeno,spotify:track:0gPgdRfB4jdGrlyXS0Vx78,HeartRate,Casio G-Shock,58.0,count/min,12/19/23 2:39
2023-12-19 02:40:00,241668,"Ajab Si (From ""Om Shanti Om"")",KK,Zindagi Do Pal Ki - K.K. All Time Hits,spotify:track:2RgvvnMwtP0R2OkVZmFvnV,HeartRate,Casio G-Shock,58.0,count/min,12/19/23 2:49
2023-12-19 02:50:00,397773,Tadap Tadap,KK,Hum Dil De Chuke Sanam,spotify:track:6n6hEYHXBzWfdSzBX20ZRw,HeartRate,Casio G-Shock,58.0,count/min,12/19/23 2:54
2023-12-19 03:20:00,8890,Tu Hi Meri Shab Hai Chill Lofi,Jammy Weirdo,Tu Hi Meri Shab Hai Chill Lofi,spotify:track:0gPqpOLWRhuuXOVnIZYHNF,HeartRate,Casio G-Shock,54.0,count/min,12/19/23 3:29
2023-12-19 03:30:00,930,Haan Tu Hain,Pritam,Jannat (Original Motion Picture Soundtrack),spotify:track:4vgCpNUUcpEIBifidhQOnR,HeartRate,Casio G-Shock,54.0,count/min,12/19/23 3:36
2023-12-19 03:40:00,74749,Beete Lamhein,KK,The Train,spotify:track:0zQa7QXLpUZfrrsWbgDZll,HeartRate,Casio G-Shock,58.0,count/min,12/19/23 3:49
2023-12-20 21:10:00,42549,Sham,Amit Trivedi,Aisha (Original Motion Picture Soundtrack),spotify:track:5Q58RkKyUafm15Syxg79DW,HeartRate,Casio G-Shock,75.0,count/min,12/20/23 21:19
2023-12-20 21:20:00,16945,Offo,Aditi Singh Sharma,2 States,spotify:track:3f26GAn3yOXfoclLyN8AdD,HeartRate,Casio G-Shock,68.0,count/min,12/20/23 21:27
2023-12-20 21:30:00,32496,Anjaana Anjaani Ki Kahani,Nikhil D'Souza,Anjaana Anjaani,spotify:track:3pNxVP6r45iUho1uxEYdj9,HeartRate,Casio G-Shock,79.0,count/min,12/20/23 21:39
2023-12-20 21:40:00,290077,Shukran Allah,Salim–Sulaiman,Kurbaan (Original Motion Picture Soundtrack),spotify:track:3nKEiJUeaWn8q2O9I1xwlB,HeartRate,Casio G-Shock,78.0,count/min,12/20/23 21:49
2023-12-20 21:50:00,218860,Kabhi Kabhi Aditi,Rashid Ali,Jaane Tu... Ya Jaane Na,spotify:track:3APdIdF8H0jsxSuGOqXedS,HeartRate,Casio G-Shock,74.0,count/min,12/20/23 21:58
2023-12-20 22:00:00,278496,Tere Naina,Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),spotify:track:3hoXhwP0ub9LdSJV4olDIc,HeartRate,Casio G-Shock,76.0,count/min,12/20/23 22:08
2023-12-20 22:10:00,365665,Sajdaa,Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),spotify:track:395gJWcJQK0C3GJfHAn7f6,HeartRate,Casio G-Shock,74.0,count/min,12/20/23 22:17
2023-12-20 22:20:00,306836,Bol Na Halke Halke,Shankar-Ehsaan-Loy,Jhoom Barabar Jhoom,spotify:track:0u8wprNfOdcWpUlWnfMcpP,HeartRate,Casio G-Shock,75.0,count/min,12/20/23 22:27
2023-12-20 22:30:00,158216,Zehnaseeb,Vishal-Shekhar,Hasee Toh Phasee (Original Motion Picture Soundtrack),spotify:track:3xF15SqY32Mno3UUMBirhU,HeartRate,Casio G-Shock,72.0,count/min,12/20/23 22:31
2023-12-20 22:40:00,1643,Uff Teri Adaa,Shankar Mahadevan,Karthik Calling Karthik,spotify:track:0og9wKFGgFFNQnrBe7eisG,HeartRate,Casio G-Shock,95.0,count/min,12/20/23 22:45
2023-12-20 23:20:00,232438,"Ajab Si (From ""Om Shanti Om"")",KK,Zindagi Do Pal Ki - K.K. All Time Hits,spotify:track:2RgvvnMwtP0R2OkVZmFvnV,HeartRate,Casio G-Shock,90.0,count/min,12/20/23 23:29
2023-12-20 23:30:00,53202,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",spotify:track:57jOEZtoLQK4zF2x55bdkp,HeartRate,Casio G-Shock,81.0,count/min,12/20/23 23:39
2023-12-21 19:50:00,241668,Ajab Si,KK,Om Shanti Om,spotify:track:5FXMRdJjKq1BIX4e8Eg9mK,HeartRate,Casio G-Shock,118.0,count/min,12/21/23 19:52
2023-12-21 20:10:00,168140,Beete Lamhein,KK,The Train,spotify:track:0zQa7QXLpUZfrrsWbgDZll,HeartRate,Casio G-Shock,65.0,count/min,12/21/23 20:14
2023-12-21 20:40:00,243956,Make Some Noise For The Desi Boyz,Pritam,Desi Boyz,spotify:track:71s7tZo8OGlN3VXyURWLUr,HeartRate,Casio G-Shock,67.0,count/min,12/21/23 20:49
2023-12-21 20:50:00,257708,Soniye,KK,Aksar,spotify:track:5O4AGvOVFSs5ipu3iNOuoi,HeartRate,Casio G-Shock,68.0,count/min,12/21/23 20:56
2023-12-21 21:00:00,305584,Sajde,Pritam,Khatta Meetha,spotify:track:4N66qcycDiFLJGjnXiKbKX,HeartRate,Casio G-Shock,87.0,count/min,12/21/23 21:02
2023-12-21 21:10:00,35254,Feel My Love,KK,Aarya,spotify:track:4EjO3ELtQkbOBox5adad6a,HeartRate,Casio G-Shock,92.6627,count/min,12/21/23 21:17
2023-12-21 21:20:00,7825,Cheliya Cheliya,KK,Gharshanaa,spotify:track:0anBHV3eP4hiHsLQR5AZsm,HeartRate,Casio G-Shock,96.0,count/min,12/21/23 21:25
2023-12-21 21:30:00,86522,Sach Keh Raha Hai - LoFi Flip,KK,Lofi Chill Mix,spotify:track:3ftVnkTGV4APsXEPiuB2sa,HeartRate,Casio G-Shock,55.0,count/min,12/21/23 21:34
2023-12-21 21:40:00,392141,Dilnashin Dilnashin,KK,Aashiq Banaya Aapne,spotify:track:6C5CjR1BTqfO5gc0YNcCrP,HeartRate,Casio G-Shock,48.0,count/min,12/21/23 21:48
2023-12-21 21:50:00,342693,Abhi Abhi,KK,Jism 2,spotify:track:1tKhy83q8OsdcpZaX9N4Z2,HeartRate,Casio G-Shock,99.0,count/min,12/21/23 21:59
2023-12-21 22:10:00,333182,Khuda Jaane,Vishal-Shekhar,Bachna Ae Haseeno,spotify:track:0gPgdRfB4jdGrlyXS0Vx78,HeartRate,Casio G-Shock,87.0,count/min,12/21/23 22:15
2023-12-21 22:20:00,163599,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",spotify:track:57jOEZtoLQK4zF2x55bdkp,HeartRate,Casio G-Shock,104.0,count/min,12/21/23 22:26
2023-12-21 22:30:00,266654,"Kya Mujhe Pyar Hai (From ""Woh Lamhe"")",KK,Evergreen Hits Of K.K.,spotify:track:7fW9J3EpVWVN1ouv0slAs0,HeartRate,Casio G-Shock,106.0,count/min,12/21/23 22:35
2023-12-21 22:40:00,43493,Tu Hi Meri Shab Hai Chill Lofi,Jammy Weirdo,Tu Hi Meri Shab Hai Chill Lofi,spotify:track:0gPqpOLWRhuuXOVnIZYHNF,HeartRate,Casio G-Shock,108.0,count/min,12/21/23 22:46
2023-12-21 22:50:00,241540,Ajab Si,KK,Om Shanti Om,spotify:track:5FXMRdJjKq1BIX4e8Eg9mK,HeartRate,Casio G-Shock,87.0,count/min,12/21/23 22:57
2023-12-21 23:00:00,341028,Labon Ko,Pritam,Bhool Bhulaiyaa,spotify:track:5WncH5iZ5GFlnXm7jKEXVP,HeartRate,Casio G-Shock,92.0,count/min,12/21/23 23:07
2023-12-21 23:10:00,286121,Piya Aaye Na,Tulsi Kumar,Aashiqui 2,spotify:track:1ELMyeJLDHUz3cK3XTWgEi,HeartRate,Casio G-Shock,90.0,count/min,12/21/23 23:10
2023-12-22 17:00:00,76440,Main Yahaan Hoon,Madan Mohan,Veer - Zaara,spotify:track:3OAFzjwWionh8OfM4kgf2R,HeartRate,Casio G-Shock,69.0,count/min,12/22/23 17:02
2023-12-22 17:10:00,1620,Right Here Right Now,Abhishek Bachchan,Bluff Master,spotify:track:3OGQ5gp3dkZ38eIjRKLF4V,HeartRate,Casio G-Shock,65.0,count/min,12/22/23 17:12
