startDate,ms_played,track_name,artist_name,album_name,url,type,sourceName,value,unit,endDate
2023-11-13 21:00:00,30031,Pichle Saat Dinon Mein (Live Version),Farhan Akhtar,Rock On,spotify:track:63ideCSFf24cQzGdgg4kjG,StepCount,Casio G-Shock,67.0,count,11/13/23 21:06
2023-11-13 21:10:00,240723,Bhula Dena,Mustafa Zahid,Aashiqui 2,spotify:track:0WNCYgCd33LnBnw22WFuq8,StepCount,Casio G-Shock,42.0,count,11/13/23 21:17
2023-11-13 21:30:00,300719,"Mere Nishaan (From ""Oh My God"")",Kailash Kher,Best Of Kailash Kher,spotify:track:7y2LdSannuZhlHK3eTOyly,StepCount,Casio G-Shock,17.0,count,11/13/23 21:36
2023-11-13 21:40:00,322899,Moh Moh Ke Dhaage (Male),Anu Malik,Dum Laga Ke Haisha,spotify:track:189DQylImZ1hGZaIpAQUzx,StepCount,iPhone 4s,28.0,count,11/13/23 21:52
2023-11-13 21:50:00,343066,Yeh Hum Aa Gaye Hain Kahaan,Madan Mohan,Veer - Zaara,spotify:track:7sSYkaAXRgnzoQYrGgrvlX,StepCount,Casio G-Shock,14.0,count,11/13/23 22:00
2023-11-14 00:20:00,600,Tum Tak,A.R. Rahman,Raanjhanaa (Original Motion Picture Soundtrack),spotify:track:1wnozUBSe7OMpmZiTPJC5j,StepCount,Casio G-Shock,10.0,count,11/14/23 0:24
2023-11-14 19:50:00,1258,Sooraj Ki Baahon Mein,Dominique Cerejo,Zindagi Na Milegi Dobara,spotify:track:723xQva0yBF7M6K3nDAG8R,StepCount,iPhone 4s,8.0,count,11/14/23 19:55
2023-11-14 20:00:00,11520,Moh Moh Ke Dhaage (Male),Anu Malik,Dum Laga Ke Haisha,spotify:track:189DQylImZ1hGZaIpAQUzx,StepCount,Casio G-Shock,8.0,count,11/14/23 20:01
2023-11-14 20:20:00,1301,Nira Ishq,Guri,Nira Ishq,spotify:track:0Id2IzhR3w50aP2PHfMUE3,StepCount,Casio G-Shock,96.0,count,11/14/23 20:34
2023-11-14 20:30:00,191978,Tu Jaane Na,Atif Aslam,Best of Romance: Atif Aslam & Pritam,spotify:track:5vGiuYFSGekGLgbxhV1rD5,StepCount,Casio G-Shock,48.0,count,11/14/23 20:45
2023-11-14 20:40:00,51170,Subhanallah Lofi Mix,Pritam,Subhanallah Lofi Mix,spotify:track:1pnC5d46tqFwjqGtbjJPn7,StepCount,iPhone 4s,9.0,count,11/14/23 20:44
2023-11-14 20:50:00,269200,Daaru Desi,Benny Dayal,Cocktail (Original Motion Picture Soundtrack),spotify:track:5pAo2q7eVt65OSkwYgqhHl,StepCount,iPhone 4s,407.0,count,11/14/23 21:06
2023-11-14 21:00:00,249707,Subhanallah,Pritam,Yeh Jawaani Hai Deewani,spotify:track:0GQngE2rOYvlKwEQjTAsP8,StepCount,iPhone 4s,777.0,count,11/14/23 21:14
2023-11-14 21:10:00,265717,"Mere Nishaan (From ""Oh My God"")",Kailash Kher,Best Of Kailash Kher,spotify:track:7y2LdSannuZhlHK3eTOyly,StepCount,Casio G-Shock,554.0,count,11/14/23 21:27
2023-11-14 21:20:00,198391,Kabira,Pritam,Yeh Jawaani Hai Deewani,spotify:track:4bD9z9qa4qg9BhryvYWB7c,StepCount,iPhone 4s,31.0,count,11/14/23 21:29
2023-11-15 23:20:00,241668,"Ajab Si (From ""Om Shanti Om"")",KK,Zindagi Do Pal Ki - K.K. All Time Hits,spotify:track:2RgvvnMwtP0R2OkVZmFvnV,StepCount,Casio G-Shock,124.0,count,11/15/23 23:35
2023-11-15 23:40:00,471720,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,StepCount,Casio G-Shock,11.0,count,11/15/23 23:47
2023-11-17 21:20:00,26730,Yeh Sham Mastani,Kishore Kumar,Kati Patang,spotify:track:6UeEm5XPsleVD85kNHCu1n,StepCount,iPhone 4s,386.0,count,11/17/23 21:37
2023-11-17 21:30:00,270733,Hum Dono Do Premi,Lata Mangeshkar,Remembering Lata Mangeshkar,spotify:track:7fyNUqwla8VHtdk2a7lycW,StepCount,Casio G-Shock,131.0,count,11/17/23 21:41
2023-11-17 21:40:00,26779,Ek Main Aur Ek Tu,Asha Bhosle,Khel Khel Mein,spotify:track:0m23fTE5D9lfYyVyfm5RoL,StepCount,iPhone 4s,34.0,count,11/17/23 21:55
2023-11-17 22:50:00,457590,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,StepCount,iPhone 4s,97.0,count,11/17/23 23:06
2023-11-17 23:00:00,332120,Tere Liye (Instrumental),Madan Mohan,Romancing The Legend: Veer-Zaara Instrumental,spotify:track:6ZUOhTs1fZem4YYsvdUEdK,StepCount,iPhone 4s,27.0,count,11/17/23 23:09
2023-11-17 23:20:00,7410,Bebo,Alisha Chinai,Kambakkht Ishq (Original Motion Picture Soundtrack),spotify:track:0GNq37PiMmflUA7uCnSh3W,StepCount,Casio G-Shock,39.0,count,11/17/23 23:32
2023-11-17 23:40:00,294608,Isq Risk - Instrumental,Sohail Sen,Yrf Romantic Melodies – Instrumental,spotify:track:255dwsEGFdK8Prtb2KObc1,StepCount,Casio G-Shock,19.0,count,11/17/23 23:45
2023-11-19 20:50:00,6493,Moh Moh Ke Dhaage (Male),Anu Malik,Dum Laga Ke Haisha,spotify:track:189DQylImZ1hGZaIpAQUzx,StepCount,iPhone 4s,41.0,count,11/19/23 21:01
2023-11-19 21:00:00,252200,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,StepCount,Casio G-Shock,28.0,count,11/19/23 21:02
2023-11-19 21:10:00,13653,"Mere Nishaan (From ""Oh My God"")",Kailash Kher,Best Of Kailash Kher,spotify:track:7y2LdSannuZhlHK3eTOyly,StepCount,Casio G-Shock,27.0,count,11/19/23 21:15
2023-11-19 21:20:00,194602,Socha Hai,Farhan Akhtar,Rock On,spotify:track:7IjnfuMNfdrAXbefurdIIR,StepCount,Casio G-Shock,74.0,count,11/19/23 21:27
2023-11-20 22:40:00,1130,"Chaand Taare (From ""Yes Boss"")",Abhijeet,My Best Collection,spotify:track:5Cdd8p9sxRczQX6GFC8CdH,StepCount,iPhone 4s,28.0,count,11/20/23 22:50
2023-11-20 23:20:00,5236,Zaara-Bauji Theme (Instrumental),Madan Mohan,The Love Legend Themes: Veer-Zaara Themes & Instrumental Scores,spotify:track:0N7I4n27C4ohUpssooA2LC,StepCount,Casio G-Shock,28.0,count,11/20/23 23:21
2023-11-20 23:30:00,5259,Dil-E-Naadaan Tujhe Hua Kya Hai,Jagjit Singh,Main Ghalib,spotify:track:32pak2UWgCO1r5fZwUPKOa,StepCount,Casio G-Shock,15.0,count,11/20/23 23:38
2023-11-21 19:40:00,430,Hotty Naughty - Remix Version,Kalpana Patowary,De Dana Dan,spotify:track:4iddA3wMA54ChHBKuPQCb2,StepCount,Casio G-Shock,12.0,count,11/21/23 19:48
2023-11-21 19:50:00,231110,Rishte Naate,Rahat Fateh Ali Khan,De Dana Dan,spotify:track:5fKzdTKPV9vT4WEjEdxXrt,StepCount,Casio G-Shock,6.0,count,11/21/23 19:59
2023-11-22 18:50:00,27061,Samjhawan,Jawad Ahmad,Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),spotify:track:4LO5DjN6Tp3UkUvgESuy2t,StepCount,Casio G-Shock,8.0,count,11/22/23 18:56
2023-11-22 19:30:00,14389,Pyar Diwana Hota Hain,Kishore Kumar,Classic Revival Tum Mile Pyar Se,spotify:track:2lZlmPPPD89y8dbcfUkrCE,StepCount,Casio G-Shock,8.0,count,11/22/23 19:31
2023-11-22 19:50:00,56482,Mana Janab Ne Pukara Nahin,Kishore Kumar,Kishore Kumar Masti Ki Chakri,spotify:track:7Hapk4X6sZ48WbPV27KHNq,StepCount,Casio G-Shock,66.0,count,11/22/23 20:00
2023-11-22 20:00:00,294333,Tere Mere Milan Ki Yeh Raina,Lata Mangeshkar,Remembering Lata Mangeshkar,spotify:track:4APKfi2FMNCu5zo6RwUq1O,StepCount,Casio G-Shock,693.0,count,11/22/23 20:14
2023-11-22 20:10:00,269551,Chala Jata Hoon,Kishore Kumar,Kishore Kumar Masti Ki Chakri,spotify:track:5qQIs3YxG66SUHK3KHhSIr,StepCount,iPhone 4s,27.0,count,11/22/23 20:24
2023-11-22 20:40:00,16586,Meri Bheegi Bheegi Si,Kishore Kumar,Anamika,spotify:track:66pgL55KG00oTsxzTw7tBE,StepCount,Casio G-Shock,42.0,count,11/22/23 20:51
2023-11-22 21:00:00,258588,Ghum Hai Kisi Ke Pyar Mein,Lata Mangeshkar,Lata Mangeshkar Songs Geet,spotify:track:7IqEZMYay7OwgZKICObujt,StepCount,Casio G-Shock,42.0,count,11/22/23 21:09
2023-11-22 21:10:00,221080,Kehna Hai Kehna Hai,Kishore Kumar,Padosan,spotify:track:1KxcQHJf7HC57jomPJ19Qj,StepCount,Casio G-Shock,16.0,count,11/22/23 21:10
2023-11-22 21:20:00,325746,Apni To Jaise Taise Dialogue,Kishore Kumar,Laawaris,spotify:track:04ktwHoyF8ELtSfjz8tc7M,StepCount,Casio G-Shock,79.0,count,11/22/23 21:30
2023-11-22 21:30:00,252760,Zindagi Ka Safar Hai Yeh Kaisa Safar,Kishore Kumar,Revival Vol.7 Yeh Jeevan Hai,spotify:track:2mOBH5czTRRLI8ISc02U7B,StepCount,Casio G-Shock,41.0,count,11/22/23 21:40
2023-11-22 21:40:00,357120,Lekar Hum Diwana Dil,Asha Bhosle,Yaadon Ki Baaraat,spotify:track:4gW8O7mQb1qZ5fl4VcoKi3,StepCount,Casio G-Shock,17.0,count,11/22/23 21:50
2023-11-22 22:00:00,297026,Kanchi Re Kanchi Re,Lata Mangeshkar,Hare Rama Hare Krishna,spotify:track:0dPz77kgQAIl1f4x1IeyTm,StepCount,iPhone 4s,327.0,count,11/22/23 22:16
2023-11-22 22:10:00,59822,Ek Hasina Thi Ek Diwana Tha,Kishore Kumar,Karz,spotify:track:1QqtOXpvfLPW4yEuAXJKDk,StepCount,Casio G-Shock,1.0,count,11/22/23 22:16
2023-11-22 22:50:00,235829,Aasman Ke Neeche,Lata Mangeshkar,Jewel Thief,spotify:track:4RUBGBppd71QQy4lLJ1mvw,StepCount,Casio G-Shock,56.0,count,11/22/23 23:09
2023-11-22 23:00:00,172396,Mere Samnewali Khidki Mein,Kishore Kumar,Kishore Kumar Masti Ki Chakri,spotify:track:4qFuyUsbJKucXXc4DFQLbY,StepCount,iPhone 4s,10.0,count,11/22/23 23:09
2023-11-22 23:10:00,215273,Mera Jeevan Kora Kagaz,Kishore Kumar,Kora Kagaz,spotify:track:1MUol1Uw9JKRL7mV17iBwT,StepCount,Casio G-Shock,51.0,count,11/22/23 23:22
2023-11-22 23:40:00,264707,Haal Kaisa Hai Janab Ka,Asha Bhosle,Chalti Ka Naam Gaadi,spotify:track:3uvvmqUNKEzZtZWOQrQqq0,StepCount,Casio G-Shock,29.0,count,11/22/23 23:47
2023-11-22 23:50:00,22629,Aa Chal Ke Tujhe,Kishore Kumar,Door Gagan Ki Chhaon Mein,spotify:track:53keqrDTkt1GE9hJgUoql4,StepCount,Casio G-Shock,55.0,count,11/23/23 0:00
2023-11-23 00:10:00,281476,Aaye Tum Yaad Mujhe,Kishore Kumar,Mili,spotify:track:1J8wJATs02cTk55Zcbvhx4,StepCount,Casio G-Shock,30.0,count,11/23/23 0:17
2023-11-23 00:30:00,574,Paisa O Paisa,Kishore Kumar,Karz,spotify:track:3vcVhHWm2JXEpD9aqdyz9K,StepCount,Casio G-Shock,21.0,count,11/23/23 0:38
2023-11-23 00:50:00,5045,Tere Bina Zindagi Se,Lata Mangeshkar,Lata Mangeshkar Songs Geet,spotify:track:4isclMhMivnZzlpBAeXrK7,StepCount,iPhone 4s,21.0,count,11/23/23 0:52
2023-11-23 01:30:00,1332,Jaane Kyon,Madan Mohan,Veer - Zaara,spotify:track:2UWIOwIxG63aqXK1TDiWVr,StepCount,iPhone 4s,21.0,count,11/23/23 1:40
2023-11-23 01:50:00,1354,Paisa,Manak-E,De Dana Dan,spotify:track:5waPZcxgliOcZxCjswryDb,StepCount,iPhone 4s,12.0,count,11/23/23 1:52
2023-11-23 02:00:00,229435,Ucha Lamba Kad,Anand Raj Anand,Welcome,spotify:track:2hyYqX8IVVxFEFIUf0zZam,StepCount,Casio G-Shock,12.0,count,11/23/23 2:05
2023-11-26 01:40:00,56260,Titliaan Warga,Harrdy Sandhu,Titliaan Warga,spotify:track:37TjLqLaiOX1QmcKPgb3TC,StepCount,Casio G-Shock,8.0,count,11/26/23 1:43
2023-11-27 19:50:00,85641,Dil Tod Ke,Rochak Kohli,Dil Tod Ke,spotify:track:71OoohX1NBG4ez6eijgaWE,StepCount,Casio G-Shock,9.0,count,11/27/23 20:01
2023-11-27 20:10:00,286093,Chhaliya,Vishal-Shekhar,Tashan,spotify:track:70r85LQ7Hcof30PJmksilm,StepCount,iPhone 4s,712.0,count,11/27/23 20:25
2023-11-27 20:20:00,1503,Genda Phool,Rekha Bhardwaj,Delhi-6,spotify:track:15Vuw407y6UWIPUfGrpJ1e,StepCount,iPhone 4s,599.0,count,11/27/23 20:33
2023-11-27 20:30:00,241448,"Kaun Tujhe (From ""M.S.Dhoni - The Untold Story"")",Palak Muchhal,Best Of Palak Muchhal,spotify:track:1q6pMQBRILzkz0g4rKEXdM,StepCount,Casio G-Shock,119.0,count,11/27/23 20:39
2023-11-27 20:40:00,300719,"Mere Nishaan (From ""Oh My God"")",Kailash Kher,Best Of Kailash Kher,spotify:track:7y2LdSannuZhlHK3eTOyly,StepCount,Casio G-Shock,63.0,count,11/27/23 20:52
2023-11-27 21:00:00,4043,Tere Naal,Tulsi Kumar,Tere Naal,spotify:track:2Vw94w6FxCyaYwyCivi9Py,StepCount,Casio G-Shock,74.0,count,11/27/23 21:13
2023-11-27 21:10:00,187942,Pichle Saat Dinon Mein (Album Version),Farhan Akhtar,Rock On,spotify:track:1QQqHS80CpR8tA2lR8O65y,StepCount,iPhone 4s,46.0,count,11/27/23 21:14
2023-11-27 21:20:00,1109,O Sanam,Lucky Ali,Sunoh,spotify:track:5oYRr51VatOtkFeEOursuZ,StepCount,iPhone 4s,10.0,count,11/27/23 21:28
2023-11-27 21:30:00,269200,Daaru Desi,Benny Dayal,Cocktail (Original Motion Picture Soundtrack),spotify:track:5pAo2q7eVt65OSkwYgqhHl,StepCount,Casio G-Shock,74.0,count,11/27/23 21:43
2023-11-27 21:40:00,949,Socha Hai,Farhan Akhtar,Rock On,spotify:track:7IjnfuMNfdrAXbefurdIIR,StepCount,iPhone 4s,93.0,count,11/27/23 21:53
2023-11-27 21:50:00,317000,"Main Koi Aisa Geet Gaoon (From ""Yes Boss"")",Abhijeet,Sensational Duets,spotify:track:4hLShJ4RCa2KhqVHD7MRDn,StepCount,Casio G-Shock,80.0,count,11/27/23 22:02
2023-11-27 22:00:00,331676,Tere Liye,Madan Mohan,Veer - Zaara,spotify:track:3i11e2jzUtO3jChiFl3v9x,StepCount,iPhone 4s,16.0,count,11/27/23 22:07
2023-11-27 22:10:00,287213,Teri Yaadon Mein,KK,The Killer,spotify:track:4ZVfIGaZP93t0stmBj4FqA,StepCount,Casio G-Shock,69.0,count,11/27/23 22:24
2023-11-27 22:20:00,295157,Main Yahaan Hoon,Madan Mohan,Veer - Zaara,spotify:track:3OAFzjwWionh8OfM4kgf2R,StepCount,iPhone 4s,17.0,count,11/27/23 22:20
2023-11-27 22:30:00,3174,Jab Koi Baat - Recreated,Atif Aslam,Jab Koi Baat - Recreated,spotify:track:43GfQ1SC17rBWiHkOtdwK8,StepCount,Casio G-Shock,53.0,count,11/27/23 22:38
2023-11-27 23:00:00,306133,Woh Ladki Hai Kahan,Shaan,Dil Chahta Hai,spotify:track:2tO0QPdCA0jgDBshTuYYkc,StepCount,iPhone 4s,47.0,count,11/27/23 23:09
2023-11-28 00:40:00,276715,Aye Udi Udi Udi,A.R. Rahman,Saathiya,spotify:track:6K0Ea7pq2trf6SwsfEKkOp,StepCount,Casio G-Shock,3.0,count,11/28/23 0:44
2023-11-28 01:30:00,293840,Aashiqui Mein Teri,Himesh Reshammiya,36 China Town - Original Motion Picture Soundtrack,spotify:track:1VGt7ZmY4iPfrabXjIMHo4,StepCount,Casio G-Shock,8.0,count,11/28/23 1:38
2023-11-28 21:40:00,1546,In Dino,Pritam,Life In A Metro (Original Motion Picture Soundtrack),spotify:track:6YycppSAeGtSvwmu8qCcr2,StepCount,iPhone 4s,608.0,count,11/28/23 21:56
2023-11-28 22:00:00,2858,Paisa,Manak-E,De Dana Dan,spotify:track:5waPZcxgliOcZxCjswryDb,StepCount,iPhone 4s,216.0,count,11/28/23 22:10
2023-11-28 22:20:00,7277,Le Le Mazaa Le,Suzanne,Wanted,spotify:track:0V6i9XZ7NOfXQAygSaswnM,StepCount,iPhone 4s,232.0,count,11/28/23 22:32
2023-11-28 22:30:00,1024,Hoth Rasiley,Anand Raj Anand,Welcome,spotify:track:5abF4FI366vQdn3ALwBmLS,StepCount,iPhone 4s,22.0,count,11/28/23 22:41
2023-11-28 23:00:00,353880,Pretty Woman,Shankar-Ehsaan-Loy,Kal Ho Naa Ho (Original Motion Picture Soundtrack),spotify:track:3rsx3pDYM3a08O0Yu3Tq6V,StepCount,Casio G-Shock,58.0,count,11/28/23 23:05
2023-11-29 17:30:00,5940,Rishte Naate - Remix Version,Kunal Ganjawala,De Dana Dan,spotify:track:2YWCcUKKnm3DDdoyzz0Wm3,StepCount,Casio G-Shock,2.0,count,11/29/23 17:37
2023-11-29 17:40:00,5130,Papa Jag Jayega,Ritu Pathak,Housefull,spotify:track:0F04XRwhkYDkx2HVHtaqHt,StepCount,Casio G-Shock,17.0,count,11/29/23 17:40
2023-11-29 18:00:00,120540,Kuch Kuch Hota Hai - Lofi Remix,DJ Nyk,Kuch Kuch Hota Hai,spotify:track:5NBIQcR0HX1SWsE2W9JSvK,StepCount,Casio G-Shock,16.0,count,11/29/23 18:05
2023-11-29 18:20:00,305583,Sajde,Pritam,Khatta Meetha,spotify:track:4N66qcycDiFLJGjnXiKbKX,StepCount,Casio G-Shock,31.0,count,11/29/23 18:32
2023-11-29 18:40:00,93370,Tum Ho Mera Pyar,KK,Haunted,spotify:track:2EN5aTDtX8852Ih3ss8Rih,StepCount,Casio G-Shock,58.0,count,11/29/23 18:45
2023-11-29 20:10:00,343066,Yeh Hum Aa Gaye Hain Kahaan,Madan Mohan,Veer - Zaara,spotify:track:7sSYkaAXRgnzoQYrGgrvlX,StepCount,Casio G-Shock,517.0,count,11/29/23 20:28
2023-11-29 20:20:00,261013,Soni De Nakhre,Wajid,Partner,spotify:track:4tBMbRwLJa5BjwJ6FrBlks,StepCount,Casio G-Shock,831.0,count,11/29/23 20:38
2023-11-29 20:30:00,395082,Aankhein Khuli,Jatin-Lalit,Mohabbatein,spotify:track:16XEVyPh5NT31CAAqPbxQF,StepCount,Casio G-Shock,145.0,count,11/29/23 20:48
2023-11-29 20:40:00,329600,Barso Re,A.R. Rahman,Guru (Original Motion Picture Soundtrack),spotify:track:32DWojMZeZebVrfBkhAkKy,StepCount,Casio G-Shock,177.0,count,11/29/23 20:53
2023-11-29 20:50:00,370,Ishq Samundar,Sunidhi Chauhan,Kaante,spotify:track:26AwzkDNxx9D0KXmBhY0Gd,StepCount,iPhone 4s,37.0,count,11/29/23 21:02
2023-11-29 21:00:00,4850,Prem Ki Naiyya,Neeraj Shridhar,Ajab Prem Ki Ghazab Kahani - Original Motion Picture Soundtrack,spotify:track:2JDsi7S0UmtGoyVPTda0ao,StepCount,Casio G-Shock,17.0,count,11/29/23 21:14
2023-11-29 21:10:00,353880,Pretty Woman,Shankar-Ehsaan-Loy,Kal Ho Naa Ho (Original Motion Picture Soundtrack),spotify:track:3rsx3pDYM3a08O0Yu3Tq6V,StepCount,iPhone 4s,19.0,count,11/29/23 21:17
2023-11-29 21:20:00,416613,Chaiyya Chaiyya,Sukhwinder Singh,Dil Se,spotify:track:5H4rKylLnO8KrmdXTRhj5s,StepCount,iPhone 4s,33.0,count,11/29/23 21:35
2023-11-29 21:30:00,196556,Tumhi Dekho Naa,Shankar-Ehsaan-Loy,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),spotify:track:2ILhVeTkbDAYEvesCCBsNo,StepCount,Casio G-Shock,44.0,count,11/29/23 21:41
2023-11-30 03:50:00,286840,It's the Time to Disco,Shankar-Ehsaan-Loy,Kal Ho Naa Ho (Original Motion Picture Soundtrack),spotify:track:3hCUkos0NxuSFl73oOHJzb,StepCount,Casio G-Shock,24.0,count,11/30/23 3:59
2023-11-30 18:30:00,12186,Allah Maaf Kare (Remix),Pritam,Desi Boyz,spotify:track:3S2AoVDyMao30pG3jpm0yE,StepCount,Casio G-Shock,115.0,count,11/30/23 18:36
2023-11-30 18:40:00,273078,Sheila Ki Jawani,Sunidhi Chauhan,Tees Maar Khan,spotify:track:6VbmeIWTbNHM5uqoW7GTE4,StepCount,Casio G-Shock,87.0,count,11/30/23 18:47
2023-11-30 18:50:00,308733,Mujhse Shaadi Karogi,Sonu Nigam,Mujhse Shaadi Karogi,spotify:track:6E6UhpF6vV6Cu1VFbrlVM2,StepCount,Casio G-Shock,38.0,count,11/30/23 18:54
2023-11-30 20:50:00,28807,Bheegey Hont,Kunal Ganjawala,Murder,spotify:track:3GXnz7MM5tMl7bvkTPx8WQ,StepCount,iPhone 4s,76.0,count,11/30/23 20:59
2023-11-30 21:00:00,3410,Dilko Tumse Pyar Hua,Roop Kumar Rathod,Rehnaa Hai Terre Dil Mein,spotify:track:4zlgBHkw0HL6JTcZBbnzqx,StepCount,Casio G-Shock,34.0,count,11/30/23 21:12
2023-12-01 19:50:00,291790,Agar Tum Mil Jao,Shreya Ghoshal,Zeher,spotify:track:23gpA0ZDwhkizbU0NMyMsW,StepCount,Casio G-Shock,17.0,count,12/1/23 19:58
2023-12-01 20:30:00,1440,"Guzarish (From ""Ghajini"")",Javed Ali,Teri Jhalak Asharfi Javed Ali Hits,spotify:track:0kWWPtEWjmQVEu4V0esXJ8,StepCount,Casio G-Shock,16.0,count,12/1/23 20:35
2023-12-01 20:50:00,300640,Mere Sapnon Ki Rani,Kishore Kumar,Kishore Kumar Masti Ki Chakri,spotify:track:7esbB2vqT7jJPY9wUp83yU,StepCount,Casio G-Shock,62.0,count,12/1/23 20:54
2023-12-01 21:10:00,210789,Dil Chori,Yo Yo Honey Singh,Sonu Ke Titu Ki Sweety,spotify:track:6zojSFiUNySBy3Kd1JVCXb,StepCount,iPhone 4s,24.0,count,12/1/23 21:22
2023-12-01 21:30:00,38290,Makhna,Yo Yo Honey Singh,Makhna,spotify:track:7A9zMoPZw4fN7zSVXINeEF,StepCount,iPhone 4s,64.0,count,12/1/23 21:43
2023-12-01 21:40:00,1020,One Thousand Miles,Yo Yo Honey Singh,Desi Kalakaar,spotify:track:7FQTRGEYNU9vyR03xVHDrd,StepCount,Casio G-Shock,196.0,count,12/1/23 21:50
2023-12-01 21:50:00,207789,"Kalaastar (From ""Honey 3.0"")",Yo Yo Honey Singh,"Kalaastar (From ""Honey 3.0"")",spotify:track:1sZFDDmmBVkcHOpV6AB0Nx,StepCount,iPhone 4s,39.0,count,12/1/23 22:03
2023-12-01 22:20:00,35660,Love Dose,Yo Yo Honey Singh,Desi Kalakaar,spotify:track:1QZRCi2Z1DQQaR6bGAzhtN,StepCount,Casio G-Shock,22.0,count,12/1/23 22:30
2023-12-02 23:10:00,47950,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,StepCount,Casio G-Shock,45.0,count,12/2/23 23:17
2023-12-05 18:50:00,329386,Dil Ibaadat,Pritam,Yaad Aayenge Ye Pal,spotify:track:5IICsgzOIQsCykvzGpApsb,StepCount,Casio G-Shock,20.0,count,12/5/23 18:56
2023-12-05 19:20:00,1493,Banda Bindas,KK,Tribute To K.K. - A Legacy,spotify:track:3P3RbtgGA2bSaRvjnQ75Zh,StepCount,Casio G-Shock,19.0,count,12/5/23 19:29
2023-12-05 20:20:00,7924,"Hum to Deewane Huye (From ""Baadshah"")",Abhijeet,Sensational Duets,spotify:track:5qG6jYnBmGMdKS1WiZBgj5,StepCount,iPhone 4s,56.0,count,12/5/23 20:29
