video_id,category,score,timestamp,sentiment
8,self-improvement and personal growth,0.6093584895133972,"Feb 12, 2025, 8:37:51 PM PST",NEGATIVE
9,motivation and mental strength,0.4413459599018097,"Feb 12, 2025, 8:36:47 PM PST",NEGATIVE
9,self-improvement and personal growth,0.3023533225059509,"Feb 12, 2025, 8:36:47 PM PST",NEGATIVE
12,self-improvement and personal growth,0.8739917874336243,"Feb 12, 2025, 12:59:15 PM PST",NEGATIVE
12,motivation and mental strength,0.8388476371765137,"Feb 12, 2025, 12:59:15 PM PST",NEGATIVE
12,mindfulness and mental wellness,0.7879296541213989,"Feb 12, 2025, 12:59:15 PM PST",NEGATIVE
12,mental health experiences,0.7308425903320312,"Feb 12, 2025, 12:59:15 PM PST",NEGATIVE
12,self-care practices,0.7241852879524231,"Feb 12, 2025, 12:59:15 PM PST",NEGATIVE
12,mental health education,0.6104772090911865,"Feb 12, 2025, 12:59:15 PM PST",NEGATIVE
12,addiction awareness and recovery,0.5945862531661987,"Feb 12, 2025, 12:59:15 PM PST",NEGATIVE
12,work-life balance and burnout,0.5942380428314209,"Feb 12, 2025, 12:59:15 PM PST",NEGATIVE
12,emotional health discussion,0.5403025150299072,"Feb 12, 2025, 12:59:15 PM PST",NEGATIVE
12,trauma awareness and healing,0.49166643619537354,"Feb 12, 2025, 12:59:15 PM PST",NEGATIVE
12,sleep and mental wellness,0.4806404113769531,"Feb 12, 2025, 12:59:15 PM PST",NEGATIVE
12,therapy and mental health support,0.4435012936592102,"Feb 12, 2025, 12:59:15 PM PST",NEGATIVE
12,social anxiety and relationships,0.3860018849372864,"Feb 12, 2025, 12:59:15 PM PST",NEGATIVE
13,self-improvement and personal growth,0.9277003407478333,"Feb 12, 2025, 12:55:04 PM PST",NEGATIVE
13,motivation and mental strength,0.8680786490440369,"Feb 12, 2025, 12:55:04 PM PST",NEGATIVE
13,mental health experiences,0.7336127161979675,"Feb 12, 2025, 12:55:04 PM PST",NEGATIVE
13,self-care practices,0.7272512912750244,"Feb 12, 2025, 12:55:04 PM PST",NEGATIVE
13,mindfulness and mental wellness,0.7161703705787659,"Feb 12, 2025, 12:55:04 PM PST",NEGATIVE
13,addiction awareness and recovery,0.6275015473365784,"Feb 12, 2025, 12:55:04 PM PST",NEGATIVE
13,trauma awareness and healing,0.42751166224479675,"Feb 12, 2025, 12:55:04 PM PST",NEGATIVE
13,mental health education,0.4206904470920563,"Feb 12, 2025, 12:55:04 PM PST",NEGATIVE
13,therapy and mental health support,0.40597477555274963,"Feb 12, 2025, 12:55:04 PM PST",NEGATIVE
13,work-life balance and burnout,0.37934595346450806,"Feb 12, 2025, 12:55:04 PM PST",NEGATIVE
13,emotional health discussion,0.3260454535484314,"Feb 12, 2025, 12:55:04 PM PST",NEGATIVE
16,self-improvement and personal growth,0.9524732232093811,"Feb 12, 2025, 9:51:29 AM PST",POSITIVE
16,motivation and mental strength,0.8990344405174255,"Feb 12, 2025, 9:51:29 AM PST",POSITIVE
16,mindfulness and mental wellness,0.8141524195671082,"Feb 12, 2025, 9:51:29 AM PST",POSITIVE
16,mental health experiences,0.7970144748687744,"Feb 12, 2025, 9:51:29 AM PST",POSITIVE
16,self-care practices,0.7889682054519653,"Feb 12, 2025, 9:51:29 AM PST",POSITIVE
16,addiction awareness and recovery,0.7486316561698914,"Feb 12, 2025, 9:51:29 AM PST",POSITIVE
16,mental health education,0.737464189529419,"Feb 12, 2025, 9:51:29 AM PST",POSITIVE
16,trauma awareness and healing,0.6668463349342346,"Feb 12, 2025, 9:51:29 AM PST",POSITIVE
16,therapy and mental health support,0.6460971832275391,"Feb 12, 2025, 9:51:29 AM PST",POSITIVE
16,emotional health discussion,0.6375817060470581,"Feb 12, 2025, 9:51:29 AM PST",POSITIVE
16,work-life balance and burnout,0.5045424699783325,"Feb 12, 2025, 9:51:29 AM PST",POSITIVE
16,social anxiety and relationships,0.3835017681121826,"Feb 12, 2025, 9:51:29 AM PST",POSITIVE
16,depression and emotional support,0.34347161650657654,"Feb 12, 2025, 9:51:29 AM PST",POSITIVE
16,anxiety and stress management,0.31785422563552856,"Feb 12, 2025, 9:51:29 AM PST",POSITIVE
16,sleep and mental wellness,0.30422112345695496,"Feb 12, 2025, 9:51:29 AM PST",POSITIVE
17,motivation and mental strength,0.9448265433311462,"Feb 12, 2025, 9:46:38 AM PST",POSITIVE
17,addiction awareness and recovery,0.9067234992980957,"Feb 12, 2025, 9:46:38 AM PST",POSITIVE
17,self-improvement and personal growth,0.9049437046051025,"Feb 12, 2025, 9:46:38 AM PST",POSITIVE
17,self-care practices,0.8387845158576965,"Feb 12, 2025, 9:46:38 AM PST",POSITIVE
17,mental health experiences,0.8347676396369934,"Feb 12, 2025, 9:46:38 AM PST",POSITIVE
17,trauma awareness and healing,0.7757248282432556,"Feb 12, 2025, 9:46:38 AM PST",POSITIVE
17,mental health education,0.6126120686531067,"Feb 12, 2025, 9:46:38 AM PST",POSITIVE
17,work-life balance and burnout,0.5808062553405762,"Feb 12, 2025, 9:46:38 AM PST",POSITIVE
17,sleep and mental wellness,0.575258195400238,"Feb 12, 2025, 9:46:38 AM PST",POSITIVE
17,mindfulness and mental wellness,0.5582744479179382,"Feb 12, 2025, 9:46:38 AM PST",POSITIVE
17,emotional health discussion,0.5544151663780212,"Feb 12, 2025, 9:46:38 AM PST",POSITIVE
17,therapy and mental health support,0.549865186214447,"Feb 12, 2025, 9:46:38 AM PST",POSITIVE
17,anxiety and stress management,0.4716217815876007,"Feb 12, 2025, 9:46:38 AM PST",POSITIVE
17,social anxiety and relationships,0.4090680480003357,"Feb 12, 2025, 9:46:38 AM PST",POSITIVE
18,self-improvement and personal growth,0.951317310333252,"Feb 12, 2025, 9:42:03 AM PST",POSITIVE
18,motivation and mental strength,0.9413121342658997,"Feb 12, 2025, 9:42:03 AM PST",POSITIVE
18,mindfulness and mental wellness,0.9103955626487732,"Feb 12, 2025, 9:42:03 AM PST",POSITIVE
18,mental health experiences,0.8760241270065308,"Feb 12, 2025, 9:42:03 AM PST",POSITIVE
18,self-care practices,0.8369928002357483,"Feb 12, 2025, 9:42:03 AM PST",POSITIVE
18,addiction awareness and recovery,0.7364523410797119,"Feb 12, 2025, 9:42:03 AM PST",POSITIVE
18,mental health education,0.7295898199081421,"Feb 12, 2025, 9:42:03 AM PST",POSITIVE
18,therapy and mental health support,0.6884669661521912,"Feb 12, 2025, 9:42:03 AM PST",POSITIVE
18,work-life balance and burnout,0.621853232383728,"Feb 12, 2025, 9:42:03 AM PST",POSITIVE
18,emotional health discussion,0.6093587279319763,"Feb 12, 2025, 9:42:03 AM PST",POSITIVE
18,sleep and mental wellness,0.6031633019447327,"Feb 12, 2025, 9:42:03 AM PST",POSITIVE
18,trauma awareness and healing,0.5955770611763,"Feb 12, 2025, 9:42:03 AM PST",POSITIVE
18,anxiety and stress management,0.33065271377563477,"Feb 12, 2025, 9:42:03 AM PST",POSITIVE
18,depression and emotional support,0.3172016739845276,"Feb 12, 2025, 9:42:03 AM PST",POSITIVE
18,social anxiety and relationships,0.3136530816555023,"Feb 12, 2025, 9:42:03 AM PST",POSITIVE
19,mental health experiences,0.9158965349197388,"Feb 12, 2025, 9:42:00 AM PST",POSITIVE
19,self-improvement and personal growth,0.8339033126831055,"Feb 12, 2025, 9:42:00 AM PST",POSITIVE
19,emotional health discussion,0.7852928638458252,"Feb 12, 2025, 9:42:00 AM PST",POSITIVE
19,social anxiety and relationships,0.7629363536834717,"Feb 12, 2025, 9:42:00 AM PST",POSITIVE
19,mental health education,0.7450934052467346,"Feb 12, 2025, 9:42:00 AM PST",POSITIVE
19,self-care practices,0.683164119720459,"Feb 12, 2025, 9:42:00 AM PST",POSITIVE
19,work-life balance and burnout,0.6082916855812073,"Feb 12, 2025, 9:42:00 AM PST",POSITIVE
19,motivation and mental strength,0.5838819146156311,"Feb 12, 2025, 9:42:00 AM PST",POSITIVE
19,mindfulness and mental wellness,0.47093743085861206,"Feb 12, 2025, 9:42:00 AM PST",POSITIVE
19,therapy and mental health support,0.47013068199157715,"Feb 12, 2025, 9:42:00 AM PST",POSITIVE
19,depression and emotional support,0.46873846650123596,"Feb 12, 2025, 9:42:00 AM PST",POSITIVE
19,addiction awareness and recovery,0.4311845302581787,"Feb 12, 2025, 9:42:00 AM PST",POSITIVE
19,anxiety and stress management,0.42100071907043457,"Feb 12, 2025, 9:42:00 AM PST",POSITIVE
20,self-improvement and personal growth,0.8852472305297852,"Feb 12, 2025, 9:41:56 AM PST",NEGATIVE
20,motivation and mental strength,0.8472273349761963,"Feb 12, 2025, 9:41:56 AM PST",NEGATIVE
20,mindfulness and mental wellness,0.8179348707199097,"Feb 12, 2025, 9:41:56 AM PST",NEGATIVE
20,mental health experiences,0.7366942763328552,"Feb 12, 2025, 9:41:56 AM PST",NEGATIVE
20,self-care practices,0.7346685528755188,"Feb 12, 2025, 9:41:56 AM PST",NEGATIVE
20,mental health education,0.5891872644424438,"Feb 12, 2025, 9:41:56 AM PST",NEGATIVE
20,addiction awareness and recovery,0.5647376775741577,"Feb 12, 2025, 9:41:56 AM PST",NEGATIVE
20,emotional health discussion,0.5637585520744324,"Feb 12, 2025, 9:41:56 AM PST",NEGATIVE
20,work-life balance and burnout,0.5627409219741821,"Feb 12, 2025, 9:41:56 AM PST",NEGATIVE
20,therapy and mental health support,0.49527159333229065,"Feb 12, 2025, 9:41:56 AM PST",NEGATIVE
20,trauma awareness and healing,0.45255976915359497,"Feb 12, 2025, 9:41:56 AM PST",NEGATIVE
20,sleep and mental wellness,0.39186906814575195,"Feb 12, 2025, 9:41:56 AM PST",NEGATIVE
20,social anxiety and relationships,0.34785163402557373,"Feb 12, 2025, 9:41:56 AM PST",NEGATIVE
21,motivation and mental strength,0.8719823956489563,"Feb 12, 2025, 8:53:02 AM PST",NEGATIVE
21,addiction awareness and recovery,0.8708931803703308,"Feb 12, 2025, 8:53:02 AM PST",NEGATIVE
21,self-improvement and personal growth,0.868627667427063,"Feb 12, 2025, 8:53:02 AM PST",NEGATIVE
21,mindfulness and mental wellness,0.8254660964012146,"Feb 12, 2025, 8:53:02 AM PST",NEGATIVE
21,mental health experiences,0.7883345484733582,"Feb 12, 2025, 8:53:02 AM PST",NEGATIVE
21,self-care practices,0.7610440254211426,"Feb 12, 2025, 8:53:02 AM PST",NEGATIVE
21,mental health education,0.6876816153526306,"Feb 12, 2025, 8:53:02 AM PST",NEGATIVE
21,trauma awareness and healing,0.6730334162712097,"Feb 12, 2025, 8:53:02 AM PST",NEGATIVE
21,emotional health discussion,0.6482808589935303,"Feb 12, 2025, 8:53:02 AM PST",NEGATIVE
21,therapy and mental health support,0.600922703742981,"Feb 12, 2025, 8:53:02 AM PST",NEGATIVE
21,work-life balance and burnout,0.5803496837615967,"Feb 12, 2025, 8:53:02 AM PST",NEGATIVE
21,sleep and mental wellness,0.4400596618652344,"Feb 12, 2025, 8:53:02 AM PST",NEGATIVE
21,social anxiety and relationships,0.4336036145687103,"Feb 12, 2025, 8:53:02 AM PST",NEGATIVE
21,depression and emotional support,0.3575114905834198,"Feb 12, 2025, 8:53:02 AM PST",NEGATIVE
21,anxiety and stress management,0.3329325318336487,"Feb 12, 2025, 8:53:02 AM PST",NEGATIVE
22,motivation and mental strength,0.9287621378898621,"Feb 12, 2025, 8:49:32 AM PST",NEGATIVE
22,self-improvement and personal growth,0.9232800602912903,"Feb 12, 2025, 8:49:32 AM PST",NEGATIVE
22,mindfulness and mental wellness,0.9136050343513489,"Feb 12, 2025, 8:49:32 AM PST",NEGATIVE
22,mental health experiences,0.8287148475646973,"Feb 12, 2025, 8:49:32 AM PST",NEGATIVE
22,self-care practices,0.8249266743659973,"Feb 12, 2025, 8:49:32 AM PST",NEGATIVE
22,addiction awareness and recovery,0.7225828170776367,"Feb 12, 2025, 8:49:32 AM PST",NEGATIVE
22,therapy and mental health support,0.6538345217704773,"Feb 12, 2025, 8:49:32 AM PST",NEGATIVE
22,sleep and mental wellness,0.6514039039611816,"Feb 12, 2025, 8:49:32 AM PST",NEGATIVE
22,trauma awareness and healing,0.6265272498130798,"Feb 12, 2025, 8:49:32 AM PST",NEGATIVE
22,mental health education,0.5813179612159729,"Feb 12, 2025, 8:49:32 AM PST",NEGATIVE
22,emotional health discussion,0.542210042476654,"Feb 12, 2025, 8:49:32 AM PST",NEGATIVE
22,work-life balance and burnout,0.4762462377548218,"Feb 12, 2025, 8:49:32 AM PST",NEGATIVE
22,depression and emotional support,0.3725269138813019,"Feb 12, 2025, 8:49:32 AM PST",NEGATIVE
23,motivation and mental strength,0.9283366203308105,"Feb 12, 2025, 8:45:53 AM PST",POSITIVE
23,mindfulness and mental wellness,0.9234241843223572,"Feb 12, 2025, 8:45:53 AM PST",POSITIVE
23,mental health experiences,0.9215161800384521,"Feb 12, 2025, 8:45:53 AM PST",POSITIVE
23,self-improvement and personal growth,0.9080361723899841,"Feb 12, 2025, 8:45:53 AM PST",POSITIVE
23,self-care practices,0.8394351005554199,"Feb 12, 2025, 8:45:53 AM PST",POSITIVE
23,sleep and mental wellness,0.79988694190979,"Feb 12, 2025, 8:45:53 AM PST",POSITIVE
23,addiction awareness and recovery,0.7535585165023804,"Feb 12, 2025, 8:45:53 AM PST",POSITIVE
23,mental health education,0.7355648279190063,"Feb 12, 2025, 8:45:53 AM PST",POSITIVE
23,therapy and mental health support,0.7323573231697083,"Feb 12, 2025, 8:45:53 AM PST",POSITIVE
23,trauma awareness and healing,0.6884118318557739,"Feb 12, 2025, 8:45:53 AM PST",POSITIVE
23,emotional health discussion,0.6807278990745544,"Feb 12, 2025, 8:45:53 AM PST",POSITIVE
23,work-life balance and burnout,0.6698147654533386,"Feb 12, 2025, 8:45:53 AM PST",POSITIVE
23,social anxiety and relationships,0.545164167881012,"Feb 12, 2025, 8:45:53 AM PST",POSITIVE
23,depression and emotional support,0.5077173113822937,"Feb 12, 2025, 8:45:53 AM PST",POSITIVE
23,anxiety and stress management,0.502307653427124,"Feb 12, 2025, 8:45:53 AM PST",POSITIVE
24,addiction awareness and recovery,0.9576053023338318,"Feb 12, 2025, 8:43:22 AM PST",POSITIVE
24,anxiety and stress management,0.9299519658088684,"Feb 12, 2025, 8:43:22 AM PST",POSITIVE
24,emotional health discussion,0.9270902872085571,"Feb 12, 2025, 8:43:22 AM PST",POSITIVE
24,social anxiety and relationships,0.9030007719993591,"Feb 12, 2025, 8:43:22 AM PST",POSITIVE
24,mental health experiences,0.8814663887023926,"Feb 12, 2025, 8:43:22 AM PST",POSITIVE
24,self-improvement and personal growth,0.8479619026184082,"Feb 12, 2025, 8:43:22 AM PST",POSITIVE
24,motivation and mental strength,0.8452895283699036,"Feb 12, 2025, 8:43:22 AM PST",POSITIVE
24,trauma awareness and healing,0.8413470387458801,"Feb 12, 2025, 8:43:22 AM PST",POSITIVE
24,work-life balance and burnout,0.8371253609657288,"Feb 12, 2025, 8:43:22 AM PST",POSITIVE
24,self-care practices,0.8163554668426514,"Feb 12, 2025, 8:43:22 AM PST",POSITIVE
24,mindfulness and mental wellness,0.6585254073143005,"Feb 12, 2025, 8:43:22 AM PST",POSITIVE
24,therapy and mental health support,0.6012577414512634,"Feb 12, 2025, 8:43:22 AM PST",POSITIVE
24,mental health education,0.5899227261543274,"Feb 12, 2025, 8:43:22 AM PST",POSITIVE
24,sleep and mental wellness,0.5742920637130737,"Feb 12, 2025, 8:43:22 AM PST",POSITIVE
24,depression and emotional support,0.4346211552619934,"Feb 12, 2025, 8:43:22 AM PST",POSITIVE
25,self-improvement and personal growth,0.8606935739517212,"Feb 12, 2025, 8:39:00 AM PST",NEGATIVE
25,motivation and mental strength,0.8075040578842163,"Feb 12, 2025, 8:39:00 AM PST",NEGATIVE
25,mental health experiences,0.6560046076774597,"Feb 12, 2025, 8:39:00 AM PST",NEGATIVE
25,mindfulness and mental wellness,0.6156090497970581,"Feb 12, 2025, 8:39:00 AM PST",NEGATIVE
25,self-care practices,0.5907725691795349,"Feb 12, 2025, 8:39:00 AM PST",NEGATIVE
25,addiction awareness and recovery,0.42283305525779724,"Feb 12, 2025, 8:39:00 AM PST",NEGATIVE
25,mental health education,0.36475852131843567,"Feb 12, 2025, 8:39:00 AM PST",NEGATIVE
25,work-life balance and burnout,0.3405328691005707,"Feb 12, 2025, 8:39:00 AM PST",NEGATIVE
25,sleep and mental wellness,0.33257246017456055,"Feb 12, 2025, 8:39:00 AM PST",NEGATIVE
25,emotional health discussion,0.31669384241104126,"Feb 12, 2025, 8:39:00 AM PST",NEGATIVE
25,therapy and mental health support,0.300017774105072,"Feb 12, 2025, 8:39:00 AM PST",NEGATIVE
26,self-improvement and personal growth,0.8921477198600769,"Feb 12, 2025, 8:34:29 AM PST",POSITIVE
26,motivation and mental strength,0.8783745765686035,"Feb 12, 2025, 8:34:29 AM PST",POSITIVE
26,mental health experiences,0.8250600695610046,"Feb 12, 2025, 8:34:29 AM PST",POSITIVE
26,self-care practices,0.684159517288208,"Feb 12, 2025, 8:34:29 AM PST",POSITIVE
26,mindfulness and mental wellness,0.6635991930961609,"Feb 12, 2025, 8:34:29 AM PST",POSITIVE
26,addiction awareness and recovery,0.6420016288757324,"Feb 12, 2025, 8:34:29 AM PST",POSITIVE
26,mental health education,0.5387465953826904,"Feb 12, 2025, 8:34:29 AM PST",POSITIVE
26,therapy and mental health support,0.518122673034668,"Feb 12, 2025, 8:34:29 AM PST",POSITIVE
26,trauma awareness and healing,0.4630392789840698,"Feb 12, 2025, 8:34:29 AM PST",POSITIVE
26,work-life balance and burnout,0.38560402393341064,"Feb 12, 2025, 8:34:29 AM PST",POSITIVE
26,emotional health discussion,0.3636530041694641,"Feb 12, 2025, 8:34:29 AM PST",POSITIVE
27,self-improvement and personal growth,0.967704176902771,"Feb 12, 2025, 8:21:11 AM PST",POSITIVE
27,motivation and mental strength,0.9458507299423218,"Feb 12, 2025, 8:21:11 AM PST",POSITIVE
27,mindfulness and mental wellness,0.9409176111221313,"Feb 12, 2025, 8:21:11 AM PST",POSITIVE
27,self-care practices,0.887710690498352,"Feb 12, 2025, 8:21:11 AM PST",POSITIVE
27,emotional health discussion,0.8522500395774841,"Feb 12, 2025, 8:21:11 AM PST",POSITIVE
27,addiction awareness and recovery,0.836639404296875,"Feb 12, 2025, 8:21:11 AM PST",POSITIVE
27,depression and emotional support,0.8027292490005493,"Feb 12, 2025, 8:21:11 AM PST",POSITIVE
27,mental health experiences,0.797771155834198,"Feb 12, 2025, 8:21:11 AM PST",POSITIVE
27,social anxiety and relationships,0.7045211791992188,"Feb 12, 2025, 8:21:11 AM PST",POSITIVE
27,therapy and mental health support,0.6864926218986511,"Feb 12, 2025, 8:21:11 AM PST",POSITIVE
27,trauma awareness and healing,0.6384989023208618,"Feb 12, 2025, 8:21:11 AM PST",POSITIVE
27,mental health education,0.5031679272651672,"Feb 12, 2025, 8:21:11 AM PST",POSITIVE
27,sleep and mental wellness,0.4656509757041931,"Feb 12, 2025, 8:21:11 AM PST",POSITIVE
28,self-improvement and personal growth,0.7859355211257935,"Feb 12, 2025, 8:17:35 AM PST",POSITIVE
28,motivation and mental strength,0.769755482673645,"Feb 12, 2025, 8:17:35 AM PST",POSITIVE
28,mental health experiences,0.6272159218788147,"Feb 12, 2025, 8:17:35 AM PST",POSITIVE
28,mindfulness and mental wellness,0.543721616268158,"Feb 12, 2025, 8:17:35 AM PST",POSITIVE
28,self-care practices,0.5073787569999695,"Feb 12, 2025, 8:17:35 AM PST",POSITIVE
28,addiction awareness and recovery,0.3684261739253998,"Feb 12, 2025, 8:17:35 AM PST",POSITIVE
29,mindfulness and mental wellness,0.9471907615661621,"Feb 12, 2025, 8:14:44 AM PST",NEGATIVE
29,motivation and mental strength,0.9296860098838806,"Feb 12, 2025, 8:14:44 AM PST",NEGATIVE
29,self-improvement and personal growth,0.9221646189689636,"Feb 12, 2025, 8:14:44 AM PST",NEGATIVE
29,mental health experiences,0.9205178618431091,"Feb 12, 2025, 8:14:44 AM PST",NEGATIVE
29,self-care practices,0.8496444821357727,"Feb 12, 2025, 8:14:44 AM PST",NEGATIVE
29,mental health education,0.8416109085083008,"Feb 12, 2025, 8:14:44 AM PST",NEGATIVE
29,therapy and mental health support,0.7751832604408264,"Feb 12, 2025, 8:14:44 AM PST",NEGATIVE
29,emotional health discussion,0.7276135087013245,"Feb 12, 2025, 8:14:44 AM PST",NEGATIVE
29,addiction awareness and recovery,0.7103964686393738,"Feb 12, 2025, 8:14:44 AM PST",NEGATIVE
29,trauma awareness and healing,0.6636040210723877,"Feb 12, 2025, 8:14:44 AM PST",NEGATIVE
29,work-life balance and burnout,0.5327914357185364,"Feb 12, 2025, 8:14:44 AM PST",NEGATIVE
29,social anxiety and relationships,0.49680235981941223,"Feb 12, 2025, 8:14:44 AM PST",NEGATIVE
29,sleep and mental wellness,0.4883202314376831,"Feb 12, 2025, 8:14:44 AM PST",NEGATIVE
29,depression and emotional support,0.43162068724632263,"Feb 12, 2025, 8:14:44 AM PST",NEGATIVE
29,anxiety and stress management,0.4143499433994293,"Feb 12, 2025, 8:14:44 AM PST",NEGATIVE
30,self-improvement and personal growth,0.8831737041473389,"Feb 12, 2025, 8:11:59 AM PST",POSITIVE
30,addiction awareness and recovery,0.6602234244346619,"Feb 12, 2025, 8:11:59 AM PST",POSITIVE
30,self-care practices,0.633179247379303,"Feb 12, 2025, 8:11:59 AM PST",POSITIVE
30,work-life balance and burnout,0.5938866138458252,"Feb 12, 2025, 8:11:59 AM PST",POSITIVE
30,mental health experiences,0.5246596932411194,"Feb 12, 2025, 8:11:59 AM PST",POSITIVE
30,mindfulness and mental wellness,0.423466295003891,"Feb 12, 2025, 8:11:59 AM PST",POSITIVE
30,trauma awareness and healing,0.3973846137523651,"Feb 12, 2025, 8:11:59 AM PST",POSITIVE
30,mental health education,0.3097245991230011,"Feb 12, 2025, 8:11:59 AM PST",POSITIVE
31,self-improvement and personal growth,0.924808144569397,"Feb 12, 2025, 8:09:04 AM PST",POSITIVE
31,motivation and mental strength,0.8918614387512207,"Feb 12, 2025, 8:09:04 AM PST",POSITIVE
31,mental health experiences,0.8632656335830688,"Feb 12, 2025, 8:09:04 AM PST",POSITIVE
31,mindfulness and mental wellness,0.8094210624694824,"Feb 12, 2025, 8:09:04 AM PST",POSITIVE
31,self-care practices,0.7676146030426025,"Feb 12, 2025, 8:09:04 AM PST",POSITIVE
31,mental health education,0.7065419554710388,"Feb 12, 2025, 8:09:04 AM PST",POSITIVE
31,addiction awareness and recovery,0.6796820759773254,"Feb 12, 2025, 8:09:04 AM PST",POSITIVE
31,therapy and mental health support,0.6510627269744873,"Feb 12, 2025, 8:09:04 AM PST",POSITIVE
31,emotional health discussion,0.5893250703811646,"Feb 12, 2025, 8:09:04 AM PST",POSITIVE
31,trauma awareness and healing,0.5024250149726868,"Feb 12, 2025, 8:09:04 AM PST",POSITIVE
31,work-life balance and burnout,0.44356396794319153,"Feb 12, 2025, 8:09:04 AM PST",POSITIVE
31,sleep and mental wellness,0.347991406917572,"Feb 12, 2025, 8:09:04 AM PST",POSITIVE
31,social anxiety and relationships,0.3269162178039551,"Feb 12, 2025, 8:09:04 AM PST",POSITIVE
32,self-improvement and personal growth,0.9482829570770264,"Feb 12, 2025, 8:05:08 AM PST",POSITIVE
32,motivation and mental strength,0.9394317865371704,"Feb 12, 2025, 8:05:08 AM PST",POSITIVE
32,mental health experiences,0.9159252643585205,"Feb 12, 2025, 8:05:08 AM PST",POSITIVE
32,mindfulness and mental wellness,0.9156076312065125,"Feb 12, 2025, 8:05:08 AM PST",POSITIVE
32,self-care practices,0.8349297642707825,"Feb 12, 2025, 8:05:08 AM PST",POSITIVE
32,mental health education,0.7939557433128357,"Feb 12, 2025, 8:05:08 AM PST",POSITIVE
32,therapy and mental health support,0.7405994534492493,"Feb 12, 2025, 8:05:08 AM PST",POSITIVE
32,addiction awareness and recovery,0.6889601945877075,"Feb 12, 2025, 8:05:08 AM PST",POSITIVE
32,emotional health discussion,0.6877033710479736,"Feb 12, 2025, 8:05:08 AM PST",POSITIVE
32,trauma awareness and healing,0.5826704502105713,"Feb 12, 2025, 8:05:08 AM PST",POSITIVE
