category,sentiment,timestamp_str,score,original_timestamp,timestamp
work-life balance and burnout,NEGATIVE,2025-02-08T00:40:52+00:00,0.7143645286560059,2025-02-08 00:40:52+00:00,2025-02-08 00:40:00+00:00
social anxiety and relationships,NEGATIVE,2025-02-08T00:40:52+00:00,0.6317127346992493,2025-02-08 00:40:52+00:00,2025-02-08 00:40:00+00:00
emotional health discussion,NEGATIVE,2025-02-08T00:40:52+00:00,0.6268963813781738,2025-02-08 00:40:52+00:00,2025-02-08 00:40:00+00:00
anxiety and stress management,NEGATIVE,2025-02-08T00:40:52+00:00,0.6239624619483948,2025-02-08 00:40:52+00:00,2025-02-08 00:40:00+00:00
trauma awareness and healing,NEGATIVE,2025-02-08T00:40:52+00:00,0.5948992371559143,2025-02-08 00:40:52+00:00,2025-02-08 00:40:00+00:00
addiction awareness and recovery,NEGATIVE,2025-02-08T00:40:52+00:00,0.551916241645813,2025-02-08 00:40:52+00:00,2025-02-08 00:40:00+00:00
mental health education,NEGATIVE,2025-02-08T00:40:52+00:00,0.448712557554245,2025-02-08 00:40:52+00:00,2025-02-08 00:40:00+00:00
depression and emotional support,NEGATIVE,2025-02-08T00:40:52+00:00,0.4116101861000061,2025-02-08 00:40:52+00:00,2025-02-08 00:40:00+00:00
sleep and mental wellness,NEGATIVE,2025-02-08T00:40:52+00:00,0.3226592242717743,2025-02-08 00:40:52+00:00,2025-02-08 00:40:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-08T00:40:56+00:00,0.8029530644416809,2025-02-08 00:40:56+00:00,2025-02-08 00:40:00+00:00
motivation and mental strength,NEGATIVE,2025-02-08T00:40:56+00:00,0.7004422545433044,2025-02-08 00:40:56+00:00,2025-02-08 00:40:00+00:00
mental health experiences,NEGATIVE,2025-02-08T00:40:56+00:00,0.6041484475135803,2025-02-08 00:40:56+00:00,2025-02-08 00:40:00+00:00
addiction awareness and recovery,NEGATIVE,2025-02-08T00:40:56+00:00,0.556525707244873,2025-02-08 00:40:56+00:00,2025-02-08 00:40:00+00:00
work-life balance and burnout,NEGATIVE,2025-02-08T00:40:56+00:00,0.5345944166183472,2025-02-08 00:40:56+00:00,2025-02-08 00:40:00+00:00
trauma awareness and healing,NEGATIVE,2025-02-08T00:40:56+00:00,0.4662355482578277,2025-02-08 00:40:56+00:00,2025-02-08 00:40:00+00:00
anxiety and stress management,NEGATIVE,2025-02-08T00:40:56+00:00,0.4012216627597809,2025-02-08 00:40:56+00:00,2025-02-08 00:40:00+00:00
mindfulness and mental wellness,NEGATIVE,2025-02-08T00:40:56+00:00,0.3912429809570312,2025-02-08 00:40:56+00:00,2025-02-08 00:40:00+00:00
self-care practices,NEGATIVE,2025-02-08T00:40:56+00:00,0.3855006396770477,2025-02-08 00:40:56+00:00,2025-02-08 00:40:00+00:00
emotional health discussion,NEGATIVE,2025-02-08T00:40:56+00:00,0.3360384404659271,2025-02-08 00:40:56+00:00,2025-02-08 00:40:00+00:00
mental health education,NEGATIVE,2025-02-08T00:40:56+00:00,0.3031664788722992,2025-02-08 00:40:56+00:00,2025-02-08 00:40:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-08T00:41:04+00:00,0.9870620369911194,2025-02-08 00:41:04+00:00,2025-02-08 00:40:00+00:00
sleep and mental wellness,NEGATIVE,2025-02-08T00:41:04+00:00,0.9756909012794496,2025-02-08 00:41:04+00:00,2025-02-08 00:40:00+00:00
motivation and mental strength,NEGATIVE,2025-02-08T00:41:04+00:00,0.971695065498352,2025-02-08 00:41:04+00:00,2025-02-08 00:40:00+00:00
mindfulness and mental wellness,NEGATIVE,2025-02-08T00:41:04+00:00,0.9193486571311952,2025-02-08 00:41:04+00:00,2025-02-08 00:40:00+00:00
self-care practices,NEGATIVE,2025-02-08T00:41:04+00:00,0.910349190235138,2025-02-08 00:41:04+00:00,2025-02-08 00:40:00+00:00
mental health experiences,NEGATIVE,2025-02-08T00:41:04+00:00,0.8996104598045349,2025-02-08 00:41:04+00:00,2025-02-08 00:40:00+00:00
addiction awareness and recovery,NEGATIVE,2025-02-08T00:41:04+00:00,0.8270727396011353,2025-02-08 00:41:04+00:00,2025-02-08 00:40:00+00:00
anxiety and stress management,NEGATIVE,2025-02-08T00:41:04+00:00,0.8208081722259521,2025-02-08 00:41:04+00:00,2025-02-08 00:40:00+00:00
mental health education,NEGATIVE,2025-02-08T00:41:04+00:00,0.8127255439758301,2025-02-08 00:41:04+00:00,2025-02-08 00:40:00+00:00
work-life balance and burnout,NEGATIVE,2025-02-08T00:41:04+00:00,0.7413256168365479,2025-02-08 00:41:04+00:00,2025-02-08 00:40:00+00:00
trauma awareness and healing,NEGATIVE,2025-02-08T00:41:04+00:00,0.7385315299034119,2025-02-08 00:41:04+00:00,2025-02-08 00:40:00+00:00
emotional health discussion,NEGATIVE,2025-02-08T00:41:04+00:00,0.6962911486625671,2025-02-08 00:41:04+00:00,2025-02-08 00:40:00+00:00
therapy and mental health support,NEGATIVE,2025-02-08T00:41:04+00:00,0.579301655292511,2025-02-08 00:41:04+00:00,2025-02-08 00:40:00+00:00
depression and emotional support,NEGATIVE,2025-02-08T00:41:04+00:00,0.3630163371562958,2025-02-08 00:41:04+00:00,2025-02-08 00:40:00+00:00
social anxiety and relationships,NEGATIVE,2025-02-08T00:41:04+00:00,0.3387818336486816,2025-02-08 00:41:04+00:00,2025-02-08 00:40:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-08T00:41:58+00:00,0.8601012825965881,2025-02-08 00:41:58+00:00,2025-02-08 00:40:00+00:00
motivation and mental strength,POSITIVE,2025-02-08T00:41:58+00:00,0.7862299084663391,2025-02-08 00:41:58+00:00,2025-02-08 00:40:00+00:00
mindfulness and mental wellness,POSITIVE,2025-02-08T00:41:58+00:00,0.5957645773887634,2025-02-08 00:41:58+00:00,2025-02-08 00:40:00+00:00
mental health experiences,POSITIVE,2025-02-08T00:41:58+00:00,0.4324973821640014,2025-02-08 00:41:58+00:00,2025-02-08 00:40:00+00:00
self-care practices,POSITIVE,2025-02-08T00:41:58+00:00,0.4058005511760711,2025-02-08 00:41:58+00:00,2025-02-08 00:40:00+00:00
sleep and mental wellness,POSITIVE,2025-02-08T00:41:58+00:00,0.3304933607578277,2025-02-08 00:41:58+00:00,2025-02-08 00:40:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-08T00:42:24+00:00,0.8615054488182068,2025-02-08 00:42:24+00:00,2025-02-08 00:40:00+00:00
motivation and mental strength,NEGATIVE,2025-02-08T00:42:24+00:00,0.8590741157531738,2025-02-08 00:42:24+00:00,2025-02-08 00:40:00+00:00
mental health experiences,NEGATIVE,2025-02-08T00:42:24+00:00,0.4741067886352539,2025-02-08 00:42:24+00:00,2025-02-08 00:40:00+00:00
work-life balance and burnout,NEGATIVE,2025-02-08T00:42:24+00:00,0.3732496798038482,2025-02-08 00:42:24+00:00,2025-02-08 00:40:00+00:00
addiction awareness and recovery,NEGATIVE,2025-02-08T00:44:11+00:00,0.9939194321632384,2025-02-08 00:44:11+00:00,2025-02-08 00:45:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-08T00:44:11+00:00,0.9753972291946412,2025-02-08 00:44:11+00:00,2025-02-08 00:45:00+00:00
trauma awareness and healing,NEGATIVE,2025-02-08T00:44:11+00:00,0.9009115695953368,2025-02-08 00:44:11+00:00,2025-02-08 00:45:00+00:00
motivation and mental strength,NEGATIVE,2025-02-08T00:44:11+00:00,0.8649079203605652,2025-02-08 00:44:11+00:00,2025-02-08 00:45:00+00:00
self-care practices,NEGATIVE,2025-02-08T00:44:11+00:00,0.821555495262146,2025-02-08 00:44:11+00:00,2025-02-08 00:45:00+00:00
work-life balance and burnout,NEGATIVE,2025-02-08T00:44:11+00:00,0.5163484811782837,2025-02-08 00:44:11+00:00,2025-02-08 00:45:00+00:00
mindfulness and mental wellness,NEGATIVE,2025-02-08T00:44:11+00:00,0.4930095374584198,2025-02-08 00:44:11+00:00,2025-02-08 00:45:00+00:00
mental health experiences,NEGATIVE,2025-02-08T00:44:11+00:00,0.4620102345943451,2025-02-08 00:44:11+00:00,2025-02-08 00:45:00+00:00
therapy and mental health support,NEGATIVE,2025-02-08T00:44:11+00:00,0.4417586326599121,2025-02-08 00:44:11+00:00,2025-02-08 00:45:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-08T00:45:43+00:00,0.8381539583206177,2025-02-08 00:45:43+00:00,2025-02-08 00:45:00+00:00
mental health experiences,NEGATIVE,2025-02-08T00:45:43+00:00,0.7248467803001404,2025-02-08 00:45:43+00:00,2025-02-08 00:45:00+00:00
self-care practices,NEGATIVE,2025-02-08T00:45:43+00:00,0.6500011086463928,2025-02-08 00:45:43+00:00,2025-02-08 00:45:00+00:00
motivation and mental strength,NEGATIVE,2025-02-08T00:45:43+00:00,0.5681789517402649,2025-02-08 00:45:43+00:00,2025-02-08 00:45:00+00:00
mindfulness and mental wellness,NEGATIVE,2025-02-08T00:45:43+00:00,0.5163518190383911,2025-02-08 00:45:43+00:00,2025-02-08 00:45:00+00:00
emotional health discussion,NEGATIVE,2025-02-08T00:45:43+00:00,0.3690865635871887,2025-02-08 00:45:43+00:00,2025-02-08 00:45:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-08T00:45:47+00:00,0.6787434220314026,2025-02-08 00:45:47+00:00,2025-02-08 00:45:00+00:00
motivation and mental strength,POSITIVE,2025-02-08T00:45:47+00:00,0.6644261479377747,2025-02-08 00:45:47+00:00,2025-02-08 00:45:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-08T00:46:08+00:00,0.9647834300994872,2025-02-08 00:46:08+00:00,2025-02-08 00:45:00+00:00
motivation and mental strength,NEGATIVE,2025-02-08T00:46:08+00:00,0.5512751340866089,2025-02-08 00:46:08+00:00,2025-02-08 00:45:00+00:00
self-care practices,NEGATIVE,2025-02-08T00:46:08+00:00,0.4242662191390991,2025-02-08 00:46:08+00:00,2025-02-08 00:45:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-08T00:47:08+00:00,0.4932652115821838,2025-02-08 00:47:08+00:00,2025-02-08 00:45:00+00:00
mental health experiences,NEGATIVE,2025-02-08T00:47:55+00:00,0.6036568880081177,2025-02-08 00:47:55+00:00,2025-02-08 00:50:00+00:00
addiction awareness and recovery,NEGATIVE,2025-02-08T00:47:55+00:00,0.5920640826225281,2025-02-08 00:47:55+00:00,2025-02-08 00:50:00+00:00
motivation and mental strength,NEGATIVE,2025-02-08T00:47:55+00:00,0.5402002334594727,2025-02-08 00:47:55+00:00,2025-02-08 00:50:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-08T00:47:55+00:00,0.5283264517784119,2025-02-08 00:47:55+00:00,2025-02-08 00:50:00+00:00
mindfulness and mental wellness,NEGATIVE,2025-02-08T00:47:55+00:00,0.5013119578361511,2025-02-08 00:47:55+00:00,2025-02-08 00:50:00+00:00
mental health education,NEGATIVE,2025-02-08T00:47:55+00:00,0.4982409179210663,2025-02-08 00:47:55+00:00,2025-02-08 00:50:00+00:00
emotional health discussion,NEGATIVE,2025-02-08T00:47:55+00:00,0.4977971911430359,2025-02-08 00:47:55+00:00,2025-02-08 00:50:00+00:00
therapy and mental health support,NEGATIVE,2025-02-08T00:47:55+00:00,0.4609963893890381,2025-02-08 00:47:55+00:00,2025-02-08 00:50:00+00:00
trauma awareness and healing,NEGATIVE,2025-02-08T00:47:55+00:00,0.4089420139789581,2025-02-08 00:47:55+00:00,2025-02-08 00:50:00+00:00
work-life balance and burnout,NEGATIVE,2025-02-08T00:47:55+00:00,0.3077558875083923,2025-02-08 00:47:55+00:00,2025-02-08 00:50:00+00:00
self-care practices,POSITIVE,2025-02-08T00:48:48+00:00,0.9653775095939636,2025-02-08 00:48:48+00:00,2025-02-08 00:50:00+00:00
sleep and mental wellness,POSITIVE,2025-02-08T00:48:48+00:00,0.904698133468628,2025-02-08 00:48:48+00:00,2025-02-08 00:50:00+00:00
motivation and mental strength,POSITIVE,2025-02-08T00:48:48+00:00,0.9013276100158693,2025-02-08 00:48:48+00:00,2025-02-08 00:50:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-08T00:48:48+00:00,0.8544431328773499,2025-02-08 00:48:48+00:00,2025-02-08 00:50:00+00:00
mental health experiences,POSITIVE,2025-02-08T00:48:48+00:00,0.5153692960739136,2025-02-08 00:48:48+00:00,2025-02-08 00:50:00+00:00
self-care practices,NEGATIVE,2025-02-08T00:49:08+00:00,0.9637121558189392,2025-02-08 00:49:08+00:00,2025-02-08 00:50:00+00:00
mental health experiences,NEGATIVE,2025-02-08T00:49:08+00:00,0.7841012477874756,2025-02-08 00:49:08+00:00,2025-02-08 00:50:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-08T00:49:08+00:00,0.7742162942886353,2025-02-08 00:49:08+00:00,2025-02-08 00:50:00+00:00
mindfulness and mental wellness,NEGATIVE,2025-02-08T00:49:08+00:00,0.689130425453186,2025-02-08 00:49:08+00:00,2025-02-08 00:50:00+00:00
emotional health discussion,NEGATIVE,2025-02-08T00:49:08+00:00,0.6789839267730713,2025-02-08 00:49:08+00:00,2025-02-08 00:50:00+00:00
motivation and mental strength,NEGATIVE,2025-02-08T00:49:08+00:00,0.5067230463027954,2025-02-08 00:49:08+00:00,2025-02-08 00:50:00+00:00
mental health education,NEGATIVE,2025-02-08T00:49:08+00:00,0.4349465072154999,2025-02-08 00:49:08+00:00,2025-02-08 00:50:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-08T00:49:21+00:00,0.9106314182281494,2025-02-08 00:49:21+00:00,2025-02-08 00:50:00+00:00
motivation and mental strength,NEGATIVE,2025-02-08T00:49:21+00:00,0.8748557567596436,2025-02-08 00:49:21+00:00,2025-02-08 00:50:00+00:00
mindfulness and mental wellness,NEGATIVE,2025-02-08T00:49:21+00:00,0.6622689962387085,2025-02-08 00:49:21+00:00,2025-02-08 00:50:00+00:00
mental health experiences,NEGATIVE,2025-02-08T00:49:21+00:00,0.6353970170021057,2025-02-08 00:49:21+00:00,2025-02-08 00:50:00+00:00
work-life balance and burnout,NEGATIVE,2025-02-08T00:49:21+00:00,0.6125344634056091,2025-02-08 00:49:21+00:00,2025-02-08 00:50:00+00:00
self-care practices,NEGATIVE,2025-02-08T00:49:21+00:00,0.5092073082923889,2025-02-08 00:49:21+00:00,2025-02-08 00:50:00+00:00
addiction awareness and recovery,NEGATIVE,2025-02-08T00:49:21+00:00,0.48590749502182,2025-02-08 00:49:21+00:00,2025-02-08 00:50:00+00:00
therapy and mental health support,NEGATIVE,2025-02-08T00:49:21+00:00,0.3189903199672699,2025-02-08 00:49:21+00:00,2025-02-08 00:50:00+00:00
trauma awareness and healing,NEGATIVE,2025-02-08T00:49:21+00:00,0.3143724799156189,2025-02-08 00:49:21+00:00,2025-02-08 00:50:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-08T00:49:35+00:00,0.8008161187171936,2025-02-08 00:49:35+00:00,2025-02-08 00:50:00+00:00
mental health experiences,NEGATIVE,2025-02-08T00:49:35+00:00,0.4621109068393707,2025-02-08 00:49:35+00:00,2025-02-08 00:50:00+00:00
motivation and mental strength,NEGATIVE,2025-02-08T00:50:49+00:00,0.7336140275001526,2025-02-08 00:50:49+00:00,2025-02-08 00:50:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-08T00:50:49+00:00,0.7052505016326904,2025-02-08 00:50:49+00:00,2025-02-08 00:50:00+00:00
mental health experiences,NEGATIVE,2025-02-08T00:50:49+00:00,0.623491644859314,2025-02-08 00:50:49+00:00,2025-02-08 00:50:00+00:00
sleep and mental wellness,NEGATIVE,2025-02-08T00:50:49+00:00,0.5781834125518799,2025-02-08 00:50:49+00:00,2025-02-08 00:50:00+00:00
addiction awareness and recovery,NEGATIVE,2025-02-08T00:50:49+00:00,0.4181419014930725,2025-02-08 00:50:49+00:00,2025-02-08 00:50:00+00:00
mindfulness and mental wellness,NEGATIVE,2025-02-08T00:50:49+00:00,0.371262788772583,2025-02-08 00:50:49+00:00,2025-02-08 00:50:00+00:00
self-care practices,NEGATIVE,2025-02-08T00:50:49+00:00,0.3137784898281097,2025-02-08 00:50:49+00:00,2025-02-08 00:50:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-08T00:51:37+00:00,0.7950684428215027,2025-02-08 00:51:37+00:00,2025-02-08 00:50:00+00:00
mental health experiences,NEGATIVE,2025-02-08T00:51:37+00:00,0.6071559190750122,2025-02-08 00:51:37+00:00,2025-02-08 00:50:00+00:00
motivation and mental strength,NEGATIVE,2025-02-08T00:51:37+00:00,0.5966591835021973,2025-02-08 00:51:37+00:00,2025-02-08 00:50:00+00:00
self-care practices,NEGATIVE,2025-02-08T00:51:37+00:00,0.3602705299854278,2025-02-08 00:51:37+00:00,2025-02-08 00:50:00+00:00
addiction awareness and recovery,NEGATIVE,2025-02-08T00:51:37+00:00,0.3216889500617981,2025-02-08 00:51:37+00:00,2025-02-08 00:50:00+00:00
therapy and mental health support,NEGATIVE,2025-02-08T00:52:56+00:00,0.4123284518718719,2025-02-08 00:52:56+00:00,2025-02-08 00:55:00+00:00
addiction awareness and recovery,NEGATIVE,2025-02-08T00:52:56+00:00,0.3694515526294708,2025-02-08 00:52:56+00:00,2025-02-08 00:55:00+00:00
sleep and mental wellness,NEGATIVE,2025-02-08T00:52:56+00:00,0.3120635449886322,2025-02-08 00:52:56+00:00,2025-02-08 00:55:00+00:00
mental health experiences,NEGATIVE,2025-02-08T00:52:56+00:00,0.9733676314353944,2025-02-08 00:52:56+00:00,2025-02-08 00:55:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-08T00:52:56+00:00,0.8959556818008423,2025-02-08 00:52:56+00:00,2025-02-08 00:55:00+00:00
motivation and mental strength,NEGATIVE,2025-02-08T00:52:56+00:00,0.834000289440155,2025-02-08 00:52:56+00:00,2025-02-08 00:55:00+00:00
self-care practices,NEGATIVE,2025-02-08T00:52:56+00:00,0.7495220899581909,2025-02-08 00:52:56+00:00,2025-02-08 00:55:00+00:00
mindfulness and mental wellness,NEGATIVE,2025-02-08T00:52:56+00:00,0.7476392984390259,2025-02-08 00:52:56+00:00,2025-02-08 00:55:00+00:00
mental health education,NEGATIVE,2025-02-08T00:52:56+00:00,0.7026028037071228,2025-02-08 00:52:56+00:00,2025-02-08 00:55:00+00:00
emotional health discussion,NEGATIVE,2025-02-08T00:52:56+00:00,0.460802674293518,2025-02-08 00:52:56+00:00,2025-02-08 00:55:00+00:00
motivation and mental strength,NEGATIVE,2025-02-08T00:53:04+00:00,0.505240261554718,2025-02-08 00:53:04+00:00,2025-02-08 00:55:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-08T00:53:04+00:00,0.4754540622234344,2025-02-08 00:53:04+00:00,2025-02-08 00:55:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-08T01:13:51+00:00,0.9323762059211732,2025-02-08 01:13:51+00:00,2025-02-08 01:15:00+00:00
motivation and mental strength,POSITIVE,2025-02-08T01:13:51+00:00,0.835515022277832,2025-02-08 01:13:51+00:00,2025-02-08 01:15:00+00:00
mindfulness and mental wellness,POSITIVE,2025-02-08T01:13:51+00:00,0.4507876634597778,2025-02-08 01:13:51+00:00,2025-02-08 01:15:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-08T01:17:17+00:00,0.7418184280395508,2025-02-08 01:17:17+00:00,2025-02-08 01:15:00+00:00
motivation and mental strength,POSITIVE,2025-02-08T01:17:17+00:00,0.6150991916656494,2025-02-08 01:17:17+00:00,2025-02-08 01:15:00+00:00
mental health experiences,POSITIVE,2025-02-08T01:17:17+00:00,0.3622888624668121,2025-02-08 01:17:17+00:00,2025-02-08 01:15:00+00:00
mindfulness and mental wellness,POSITIVE,2025-02-08T01:17:17+00:00,0.3140528798103332,2025-02-08 01:17:17+00:00,2025-02-08 01:15:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-08T01:21:08+00:00,0.8181561827659607,2025-02-08 01:21:08+00:00,2025-02-08 01:20:00+00:00
motivation and mental strength,NEGATIVE,2025-02-08T01:21:08+00:00,0.4097016751766205,2025-02-08 01:21:08+00:00,2025-02-08 01:20:00+00:00
mindfulness and mental wellness,NEGATIVE,2025-02-08T01:21:08+00:00,0.4057334363460541,2025-02-08 01:21:08+00:00,2025-02-08 01:20:00+00:00
mental health experiences,POSITIVE,2025-02-08T01:24:16+00:00,0.9945026636123656,2025-02-08 01:24:16+00:00,2025-02-08 01:25:00+00:00
emotional health discussion,POSITIVE,2025-02-08T01:24:16+00:00,0.973909080028534,2025-02-08 01:24:16+00:00,2025-02-08 01:25:00+00:00
depression and emotional support,POSITIVE,2025-02-08T01:24:16+00:00,0.9323605298995972,2025-02-08 01:24:16+00:00,2025-02-08 01:25:00+00:00
social anxiety and relationships,POSITIVE,2025-02-08T01:24:16+00:00,0.8682578802108765,2025-02-08 01:24:16+00:00,2025-02-08 01:25:00+00:00
work-life balance and burnout,POSITIVE,2025-02-08T01:24:16+00:00,0.8546321988105774,2025-02-08 01:24:16+00:00,2025-02-08 01:25:00+00:00
anxiety and stress management,POSITIVE,2025-02-08T01:24:16+00:00,0.81966233253479,2025-02-08 01:24:16+00:00,2025-02-08 01:25:00+00:00
self-care practices,POSITIVE,2025-02-08T01:24:16+00:00,0.7970899939537048,2025-02-08 01:24:16+00:00,2025-02-08 01:25:00+00:00
mental health education,POSITIVE,2025-02-08T01:24:16+00:00,0.7639581561088562,2025-02-08 01:24:16+00:00,2025-02-08 01:25:00+00:00
therapy and mental health support,POSITIVE,2025-02-08T01:24:16+00:00,0.6017138361930847,2025-02-08 01:24:16+00:00,2025-02-08 01:25:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-08T01:24:16+00:00,0.3149415850639343,2025-02-08 01:24:16+00:00,2025-02-08 01:25:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-08T01:25:53+00:00,0.6864318251609802,2025-02-08 01:25:53+00:00,2025-02-08 01:25:00+00:00
mental health experiences,POSITIVE,2025-02-08T01:25:53+00:00,0.3402942419052124,2025-02-08 01:25:53+00:00,2025-02-08 01:25:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-08T01:28:28+00:00,0.9288938641548156,2025-02-08 01:28:28+00:00,2025-02-08 01:30:00+00:00
addiction awareness and recovery,POSITIVE,2025-02-08T01:28:28+00:00,0.8171176314353943,2025-02-08 01:28:28+00:00,2025-02-08 01:30:00+00:00
self-care practices,POSITIVE,2025-02-08T01:28:28+00:00,0.7485581636428833,2025-02-08 01:28:28+00:00,2025-02-08 01:30:00+00:00
mental health experiences,POSITIVE,2025-02-08T01:28:28+00:00,0.6414680480957031,2025-02-08 01:28:28+00:00,2025-02-08 01:30:00+00:00
trauma awareness and healing,POSITIVE,2025-02-08T01:28:28+00:00,0.5753982663154602,2025-02-08 01:28:28+00:00,2025-02-08 01:30:00+00:00
emotional health discussion,POSITIVE,2025-02-08T01:28:28+00:00,0.5262323021888733,2025-02-08 01:28:28+00:00,2025-02-08 01:30:00+00:00
work-life balance and burnout,POSITIVE,2025-02-08T01:28:28+00:00,0.4894168078899383,2025-02-08 01:28:28+00:00,2025-02-08 01:30:00+00:00
therapy and mental health support,POSITIVE,2025-02-08T01:28:28+00:00,0.4539408087730407,2025-02-08 01:28:28+00:00,2025-02-08 01:30:00+00:00
mental health education,POSITIVE,2025-02-08T01:28:28+00:00,0.4083029925823211,2025-02-08 01:28:28+00:00,2025-02-08 01:30:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-08T01:31:14+00:00,0.7110100388526917,2025-02-08 01:31:14+00:00,2025-02-08 01:30:00+00:00
motivation and mental strength,POSITIVE,2025-02-08T01:31:14+00:00,0.6076744198799133,2025-02-08 01:31:14+00:00,2025-02-08 01:30:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-08T01:35:17+00:00,0.9933521747589112,2025-02-08 01:35:17+00:00,2025-02-08 01:35:00+00:00
motivation and mental strength,POSITIVE,2025-02-08T01:35:17+00:00,0.98437762260437,2025-02-08 01:35:17+00:00,2025-02-08 01:35:00+00:00
self-care practices,POSITIVE,2025-02-08T01:35:17+00:00,0.8491722345352173,2025-02-08 01:35:17+00:00,2025-02-08 01:35:00+00:00
mindfulness and mental wellness,POSITIVE,2025-02-08T01:35:17+00:00,0.8487581014633179,2025-02-08 01:35:17+00:00,2025-02-08 01:35:00+00:00
sleep and mental wellness,POSITIVE,2025-02-08T01:35:17+00:00,0.8252063989639282,2025-02-08 01:35:17+00:00,2025-02-08 01:35:00+00:00
emotional health discussion,POSITIVE,2025-02-08T01:35:17+00:00,0.7486571669578552,2025-02-08 01:35:17+00:00,2025-02-08 01:35:00+00:00
anxiety and stress management,POSITIVE,2025-02-08T01:35:17+00:00,0.724421501159668,2025-02-08 01:35:17+00:00,2025-02-08 01:35:00+00:00
mental health experiences,POSITIVE,2025-02-08T01:35:17+00:00,0.7240743041038513,2025-02-08 01:35:17+00:00,2025-02-08 01:35:00+00:00
work-life balance and burnout,POSITIVE,2025-02-08T01:35:17+00:00,0.6706946492195129,2025-02-08 01:35:17+00:00,2025-02-08 01:35:00+00:00
mental health education,POSITIVE,2025-02-08T01:35:17+00:00,0.4044596552848816,2025-02-08 01:35:17+00:00,2025-02-08 01:35:00+00:00
addiction awareness and recovery,POSITIVE,2025-02-08T01:35:17+00:00,0.3896401226520538,2025-02-08 01:35:17+00:00,2025-02-08 01:35:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-08T03:59:58+00:00,0.9524732232093812,2025-02-08 03:59:58+00:00,2025-02-08 04:00:00+00:00
motivation and mental strength,POSITIVE,2025-02-08T03:59:58+00:00,0.8990344405174255,2025-02-08 03:59:58+00:00,2025-02-08 04:00:00+00:00
mindfulness and mental wellness,POSITIVE,2025-02-08T03:59:58+00:00,0.8141524195671082,2025-02-08 03:59:58+00:00,2025-02-08 04:00:00+00:00
mental health experiences,POSITIVE,2025-02-08T03:59:58+00:00,0.7970144748687744,2025-02-08 03:59:58+00:00,2025-02-08 04:00:00+00:00
self-care practices,POSITIVE,2025-02-08T03:59:58+00:00,0.7889682054519653,2025-02-08 03:59:58+00:00,2025-02-08 04:00:00+00:00
addiction awareness and recovery,POSITIVE,2025-02-08T03:59:58+00:00,0.7486316561698914,2025-02-08 03:59:58+00:00,2025-02-08 04:00:00+00:00
mental health education,POSITIVE,2025-02-08T03:59:58+00:00,0.737464189529419,2025-02-08 03:59:58+00:00,2025-02-08 04:00:00+00:00
trauma awareness and healing,POSITIVE,2025-02-08T03:59:58+00:00,0.6668463349342346,2025-02-08 03:59:58+00:00,2025-02-08 04:00:00+00:00
therapy and mental health support,POSITIVE,2025-02-08T03:59:58+00:00,0.6460971832275391,2025-02-08 03:59:58+00:00,2025-02-08 04:00:00+00:00
emotional health discussion,POSITIVE,2025-02-08T03:59:58+00:00,0.6375817060470581,2025-02-08 03:59:58+00:00,2025-02-08 04:00:00+00:00
work-life balance and burnout,POSITIVE,2025-02-08T03:59:58+00:00,0.5045424699783325,2025-02-08 03:59:58+00:00,2025-02-08 04:00:00+00:00
social anxiety and relationships,POSITIVE,2025-02-08T03:59:58+00:00,0.3835017681121826,2025-02-08 03:59:58+00:00,2025-02-08 04:00:00+00:00
depression and emotional support,POSITIVE,2025-02-08T03:59:58+00:00,0.3434716165065765,2025-02-08 03:59:58+00:00,2025-02-08 04:00:00+00:00
anxiety and stress management,POSITIVE,2025-02-08T03:59:58+00:00,0.3178542256355285,2025-02-08 03:59:58+00:00,2025-02-08 04:00:00+00:00
sleep and mental wellness,POSITIVE,2025-02-08T03:59:58+00:00,0.3042211234569549,2025-02-08 03:59:58+00:00,2025-02-08 04:00:00+00:00
