category,sentiment,timestamp_str,score,original_timestamp,timestamp
mental health experiences,POSITIVE,2025-02-09T04:07:48+00:00,0.7731554508209229,2025-02-09 04:07:48+00:00,2025-02-09 04:10:00+00:00
self-care practices,POSITIVE,2025-02-09T04:07:48+00:00,0.4932709336280823,2025-02-09 04:07:48+00:00,2025-02-09 04:10:00+00:00
addiction awareness and recovery,POSITIVE,2025-02-09T04:07:48+00:00,0.4695551097393036,2025-02-09 04:07:48+00:00,2025-02-09 04:10:00+00:00
emotional health discussion,POSITIVE,2025-02-09T04:07:48+00:00,0.4263909161090851,2025-02-09 04:07:48+00:00,2025-02-09 04:10:00+00:00
work-life balance and burnout,POSITIVE,2025-02-09T04:07:48+00:00,0.4081912636756897,2025-02-09 04:07:48+00:00,2025-02-09 04:10:00+00:00
social anxiety and relationships,POSITIVE,2025-02-09T04:07:48+00:00,0.4063475430011749,2025-02-09 04:07:48+00:00,2025-02-09 04:10:00+00:00
mental health experiences,NEGATIVE,2025-02-09T04:08:53+00:00,0.961410641670227,2025-02-09 04:08:53+00:00,2025-02-09 04:10:00+00:00
emotional health discussion,NEGATIVE,2025-02-09T04:08:53+00:00,0.9356863498687744,2025-02-09 04:08:53+00:00,2025-02-09 04:10:00+00:00
self-care practices,NEGATIVE,2025-02-09T04:08:53+00:00,0.9148992300033568,2025-02-09 04:08:53+00:00,2025-02-09 04:10:00+00:00
social anxiety and relationships,NEGATIVE,2025-02-09T04:08:53+00:00,0.910408616065979,2025-02-09 04:08:53+00:00,2025-02-09 04:10:00+00:00
sleep and mental wellness,NEGATIVE,2025-02-09T04:08:53+00:00,0.8707262873649597,2025-02-09 04:08:53+00:00,2025-02-09 04:10:00+00:00
depression and emotional support,NEGATIVE,2025-02-09T04:08:53+00:00,0.8377928137779236,2025-02-09 04:08:53+00:00,2025-02-09 04:10:00+00:00
work-life balance and burnout,NEGATIVE,2025-02-09T04:08:53+00:00,0.7716920375823975,2025-02-09 04:08:53+00:00,2025-02-09 04:10:00+00:00
anxiety and stress management,NEGATIVE,2025-02-09T04:08:53+00:00,0.7374136447906494,2025-02-09 04:08:53+00:00,2025-02-09 04:10:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T04:08:53+00:00,0.6247154474258423,2025-02-09 04:08:53+00:00,2025-02-09 04:10:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T04:08:53+00:00,0.6150092482566833,2025-02-09 04:08:53+00:00,2025-02-09 04:10:00+00:00
addiction awareness and recovery,NEGATIVE,2025-02-09T04:08:53+00:00,0.418560266494751,2025-02-09 04:08:53+00:00,2025-02-09 04:10:00+00:00
mental health education,NEGATIVE,2025-02-09T04:08:53+00:00,0.346649706363678,2025-02-09 04:08:53+00:00,2025-02-09 04:10:00+00:00
mindfulness and mental wellness,NEGATIVE,2025-02-09T04:08:53+00:00,0.3235871791839599,2025-02-09 04:08:53+00:00,2025-02-09 04:10:00+00:00
trauma awareness and healing,NEGATIVE,2025-02-09T04:08:53+00:00,0.3001687824726105,2025-02-09 04:08:53+00:00,2025-02-09 04:10:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T04:09:19+00:00,0.5241008996963501,2025-02-09 04:09:19+00:00,2025-02-09 04:10:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T04:09:19+00:00,0.4858039915561676,2025-02-09 04:09:19+00:00,2025-02-09 04:10:00+00:00
mental health experiences,NEGATIVE,2025-02-09T04:09:19+00:00,0.4552973508834839,2025-02-09 04:09:19+00:00,2025-02-09 04:10:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-09T04:10:29+00:00,0.8921629786491394,2025-02-09 04:10:29+00:00,2025-02-09 04:10:00+00:00
motivation and mental strength,POSITIVE,2025-02-09T04:10:29+00:00,0.8293316960334778,2025-02-09 04:10:29+00:00,2025-02-09 04:10:00+00:00
mental health experiences,POSITIVE,2025-02-09T04:10:29+00:00,0.7440077662467957,2025-02-09 04:10:29+00:00,2025-02-09 04:10:00+00:00
mindfulness and mental wellness,POSITIVE,2025-02-09T04:10:29+00:00,0.6649463772773743,2025-02-09 04:10:29+00:00,2025-02-09 04:10:00+00:00
addiction awareness and recovery,POSITIVE,2025-02-09T04:10:29+00:00,0.6360177397727966,2025-02-09 04:10:29+00:00,2025-02-09 04:10:00+00:00
self-care practices,POSITIVE,2025-02-09T04:10:29+00:00,0.5570129752159119,2025-02-09 04:10:29+00:00,2025-02-09 04:10:00+00:00
emotional health discussion,POSITIVE,2025-02-09T04:10:29+00:00,0.5478141903877258,2025-02-09 04:10:29+00:00,2025-02-09 04:10:00+00:00
therapy and mental health support,POSITIVE,2025-02-09T04:10:29+00:00,0.5166336894035339,2025-02-09 04:10:29+00:00,2025-02-09 04:10:00+00:00
mental health education,POSITIVE,2025-02-09T04:10:29+00:00,0.4874922037124634,2025-02-09 04:10:29+00:00,2025-02-09 04:10:00+00:00
trauma awareness and healing,POSITIVE,2025-02-09T04:10:29+00:00,0.3931164145469665,2025-02-09 04:10:29+00:00,2025-02-09 04:10:00+00:00
work-life balance and burnout,POSITIVE,2025-02-09T04:10:29+00:00,0.3683283925056457,2025-02-09 04:10:29+00:00,2025-02-09 04:10:00+00:00
anxiety and stress management,POSITIVE,2025-02-09T04:10:29+00:00,0.3630373775959015,2025-02-09 04:10:29+00:00,2025-02-09 04:10:00+00:00
motivation and mental strength,POSITIVE,2025-02-09T04:11:22+00:00,0.8500974774360657,2025-02-09 04:11:22+00:00,2025-02-09 04:10:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-09T04:11:22+00:00,0.7140805125236511,2025-02-09 04:11:22+00:00,2025-02-09 04:10:00+00:00
mental health experiences,POSITIVE,2025-02-09T04:11:22+00:00,0.4680781960487366,2025-02-09 04:11:22+00:00,2025-02-09 04:10:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T04:11:42+00:00,0.7318622469902039,2025-02-09 04:11:42+00:00,2025-02-09 04:10:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T04:11:42+00:00,0.6607532501220703,2025-02-09 04:11:42+00:00,2025-02-09 04:10:00+00:00
mental health experiences,NEGATIVE,2025-02-09T04:11:42+00:00,0.368646502494812,2025-02-09 04:11:42+00:00,2025-02-09 04:10:00+00:00
motivation and mental strength,POSITIVE,2025-02-09T04:12:14+00:00,0.9545412063598632,2025-02-09 04:12:14+00:00,2025-02-09 04:10:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-09T04:12:14+00:00,0.8949229717254639,2025-02-09 04:12:14+00:00,2025-02-09 04:10:00+00:00
mindfulness and mental wellness,POSITIVE,2025-02-09T04:12:14+00:00,0.7689613699913025,2025-02-09 04:12:14+00:00,2025-02-09 04:10:00+00:00
self-care practices,POSITIVE,2025-02-09T04:12:14+00:00,0.6160837411880493,2025-02-09 04:12:14+00:00,2025-02-09 04:10:00+00:00
mental health experiences,POSITIVE,2025-02-09T04:12:14+00:00,0.5499829649925232,2025-02-09 04:12:14+00:00,2025-02-09 04:10:00+00:00
addiction awareness and recovery,POSITIVE,2025-02-09T04:12:14+00:00,0.4161876440048218,2025-02-09 04:12:14+00:00,2025-02-09 04:10:00+00:00
trauma awareness and healing,POSITIVE,2025-02-09T04:12:14+00:00,0.3774811625480652,2025-02-09 04:12:14+00:00,2025-02-09 04:10:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T04:13:16+00:00,0.8830098509788513,2025-02-09 04:13:16+00:00,2025-02-09 04:15:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T04:13:16+00:00,0.7956891059875488,2025-02-09 04:13:16+00:00,2025-02-09 04:15:00+00:00
social anxiety and relationships,NEGATIVE,2025-02-09T04:13:16+00:00,0.6961008310317993,2025-02-09 04:13:16+00:00,2025-02-09 04:15:00+00:00
mental health experiences,NEGATIVE,2025-02-09T04:13:16+00:00,0.6382297277450562,2025-02-09 04:13:16+00:00,2025-02-09 04:15:00+00:00
addiction awareness and recovery,NEGATIVE,2025-02-09T04:13:16+00:00,0.5626428127288818,2025-02-09 04:13:16+00:00,2025-02-09 04:15:00+00:00
self-care practices,NEGATIVE,2025-02-09T04:13:16+00:00,0.502321183681488,2025-02-09 04:13:16+00:00,2025-02-09 04:15:00+00:00
mindfulness and mental wellness,NEGATIVE,2025-02-09T04:13:16+00:00,0.4948876500129699,2025-02-09 04:13:16+00:00,2025-02-09 04:15:00+00:00
mental health education,NEGATIVE,2025-02-09T04:13:16+00:00,0.4901983439922333,2025-02-09 04:13:16+00:00,2025-02-09 04:15:00+00:00
emotional health discussion,NEGATIVE,2025-02-09T04:13:16+00:00,0.394665002822876,2025-02-09 04:13:16+00:00,2025-02-09 04:15:00+00:00
therapy and mental health support,NEGATIVE,2025-02-09T04:13:16+00:00,0.3242101073265075,2025-02-09 04:13:16+00:00,2025-02-09 04:15:00+00:00
trauma awareness and healing,NEGATIVE,2025-02-09T04:13:16+00:00,0.3054541051387787,2025-02-09 04:13:16+00:00,2025-02-09 04:15:00+00:00
mindfulness and mental wellness,POSITIVE,2025-02-09T04:14:21+00:00,0.5857986807823181,2025-02-09 04:14:21+00:00,2025-02-09 04:15:00+00:00
motivation and mental strength,POSITIVE,2025-02-09T04:14:21+00:00,0.5840307474136353,2025-02-09 04:14:21+00:00,2025-02-09 04:15:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-09T04:14:21+00:00,0.5811185836791992,2025-02-09 04:14:21+00:00,2025-02-09 04:15:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T04:14:42+00:00,0.9087604880332948,2025-02-09 04:14:42+00:00,2025-02-09 04:15:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T04:14:42+00:00,0.3023624122142792,2025-02-09 04:14:42+00:00,2025-02-09 04:15:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T04:14:44+00:00,0.7309616804122925,2025-02-09 04:14:44+00:00,2025-02-09 04:15:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T04:14:44+00:00,0.5997331738471985,2025-02-09 04:14:44+00:00,2025-02-09 04:15:00+00:00
mental health experiences,NEGATIVE,2025-02-09T04:14:44+00:00,0.5140477418899536,2025-02-09 04:14:44+00:00,2025-02-09 04:15:00+00:00
mental health experiences,NEGATIVE,2025-02-09T04:15:50+00:00,0.9226401448249816,2025-02-09 04:15:50+00:00,2025-02-09 04:15:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T04:15:50+00:00,0.9115041494369508,2025-02-09 04:15:50+00:00,2025-02-09 04:15:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T04:15:50+00:00,0.8900378942489624,2025-02-09 04:15:50+00:00,2025-02-09 04:15:00+00:00
addiction awareness and recovery,NEGATIVE,2025-02-09T04:15:50+00:00,0.7622554898262024,2025-02-09 04:15:50+00:00,2025-02-09 04:15:00+00:00
trauma awareness and healing,NEGATIVE,2025-02-09T04:15:50+00:00,0.6738710403442383,2025-02-09 04:15:50+00:00,2025-02-09 04:15:00+00:00
emotional health discussion,NEGATIVE,2025-02-09T04:15:50+00:00,0.6156696677207947,2025-02-09 04:15:50+00:00,2025-02-09 04:15:00+00:00
self-care practices,NEGATIVE,2025-02-09T04:15:50+00:00,0.5928653478622437,2025-02-09 04:15:50+00:00,2025-02-09 04:15:00+00:00
work-life balance and burnout,NEGATIVE,2025-02-09T04:15:50+00:00,0.569709300994873,2025-02-09 04:15:50+00:00,2025-02-09 04:15:00+00:00
mental health education,NEGATIVE,2025-02-09T04:15:50+00:00,0.4818630516529083,2025-02-09 04:15:50+00:00,2025-02-09 04:15:00+00:00
depression and emotional support,NEGATIVE,2025-02-09T04:15:50+00:00,0.3920205533504486,2025-02-09 04:15:50+00:00,2025-02-09 04:15:00+00:00
anxiety and stress management,NEGATIVE,2025-02-09T04:15:50+00:00,0.3781150877475738,2025-02-09 04:15:50+00:00,2025-02-09 04:15:00+00:00
therapy and mental health support,NEGATIVE,2025-02-09T04:15:50+00:00,0.3758679032325744,2025-02-09 04:15:50+00:00,2025-02-09 04:15:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T04:16:11+00:00,0.738460898399353,2025-02-09 04:16:11+00:00,2025-02-09 04:15:00+00:00
mental health experiences,NEGATIVE,2025-02-09T04:16:11+00:00,0.3603023588657379,2025-02-09 04:16:11+00:00,2025-02-09 04:15:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T04:17:10+00:00,0.7519686222076416,2025-02-09 04:17:10+00:00,2025-02-09 04:15:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T04:17:10+00:00,0.6408496499061584,2025-02-09 04:17:10+00:00,2025-02-09 04:15:00+00:00
motivation and mental strength,POSITIVE,2025-02-09T04:17:37+00:00,0.7322919964790344,2025-02-09 04:17:37+00:00,2025-02-09 04:20:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-09T04:17:37+00:00,0.6916837692260742,2025-02-09 04:17:37+00:00,2025-02-09 04:20:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-09T04:17:40+00:00,0.912225604057312,2025-02-09 04:17:40+00:00,2025-02-09 04:20:00+00:00
motivation and mental strength,POSITIVE,2025-02-09T04:17:40+00:00,0.8708252310752869,2025-02-09 04:17:40+00:00,2025-02-09 04:20:00+00:00
addiction awareness and recovery,POSITIVE,2025-02-09T04:17:40+00:00,0.3825626075267792,2025-02-09 04:17:40+00:00,2025-02-09 04:20:00+00:00
mental health experiences,POSITIVE,2025-02-09T04:17:40+00:00,0.3367362320423126,2025-02-09 04:17:40+00:00,2025-02-09 04:20:00+00:00
self-care practices,POSITIVE,2025-02-09T04:17:40+00:00,0.3093099594116211,2025-02-09 04:17:40+00:00,2025-02-09 04:20:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T04:18:36+00:00,0.522308886051178,2025-02-09 04:18:36+00:00,2025-02-09 04:20:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T04:18:36+00:00,0.3919996619224548,2025-02-09 04:18:36+00:00,2025-02-09 04:20:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T04:18:57+00:00,0.7634837031364441,2025-02-09 04:18:57+00:00,2025-02-09 04:20:00+00:00
emotional health discussion,NEGATIVE,2025-02-09T04:18:57+00:00,0.6762878894805908,2025-02-09 04:18:57+00:00,2025-02-09 04:20:00+00:00
self-care practices,NEGATIVE,2025-02-09T04:18:57+00:00,0.5716003775596619,2025-02-09 04:18:57+00:00,2025-02-09 04:20:00+00:00
mental health experiences,NEGATIVE,2025-02-09T04:18:57+00:00,0.4763753414154053,2025-02-09 04:18:57+00:00,2025-02-09 04:20:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T04:18:57+00:00,0.4235674440860748,2025-02-09 04:18:57+00:00,2025-02-09 04:20:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T04:19:15+00:00,0.8658480048179626,2025-02-09 04:19:15+00:00,2025-02-09 04:20:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T04:19:15+00:00,0.7793325781822205,2025-02-09 04:19:15+00:00,2025-02-09 04:20:00+00:00
addiction awareness and recovery,NEGATIVE,2025-02-09T04:19:15+00:00,0.6387288570404053,2025-02-09 04:19:15+00:00,2025-02-09 04:20:00+00:00
mental health experiences,NEGATIVE,2025-02-09T04:19:15+00:00,0.5817549228668213,2025-02-09 04:19:15+00:00,2025-02-09 04:20:00+00:00
trauma awareness and healing,NEGATIVE,2025-02-09T04:19:15+00:00,0.3741597533226013,2025-02-09 04:19:15+00:00,2025-02-09 04:20:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T04:19:46+00:00,0.3436473309993744,2025-02-09 04:19:46+00:00,2025-02-09 04:20:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-09T04:22:11+00:00,0.980310320854187,2025-02-09 04:22:11+00:00,2025-02-09 04:20:00+00:00
motivation and mental strength,POSITIVE,2025-02-09T04:22:11+00:00,0.9581175446510316,2025-02-09 04:22:11+00:00,2025-02-09 04:20:00+00:00
mental health experiences,POSITIVE,2025-02-09T04:22:11+00:00,0.893976092338562,2025-02-09 04:22:11+00:00,2025-02-09 04:20:00+00:00
mindfulness and mental wellness,POSITIVE,2025-02-09T04:22:11+00:00,0.8463094234466553,2025-02-09 04:22:11+00:00,2025-02-09 04:20:00+00:00
emotional health discussion,POSITIVE,2025-02-09T04:22:11+00:00,0.762958288192749,2025-02-09 04:22:11+00:00,2025-02-09 04:20:00+00:00
self-care practices,POSITIVE,2025-02-09T04:22:11+00:00,0.7279547452926636,2025-02-09 04:22:11+00:00,2025-02-09 04:20:00+00:00
work-life balance and burnout,POSITIVE,2025-02-09T04:22:11+00:00,0.5498828291893005,2025-02-09 04:22:11+00:00,2025-02-09 04:20:00+00:00
mental health education,POSITIVE,2025-02-09T04:22:11+00:00,0.5496470332145691,2025-02-09 04:22:11+00:00,2025-02-09 04:20:00+00:00
addiction awareness and recovery,POSITIVE,2025-02-09T04:22:11+00:00,0.5464205145835876,2025-02-09 04:22:11+00:00,2025-02-09 04:20:00+00:00
anxiety and stress management,POSITIVE,2025-02-09T04:22:11+00:00,0.4552402794361114,2025-02-09 04:22:11+00:00,2025-02-09 04:20:00+00:00
social anxiety and relationships,POSITIVE,2025-02-09T04:22:11+00:00,0.4234181046485901,2025-02-09 04:22:11+00:00,2025-02-09 04:20:00+00:00
therapy and mental health support,POSITIVE,2025-02-09T04:22:11+00:00,0.3996071517467499,2025-02-09 04:22:11+00:00,2025-02-09 04:20:00+00:00
trauma awareness and healing,POSITIVE,2025-02-09T04:22:11+00:00,0.3291763663291931,2025-02-09 04:22:11+00:00,2025-02-09 04:20:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T04:22:13+00:00,0.3355691432952881,2025-02-09 04:22:13+00:00,2025-02-09 04:20:00+00:00
mental health experiences,POSITIVE,2025-02-09T04:22:29+00:00,0.8318549990653992,2025-02-09 04:22:29+00:00,2025-02-09 04:20:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-09T04:22:29+00:00,0.5985947847366333,2025-02-09 04:22:29+00:00,2025-02-09 04:20:00+00:00
emotional health discussion,POSITIVE,2025-02-09T04:22:29+00:00,0.4719893336296081,2025-02-09 04:22:29+00:00,2025-02-09 04:20:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T04:25:58+00:00,0.5067044496536255,2025-02-09 04:25:58+00:00,2025-02-09 04:25:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T04:25:59+00:00,0.6223173141479492,2025-02-09 04:25:59+00:00,2025-02-09 04:25:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T04:34:28+00:00,0.9129207730293274,2025-02-09 04:34:28+00:00,2025-02-09 04:35:00+00:00
self-care practices,NEGATIVE,2025-02-09T04:34:28+00:00,0.7775975465774536,2025-02-09 04:34:28+00:00,2025-02-09 04:35:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T04:35:04+00:00,0.4453372955322265,2025-02-09 04:35:04+00:00,2025-02-09 04:35:00+00:00
self-improvement and personal growth,POSITIVE,2025-02-09T09:58:04+00:00,0.9530178308486938,2025-02-09 09:58:04+00:00,2025-02-09 10:00:00+00:00
motivation and mental strength,POSITIVE,2025-02-09T09:58:04+00:00,0.9213688373565674,2025-02-09 09:58:04+00:00,2025-02-09 10:00:00+00:00
addiction awareness and recovery,POSITIVE,2025-02-09T09:58:04+00:00,0.9161674976348876,2025-02-09 09:58:04+00:00,2025-02-09 10:00:00+00:00
self-care practices,POSITIVE,2025-02-09T09:58:04+00:00,0.8446304202079773,2025-02-09 09:58:04+00:00,2025-02-09 10:00:00+00:00
mental health experiences,POSITIVE,2025-02-09T09:58:04+00:00,0.5979538559913635,2025-02-09 09:58:04+00:00,2025-02-09 10:00:00+00:00
mindfulness and mental wellness,POSITIVE,2025-02-09T09:58:04+00:00,0.3836466670036316,2025-02-09 09:58:04+00:00,2025-02-09 10:00:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T12:49:18+00:00,0.9934818148612976,2025-02-09 12:49:18+00:00,2025-02-09 12:50:00+00:00
self-care practices,NEGATIVE,2025-02-09T12:49:18+00:00,0.7489328384399414,2025-02-09 12:49:18+00:00,2025-02-09 12:50:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T12:49:18+00:00,0.6709288358688354,2025-02-09 12:49:18+00:00,2025-02-09 12:50:00+00:00
mental health experiences,NEGATIVE,2025-02-09T12:49:18+00:00,0.6383925676345825,2025-02-09 12:49:18+00:00,2025-02-09 12:50:00+00:00
mental health education,NEGATIVE,2025-02-09T12:49:18+00:00,0.5852898955345154,2025-02-09 12:49:18+00:00,2025-02-09 12:50:00+00:00
mindfulness and mental wellness,NEGATIVE,2025-02-09T12:49:18+00:00,0.5775918364524841,2025-02-09 12:49:18+00:00,2025-02-09 12:50:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T14:03:56+00:00,0.5623815059661865,2025-02-09 14:03:56+00:00,2025-02-09 14:05:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T14:03:56+00:00,0.3091934025287628,2025-02-09 14:03:56+00:00,2025-02-09 14:05:00+00:00
mental health experiences,NEGATIVE,2025-02-09T14:04:24+00:00,0.8838760256767273,2025-02-09 14:04:24+00:00,2025-02-09 14:05:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T14:04:24+00:00,0.8452867269515991,2025-02-09 14:04:24+00:00,2025-02-09 14:05:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T14:04:24+00:00,0.8420667052268982,2025-02-09 14:04:24+00:00,2025-02-09 14:05:00+00:00
emotional health discussion,NEGATIVE,2025-02-09T14:04:24+00:00,0.8060809969902039,2025-02-09 14:04:24+00:00,2025-02-09 14:05:00+00:00
work-life balance and burnout,NEGATIVE,2025-02-09T14:04:24+00:00,0.7788472175598145,2025-02-09 14:04:24+00:00,2025-02-09 14:05:00+00:00
mental health education,NEGATIVE,2025-02-09T14:04:24+00:00,0.7597039341926575,2025-02-09 14:04:24+00:00,2025-02-09 14:05:00+00:00
self-care practices,NEGATIVE,2025-02-09T14:04:24+00:00,0.6595298051834106,2025-02-09 14:04:24+00:00,2025-02-09 14:05:00+00:00
social anxiety and relationships,NEGATIVE,2025-02-09T14:04:24+00:00,0.5906946659088135,2025-02-09 14:04:24+00:00,2025-02-09 14:05:00+00:00
mindfulness and mental wellness,NEGATIVE,2025-02-09T14:04:24+00:00,0.5598538517951965,2025-02-09 14:04:24+00:00,2025-02-09 14:05:00+00:00
therapy and mental health support,NEGATIVE,2025-02-09T14:04:24+00:00,0.5592416524887085,2025-02-09 14:04:24+00:00,2025-02-09 14:05:00+00:00
depression and emotional support,NEGATIVE,2025-02-09T14:04:24+00:00,0.5189759731292725,2025-02-09 14:04:24+00:00,2025-02-09 14:05:00+00:00
anxiety and stress management,NEGATIVE,2025-02-09T14:04:24+00:00,0.4826190173625946,2025-02-09 14:04:24+00:00,2025-02-09 14:05:00+00:00
addiction awareness and recovery,NEGATIVE,2025-02-09T14:04:24+00:00,0.4697992205619812,2025-02-09 14:04:24+00:00,2025-02-09 14:05:00+00:00
sleep and mental wellness,NEGATIVE,2025-02-09T14:04:24+00:00,0.3721130490303039,2025-02-09 14:04:24+00:00,2025-02-09 14:05:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T14:07:55+00:00,0.5273653268814087,2025-02-09 14:07:55+00:00,2025-02-09 14:10:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T14:07:55+00:00,0.5078825354576111,2025-02-09 14:07:55+00:00,2025-02-09 14:10:00+00:00
mental health experiences,NEGATIVE,2025-02-09T14:07:55+00:00,0.4799529314041137,2025-02-09 14:07:55+00:00,2025-02-09 14:10:00+00:00
mindfulness and mental wellness,NEGATIVE,2025-02-09T14:07:55+00:00,0.3276122510433197,2025-02-09 14:07:55+00:00,2025-02-09 14:10:00+00:00
addiction awareness and recovery,NEGATIVE,2025-02-09T14:07:55+00:00,0.3141723573207855,2025-02-09 14:07:55+00:00,2025-02-09 14:10:00+00:00
mental health experiences,NEGATIVE,2025-02-09T14:08:25+00:00,0.9064646363258362,2025-02-09 14:08:25+00:00,2025-02-09 14:10:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T14:08:25+00:00,0.8920755982398987,2025-02-09 14:08:25+00:00,2025-02-09 14:10:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T14:08:25+00:00,0.8306784629821777,2025-02-09 14:08:25+00:00,2025-02-09 14:10:00+00:00
mindfulness and mental wellness,NEGATIVE,2025-02-09T14:08:25+00:00,0.5487539768218994,2025-02-09 14:08:25+00:00,2025-02-09 14:10:00+00:00
addiction awareness and recovery,NEGATIVE,2025-02-09T14:08:25+00:00,0.4114323556423187,2025-02-09 14:08:25+00:00,2025-02-09 14:10:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T14:10:09+00:00,0.63982754945755,2025-02-09 14:10:09+00:00,2025-02-09 14:10:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T14:10:09+00:00,0.5610633492469788,2025-02-09 14:10:09+00:00,2025-02-09 14:10:00+00:00
mental health experiences,NEGATIVE,2025-02-09T14:10:09+00:00,0.4070665240287781,2025-02-09 14:10:09+00:00,2025-02-09 14:10:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T14:10:09+00:00,0.6229578852653503,2025-02-09 14:10:09+00:00,2025-02-09 14:10:00+00:00
mental health experiences,NEGATIVE,2025-02-09T14:10:09+00:00,0.4578489363193512,2025-02-09 14:10:09+00:00,2025-02-09 14:10:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T14:10:09+00:00,0.3603635430335998,2025-02-09 14:10:09+00:00,2025-02-09 14:10:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T14:10:46+00:00,0.9775822758674622,2025-02-09 14:10:46+00:00,2025-02-09 14:10:00+00:00
addiction awareness and recovery,NEGATIVE,2025-02-09T14:10:46+00:00,0.9545390605926514,2025-02-09 14:10:46+00:00,2025-02-09 14:10:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T14:10:46+00:00,0.852817714214325,2025-02-09 14:10:46+00:00,2025-02-09 14:10:00+00:00
mental health experiences,NEGATIVE,2025-02-09T14:10:46+00:00,0.8029524683952332,2025-02-09 14:10:46+00:00,2025-02-09 14:10:00+00:00
mindfulness and mental wellness,NEGATIVE,2025-02-09T14:10:46+00:00,0.3528684973716736,2025-02-09 14:10:46+00:00,2025-02-09 14:10:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T14:11:38+00:00,0.7525582909584045,2025-02-09 14:11:38+00:00,2025-02-09 14:10:00+00:00
mindfulness and mental wellness,NEGATIVE,2025-02-09T14:11:38+00:00,0.5892497897148132,2025-02-09 14:11:38+00:00,2025-02-09 14:10:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T14:11:38+00:00,0.5312137007713318,2025-02-09 14:11:38+00:00,2025-02-09 14:10:00+00:00
mental health experiences,NEGATIVE,2025-02-09T14:11:38+00:00,0.4532407820224762,2025-02-09 14:11:38+00:00,2025-02-09 14:10:00+00:00
motivation and mental strength,NEGATIVE,2025-02-09T14:11:49+00:00,0.9288524389266968,2025-02-09 14:11:49+00:00,2025-02-09 14:10:00+00:00
self-improvement and personal growth,NEGATIVE,2025-02-09T14:11:49+00:00,0.8822291493415833,2025-02-09 14:11:49+00:00,2025-02-09 14:10:00+00:00
addiction awareness and recovery,NEGATIVE,2025-02-09T14:11:49+00:00,0.8718376755714417,2025-02-09 14:11:49+00:00,2025-02-09 14:10:00+00:00
mental health experiences,NEGATIVE,2025-02-09T14:11:49+00:00,0.7424644231796265,2025-02-09 14:11:49+00:00,2025-02-09 14:10:00+00:00
