ds,yhat,yhat_lower,yhat_upper
2025-01-18 00:00:00+00:00,0.6342161853205074,0.6043561231495385,0.6640762474914763
2025-01-19 00:00:00+00:00,0.6131448894248981,0.5832848272539292,0.643004951595867
2025-01-20 00:00:00+00:00,0.6487964808047934,0.6189364186338244,0.6786565429757623
2025-01-21 00:00:00+00:00,0.6486579252177809,0.618797863046812,0.6785179873887498
2025-01-22 00:00:00+00:00,0.6635966146039585,0.6337365524329895,0.6934566767749274
2025-01-23 00:00:00+00:00,0.6506039970589482,0.6207439348879793,0.6804640592299172
2025-01-24 00:00:00+00:00,0.6532958550602386,0.6234357928892696,0.6831559172312075
2025-01-25 00:00:00+00:00,0.6289547585116493,0.5990946963406804,0.6588148206826182
2025-01-26 00:00:00+00:00,0.645086799003903,0.615226736832934,0.6749468611748719
2025-01-27 00:00:00+00:00,0.6406201992876235,0.6107601371166546,0.6704802614585924
2025-01-28 00:00:00+00:00,0.6358416904737284,0.6059816283027595,0.6657017526446973
2025-01-29 00:00:00+00:00,0.6431025736706538,0.6132425114996849,0.6729626358416227
2025-01-30 00:00:00+00:00,0.6399624524302814,0.6101023902593125,0.6698225146012503
2025-01-31 00:00:00+00:00,0.645164689656054,0.6153046274850851,0.6750247518270229
2025-02-01 00:00:00+00:00,0.650165120423215,0.620305058252246,0.6800251825941839
2025-02-02 00:00:00+00:00,0.6171581202740987,0.5872980581031297,0.6470181824450676
2025-02-03 00:00:00+00:00,0.6493727103866153,0.6195126482156463,0.6792327725575842
2025-02-04 00:00:00+00:00,0.5983442723205904,0.5684842101496215,0.6282043344915593
2025-02-05 00:00:00+00:00,0.6537543518874493,0.6238942897164804,0.6836144140584183
2025-02-06 00:00:00+00:00,0.6558367939822025,0.6259767318112336,0.6856968561531714
2025-02-07 00:00:00+00:00,0.6353606056649537,0.6055005434939847,0.6652206678359226
2025-02-08 00:00:00+00:00,0.6275583177165412,0.5976982555455723,0.6574183798875102
2025-02-09 00:00:00+00:00,0.628722069557106,0.598862007386137,0.6585821317280749
2025-02-10 00:00:00+00:00,0.6372610983040634,0.6074010361330945,0.6671211604750323
2025-02-11 00:00:00+00:00,0.6395355614831595,0.6096754993121906,0.6693956236541284
2025-02-12 00:00:00+00:00,0.6474661170394913,0.6176060548685224,0.6773261792104602
2025-02-13 00:00:00+00:00,0.610365487959074,0.580505425788105,0.6402255501300429
2025-02-14 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-02-15 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-02-16 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-02-17 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-02-18 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-02-19 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-02-20 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-02-21 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-02-22 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-02-23 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-02-24 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-02-25 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-02-26 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-02-27 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-02-28 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-03-01 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-03-02 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-03-03 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-03-04 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-03-05 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-03-06 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-03-07 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-03-08 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-03-09 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-03-10 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-03-11 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-03-12 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-03-13 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-03-14 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
2025-03-15 00:00:00+00:00,0.6323241796749127,0.6024641175039438,0.6621842418458816
