timestamp,avg_score,category_diversity,positive_ratio,mental_health_index
2025-02-07 13:40:00+00:00,0.4351268410682678,3,0.0,1.074050736427307
2025-02-07 13:50:00+00:00,0.6863968257720654,13,0.0,4.174558730308826
2025-02-07 13:55:00+00:00,0.6909044067064921,15,0.0,4.776361762682597
2025-02-07 14:35:00+00:00,0.6005616692396311,15,0.21153846153846154,4.8036862061573915
2025-02-07 14:40:00+00:00,0.6470183059573174,8,1.0,2.9588073223829268
2025-02-07 14:45:00+00:00,0.6257815796595353,13,1.0,4.450312631863814
2025-02-07 14:50:00+00:00,0.6827585708636504,14,0.5384615384615384,4.634641889883922
2025-02-07 14:55:00+00:00,0.6794537544250489,5,1.0,2.0717815017700194
2025-02-07 15:20:00+00:00,0.6618192398801763,15,0.574468085106383,4.9370681214839855
2025-02-07 15:25:00+00:00,0.667821802837508,15,0.17142857142857143,4.8185572925635745
2025-02-07 15:30:00+00:00,0.6421013898574389,15,0.28846153846153844,4.843379017481437
2025-02-07 15:35:00+00:00,0.640070820848147,15,0.125,4.793528328339258
2025-02-07 15:40:00+00:00,0.621045145453239,15,0.0,4.748418058181295
2025-02-07 16:30:00+00:00,0.6369955354723437,15,0.5344827586206896,4.915143041775145
2025-02-07 16:35:00+00:00,0.6306249822179476,12,0.0,3.8522499928871787
2025-02-07 16:40:00+00:00,0.6270458837350209,15,1.0,5.050818353494008
2025-02-07 16:45:00+00:00,0.652120595737811,15,0.5080645161290323,4.913267593133834
2025-02-07 16:50:00+00:00,0.6625621928725132,15,0.5232558139534884,4.922001621335052
2025-02-07 17:05:00+00:00,0.6893498906865716,15,0.90625,5.047614956274629
2025-02-07 17:10:00+00:00,0.8591198086738586,15,0.0,4.843647923469543
2025-02-07 17:15:00+00:00,0.6269239564736684,15,1.0,5.050769582589467
2025-02-07 17:35:00+00:00,0.6137461364269257,4,0.0,1.4454984545707703
2025-02-07 17:40:00+00:00,0.6426177715713327,12,0.0,3.8570471086285325
2025-02-07 17:45:00+00:00,0.5940102852880955,13,0.4,4.257604114115238
2025-02-07 17:50:00+00:00,0.5104821750095913,2,0.14285714285714285,0.8470500128609794
2025-02-07 19:00:00+00:00,0.5548902787268162,8,1.0,2.921956111490726
2025-02-07 19:05:00+00:00,0.7789921409943524,15,0.8823529411764706,5.076302738750682
2025-02-07 19:15:00+00:00,0.5475552380084991,5,1.0,2.0190220952033995
2025-02-07 19:35:00+00:00,0.6144939506053925,15,0.6,4.925797580242157
2025-02-07 19:40:00+00:00,0.5573646227518717,14,0.25,4.497945849100749
2025-02-07 19:45:00+00:00,0.6131112286022731,14,0.3142857142857143,4.539530205726623
