date,count,total,percent
2024-03-23,31,98,31.63265306122449
2024-10-01,31,384,8.072916666666668
2024-05-05,31,96,32.29166666666667
2024-05-11,31,85,36.470588235294116
2024-04-10,30,146,20.54794520547945
2025-01-10,30,41,73.17073170731707
2024-04-26,29,165,17.575757575757574
2024-05-22,28,117,23.931623931623932
2024-05-31,28,137,20.437956204379564
2024-05-06,28,166,16.867469879518072
2024-03-11,27,84,32.142857142857146
2024-03-05,27,63,42.857142857142854
2024-10-22,27,318,8.49056603773585
2024-06-10,27,67,40.298507462686565
2024-08-27,27,167,16.16766467065868
2024-10-28,26,771,3.372243839169909
2024-03-25,26,55,47.27272727272727
2025-01-01,26,906,2.869757174392936
2024-03-27,26,206,12.62135922330097
2024-11-28,25,249,10.040160642570282
2025-01-30,25,1144,2.1853146853146854
2024-07-04,24,145,16.551724137931036
2024-03-15,24,157,15.286624203821656
2024-04-03,24,94,25.53191489361702
2024-07-09,24,137,17.51824817518248
2024-04-27,24,65,36.92307692307693
2024-09-17,24,863,2.7809965237543453
2024-07-13,24,82,29.268292682926827
2024-10-20,23,837,2.7479091995221028
2024-06-07,23,165,13.939393939393941
2024-06-11,23,68,33.82352941176471
2024-06-17,23,53,43.39622641509434
2024-06-06,23,180,12.777777777777777
2024-04-24,23,121,19.00826446280992
2024-08-22,22,541,4.066543438077634
2024-06-15,22,42,52.38095238095239
2024-05-15,22,59,37.28813559322034
2024-05-02,22,92,23.91304347826087
2024-10-21,22,459,4.793028322440087
2024-05-24,21,47,44.680851063829785
2024-07-10,21,79,26.582278481012654
2024-04-16,21,69,30.434782608695656
2024-03-01,21,77,27.27272727272727
2024-03-17,21,49,42.857142857142854
2024-02-25,21,28,75.0
2024-06-29,21,53,39.62264150943396
2024-06-20,20,43,46.51162790697674
2024-10-04,20,247,8.097165991902834
2024-03-16,20,88,22.727272727272727
2024-03-21,20,58,34.48275862068966
2024-05-27,20,51,39.21568627450981
2024-05-21,19,89,21.34831460674157
2024-06-23,19,63,30.158730158730158
2024-11-26,19,727,2.613480055020633
2024-05-13,19,133,14.285714285714285
2025-01-23,19,1198,1.5859766277128546
2024-04-01,18,91,19.78021978021978
2024-04-20,18,138,13.043478260869565
2024-06-13,18,61,29.508196721311474
2024-04-09,18,111,16.216216216216218
2024-04-08,18,47,38.297872340425535
2024-04-28,18,68,26.47058823529412
2024-12-05,18,576,3.125
2024-03-03,18,69,26.08695652173913
2024-06-01,18,56,32.142857142857146
2024-04-30,17,49,34.69387755102041
2024-03-26,17,58,29.310344827586203
2024-08-16,17,678,2.5073746312684366
2024-04-14,17,121,14.049586776859504
2025-01-28,17,112,15.178571428571427
2024-03-29,17,61,27.86885245901639
2024-05-09,16,186,8.60215053763441
2024-04-22,16,73,21.91780821917808
2024-06-03,16,67,23.88059701492537
2024-05-23,16,38,42.10526315789473
2024-04-15,16,44,36.36363636363637
2025-01-16,16,908,1.762114537444934
2024-06-05,16,68,23.52941176470588
2024-04-19,15,160,9.375
2024-03-22,15,103,14.563106796116504
2024-06-24,15,79,18.9873417721519
2024-12-07,15,274,5.474452554744526
2024-03-02,15,98,15.306122448979592
2024-04-17,15,33,45.45454545454545
2024-04-12,15,36,41.66666666666667
2024-07-05,15,40,37.5
2024-05-25,15,26,57.692307692307686
2024-06-18,15,51,29.411764705882355
2024-05-12,15,26,57.692307692307686
2024-05-14,15,96,15.625
2024-09-08,14,327,4.281345565749235
2024-02-28,14,90,15.555555555555555
2024-03-12,14,98,14.285714285714285
2024-03-20,14,67,20.8955223880597
2024-05-29,14,53,26.41509433962264
2024-03-10,14,145,9.655172413793103
2024-07-01,14,51,27.450980392156865
2024-04-02,14,95,14.736842105263156
2024-05-19,14,112,12.5
2024-07-25,14,666,2.1021021021021022
2024-05-30,14,63,22.22222222222222
2024-02-27,14,60,23.333333333333332
2024-06-22,13,60,21.666666666666668
2024-09-29,13,330,3.939393939393939
2024-03-28,13,74,17.56756756756757
2024-08-04,13,1039,1.2512030798845042
2024-06-21,13,72,18.055555555555554
2024-07-15,13,78,16.666666666666664
2024-07-12,13,46,28.26086956521739
2024-04-23,13,106,12.264150943396226
2024-06-30,13,173,7.514450867052023
2024-05-20,13,88,14.772727272727273
2024-04-21,12,101,11.881188118811881
2024-05-04,12,148,8.108108108108109
2024-11-02,12,943,1.2725344644750796
2024-03-14,12,59,20.33898305084746
2024-06-08,12,51,23.52941176470588
2024-03-09,12,54,22.22222222222222
2024-05-01,12,44,27.27272727272727
2024-05-18,12,42,28.57142857142857
2024-04-29,12,106,11.320754716981133
2024-03-31,12,41,29.268292682926827
2024-06-27,12,42,28.57142857142857
2024-12-31,12,41,29.268292682926827
2024-03-13,12,88,13.636363636363635
2024-05-07,12,80,15.0
2024-03-04,12,58,20.689655172413794
2024-06-04,12,43,27.906976744186046
2024-06-16,12,39,30.76923076923077
2024-08-06,11,293,3.754266211604096
2024-02-29,11,148,7.4324324324324325
2025-02-02,11,1383,0.7953723788864787
2025-02-03,11,2709,0.4060538944259874
2024-09-11,11,882,1.2471655328798186
2024-10-27,11,161,6.832298136645963
2024-07-02,11,173,6.358381502890173
2024-07-08,11,28,39.285714285714285
2024-06-12,11,60,18.333333333333332
2025-01-22,11,773,1.423027166882277
2024-12-29,11,1155,0.9523809523809524
2024-05-08,11,49,22.448979591836736
2024-05-16,11,168,6.547619047619048
2024-04-11,11,88,12.5
2024-04-05,11,54,20.37037037037037
2024-04-04,11,118,9.322033898305085
2024-06-25,11,68,16.176470588235293
2024-12-27,11,829,1.3268998793727382
2024-11-09,11,303,3.6303630363036308
2025-01-15,11,997,1.103309929789368
2025-01-04,11,372,2.956989247311828
2025-01-06,11,428,2.570093457943925
2024-09-23,11,438,2.5114155251141552
2024-07-03,11,48,22.916666666666664
2024-08-03,11,49,22.448979591836736
2024-03-24,11,56,19.642857142857142
2024-05-28,11,48,22.916666666666664
2024-10-23,11,387,2.842377260981912
