date,count,total,percent
2025-02-08,477,1198,39.81636060100167
2024-09-09,436,1399,31.165117941386704
2025-01-09,373,618,60.35598705501618
2024-11-04,347,903,38.42746400885936
2025-02-09,336,1256,26.751592356687897
2025-02-07,334,1999,16.708354177088545
2024-10-30,300,938,31.982942430703627
2024-07-28,300,1662,18.050541516245488
2024-12-08,294,526,55.893536121673
2024-07-22,293,961,30.489073881373567
2024-09-07,291,1134,25.66137566137566
2025-02-11,270,1451,18.607856650585802
2025-01-25,261,458,56.98689956331878
2024-12-22,248,542,45.75645756457565
2025-01-19,237,624,37.980769230769226
2024-12-24,234,685,34.160583941605836
2024-12-21,224,723,30.982019363762102
2024-09-26,214,529,40.45368620037807
2024-10-06,214,605,35.37190082644628
2024-10-24,210,781,26.888604353393085
2024-12-14,203,563,36.05683836589698
2024-09-20,203,774,26.22739018087855
2024-07-17,203,697,29.124820659971306
2024-11-15,196,762,25.72178477690289
2024-09-04,192,522,36.7816091954023
2025-01-24,183,1591,11.502199874292897
2024-12-19,174,341,51.02639296187683
2024-11-11,173,1133,15.26919682259488
2024-10-16,168,515,32.62135922330097
2024-10-03,167,268,62.31343283582089
2024-08-11,165,1637,10.07941356139279
2024-11-08,161,971,16.580844490216272
2024-11-07,156,516,30.23255813953488
2025-02-12,156,978,15.950920245398773
2024-09-13,154,551,27.949183303085302
2024-08-02,151,422,35.78199052132701
2024-10-31,150,647,23.183925811437405
2025-02-05,150,1759,8.527572484366116
2024-10-07,150,699,21.45922746781116
2024-11-27,150,848,17.68867924528302
2024-10-14,149,432,34.49074074074074
2024-12-03,147,432,34.02777777777778
2024-08-23,147,776,18.943298969072163
2024-07-16,145,548,26.459854014598537
2024-08-07,144,543,26.519337016574585
2024-12-30,144,362,39.77900552486188
2024-07-19,141,723,19.502074688796682
2024-10-11,139,386,36.01036269430052
2025-02-01,139,1603,8.671241422333125
2024-09-22,130,613,21.20717781402936
2024-11-01,130,1434,9.06555090655509
2025-01-31,130,1160,11.206896551724139
2024-10-18,126,626,20.12779552715655
2024-09-21,126,379,33.24538258575198
2024-08-30,124,428,28.971962616822427
2024-08-12,121,283,42.75618374558304
2024-12-25,119,199,59.798994974874375
2025-01-27,119,924,12.878787878787879
2024-10-09,118,812,14.532019704433496
2024-12-17,114,546,20.87912087912088
2024-09-05,114,238,47.89915966386555
2025-01-17,114,588,19.387755102040817
2025-01-03,114,618,18.446601941747574
2024-08-25,114,631,18.066561014263076
2024-08-29,114,1267,8.997632202052092
2024-07-29,111,406,27.339901477832512
2024-11-18,111,899,12.347052280311457
2024-11-13,110,543,20.257826887661142
2024-11-30,109,146,74.65753424657534
2025-01-02,108,660,16.363636363636363
2024-10-13,108,682,15.835777126099707
2024-10-15,107,607,17.627677100494235
2024-11-22,105,397,26.448362720403022
2024-08-20,104,1093,9.515096065873742
2024-09-24,100,432,23.14814814814815
2024-12-28,99,268,36.940298507462686
2025-01-20,99,813,12.177121771217712
2024-10-08,99,378,26.190476190476193
2024-12-06,99,419,23.627684964200476
2024-12-09,99,390,25.384615384615383
2024-07-26,98,460,21.304347826086957
2024-08-24,98,453,21.63355408388521
2024-07-30,97,1008,9.623015873015873
2025-02-10,96,1092,8.791208791208792
2024-12-02,95,655,14.50381679389313
2024-08-21,95,472,20.127118644067796
2024-12-26,94,274,34.306569343065696
2024-10-25,92,216,42.592592592592595
2024-09-16,90,934,9.635974304068522
2024-11-10,90,420,21.428571428571427
2024-12-01,90,120,75.0
2024-08-17,89,179,49.72067039106145
2025-02-04,88,332,26.506024096385545
2024-08-10,88,887,9.92108229988726
2024-10-29,87,357,24.369747899159663
2024-08-18,87,137,63.503649635036496
2025-01-14,87,540,16.11111111111111
2025-01-08,86,526,16.34980988593156
2024-09-25,84,631,13.312202852614895
2024-07-18,83,147,56.4625850340136
2024-09-12,83,626,13.258785942492013
2024-08-14,82,383,21.409921671018274
2025-01-13,79,588,13.435374149659864
2024-11-29,78,305,25.573770491803277
2024-08-01,76,403,18.858560794044664
2024-08-05,75,547,13.711151736745887
2024-12-11,72,241,29.87551867219917
2024-09-15,71,604,11.754966887417218
2024-08-15,67,147,45.57823129251701
2024-11-14,66,997,6.619859578736209
2024-07-24,64,771,8.300907911802852
2024-08-19,63,84,75.0
2024-10-10,63,751,8.388814913448735
2024-12-13,63,147,42.857142857142854
2024-10-02,62,178,34.831460674157306
2025-01-21,61,1982,3.077699293642785
2024-11-21,60,881,6.81044267877412
2024-09-02,60,395,15.18987341772152
2024-10-12,58,296,19.594594594594593
2024-09-14,58,515,11.262135922330096
2024-11-03,58,789,7.3510773130545
2025-01-18,58,1160,5.0
2024-09-19,57,242,23.553719008264462
2024-12-23,56,239,23.430962343096233
2025-01-26,56,264,21.21212121212121
2024-08-26,54,738,7.317073170731707
2024-07-21,54,94,57.446808510638306
2024-09-30,54,313,17.252396166134183
2024-11-25,54,222,24.324324324324326
2024-11-23,54,107,50.467289719626166
2024-11-17,52,811,6.411837237977805
2024-08-13,52,748,6.951871657754011
2024-12-10,51,218,23.394495412844037
2024-11-19,51,392,13.010204081632654
2024-10-17,51,817,6.24235006119951
2024-11-16,50,615,8.130081300813007
2025-01-29,50,1183,4.22654268808115
2024-02-26,49,188,26.063829787234045
2024-12-16,49,241,20.33195020746888
2024-03-18,48,91,52.74725274725275
2024-07-23,48,1054,4.554079696394687
2024-11-24,48,101,47.524752475247524
2024-11-06,47,320,14.6875
2025-02-06,47,877,5.359179019384264
2024-11-12,47,774,6.072351421188631
2024-12-04,46,356,12.921348314606742
2024-12-18,46,232,19.82758620689655
2025-01-07,46,782,5.88235294117647
2024-11-20,46,220,20.909090909090907
2024-09-27,45,458,9.82532751091703
2024-12-12,45,470,9.574468085106384
2024-10-26,44,366,12.021857923497267
2024-07-31,43,58,74.13793103448276
2024-07-07,42,61,68.85245901639344
2024-08-08,42,164,25.609756097560975
2024-08-31,42,610,6.885245901639345
2024-07-27,42,606,6.9306930693069315
2024-09-18,42,393,10.687022900763358
2025-01-11,39,690,5.6521739130434785
2024-10-05,39,643,6.065318818040436
2024-03-06,38,86,44.18604651162791
2024-09-03,37,570,6.491228070175438
2024-12-15,37,469,7.889125799573561
2024-07-20,37,560,6.607142857142858
2024-09-06,37,747,4.953145917001338
2024-04-07,37,71,52.112676056338024
2025-01-05,37,570,6.491228070175438
2024-10-19,36,784,4.591836734693878
2024-09-10,36,821,4.38489646772229
2024-09-28,36,558,6.451612903225806
2024-12-20,35,357,9.803921568627452
2024-05-10,35,101,34.65346534653465
2024-08-09,34,342,9.941520467836257
2024-05-17,33,102,32.35294117647059
2024-07-06,33,85,38.82352941176471
2024-09-01,33,195,16.923076923076923
2025-01-12,33,161,20.496894409937887
2024-08-28,32,506,6.324110671936759
2024-03-07,32,121,26.446280991735538
2024-03-08,31,79,39.24050632911392
2024-11-05,31,449,6.904231625835189
