date,total_videos,addiction,doom_scrolling,escapism,negative_mood,unhealthy_comparison,rabbit_holes,addiction_pct,doom_scrolling_pct,escapism_pct,negative_mood_pct,unhealthy_comparison_pct,rabbit_holes_pct
2024-10-23,387,73.0,11.0,0.0,0.0,34.0,170.0,18.9,2.8,0.0,0.0,8.8,43.9
2024-10-24,781,1.0,210.0,0.0,0.0,47.0,316.0,0.1,26.9,0.0,0.0,6.0,40.5
2024-10-25,216,0.0,92.0,0.0,0.0,4.0,91.0,0.0,42.6,0.0,0.0,1.9,42.1
2024-10-26,366,0.0,44.0,0.0,0.0,29.0,158.0,0.0,12.0,0.0,0.0,7.9,43.2
2024-10-27,161,46.0,11.0,0.0,0.0,0.0,72.0,28.6,6.8,0.0,0.0,0.0,44.7
2024-10-28,771,96.0,26.0,771.0,0.0,20.0,334.0,12.5,3.4,100.0,0.0,2.6,43.3
2024-10-29,357,217.0,87.0,0.0,0.0,40.0,164.0,60.8,24.4,0.0,0.0,11.2,45.9
2024-10-30,938,701.0,300.0,938.0,0.0,84.0,397.0,74.7,32.0,100.0,0.0,9.0,42.3
2024-10-31,647,219.0,150.0,0.0,0.0,20.0,285.0,33.8,23.2,0.0,0.0,3.1,44.0
2024-11-01,1434,1105.0,130.0,0.0,0.0,130.0,641.0,77.1,9.1,0.0,0.0,9.1,44.7
2024-11-02,943,421.0,12.0,0.0,0.0,65.0,414.0,44.6,1.3,0.0,0.0,6.9,43.9
2024-11-03,789,376.0,58.0,0.0,0.0,65.0,310.0,47.7,7.4,0.0,0.0,8.2,39.3
2024-11-04,903,463.0,347.0,903.0,0.0,97.0,424.0,51.3,38.4,100.0,0.0,10.7,47.0
2024-11-05,449,137.0,31.0,0.0,0.0,34.0,209.0,30.5,6.9,0.0,0.0,7.6,46.5
2024-11-06,320,63.0,47.0,320.0,0.0,30.0,140.0,19.7,14.7,100.0,0.0,9.4,43.8
2024-11-07,516,292.0,156.0,0.0,0.0,73.0,222.0,56.6,30.2,0.0,0.0,14.1,43.0
2024-11-08,971,564.0,161.0,0.0,0.0,112.0,401.0,58.1,16.6,0.0,0.0,11.5,41.3
2024-11-09,303,0.0,11.0,0.0,0.0,17.0,130.0,0.0,3.6,0.0,0.0,5.6,42.9
2024-11-10,420,244.0,90.0,0.0,0.0,3.0,172.0,58.1,21.4,0.0,0.0,0.7,41.0
2024-11-11,1133,430.0,173.0,0.0,0.0,43.0,506.0,38.0,15.3,0.0,0.0,3.8,44.7
2024-11-12,774,626.0,47.0,0.0,0.0,45.0,352.0,80.9,6.1,0.0,0.0,5.8,45.5
2024-11-13,543,226.0,110.0,0.0,0.0,31.0,234.0,41.6,20.3,0.0,0.0,5.7,43.1
2024-11-14,997,439.0,66.0,0.0,0.0,52.0,426.0,44.0,6.6,0.0,0.0,5.2,42.7
2024-11-15,762,350.0,196.0,0.0,0.0,23.0,352.0,45.9,25.7,0.0,0.0,3.0,46.2
2024-11-16,615,236.0,50.0,0.0,0.0,26.0,283.0,38.4,8.1,0.0,0.0,4.2,46.0
2024-11-17,811,472.0,52.0,0.0,0.0,52.0,362.0,58.2,6.4,0.0,0.0,6.4,44.6
2024-11-18,899,336.0,111.0,0.0,0.0,32.0,380.0,37.4,12.3,0.0,0.0,3.6,42.3
2024-11-19,392,198.0,51.0,392.0,0.0,4.0,168.0,50.5,13.0,100.0,0.0,1.0,42.9
2024-11-20,220,71.0,46.0,0.0,0.0,0.0,80.0,32.3,20.9,0.0,0.0,0.0,36.4
2024-11-21,881,561.0,60.0,881.0,0.0,51.0,384.0,63.7,6.8,100.0,0.0,5.8,43.6
2024-11-22,397,397.0,105.0,397.0,0.0,11.0,179.0,100.0,26.4,100.0,0.0,2.8,45.1
2024-11-23,107,107.0,54.0,0.0,0.0,0.0,56.0,100.0,50.5,0.0,0.0,0.0,52.3
2024-11-24,101,101.0,48.0,0.0,0.0,15.0,52.0,100.0,47.5,0.0,0.0,14.9,51.5
2024-11-25,222,222.0,54.0,0.0,0.0,5.0,89.0,100.0,24.3,0.0,0.0,2.3,40.1
2024-11-26,727,727.0,19.0,0.0,0.0,59.0,327.0,100.0,2.6,0.0,0.0,8.1,45.0
2024-11-27,848,848.0,150.0,0.0,0.0,119.0,354.0,100.0,17.7,0.0,0.0,14.0,41.7
2024-11-28,249,249.0,25.0,0.0,0.0,28.0,109.0,100.0,10.0,0.0,0.0,11.2,43.8
2024-11-29,305,305.0,78.0,0.0,0.0,3.0,126.0,100.0,25.6,0.0,0.0,1.0,41.3
2024-11-30,146,146.0,109.0,0.0,0.0,13.0,53.0,100.0,74.7,0.0,0.0,8.9,36.3
2024-12-01,120,120.0,90.0,0.0,0.0,32.0,51.0,100.0,75.0,0.0,0.0,26.7,42.5
2024-12-02,655,655.0,95.0,0.0,0.0,46.0,299.0,100.0,14.5,0.0,0.0,7.0,45.6
2024-12-03,432,432.0,147.0,432.0,0.0,48.0,174.0,100.0,34.0,100.0,0.0,11.1,40.3
2024-12-04,356,356.0,46.0,0.0,0.0,46.0,158.0,100.0,12.9,0.0,0.0,12.9,44.4
2024-12-05,576,576.0,18.0,0.0,0.0,38.0,251.0,100.0,3.1,0.0,0.0,6.6,43.6
2024-12-06,419,419.0,99.0,0.0,0.0,30.0,176.0,100.0,23.6,0.0,0.0,7.2,42.0
2024-12-07,274,274.0,15.0,0.0,0.0,20.0,123.0,100.0,5.5,0.0,0.0,7.3,44.9
2024-12-08,526,526.0,294.0,0.0,0.0,77.0,217.0,100.0,55.9,0.0,0.0,14.6,41.3
2024-12-09,390,390.0,99.0,0.0,0.0,51.0,181.0,100.0,25.4,0.0,0.0,13.1,46.4
2024-12-10,218,218.0,51.0,0.0,0.0,13.0,94.0,100.0,23.4,0.0,0.0,6.0,43.1
2024-12-11,241,241.0,72.0,241.0,0.0,28.0,95.0,100.0,29.9,100.0,0.0,11.6,39.4
2024-12-12,470,470.0,45.0,0.0,0.0,66.0,220.0,100.0,9.6,0.0,0.0,14.0,46.8
2024-12-13,147,147.0,63.0,0.0,0.0,0.0,60.0,100.0,42.9,0.0,0.0,0.0,40.8
2024-12-14,563,563.0,203.0,0.0,0.0,73.0,243.0,100.0,36.1,0.0,0.0,13.0,43.2
2024-12-15,469,469.0,37.0,0.0,0.0,63.0,211.0,100.0,7.9,0.0,0.0,13.4,45.0
2024-12-16,241,241.0,49.0,241.0,0.0,28.0,96.0,100.0,20.3,100.0,0.0,11.6,39.8
2024-12-17,546,546.0,114.0,0.0,0.0,43.0,237.0,100.0,20.9,0.0,0.0,7.9,43.4
2024-12-18,232,232.0,46.0,232.0,0.0,27.0,102.0,100.0,19.8,100.0,0.0,11.6,44.0
2024-12-19,341,341.0,174.0,0.0,0.0,46.0,130.0,100.0,51.0,0.0,0.0,13.5,38.1
2024-12-20,357,357.0,35.0,0.0,0.0,30.0,156.0,100.0,9.8,0.0,0.0,8.4,43.7
2024-12-21,723,723.0,224.0,0.0,0.0,52.0,291.0,100.0,31.0,0.0,0.0,7.2,40.2
2024-12-22,542,542.0,248.0,0.0,0.0,86.0,228.0,100.0,45.8,0.0,0.0,15.9,42.1
2024-12-23,239,239.0,56.0,0.0,0.0,32.0,96.0,100.0,23.4,0.0,0.0,13.4,40.2
2024-12-24,685,685.0,234.0,0.0,0.0,35.0,299.0,100.0,34.2,0.0,0.0,5.1,43.6
2024-12-25,199,199.0,119.0,0.0,0.0,29.0,81.0,100.0,59.8,0.0,0.0,14.6,40.7
2024-12-26,274,274.0,94.0,0.0,0.0,6.0,93.0,100.0,34.3,0.0,0.0,2.2,33.9
2024-12-27,829,829.0,11.0,0.0,0.0,53.0,312.0,100.0,1.3,0.0,0.0,6.4,37.6
2024-12-28,268,268.0,99.0,0.0,0.0,12.0,113.0,100.0,36.9,0.0,0.0,4.5,42.2
2024-12-29,1155,1155.0,11.0,0.0,0.0,141.0,509.0,100.0,1.0,0.0,0.0,12.2,44.1
2024-12-30,362,362.0,144.0,0.0,0.0,37.0,145.0,100.0,39.8,0.0,0.0,10.2,40.1
2024-12-31,41,2.0,12.0,41.0,0.0,12.0,17.0,4.9,29.3,100.0,0.0,29.3,41.5
2025-01-01,906,906.0,26.0,906.0,0.0,50.0,386.0,100.0,2.9,100.0,0.0,5.5,42.6
2025-01-02,660,660.0,108.0,0.0,0.0,98.0,286.0,100.0,16.4,0.0,0.0,14.8,43.3
2025-01-03,618,618.0,114.0,0.0,0.0,59.0,294.0,100.0,18.4,0.0,0.0,9.5,47.6
2025-01-04,372,372.0,11.0,0.0,0.0,29.0,153.0,100.0,3.0,0.0,0.0,7.8,41.1
2025-01-05,570,570.0,37.0,0.0,0.0,27.0,273.0,100.0,6.5,0.0,0.0,4.7,47.9
2025-01-06,428,428.0,11.0,428.0,0.0,32.0,181.0,100.0,2.6,100.0,0.0,7.5,42.3
2025-01-07,782,782.0,46.0,0.0,0.0,48.0,337.0,100.0,5.9,0.0,0.0,6.1,43.1
2025-01-08,526,526.0,86.0,0.0,0.0,36.0,235.0,100.0,16.3,0.0,0.0,6.8,44.7
2025-01-09,618,618.0,373.0,618.0,0.0,5.0,263.0,100.0,60.4,100.0,0.0,0.8,42.6
2025-01-10,41,0.0,30.0,0.0,0.0,0.0,25.0,0.0,73.2,0.0,0.0,0.0,61.0
2025-01-11,690,690.0,39.0,0.0,0.0,18.0,276.0,100.0,5.7,0.0,0.0,2.6,40.0
2025-01-12,161,161.0,33.0,0.0,0.0,0.0,70.0,100.0,20.5,0.0,0.0,0.0,43.5
2025-01-13,588,588.0,79.0,588.0,0.0,0.0,231.0,100.0,13.4,100.0,0.0,0.0,39.3
2025-01-14,540,540.0,87.0,0.0,0.0,35.0,207.0,100.0,16.1,0.0,0.0,6.5,38.3
2025-01-15,997,997.0,11.0,0.0,0.0,32.0,439.0,100.0,1.1,0.0,0.0,3.2,44.0
2025-01-16,908,908.0,16.0,0.0,0.0,89.0,364.0,100.0,1.8,0.0,0.0,9.8,40.1
2025-01-17,588,588.0,114.0,0.0,0.0,22.0,266.0,100.0,19.4,0.0,0.0,3.7,45.2
2025-01-18,1160,1160.0,58.0,0.0,0.0,44.0,447.0,100.0,5.0,0.0,0.0,3.8,38.5
2025-01-19,624,624.0,237.0,0.0,0.0,95.0,258.0,100.0,38.0,0.0,0.0,15.2,41.3
2025-01-20,813,813.0,99.0,0.0,0.0,46.0,364.0,100.0,12.2,0.0,0.0,5.7,44.8
2025-01-21,1982,1513.0,61.0,0.0,0.0,136.0,867.0,76.3,3.1,0.0,0.0,6.9,43.7
2025-01-22,773,773.0,11.0,773.0,0.0,18.0,323.0,100.0,1.4,100.0,0.0,2.3,41.8
2025-01-23,1198,1198.0,19.0,0.0,0.0,56.0,530.0,100.0,1.6,0.0,0.0,4.7,44.2
2025-01-24,1591,1591.0,183.0,1591.0,0.0,70.0,689.0,100.0,11.5,100.0,0.0,4.4,43.3
2025-01-25,458,458.0,261.0,0.0,0.0,44.0,200.0,100.0,57.0,0.0,0.0,9.6,43.7
2025-01-26,264,264.0,56.0,0.0,0.0,23.0,130.0,100.0,21.2,0.0,0.0,8.7,49.2
2025-01-27,924,924.0,119.0,0.0,0.0,48.0,386.0,100.0,12.9,0.0,0.0,5.2,41.8
2025-01-28,112,112.0,17.0,0.0,0.0,3.0,56.0,100.0,15.2,0.0,0.0,2.7,50.0
2025-01-29,1183,1183.0,50.0,1183.0,0.0,21.0,493.0,100.0,4.2,100.0,0.0,1.8,41.7
2025-01-30,1144,1144.0,25.0,1144.0,0.0,55.0,464.0,100.0,2.2,100.0,0.0,4.8,40.6
2025-01-31,1160,1160.0,130.0,0.0,0.0,111.0,470.0,100.0,11.2,0.0,0.0,9.6,40.5
2025-02-01,1603,1603.0,139.0,0.0,0.0,157.0,716.0,100.0,8.7,0.0,0.0,9.8,44.7
2025-02-02,1383,1383.0,11.0,0.0,0.0,108.0,590.0,100.0,0.8,0.0,0.0,7.8,42.7
2025-02-03,2709,2709.0,11.0,2709.0,0.0,171.0,1205.0,100.0,0.4,100.0,0.0,6.3,44.5
2025-02-04,332,332.0,88.0,0.0,0.0,57.0,149.0,100.0,26.5,0.0,0.0,17.2,44.9
2025-02-05,1759,1759.0,150.0,1759.0,0.0,178.0,793.0,100.0,8.5,100.0,0.0,10.1,45.1
2025-02-06,877,877.0,47.0,0.0,0.0,65.0,388.0,100.0,5.4,0.0,0.0,7.4,44.2
2025-02-07,1999,1999.0,334.0,1999.0,0.0,96.0,854.0,100.0,16.7,100.0,0.0,4.8,42.7
2025-02-08,1198,1198.0,477.0,0.0,0.0,135.0,501.0,100.0,39.8,0.0,0.0,11.3,41.8
2025-02-09,1256,1256.0,336.0,0.0,0.0,78.0,537.0,100.0,26.8,0.0,0.0,6.2,42.8
2025-02-10,1092,1092.0,96.0,0.0,0.0,110.0,474.0,100.0,8.8,0.0,0.0,10.1,43.4
2025-02-11,1451,1451.0,270.0,1451.0,0.0,123.0,679.0,100.0,18.6,100.0,0.0,8.5,46.8
2025-02-12,978,742.0,156.0,978.0,0.0,28.0,415.0,75.9,16.0,100.0,0.0,2.9,42.4
2025-02-13,23,0.0,0.0,23.0,0.0,5.0,9.0,0.0,0.0,100.0,0.0,21.7,39.1
