date,total_videos,addiction,doom_scrolling,escapism,negative_mood,unhealthy_comparison,rabbit_holes,addiction_pct,doom_scrolling_pct,escapism_pct,negative_mood_pct,unhealthy_comparison_pct,rabbit_holes_pct
2024-03-26,58,4.0,17.0,0.0,0.0,7.0,2.0,6.9,29.3,0.0,0.0,12.1,3.4
2024-03-27,206,48.0,26.0,0.0,0.0,19.0,3.0,23.3,12.6,0.0,0.0,9.2,1.5
2024-03-28,74,0.0,13.0,0.0,0.0,1.0,0.0,0.0,17.6,0.0,0.0,1.4,0.0
2024-03-29,61,2.0,17.0,0.0,0.0,2.0,1.0,3.3,27.9,0.0,0.0,3.3,1.6
2024-03-30,17,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0
2024-03-31,41,7.0,12.0,0.0,0.0,0.0,0.0,17.1,29.3,0.0,0.0,0.0,0.0
2024-04-01,91,9.0,18.0,0.0,0.0,5.0,2.0,9.9,19.8,0.0,0.0,5.5,2.2
2024-04-02,95,0.0,14.0,0.0,0.0,4.0,3.0,0.0,14.7,0.0,0.0,4.2,3.2
2024-04-03,94,0.0,24.0,0.0,0.0,4.0,6.0,0.0,25.5,0.0,0.0,4.3,6.4
2024-04-04,118,1.0,11.0,0.0,0.0,8.0,10.0,0.8,9.3,0.0,0.0,6.8,8.5
2024-04-05,54,8.0,11.0,0.0,0.0,3.0,2.0,14.8,20.4,0.0,0.0,5.6,3.7
2024-04-06,3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-04-07,71,8.0,37.0,71.0,0.0,1.0,0.0,11.3,52.1,100.0,0.0,1.4,0.0
2024-04-08,47,17.0,18.0,0.0,0.0,8.0,0.0,36.2,38.3,0.0,0.0,17.0,0.0
2024-04-09,111,58.0,18.0,111.0,0.0,11.0,0.0,52.3,16.2,100.0,0.0,9.9,0.0
2024-04-10,146,59.0,30.0,0.0,0.0,14.0,6.0,40.4,20.5,0.0,0.0,9.6,4.1
2024-04-11,88,41.0,11.0,88.0,0.0,8.0,9.0,46.6,12.5,100.0,0.0,9.1,10.2
2024-04-12,36,0.0,15.0,0.0,0.0,2.0,4.0,0.0,41.7,0.0,0.0,5.6,11.1
2024-04-13,36,2.0,0.0,0.0,0.0,3.0,0.0,5.6,0.0,0.0,0.0,8.3,0.0
2024-04-14,121,54.0,17.0,0.0,0.0,8.0,10.0,44.6,14.0,0.0,0.0,6.6,8.3
2024-04-15,44,2.0,16.0,44.0,0.0,3.0,0.0,4.5,36.4,100.0,0.0,6.8,0.0
2024-04-16,69,21.0,21.0,69.0,0.0,0.0,6.0,30.4,30.4,100.0,0.0,0.0,8.7
2024-04-17,33,0.0,15.0,0.0,0.0,1.0,9.0,0.0,45.5,0.0,0.0,3.0,27.3
2024-04-18,25,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
2024-04-19,160,66.0,15.0,0.0,0.0,8.0,5.0,41.2,9.4,0.0,0.0,5.0,3.1
2024-04-20,138,84.0,18.0,0.0,0.0,22.0,9.0,60.9,13.0,0.0,0.0,15.9,6.5
2024-04-21,101,60.0,12.0,0.0,0.0,5.0,0.0,59.4,11.9,0.0,0.0,5.0,0.0
2024-04-22,73,35.0,16.0,73.0,0.0,6.0,3.0,47.9,21.9,100.0,0.0,8.2,4.1
2024-04-23,106,54.0,13.0,106.0,0.0,7.0,0.0,50.9,12.3,100.0,0.0,6.6,0.0
2024-04-24,121,46.0,23.0,0.0,0.0,9.0,22.0,38.0,19.0,0.0,0.0,7.4,18.2
2024-04-25,23,0.0,0.0,23.0,0.0,1.0,2.0,0.0,0.0,100.0,0.0,4.3,8.7
2024-04-26,165,76.0,29.0,0.0,0.0,19.0,10.0,46.1,17.6,0.0,0.0,11.5,6.1
2024-04-27,65,22.0,24.0,0.0,0.0,5.0,4.0,33.8,36.9,0.0,0.0,7.7,6.2
2024-04-28,68,12.0,18.0,0.0,0.0,10.0,8.0,17.6,26.5,0.0,0.0,14.7,11.8
2024-04-29,106,23.0,12.0,0.0,0.0,16.0,17.0,21.7,11.3,0.0,0.0,15.1,16.0
2024-04-30,49,20.0,17.0,0.0,0.0,4.0,5.0,40.8,34.7,0.0,0.0,8.2,10.2
2024-05-01,44,27.0,12.0,44.0,0.0,6.0,5.0,61.4,27.3,100.0,0.0,13.6,11.4
2024-05-02,92,45.0,22.0,0.0,0.0,9.0,1.0,48.9,23.9,0.0,0.0,9.8,1.1
2024-05-03,33,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0
2024-05-04,148,34.0,12.0,0.0,0.0,16.0,6.0,23.0,8.1,0.0,0.0,10.8,4.1
2024-05-05,96,56.0,31.0,0.0,0.0,14.0,6.0,58.3,32.3,0.0,0.0,14.6,6.2
2024-05-06,166,131.0,28.0,0.0,0.0,21.0,5.0,78.9,16.9,0.0,0.0,12.7,3.0
2024-05-07,80,21.0,12.0,0.0,0.0,11.0,4.0,26.2,15.0,0.0,0.0,13.8,5.0
2024-05-08,49,3.0,11.0,49.0,0.0,5.0,5.0,6.1,22.4,100.0,0.0,10.2,10.2
2024-05-09,186,83.0,16.0,0.0,0.0,13.0,18.0,44.6,8.6,0.0,0.0,7.0,9.7
2024-05-10,101,51.0,35.0,0.0,0.0,8.0,0.0,50.5,34.7,0.0,0.0,7.9,0.0
2024-05-11,85,67.0,31.0,0.0,0.0,6.0,5.0,78.8,36.5,0.0,0.0,7.1,5.9
2024-05-12,26,0.0,15.0,0.0,0.0,4.0,0.0,0.0,57.7,0.0,0.0,15.4,0.0
2024-05-13,133,87.0,19.0,0.0,0.0,12.0,6.0,65.4,14.3,0.0,0.0,9.0,4.5
2024-05-14,96,36.0,15.0,0.0,0.0,12.0,6.0,37.5,15.6,0.0,0.0,12.5,6.2
2024-05-15,59,12.0,22.0,0.0,0.0,7.0,0.0,20.3,37.3,0.0,0.0,11.9,0.0
2024-05-16,168,91.0,11.0,0.0,0.0,23.0,14.0,54.2,6.5,0.0,0.0,13.7,8.3
2024-05-17,102,71.0,33.0,0.0,0.0,11.0,4.0,69.6,32.4,0.0,0.0,10.8,3.9
2024-05-18,42,34.0,12.0,0.0,0.0,5.0,6.0,81.0,28.6,0.0,0.0,11.9,14.3
2024-05-19,112,42.0,14.0,0.0,0.0,14.0,15.0,37.5,12.5,0.0,0.0,12.5,13.4
2024-05-20,88,18.0,13.0,0.0,0.0,1.0,1.0,20.5,14.8,0.0,0.0,1.1,1.1
2024-05-21,89,29.0,19.0,89.0,0.0,5.0,7.0,32.6,21.3,100.0,0.0,5.6,7.9
2024-05-22,117,78.0,28.0,0.0,0.0,13.0,9.0,66.7,23.9,0.0,0.0,11.1,7.7
2024-05-23,38,0.0,16.0,0.0,0.0,4.0,6.0,0.0,42.1,0.0,0.0,10.5,15.8
2024-05-24,47,0.0,21.0,47.0,0.0,0.0,0.0,0.0,44.7,100.0,0.0,0.0,0.0
2024-05-25,26,0.0,15.0,0.0,0.0,0.0,3.0,0.0,57.7,0.0,0.0,0.0,11.5
2024-05-26,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-27,51,33.0,20.0,0.0,0.0,1.0,16.0,64.7,39.2,0.0,0.0,2.0,31.4
2024-05-28,48,0.0,11.0,48.0,0.0,3.0,0.0,0.0,22.9,100.0,0.0,6.2,0.0
2024-05-29,53,0.0,14.0,0.0,0.0,7.0,4.0,0.0,26.4,0.0,0.0,13.2,7.5
2024-05-30,63,27.0,14.0,0.0,0.0,10.0,9.0,42.9,22.2,0.0,0.0,15.9,14.3
2024-05-31,137,38.0,28.0,0.0,0.0,14.0,0.0,27.7,20.4,0.0,0.0,10.2,0.0
2024-06-01,56,16.0,18.0,0.0,0.0,0.0,0.0,28.6,32.1,0.0,0.0,0.0,0.0
2024-06-02,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-03,67,12.0,16.0,0.0,0.0,0.0,4.0,17.9,23.9,0.0,0.0,0.0,6.0
2024-06-04,43,0.0,12.0,0.0,0.0,1.0,5.0,0.0,27.9,0.0,0.0,2.3,11.6
2024-06-05,68,3.0,16.0,0.0,0.0,7.0,7.0,4.4,23.5,0.0,0.0,10.3,10.3
2024-06-06,180,2.0,23.0,0.0,0.0,19.0,0.0,1.1,12.8,0.0,0.0,10.6,0.0
2024-06-07,165,64.0,23.0,0.0,0.0,13.0,5.0,38.8,13.9,0.0,0.0,7.9,3.0
2024-06-08,51,18.0,12.0,0.0,0.0,13.0,0.0,35.3,23.5,0.0,0.0,25.5,0.0
2024-06-09,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-10,67,28.0,27.0,67.0,0.0,3.0,0.0,41.8,40.3,100.0,0.0,4.5,0.0
2024-06-11,68,0.0,23.0,0.0,0.0,1.0,0.0,0.0,33.8,0.0,0.0,1.5,0.0
2024-06-12,60,0.0,11.0,0.0,0.0,7.0,3.0,0.0,18.3,0.0,0.0,11.7,5.0
2024-06-13,61,3.0,18.0,0.0,0.0,7.0,4.0,4.9,29.5,0.0,0.0,11.5,6.6
2024-06-14,22,0.0,0.0,22.0,0.0,4.0,1.0,0.0,0.0,100.0,0.0,18.2,4.5
2024-06-15,42,0.0,22.0,0.0,0.0,4.0,4.0,0.0,52.4,0.0,0.0,9.5,9.5
2024-06-16,39,24.0,12.0,0.0,0.0,2.0,5.0,61.5,30.8,0.0,0.0,5.1,12.8
2024-06-17,53,1.0,23.0,0.0,0.0,3.0,2.0,1.9,43.4,0.0,0.0,5.7,3.8
2024-06-18,51,20.0,15.0,51.0,0.0,3.0,2.0,39.2,29.4,100.0,0.0,5.9,3.9
2024-06-19,25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
2024-06-20,43,0.0,20.0,0.0,0.0,1.0,4.0,0.0,46.5,0.0,0.0,2.3,9.3
2024-06-21,72,14.0,13.0,72.0,0.0,3.0,2.0,19.4,18.1,100.0,0.0,4.2,2.8
2024-06-22,60,29.0,13.0,0.0,0.0,4.0,0.0,48.3,21.7,0.0,0.0,6.7,0.0
2024-06-23,63,1.0,19.0,0.0,0.0,2.0,0.0,1.6,30.2,0.0,0.0,3.2,0.0
2024-06-24,79,0.0,15.0,0.0,0.0,4.0,3.0,0.0,19.0,0.0,0.0,5.1,3.8
2024-06-25,68,17.0,11.0,0.0,0.0,5.0,8.0,25.0,16.2,0.0,0.0,7.4,11.8
2024-06-26,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0
2024-06-27,42,0.0,12.0,0.0,0.0,3.0,4.0,0.0,28.6,0.0,0.0,7.1,9.5
2024-06-28,18,0.0,0.0,18.0,0.0,2.0,0.0,0.0,0.0,100.0,0.0,11.1,0.0
2024-06-29,53,52.0,21.0,0.0,0.0,6.0,2.0,98.1,39.6,0.0,0.0,11.3,3.8
2024-06-30,173,90.0,13.0,0.0,0.0,13.0,4.0,52.0,7.5,0.0,0.0,7.5,2.3
2024-07-01,51,4.0,14.0,0.0,0.0,4.0,0.0,7.8,27.5,0.0,0.0,7.8,0.0
2024-07-02,173,89.0,11.0,0.0,0.0,17.0,7.0,51.4,6.4,0.0,0.0,9.8,4.0
2024-07-03,48,20.0,11.0,0.0,0.0,0.0,5.0,41.7,22.9,0.0,0.0,0.0,10.4
2024-07-04,145,15.0,24.0,145.0,0.0,8.0,0.0,10.3,16.6,100.0,0.0,5.5,0.0
2024-07-05,40,21.0,15.0,0.0,0.0,6.0,0.0,52.5,37.5,0.0,0.0,15.0,0.0
2024-07-06,85,14.0,33.0,0.0,0.0,2.0,3.0,16.5,38.8,0.0,0.0,2.4,3.5
2024-07-07,61,57.0,42.0,0.0,0.0,3.0,0.0,93.4,68.9,0.0,0.0,4.9,0.0
2024-07-08,28,0.0,11.0,28.0,0.0,5.0,0.0,0.0,39.3,100.0,0.0,17.9,0.0
2024-07-09,137,33.0,24.0,137.0,0.0,10.0,0.0,24.1,17.5,100.0,0.0,7.3,0.0
2024-07-10,79,13.0,21.0,0.0,0.0,4.0,3.0,16.5,26.6,0.0,0.0,5.1,3.8
2024-07-11,21,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,38.1,0.0
2024-07-12,46,28.0,13.0,46.0,0.0,2.0,4.0,60.9,28.3,100.0,0.0,4.3,8.7
2024-07-13,82,60.0,24.0,0.0,0.0,7.0,10.0,73.2,29.3,0.0,0.0,8.5,12.2
2024-07-14,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,78,4.0,13.0,78.0,0.0,2.0,8.0,5.1,16.7,100.0,0.0,2.6,10.3
2024-07-16,548,108.0,145.0,0.0,0.0,30.0,230.0,19.7,26.5,0.0,0.0,5.5,42.0
2024-07-17,697,0.0,203.0,697.0,0.0,32.0,320.0,0.0,29.1,100.0,0.0,4.6,45.9
2024-07-18,147,0.0,83.0,147.0,0.0,7.0,45.0,0.0,56.5,100.0,0.0,4.8,30.6
2024-07-19,723,0.0,141.0,0.0,0.0,31.0,310.0,0.0,19.5,0.0,0.0,4.3,42.9
2024-07-20,560,429.0,37.0,0.0,0.0,13.0,242.0,76.6,6.6,0.0,0.0,2.3,43.2
2024-07-21,94,0.0,54.0,0.0,0.0,0.0,50.0,0.0,57.4,0.0,0.0,0.0,53.2
2024-07-22,961,0.0,293.0,961.0,0.0,26.0,431.0,0.0,30.5,100.0,0.0,2.7,44.8
2024-07-23,1054,66.0,48.0,1054.0,0.0,53.0,447.0,6.3,4.6,100.0,0.0,5.0,42.4
2024-07-24,771,281.0,64.0,771.0,0.0,35.0,316.0,36.4,8.3,100.0,0.0,4.5,41.0
2024-07-25,666,52.0,14.0,666.0,0.0,35.0,234.0,7.8,2.1,100.0,0.0,5.3,35.1
2024-07-26,460,0.0,98.0,460.0,0.0,53.0,185.0,0.0,21.3,100.0,0.0,11.5,40.2
2024-07-27,606,85.0,42.0,0.0,0.0,32.0,276.0,14.0,6.9,0.0,0.0,5.3,45.5
2024-07-28,1662,599.0,300.0,0.0,0.0,60.0,652.0,36.0,18.1,0.0,0.0,3.6,39.2
2024-07-29,406,57.0,111.0,0.0,0.0,62.0,187.0,14.0,27.3,0.0,0.0,15.3,46.1
2024-07-30,1008,12.0,97.0,0.0,0.0,26.0,402.0,1.2,9.6,0.0,0.0,2.6,39.9
2024-07-31,58,0.0,43.0,58.0,0.0,0.0,31.0,0.0,74.1,100.0,0.0,0.0,53.4
2024-08-01,403,69.0,76.0,403.0,0.0,32.0,177.0,17.1,18.9,100.0,0.0,7.9,43.9
2024-08-02,422,4.0,151.0,422.0,0.0,19.0,172.0,0.9,35.8,100.0,0.0,4.5,40.8
2024-08-03,49,1.0,11.0,0.0,0.0,0.0,22.0,2.0,22.4,0.0,0.0,0.0,44.9
2024-08-04,1039,145.0,13.0,0.0,0.0,32.0,396.0,14.0,1.3,0.0,0.0,3.1,38.1
2024-08-05,547,105.0,75.0,0.0,0.0,39.0,233.0,19.2,13.7,0.0,0.0,7.1,42.6
2024-08-06,293,2.0,11.0,0.0,0.0,7.0,110.0,0.7,3.8,0.0,0.0,2.4,37.5
2024-08-07,543,20.0,144.0,543.0,0.0,29.0,219.0,3.7,26.5,100.0,0.0,5.3,40.3
2024-08-08,164,0.0,42.0,164.0,0.0,6.0,64.0,0.0,25.6,100.0,0.0,3.7,39.0
2024-08-09,342,12.0,34.0,342.0,0.0,22.0,150.0,3.5,9.9,100.0,0.0,6.4,43.9
2024-08-10,887,162.0,88.0,887.0,0.0,36.0,376.0,18.3,9.9,100.0,0.0,4.1,42.4
2024-08-11,1637,430.0,165.0,0.0,0.0,31.0,661.0,26.3,10.1,0.0,0.0,1.9,40.4
2024-08-12,283,18.0,121.0,283.0,0.0,11.0,103.0,6.4,42.8,100.0,0.0,3.9,36.4
2024-08-13,748,14.0,52.0,748.0,0.0,4.0,319.0,1.9,7.0,100.0,0.0,0.5,42.6
2024-08-14,383,0.0,82.0,0.0,0.0,28.0,146.0,0.0,21.4,0.0,0.0,7.3,38.1
2024-08-15,147,0.0,67.0,147.0,0.0,0.0,73.0,0.0,45.6,100.0,0.0,0.0,49.7
2024-08-16,678,0.0,17.0,0.0,0.0,0.0,248.0,0.0,2.5,0.0,0.0,0.0,36.6
2024-08-17,179,127.0,89.0,0.0,0.0,9.0,79.0,70.9,49.7,0.0,0.0,5.0,44.1
2024-08-18,137,6.0,87.0,0.0,0.0,15.0,57.0,4.4,63.5,0.0,0.0,10.9,41.6
2024-08-19,84,0.0,63.0,0.0,0.0,17.0,35.0,0.0,75.0,0.0,0.0,20.2,41.7
2024-08-20,1093,4.0,104.0,1093.0,0.0,50.0,460.0,0.4,9.5,100.0,0.0,4.6,42.1
2024-08-21,472,80.0,95.0,0.0,0.0,1.0,220.0,16.9,20.1,0.0,0.0,0.2,46.6
2024-08-22,541,144.0,22.0,541.0,0.0,56.0,214.0,26.6,4.1,100.0,0.0,10.4,39.6
2024-08-23,776,582.0,147.0,0.0,0.0,32.0,317.0,75.0,18.9,0.0,0.0,4.1,40.9
2024-08-24,453,165.0,98.0,0.0,0.0,33.0,204.0,36.4,21.6,0.0,0.0,7.3,45.0
2024-08-25,631,232.0,114.0,0.0,0.0,12.0,284.0,36.8,18.1,0.0,0.0,1.9,45.0
2024-08-26,738,228.0,54.0,738.0,0.0,8.0,293.0,30.9,7.3,100.0,0.0,1.1,39.7
2024-08-27,167,138.0,27.0,0.0,0.0,1.0,37.0,82.6,16.2,0.0,0.0,0.6,22.2
2024-08-28,506,88.0,32.0,506.0,0.0,24.0,236.0,17.4,6.3,100.0,0.0,4.7,46.6
2024-08-29,1267,154.0,114.0,0.0,0.0,10.0,549.0,12.2,9.0,0.0,0.0,0.8,43.3
2024-08-30,428,190.0,124.0,0.0,0.0,29.0,176.0,44.4,29.0,0.0,0.0,6.8,41.1
2024-08-31,610,421.0,42.0,0.0,0.0,27.0,249.0,69.0,6.9,0.0,0.0,4.4,40.8
2024-09-01,195,11.0,33.0,0.0,0.0,21.0,81.0,5.6,16.9,0.0,0.0,10.8,41.5
2024-09-02,395,301.0,60.0,0.0,0.0,18.0,176.0,76.2,15.2,0.0,0.0,4.6,44.6
2024-09-03,570,273.0,37.0,570.0,0.0,43.0,240.0,47.9,6.5,100.0,0.0,7.5,42.1
2024-09-04,522,408.0,192.0,0.0,0.0,22.0,229.0,78.2,36.8,0.0,0.0,4.2,43.9
2024-09-05,238,230.0,114.0,0.0,0.0,7.0,72.0,96.6,47.9,0.0,0.0,2.9,30.3
2024-09-06,747,294.0,37.0,0.0,0.0,40.0,323.0,39.4,5.0,0.0,0.0,5.4,43.2
2024-09-07,1134,755.0,291.0,0.0,0.0,19.0,510.0,66.6,25.7,0.0,0.0,1.7,45.0
2024-09-08,327,79.0,14.0,0.0,0.0,28.0,132.0,24.2,4.3,0.0,0.0,8.6,40.4
2024-09-09,1399,1045.0,436.0,0.0,0.0,106.0,624.0,74.7,31.2,0.0,0.0,7.6,44.6
2024-09-10,821,149.0,36.0,0.0,0.0,12.0,371.0,18.1,4.4,0.0,0.0,1.5,45.2
2024-09-11,882,414.0,11.0,0.0,0.0,66.0,367.0,46.9,1.2,0.0,0.0,7.5,41.6
2024-09-12,626,350.0,83.0,0.0,0.0,29.0,285.0,55.9,13.3,0.0,0.0,4.6,45.5
2024-09-13,551,226.0,154.0,0.0,0.0,65.0,231.0,41.0,27.9,0.0,0.0,11.8,41.9
2024-09-14,515,378.0,58.0,0.0,0.0,33.0,219.0,73.4,11.3,0.0,0.0,6.4,42.5
2024-09-15,604,283.0,71.0,0.0,0.0,44.0,237.0,46.9,11.8,0.0,0.0,7.3,39.2
2024-09-16,934,416.0,90.0,934.0,0.0,26.0,409.0,44.5,9.6,100.0,0.0,2.8,43.8
2024-09-17,863,454.0,24.0,0.0,0.0,46.0,386.0,52.6,2.8,0.0,0.0,5.3,44.7
2024-09-18,393,87.0,42.0,0.0,0.0,35.0,191.0,22.1,10.7,0.0,0.0,8.9,48.6
2024-09-19,242,9.0,57.0,0.0,0.0,23.0,123.0,3.7,23.6,0.0,0.0,9.5,50.8
2024-09-20,774,321.0,203.0,0.0,0.0,45.0,336.0,41.5,26.2,0.0,0.0,5.8,43.4
2024-09-21,379,228.0,126.0,0.0,0.0,3.0,154.0,60.2,33.2,0.0,0.0,0.8,40.6
2024-09-22,613,439.0,130.0,0.0,0.0,0.0,253.0,71.6,21.2,0.0,0.0,0.0,41.3
2024-09-23,438,15.0,11.0,438.0,0.0,12.0,184.0,3.4,2.5,100.0,0.0,2.7,42.0
2024-09-24,432,220.0,100.0,0.0,0.0,17.0,190.0,50.9,23.1,0.0,0.0,3.9,44.0
2024-09-25,631,334.0,84.0,631.0,0.0,29.0,287.0,52.9,13.3,100.0,0.0,4.6,45.5
2024-09-26,529,215.0,214.0,0.0,0.0,46.0,250.0,40.6,40.5,0.0,0.0,8.7,47.3
2024-09-27,458,248.0,45.0,0.0,0.0,33.0,215.0,54.1,9.8,0.0,0.0,7.2,46.9
2024-09-28,558,101.0,36.0,0.0,0.0,49.0,242.0,18.1,6.5,0.0,0.0,8.8,43.4
2024-09-29,330,178.0,13.0,0.0,0.0,18.0,166.0,53.9,3.9,0.0,0.0,5.5,50.3
2024-09-30,313,232.0,54.0,313.0,0.0,6.0,109.0,74.1,17.3,100.0,0.0,1.9,34.8
2024-10-01,384,83.0,31.0,0.0,0.0,36.0,172.0,21.6,8.1,0.0,0.0,9.4,44.8
2024-10-02,178,32.0,62.0,178.0,0.0,19.0,80.0,18.0,34.8,100.0,0.0,10.7,44.9
2024-10-03,268,37.0,167.0,268.0,0.0,19.0,120.0,13.8,62.3,100.0,0.0,7.1,44.8
2024-10-04,247,47.0,20.0,0.0,0.0,2.0,93.0,19.0,8.1,0.0,0.0,0.8,37.7
2024-10-05,643,276.0,39.0,0.0,0.0,23.0,307.0,42.9,6.1,0.0,0.0,3.6,47.7
2024-10-06,605,3.0,214.0,0.0,0.0,34.0,245.0,0.5,35.4,0.0,0.0,5.6,40.5
2024-10-07,699,627.0,150.0,699.0,0.0,73.0,311.0,89.7,21.5,100.0,0.0,10.4,44.5
2024-10-08,378,97.0,99.0,0.0,0.0,39.0,171.0,25.7,26.2,0.0,0.0,10.3,45.2
2024-10-09,812,269.0,118.0,0.0,0.0,49.0,357.0,33.1,14.5,0.0,0.0,6.0,44.0
2024-10-10,751,105.0,63.0,0.0,0.0,57.0,303.0,14.0,8.4,0.0,0.0,7.6,40.3
2024-10-11,386,210.0,139.0,0.0,0.0,46.0,165.0,54.4,36.0,0.0,0.0,11.9,42.7
2024-10-12,296,144.0,58.0,0.0,0.0,11.0,134.0,48.6,19.6,0.0,0.0,3.7,45.3
2024-10-13,682,346.0,108.0,0.0,0.0,75.0,265.0,50.7,15.8,0.0,0.0,11.0,38.9
2024-10-14,432,251.0,149.0,0.0,0.0,26.0,192.0,58.1,34.5,0.0,0.0,6.0,44.4
2024-10-15,607,293.0,107.0,607.0,0.0,8.0,261.0,48.3,17.6,100.0,0.0,1.3,43.0
2024-10-16,515,100.0,168.0,0.0,0.0,23.0,237.0,19.4,32.6,0.0,0.0,4.5,46.0
2024-10-17,817,145.0,51.0,0.0,0.0,13.0,348.0,17.7,6.2,0.0,0.0,1.6,42.6
2024-10-18,626,318.0,126.0,0.0,0.0,64.0,284.0,50.8,20.1,0.0,0.0,10.2,45.4
2024-10-19,784,460.0,36.0,0.0,0.0,68.0,356.0,58.7,4.6,0.0,0.0,8.7,45.4
2024-10-20,837,46.0,23.0,0.0,0.0,20.0,357.0,5.5,2.7,0.0,0.0,2.4,42.7
2024-10-21,459,34.0,22.0,0.0,0.0,27.0,199.0,7.4,4.8,0.0,0.0,5.9,43.4
2024-10-22,318,62.0,27.0,0.0,0.0,33.0,146.0,19.5,8.5,0.0,0.0,10.4,45.9
