hour,addiction,addiction_rolling,doom_scrolling,doom_scrolling_rolling,escapism,escapism_rolling,negative_mood,negative_mood_rolling,unhealthy_comparison,unhealthy_comparison_rolling,rabbit_holes,rabbit_holes_rolling
2024-02-28 03:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-28 04:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-28 05:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-28 06:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-28 07:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-28 08:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.25
2024-02-28 09:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-28 10:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-28 11:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-28 12:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-28 13:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-28 14:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-28 15:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-28 16:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-28 17:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-28 18:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-28 19:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-28 20:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-28 21:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-28 22:00:00+00:00,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-28 23:00:00+00:00,3.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-29 00:00:00+00:00,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-29 01:00:00+00:00,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-29 02:00:00+00:00,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-29 03:00:00+00:00,11.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-29 04:00:00+00:00,2.0,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-29 05:00:00+00:00,11.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-29 06:00:00+00:00,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-29 07:00:00+00:00,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2024-02-29 08:00:00+00:00,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29 09:00:00+00:00,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29 10:00:00+00:00,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29 11:00:00+00:00,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29 12:00:00+00:00,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29 13:00:00+00:00,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29 14:00:00+00:00,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29 15:00:00+00:00,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29 16:00:00+00:00,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29 17:00:00+00:00,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29 18:00:00+00:00,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29 19:00:00+00:00,0.0,1.1666666666666667,20.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29 20:00:00+00:00,0.0,1.1666666666666667,15.0,1.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29 21:00:00+00:00,0.0,1.1666666666666667,0.0,1.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29 22:00:00+00:00,0.0,1.1666666666666667,33.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29 23:00:00+00:00,3.0,1.1666666666666667,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 00:00:00+00:00,0.0,1.1666666666666667,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 01:00:00+00:00,0.0,1.1666666666666667,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 02:00:00+00:00,0.0,1.125,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 03:00:00+00:00,0.0,0.6666666666666666,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 04:00:00+00:00,2.0,0.6666666666666666,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 05:00:00+00:00,4.0,0.375,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 06:00:00+00:00,0.0,0.375,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 07:00:00+00:00,0.0,0.375,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 08:00:00+00:00,0.0,0.375,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 09:00:00+00:00,0.0,0.375,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 10:00:00+00:00,0.0,0.375,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 11:00:00+00:00,0.0,0.375,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 12:00:00+00:00,0.0,0.375,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 13:00:00+00:00,0.0,0.375,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 14:00:00+00:00,1.0,0.4166666666666667,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 15:00:00+00:00,0.0,0.4166666666666667,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 16:00:00+00:00,28.0,1.5833333333333333,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 17:00:00+00:00,1.0,1.625,1.0,4.041666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 18:00:00+00:00,1.0,1.6666666666666667,1.0,4.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 19:00:00+00:00,36.0,3.1666666666666665,36.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 20:00:00+00:00,4.0,3.3333333333333335,4.0,4.291666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 21:00:00+00:00,0.0,3.3333333333333335,0.0,4.291666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 22:00:00+00:00,0.0,3.3333333333333335,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01 23:00:00+00:00,0.0,3.2083333333333335,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 00:00:00+00:00,5.0,3.4166666666666665,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 01:00:00+00:00,1.0,3.4583333333333335,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 02:00:00+00:00,0.0,3.4583333333333335,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 03:00:00+00:00,0.0,3.4583333333333335,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 04:00:00+00:00,9.0,3.75,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 05:00:00+00:00,12.0,4.083333333333333,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 06:00:00+00:00,0.0,4.083333333333333,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 07:00:00+00:00,0.0,4.083333333333333,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 08:00:00+00:00,11.0,4.541666666666667,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 09:00:00+00:00,14.0,5.125,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 10:00:00+00:00,2.0,5.208333333333333,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 11:00:00+00:00,10.0,5.625,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 12:00:00+00:00,0.0,5.625,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 13:00:00+00:00,0.0,5.625,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 14:00:00+00:00,2.0,5.666666666666667,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 15:00:00+00:00,0.0,5.666666666666667,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 16:00:00+00:00,0.0,4.5,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 17:00:00+00:00,0.0,4.458333333333333,0.0,1.7083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 18:00:00+00:00,3.0,4.541666666666667,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 19:00:00+00:00,3.0,3.1666666666666665,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 20:00:00+00:00,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 21:00:00+00:00,3.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 22:00:00+00:00,1.0,3.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02 23:00:00+00:00,22.0,4.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 00:00:00+00:00,1.0,3.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 01:00:00+00:00,16.0,4.541666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 02:00:00+00:00,8.0,4.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 03:00:00+00:00,1.0,4.916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 04:00:00+00:00,0.0,4.541666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 05:00:00+00:00,6.0,4.291666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 06:00:00+00:00,4.0,4.458333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 07:00:00+00:00,8.0,4.791666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 08:00:00+00:00,3.0,4.458333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 09:00:00+00:00,0.0,3.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 10:00:00+00:00,0.0,3.7916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 11:00:00+00:00,6.0,3.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 12:00:00+00:00,0.0,3.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 13:00:00+00:00,0.0,3.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 14:00:00+00:00,0.0,3.5416666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 15:00:00+00:00,0.0,3.5416666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 16:00:00+00:00,0.0,3.5416666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 17:00:00+00:00,0.0,3.5416666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 18:00:00+00:00,0.0,3.4166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 19:00:00+00:00,0.0,3.2916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 20:00:00+00:00,6.0,3.5416666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 21:00:00+00:00,3.0,3.5416666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 22:00:00+00:00,2.0,3.5833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03 23:00:00+00:00,5.0,2.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 00:00:00+00:00,16.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 01:00:00+00:00,1.0,2.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 02:00:00+00:00,0.0,2.5416666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 03:00:00+00:00,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 04:00:00+00:00,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 05:00:00+00:00,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 06:00:00+00:00,0.0,2.0833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 07:00:00+00:00,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 08:00:00+00:00,0.0,1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 09:00:00+00:00,0.0,1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 10:00:00+00:00,1.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 11:00:00+00:00,1.0,1.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 12:00:00+00:00,6.0,1.7083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 13:00:00+00:00,0.0,1.7083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 14:00:00+00:00,0.0,1.7083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 15:00:00+00:00,3.0,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 16:00:00+00:00,3.0,1.9583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 17:00:00+00:00,0.0,1.9583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 18:00:00+00:00,8.0,2.2916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 19:00:00+00:00,0.0,2.2916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 20:00:00+00:00,0.0,2.0416666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 21:00:00+00:00,0.0,1.9166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 22:00:00+00:00,11.0,2.2916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04 23:00:00+00:00,8.0,2.4166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05 00:00:00+00:00,3.0,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05 01:00:00+00:00,8.0,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05 02:00:00+00:00,3.0,2.2916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
