video_id,category,score,timestamp,sentiment,sentiment_score,source_file
18000,motivation and mental strength,0.7261732816696167,"Jul 2, 2024, 3:51:20 AM PST",NEGATIVE,0.6343156695365906,youtube_analysis_20250303_022941_mental_health.csv
18000,mental health experiences,0.6393613815307617,"Jul 2, 2024, 3:51:20 AM PST",NEGATIVE,0.6343156695365906,youtube_analysis_20250303_022941_mental_health.csv
18000,social anxiety and relationships,0.53290194272995,"Jul 2, 2024, 3:51:20 AM PST",NEGATIVE,0.6343156695365906,youtube_analysis_20250303_022941_mental_health.csv
18000,addiction awareness and recovery,0.4800664484500885,"Jul 2, 2024, 3:51:20 AM PST",NEGATIVE,0.6343156695365906,youtube_analysis_20250303_022941_mental_health.csv
18000,mindfulness and mental wellness,0.44207563996315,"Jul 2, 2024, 3:51:20 AM PST",NEGATIVE,0.6343156695365906,youtube_analysis_20250303_022941_mental_health.csv
18000,emotional health discussion,0.4107566475868225,"Jul 2, 2024, 3:51:20 AM PST",NEGATIVE,0.6343156695365906,youtube_analysis_20250303_022941_mental_health.csv
18000,work-life balance and burnout,0.3947487771511078,"Jul 2, 2024, 3:51:20 AM PST",NEGATIVE,0.6343156695365906,youtube_analysis_20250303_022941_mental_health.csv
18000,mental health education,0.3176500201225281,"Jul 2, 2024, 3:51:20 AM PST",NEGATIVE,0.6343156695365906,youtube_analysis_20250303_022941_mental_health.csv
18001,emotional health discussion,0.38390371203422546,"Jul 2, 2024, 3:51:10 AM PST",NEGATIVE,0.9578321576118469,youtube_analysis_20250303_022941_mental_health.csv
18001,addiction awareness and recovery,0.4275039732456207,"Jul 2, 2024, 3:51:10 AM PST",NEGATIVE,0.9578321576118469,youtube_analysis_20250303_022941_mental_health.csv
18001,mindfulness and mental wellness,0.5305030941963196,"Jul 2, 2024, 3:51:10 AM PST",NEGATIVE,0.9578321576118469,youtube_analysis_20250303_022941_mental_health.csv
18001,motivation and mental strength,0.8759979009628296,"Jul 2, 2024, 3:51:10 AM PST",NEGATIVE,0.9578321576118469,youtube_analysis_20250303_022941_mental_health.csv
18001,mental health experiences,0.948260486125946,"Jul 2, 2024, 3:51:10 AM PST",NEGATIVE,0.9578321576118469,youtube_analysis_20250303_022941_mental_health.csv
18001,self-improvement and personal growth,0.9772769212722778,"Jul 2, 2024, 3:51:10 AM PST",NEGATIVE,0.9578321576118469,youtube_analysis_20250303_022941_mental_health.csv
18001,mental health education,0.6352677345275879,"Jul 2, 2024, 3:51:10 AM PST",NEGATIVE,0.9578321576118469,youtube_analysis_20250303_022941_mental_health.csv
18002,trauma awareness and healing,0.6002345085144043,"Jul 2, 2024, 3:50:55 AM PST",POSITIVE,0.9558574557304382,youtube_analysis_20250303_022941_mental_health.csv
18002,therapy and mental health support,0.3487665355205536,"Jul 2, 2024, 3:50:55 AM PST",POSITIVE,0.9558574557304382,youtube_analysis_20250303_022941_mental_health.csv
18002,anxiety and stress management,0.41231629252433777,"Jul 2, 2024, 3:50:55 AM PST",POSITIVE,0.9558574557304382,youtube_analysis_20250303_022941_mental_health.csv
18002,sleep and mental wellness,0.41644182801246643,"Jul 2, 2024, 3:50:55 AM PST",POSITIVE,0.9558574557304382,youtube_analysis_20250303_022941_mental_health.csv
18002,social anxiety and relationships,0.45678994059562683,"Jul 2, 2024, 3:50:55 AM PST",POSITIVE,0.9558574557304382,youtube_analysis_20250303_022941_mental_health.csv
18002,depression and emotional support,0.4771178066730499,"Jul 2, 2024, 3:50:55 AM PST",POSITIVE,0.9558574557304382,youtube_analysis_20250303_022941_mental_health.csv
18002,mental health education,0.6254880428314209,"Jul 2, 2024, 3:50:55 AM PST",POSITIVE,0.9558574557304382,youtube_analysis_20250303_022941_mental_health.csv
18002,mindfulness and mental wellness,0.5796688199043274,"Jul 2, 2024, 3:50:55 AM PST",POSITIVE,0.9558574557304382,youtube_analysis_20250303_022941_mental_health.csv
18002,self-care practices,0.6797584891319275,"Jul 2, 2024, 3:50:55 AM PST",POSITIVE,0.9558574557304382,youtube_analysis_20250303_022941_mental_health.csv
18002,emotional health discussion,0.7463381886482239,"Jul 2, 2024, 3:50:55 AM PST",POSITIVE,0.9558574557304382,youtube_analysis_20250303_022941_mental_health.csv
18002,work-life balance and burnout,0.7541321516036987,"Jul 2, 2024, 3:50:55 AM PST",POSITIVE,0.9558574557304382,youtube_analysis_20250303_022941_mental_health.csv
18002,mental health experiences,0.8521210551261902,"Jul 2, 2024, 3:50:55 AM PST",POSITIVE,0.9558574557304382,youtube_analysis_20250303_022941_mental_health.csv
