end_time,ms_played,track_name,artist_name,album_name,url,start_time
2023-11-17 23:00:16+00:00,2500,Paisa - Club Mix Version,Manak-E,De Dana Dan,spotify:track:4IbdbJPP5I8AIBRUjea2mm,2023-11-17 23:00:14
2023-11-17 23:00:17+00:00,530,Baamulaiza - Ragga Mix Version,Pritam,De Dana Dan,spotify:track:4XkNFn2CKEZqmfVn02oQEf,2023-11-17 23:00:17
2023-11-17 23:00:19+00:00,740,Hotty Naughty - Remix Version,Kalpana Patowary,De Dana Dan,spotify:track:4iddA3wMA54ChHBKuPQCb2,2023-11-17 23:00:19
2023-11-17 23:00:19+00:00,1260,Gale Lag Ja - Version 2,Javed Ali,De Dana Dan,spotify:track:2HWOWnLbaNZBhTJPTQkLy9,2023-11-17 23:00:17
2023-11-17 23:00:20+00:00,280,Baamulaiza - Remix Version,Mika Singh,De Dana Dan,spotify:track:5BU6I5kRmHacyLDVAx9nA5,2023-11-17 23:00:19
2023-11-17 23:00:23+00:00,2370,Dil Tod Ke,Manan Bhardwaj,Dil Tod Ke,spotify:track:5j0djbgoEhOeGTXw6OaBjo,2023-11-17 23:00:21
2023-11-17 23:00:23+00:00,700,Ek Din Teri Raahon,Javed Ali,Naqaab - Original Motion Picture Soundtrack,spotify:track:6UEhNvccAc4OyEDJYB5brb,2023-11-17 23:00:23
2023-11-17 23:00:34+00:00,10100,"Rishte Naate - From ""De Dana Dan""",Rahat Fateh Ali Khan,Tera Mera Saath Ho,spotify:track:6alUOXeJ3T6vi8dkN8QSbi,2023-11-17 23:00:24
2023-11-17 23:04:25+00:00,80140,Tere Liye,Atif Aslam,Prince - Original Motion Picture Soundtrack,spotify:track:0fCQRUbk8LIQTdQYGNtGyv,2023-11-17 23:00:34
2023-11-17 23:09:57+00:00,332120,Tere Liye (Instrumental),Madan Mohan,Romancing The Legend: Veer-Zaara Instrumental,spotify:track:6ZUOhTs1fZem4YYsvdUEdK,2023-11-17 23:04:25
2023-11-17 23:14:12+00:00,254180,Do Pal (Instrumental),Madan Mohan,Romancing The Legend: Veer-Zaara Instrumental,spotify:track:6Sx8XC2ILmbZB2CFR1wzbW,2023-11-17 23:09:57
2023-11-17 23:16:53+00:00,161080,Saiyaara - Flute Version (Instrumental),Sohail Sen,Saiyaara - Flute Version (Instrumental),spotify:track:6fFrlxnC8DD8lCaRrbaorS,2023-11-17 23:14:13
2023-11-17 23:16:59+00:00,5170,Dil Ko Karaar Aaya - Reprise,Neha Kakkar,Dil Ko Karaar Aaya,spotify:track:6SBlqmSIbgk1qHbwxB7fu3,2023-11-17 23:16:54
2023-11-17 23:17:03+00:00,4850,Kaise Main Kahun Tujhse Flute Version,Rahul Krishnan,Hindi Retro Instrumental,spotify:track:6IR4AoxP2wbUleEaXZLnP6,2023-11-17 23:16:59
2023-11-17 23:17:05+00:00,1690,Pehle to Kabhi Kabhi,Altaf Raja,Dil Ke Tukde Hazaar Huye,spotify:track:5j2Iw1j167KuBj1iyM78xE,2023-11-17 23:17:04
2023-11-17 23:17:07+00:00,1700,Tere Liye,Madan Mohan,Veer - Zaara,spotify:track:3i11e2jzUtO3jChiFl3v9x,2023-11-17 23:17:06
2023-11-17 23:18:46+00:00,98840,Sharara,Jeet-Pritam,Mere Yaar Ki Shaadi Hai,spotify:track:1akzSqvnTzAxlyWYqTZcJX,2023-11-17 23:17:07
2023-11-17 23:19:42+00:00,56905,Om Shanti Om (Instrumental),Vishal-Shekhar,Om Shanti Om,spotify:track:4kqUlN3craCx3ZIBIfhp2X,2023-11-17 23:18:47
2023-11-17 23:20:41+00:00,57874,Zinda Rehti Hain Unki Mohabbatein,Jatin-Lalit,Mohabbatein,spotify:track:3HYF4u13huHTkHQnBgit3N,2023-11-17 23:19:43
2023-11-17 23:20:43+00:00,1810,Sach Keh Raha Hai Flute Version,Rahul Krishnan,Hindi Retro Instrumental,spotify:track:1SgK4E5E4OUEB9tNqj9zIm,2023-11-17 23:20:42
2023-11-17 23:20:44+00:00,390,Kyon Hawa (Instrumental),Madan Mohan,Romancing The Legend: Veer-Zaara Instrumental,spotify:track:5coqS9rmJYtMpvhXlCD4mZ,2023-11-17 23:20:44
2023-11-17 23:20:44+00:00,890,Saaiyaan - Flute Version (Instrumental),Sohail Sen,Saaiyaan - Flute Version (Instrumental),spotify:track:0VNDEUzLr8hMzTyehNSHbQ,2023-11-17 23:20:44
2023-11-17 23:20:47+00:00,1530,Jab Se Door Lage,Altaf Raja,Dil Ke Tukde Hazaar Huye,spotify:track:1nYoUjFieDPNtSUktbH53E,2023-11-17 23:20:45
2023-11-17 23:20:54+00:00,7000,Theme Music (Aap Mujhe Achche Lagne Lage) - Aap Mujhe Achche Lagne Lage / Soundtrack Version,Rajesh Roshan,Aap Mujhe Achche Lagne Lage,spotify:track:5EfEnuqae3UGuL9Ap3f56T,2023-11-17 23:20:47
2023-11-17 23:23:11+00:00,137691,Mohabbatein Love Themes (Instrumental),Jatin-Lalit,Mohabbatein,spotify:track:456NfBAJUbDmaXw3pjIFFk,2023-11-17 23:20:55
2023-11-17 23:23:37+00:00,24858,The Love Legend Theme (Instrumental),Madan Mohan,The Love Legend Themes: Veer-Zaara Themes & Instrumental Scores,spotify:track:1zhgYGGACYv5z31lD0gB78,2023-11-17 23:23:11
2023-11-17 23:23:39+00:00,1280,Aga Naga PS1,Prags,Aga Naga PS1,spotify:track:3p6a8gaoAeT6hQ8j298zJm,2023-11-17 23:23:38
2023-11-17 23:25:52+00:00,127378,Krishna Theme (Flute),Paras Nath,Oh My God,spotify:track:6SeGCrn4WCKigFotOvSBka,2023-11-17 23:23:39
2023-11-17 23:26:20+00:00,26781,Jiya - Instrumental,Sohail Sen,Yrf Romantic Melodies – Instrumental,spotify:track:1o0cbGRoRwm1WnZbQSAhLR,2023-11-17 23:25:52
2023-11-17 23:26:27+00:00,7410,Bebo,Alisha Chinai,Kambakkht Ishq (Original Motion Picture Soundtrack),spotify:track:0GNq37PiMmflUA7uCnSh3W,2023-11-17 23:26:21
2023-11-17 23:31:06+00:00,279222,Main Yahaan Hoon (Instrumental),Madan Mohan,Romancing The Legend: Veer-Zaara Instrumental,spotify:track:5mkLx3WvzQd6DflyamDOGz,2023-11-17 23:26:28
2023-11-17 23:32:23+00:00,75417,Lamha Lamha,Abhijeet,Gangster,spotify:track:6a9Rp2NthjmNU52TcCEQQ7,2023-11-17 23:31:06
2023-11-17 23:34:54+00:00,151340,Kahin Aag Lage Lag Jaaye,Asha Bhosle,Taal - Original Motion Picture Soundtrack,spotify:track:5y0t6OQy8nVGoeIoNcQZ7g,2023-11-17 23:32:23
2023-11-17 23:34:55+00:00,1080,Teri Fariyad,Rekha Bhardwaj,Tum Bin 2,spotify:track:369oZK7hzwq2wHzRWzs9xh,2023-11-17 23:34:55
2023-11-17 23:34:56+00:00,750,Saaiyaan,Vishal-Shekhar,Ta Ra Rum Pum,spotify:track:5TwBs8jF4YYmnSFDkxSXKF,2023-11-17 23:34:56
2023-11-17 23:36:57+00:00,120820,Haule Haule - Instrumental,Salim–Sulaiman,Yrf Romantic Melodies – Instrumental,spotify:track:4op4OWJ19LaMOSId2BBebp,2023-11-17 23:34:57
2023-11-17 23:37:00+00:00,2820,Zaara-Bauji Theme (Instrumental),Madan Mohan,The Love Legend Themes: Veer-Zaara Themes & Instrumental Scores,spotify:track:0N7I4n27C4ohUpssooA2LC,2023-11-17 23:36:58
2023-11-17 23:37:02+00:00,1410,Dil-E-Naadaan Tujhe Hua Kya Hai,Jagjit Singh,Main Ghalib,spotify:track:32pak2UWgCO1r5fZwUPKOa,2023-11-17 23:37:01
2023-11-17 23:37:05+00:00,2230,Tinka Tinka,Alisha Chinai,Karam,spotify:track:7ybkDTSOcZu431OzpfcOJv,2023-11-17 23:37:02
2023-11-17 23:37:06+00:00,1640,Kehta Hai Pal Pal,Armaan Malik,Kehta Hai Pal Pal,spotify:track:2t34R5GIi95a9JI1tATTFg,2023-11-17 23:37:05
2023-11-17 23:37:08+00:00,1180,Lazy Lamhe,Shankar-Ehsaan-Loy,Thoda Pyaar Thoda Magic,spotify:track:2IZQG2wYoVncO3hWCD4IyM,2023-11-17 23:37:07
2023-11-17 23:41:34+00:00,267206,Yeh Hum Aa Gaye Hain Kahaan (Instrumental),Madan Mohan,Romancing The Legend: Veer-Zaara Instrumental,spotify:track:14FAQM63evCXLoQmqFQq0c,2023-11-17 23:37:08
2023-11-17 23:48:44+00:00,294608,Isq Risk - Instrumental,Sohail Sen,Yrf Romantic Melodies – Instrumental,spotify:track:255dwsEGFdK8Prtb2KObc1,2023-11-17 23:41:35
2023-11-17 23:50:42+00:00,116956,Zara Zara Bahekta Hai Flute Version,Rahul Krishnan,Hindi Retro Instrumental,spotify:track:18yIB3iMTdYve5it2uFFpB,2023-11-17 23:48:45
2023-11-17 23:50:49+00:00,6187,Meeting Place,Ranbir Kapoor,Rockstar,spotify:track:09NCo4MjEUXzQ12sRoZBWJ,2023-11-17 23:50:42
2023-11-18 00:15:15+00:00,7080,Meeting Place,Ranbir Kapoor,Rockstar,spotify:track:09NCo4MjEUXzQ12sRoZBWJ,2023-11-18 00:15:06
2023-11-18 00:22:38+00:00,442318,Chanda Chamke,Jatin-Lalit,Fanaa,spotify:track:4KSHc0ATBNg29sFqUmcfNq,2023-11-18 00:15:17
2023-11-18 00:22:49+00:00,9761,Zinda Rehti Hain Unki Mohabbatein,Jatin-Lalit,Mohabbatein,spotify:track:3HYF4u13huHTkHQnBgit3N,2023-11-18 00:22:39
2023-11-18 00:27:00+00:00,252200,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,2023-11-18 00:22:49
2023-11-18 00:27:07+00:00,5240,Ye Jawaani Teri,Sachin-Jigar,Meri Pyaari Bindu,spotify:track:5BE6214zFFNKBCYYj1sFpu,2023-11-18 00:27:01
2023-11-18 00:32:04+00:00,297651,Selfie Le Le Re,Pritam,Bajrangi Bhaijaan,spotify:track:0Zz7AEZfBKP2U7sO0WJKER,2023-11-18 00:27:07
2023-11-18 00:37:07+00:00,301428,Tere Liye,Madan Mohan,Veer - Zaara,spotify:track:3i11e2jzUtO3jChiFl3v9x,2023-11-18 00:32:04
2023-11-18 00:38:12+00:00,49140,Main Koi Aisa Geet Gaoon,Abhijeet,Yes Boss,spotify:track:0WBClBemYPJR44H6uIn0kp,2023-11-18 00:37:07
2023-11-19 20:50:54+00:00,15701,Main Koi Aisa Geet Gaoon,Abhijeet,Yes Boss,spotify:track:0WBClBemYPJR44H6uIn0kp,2023-11-19 20:50:36
2023-11-19 20:50:55+00:00,0,Jhanjharia - Male Version,Abhijeet,Krishna - Original Motion Picture Soundtrack,spotify:track:7v6kXbTvpHbhq5LHruy0xV,2023-11-19 20:50:55
2023-11-19 20:53:31+00:00,155840,Daaru Desi,Benny Dayal,Cocktail (Original Motion Picture Soundtrack),spotify:track:5pAo2q7eVt65OSkwYgqhHl,2023-11-19 20:50:56
2023-11-19 20:53:32+00:00,341,Senorita,Farhan Akhtar,Zindagi Na Milegi Dobara,spotify:track:3TAhWtQnpoL5Vl9VQPl9fU,2023-11-19 20:53:31
2023-11-19 20:57:32+00:00,241668,"Ajab Si (From ""Om Shanti Om"")",KK,Zindagi Do Pal Ki - K.K. All Time Hits,spotify:track:2RgvvnMwtP0R2OkVZmFvnV,2023-11-19 20:53:32
2023-11-19 20:57:40+00:00,6493,Moh Moh Ke Dhaage (Male),Anu Malik,Dum Laga Ke Haisha,spotify:track:189DQylImZ1hGZaIpAQUzx,2023-11-19 20:57:32
2023-11-19 21:02:50+00:00,3733,"Chaand Taare (From ""Yes Boss"")",Abhijeet,My Best Collection,spotify:track:5Cdd8p9sxRczQX6GFC8CdH,2023-11-19 20:57:40
2023-11-19 21:02:51+00:00,1280,"Kitaben Bahut Si (From ""Baazigar"")",Asha Bhosle,Suron Ki Mallika - Asha Bhosle,spotify:track:6boYaYafMoyPZAw8VMasNm,2023-11-19 21:02:51
2023-11-19 21:02:52+00:00,1045,Genda Phool,Rekha Bhardwaj,Delhi-6,spotify:track:15Vuw407y6UWIPUfGrpJ1e,2023-11-19 21:02:52
2023-11-19 21:07:04+00:00,252200,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,2023-11-19 21:02:53
2023-11-19 21:12:28+00:00,323520,Teri Deewani,Kailash Kher,Kailasa,spotify:track:2iNqdCchlUZEgjJbQyZf8T,2023-11-19 21:07:05
2023-11-19 21:12:40+00:00,10394,"Waada Raha Sanam (From ""Khiladi"")",Abhijeet,Sensational Duets,spotify:track:3SwkKcpCModXgfYCFn67CA,2023-11-19 21:12:29
2023-11-19 21:12:42+00:00,1280,Tu Meri Dost Hain,Benny Dayal,Yuvvraaj,spotify:track:02N5ZxOVugGQmKeIT0VXUx,2023-11-19 21:12:41
2023-11-19 21:12:43+00:00,1215,"Kaun Tujhe (From ""M.S.Dhoni - The Untold Story"")",Palak Muchhal,Best Of Palak Muchhal,spotify:track:1q6pMQBRILzkz0g4rKEXdM,2023-11-19 21:12:42
2023-11-19 21:15:58+00:00,50474,Zara Sa Jhoom Loon Main,Asha Bhosle,"Baarishein, Chai Aur Asha",spotify:track:6d13KGoCX7FlpxQdfjcs7b,2023-11-19 21:12:43
2023-11-19 21:16:02+00:00,3413,Sooraj Ki Baahon Mein,Dominique Cerejo,Zindagi Na Milegi Dobara,spotify:track:723xQva0yBF7M6K3nDAG8R,2023-11-19 21:15:59
2023-11-19 21:16:03+00:00,1621,Dil Chura Liya - Jhankar Beats,Abhijeet,Dil Chura Liya,spotify:track:7CPFotvK1Go1FKuj7uovu0,2023-11-19 21:16:02
2023-11-19 21:16:17+00:00,13653,"Mere Nishaan (From ""Oh My God"")",Kailash Kher,Best Of Kailash Kher,spotify:track:7y2LdSannuZhlHK3eTOyly,2023-11-19 21:16:04
2023-11-19 21:20:45+00:00,194602,Socha Hai,Farhan Akhtar,Rock On,spotify:track:7IjnfuMNfdrAXbefurdIIR,2023-11-19 21:16:18
2023-11-20 00:47:07+00:00,51513,Socha Hai,Farhan Akhtar,Rock On,spotify:track:7IjnfuMNfdrAXbefurdIIR,2023-11-20 00:46:15
2023-11-20 00:49:53+00:00,165446,Pichle Saat Dinon Mein (Album Version),Farhan Akhtar,Rock On,spotify:track:1QQqHS80CpR8tA2lR8O65y,2023-11-20 00:47:07
2023-11-20 00:49:59+00:00,5376,Rock On!!,Farhan Akhtar,Rock On,spotify:track:6fABlNfAOylt7ZxfX8K1XL,2023-11-20 00:49:54
2023-11-20 00:49:59+00:00,810,Ye Tumhari Meri Baatein,Dominique,Rock On,spotify:track:1xaj4bm3GMthtoZHUfepl1,2023-11-20 00:49:59
2023-11-20 00:50:00+00:00,896,Zehreelay,Suraj Jagan,Rock On,spotify:track:2QDTZUphD5Gc3cuIpVFcDy,2023-11-20 00:50:00
2023-11-20 00:50:01+00:00,746,Tum Ho Toh,Farhan Akhtar,Rock On,spotify:track:2uy15favOgEOtS8wjAD9B1,2023-11-20 00:50:01
2023-11-20 00:50:07+00:00,5802,Sinbad The Sailor,Farhan Akhtar,Rock On,spotify:track:03VTytguq5MS6e3x03y5i1,2023-11-20 00:50:02
2023-11-20 00:52:25+00:00,138047,Tere Liye,Madan Mohan,Veer - Zaara,spotify:track:3i11e2jzUtO3jChiFl3v9x,2023-11-20 00:50:08
2023-11-20 17:33:42+00:00,56150,Tere Liye,Madan Mohan,Veer - Zaara,spotify:track:3i11e2jzUtO3jChiFl3v9x,2023-11-20 17:32:43
2023-11-20 17:38:28+00:00,285450,Main Yahaan Hoon,Madan Mohan,Veer - Zaara,spotify:track:3OAFzjwWionh8OfM4kgf2R,2023-11-20 17:33:43
2023-11-20 17:45:35+00:00,427781,Aisa Des Hai Mera,Madan Mohan,Veer - Zaara,spotify:track:4M7pu2MwyGysZM4deGXueq,2023-11-20 17:38:29
2023-11-20 17:51:18+00:00,343066,Yeh Hum Aa Gaye Hain Kahaan,Madan Mohan,Veer - Zaara,spotify:track:7sSYkaAXRgnzoQYrGgrvlX,2023-11-20 17:45:36
2023-11-20 17:55:45+00:00,265926,Do Pal,Madan Mohan,Veer - Zaara,spotify:track:7fyIuR4aaWb6iltlAoSkxF,2023-11-20 17:51:19
2023-11-20 17:56:27+00:00,42096,Kyon Hawa,Madan Mohan,Veer - Zaara,spotify:track:2cNeEQhITgmjkk5SHd5IXY,2023-11-20 17:55:45
2023-11-20 22:42:04+00:00,2037,Kyon Hawa,Madan Mohan,Veer - Zaara,spotify:track:2cNeEQhITgmjkk5SHd5IXY,2023-11-20 17:56:38
2023-11-20 22:42:07+00:00,2058,Hum To Bhai Jaise Hain,Madan Mohan,Veer - Zaara,spotify:track:1eR6d1EuujPXYHXEKgK6VU,2023-11-20 22:42:05
2023-11-20 22:42:08+00:00,640,Lodi,Madan Mohan,Veer - Zaara,spotify:track:5xoZAi6EnVLl94L1OxJtqE,2023-11-20 22:42:08
2023-11-20 22:42:08+00:00,778,Aaya Tere Dar Par,Madan Mohan,Veer - Zaara,spotify:track:7d5Sk1Omu1qfyOPnlPO9d1,2023-11-20 22:42:07
2023-11-20 22:42:09+00:00,778,Tum Paas Aa Rahe Ho,Madan Mohan,Veer - Zaara,spotify:track:4xxI0wbCGoJVjnLGDIucn6,2023-11-20 22:42:09
2023-11-20 22:42:10+00:00,618,Jaane Kyon,Madan Mohan,Veer - Zaara,spotify:track:2UWIOwIxG63aqXK1TDiWVr,2023-11-20 22:42:10
2023-11-20 22:42:12+00:00,1130,"Chaand Taare (From ""Yes Boss"")",Abhijeet,My Best Collection,spotify:track:5Cdd8p9sxRczQX6GFC8CdH,2023-11-20 22:42:11
2023-11-20 23:19:41+00:00,46673,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,2023-11-20 22:42:12
2023-11-20 23:24:00+00:00,260940,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,2023-11-20 23:19:35
2023-11-20 23:28:50+00:00,289373,"Chaand Taare (From ""Yes Boss"")",Abhijeet,My Best Collection,spotify:track:5Cdd8p9sxRczQX6GFC8CdH,2023-11-20 23:24:00
2023-11-20 23:28:56+00:00,5236,Zaara-Bauji Theme (Instrumental),Madan Mohan,The Love Legend Themes: Veer-Zaara Themes & Instrumental Scores,spotify:track:0N7I4n27C4ohUpssooA2LC,2023-11-20 23:28:50
2023-11-20 23:34:50+00:00,353693,Zara Sa Jhoom Loon Main,Asha Bhosle,"Baarishein, Chai Aur Asha",spotify:track:6d13KGoCX7FlpxQdfjcs7b,2023-11-20 23:28:57
2023-11-20 23:39:03+00:00,252477,"Beete Lamhein (From ""The Train"")",KK,Zindagi Do Pal Ki - K.K. All Time Hits,spotify:track:0dJacN6K3mSGLE9p7QE0lO,2023-11-20 23:34:50
2023-11-20 23:39:10+00:00,5259,Dil-E-Naadaan Tujhe Hua Kya Hai,Jagjit Singh,Main Ghalib,spotify:track:32pak2UWgCO1r5fZwUPKOa,2023-11-20 23:39:04
2023-11-20 23:41:54+00:00,164270,Woh Lamhe Woh Baatein,Atif Aslam,Zeher,spotify:track:5fwRhPXAvGgzUxW62ZCvEg,2023-11-20 23:39:11
2023-11-20 23:45:46+00:00,230820,Tujh Mein Rab Dikhta Hai,Salim–Sulaiman,Rab Ne Bana Di Jodi,spotify:track:2LcXJP95e4HKydTZ2mYfrx,2023-11-20 23:41:55
2023-11-20 23:45:46+00:00,880,Moh Moh Ke Dhaage (Male),Anu Malik,Dum Laga Ke Haisha,spotify:track:189DQylImZ1hGZaIpAQUzx,2023-11-20 23:45:46
2023-11-20 23:45:48+00:00,1830,Main Yahaan Hoon (Instrumental),Madan Mohan,Romancing The Legend: Veer-Zaara Instrumental,spotify:track:5mkLx3WvzQd6DflyamDOGz,2023-11-20 23:45:47
2023-11-20 23:45:50+00:00,1630,Mere Mehboob Qayamat Hogi,Kishore Kumar,Mr. X In Bombay,spotify:track:3MRREVp7Vwiivsny9bGd9O,2023-11-20 23:45:49
2023-11-20 23:45:52+00:00,1290,Dialogues (Hum Aapke Hain Koun),Madhuri Dixit,Hum Aapke Hain Koun,spotify:track:1JIpTqNYDoO8izwIiTZki7,2023-11-20 23:45:51
2023-11-20 23:45:53+00:00,1720,Jhanjharia - Male Version,Abhijeet,Krishna - Original Motion Picture Soundtrack,spotify:track:7v6kXbTvpHbhq5LHruy0xV,2023-11-20 23:45:52
2023-11-20 23:45:56+00:00,2130,Jiye Toh Jiye Kaise 2.0,Stebin Ben,Jiye Toh Jiye Kaise 2.0,spotify:track:5wi8UMMGlsKoBxXmbBFsF6,2023-11-20 23:45:54
2023-11-20 23:45:58+00:00,1160,Raat Ka Nasha,Anu Malik,Asoka (Original Motion Picture Soundtrack),spotify:track:4gjFNGQ0BodNqiOAOAOMSW,2023-11-20 23:45:56
2023-11-20 23:46:07+00:00,9680,Tere Liye,Madan Mohan,Veer - Zaara,spotify:track:3i11e2jzUtO3jChiFl3v9x,2023-11-20 23:45:58
2023-11-20 23:50:18+00:00,252200,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,2023-11-20 23:46:07
2023-11-20 23:50:48+00:00,29500,Baamulaiza,Mika Singh,De Dana Dan,spotify:track:56aLd3VIL6vOYloB3nPbNj,2023-11-20 23:50:19
2023-11-20 23:55:03+00:00,252200,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,2023-11-20 23:50:49
2023-11-20 23:55:23+00:00,18200,Baamulaiza,Mika Singh,De Dana Dan,spotify:track:56aLd3VIL6vOYloB3nPbNj,2023-11-20 23:55:03
2023-11-20 23:56:04+00:00,40820,Titliaan,Afsana Khan,Titliaan,spotify:track:1980E4Grgu5xAhNbFZ1mb1,2023-11-20 23:55:23
2023-11-20 23:56:44+00:00,28580,,,,,2023-11-20 23:56:05
2023-11-20 23:59:41+00:00,177068,Titliaan,Afsana Khan,Titliaan,spotify:track:1980E4Grgu5xAhNbFZ1mb1,2023-11-20 23:56:45
2023-11-21 00:03:57+00:00,254911,Challa,A.R. Rahman,Jab Tak Hai Jaan,spotify:track:6wXPV6dNRAhFavrRaCdMXT,2023-11-20 23:59:42
2023-11-21 00:03:58+00:00,1030,Tu Mileya,Darshan Raval,Tu Mileya,spotify:track:7glqjOAauUoPmOXp2Ovpcf,2023-11-21 00:03:58
2023-11-21 00:03:59+00:00,960,Insane,AP Dhillon,Insane,spotify:track:3UhmuWcFaLS3AO3kI9ynQ2,2023-11-21 00:03:59
2023-11-21 00:06:37+00:00,157410,Titliaan Warga,Harrdy Sandhu,Titliaan Warga,spotify:track:37TjLqLaiOX1QmcKPgb3TC,2023-11-21 00:04:00
2023-11-21 00:06:38+00:00,770,Illegal Weapon,Garry Sandhu,Illegal Weapon,spotify:track:3Oe3VdPn6rAueriQvFhCBA,2023-11-21 00:06:38
2023-11-21 00:06:39+00:00,890,Shape,Kaka,Another Side,spotify:track:0j9Y4rbP8dkNipKoCR1gva,2023-11-21 00:06:39
2023-11-21 00:06:40+00:00,1070,Fallin for You,Shrey Singhal,Fallin for You,spotify:track:3uOh60vBloFwAv1akxP5Mj,2023-11-21 00:06:40
2023-11-21 00:06:42+00:00,510,Rabba Mehar Kari,Darshan Raval,Rabba Mehar Kari,spotify:track:7oUCpKXbK5PdNB0ytPOSqH,2023-11-21 00:06:41
2023-11-21 00:06:42+00:00,380,Madhanya,Rahul Vaidya,Madhanya,spotify:track:26dEvQuPwM3T61PKzoJiht,2023-11-21 00:06:42
2023-11-21 00:06:43+00:00,460,Outlaw,Sidhu Moose Wala,Outlaw,spotify:track:7tZQznsUajYIVj4IwALXmz,2023-11-21 00:06:43
2023-11-21 00:06:44+00:00,580,Phulkari,Karan Randhawa,Phulkari,spotify:track:1f660M0jwz7F4qlDjTSLmO,2023-11-21 00:06:43
2023-11-21 00:06:44+00:00,790,Heer,A.R. Rahman,Jab Tak Hai Jaan,spotify:track:1CapGmE3jqZpEATdujksnX,2023-11-21 00:06:44
2023-11-21 00:06:45+00:00,910,Dil Todya,Satbir Aujla,Dil Todya,spotify:track:5XLGe55N7WuoXIgG60KR83,2023-11-21 00:06:45
2023-11-21 00:11:01+00:00,256474,Heer,A.R. Rahman,Jab Tak Hai Jaan,spotify:track:1CapGmE3jqZpEATdujksnX,2023-11-21 00:06:46
2023-11-21 00:11:19+00:00,16155,Dil Todya,Satbir Aujla,Dil Todya,spotify:track:5XLGe55N7WuoXIgG60KR83,2023-11-21 00:11:02
2023-11-21 00:11:23+00:00,3890,Ranjha - Sid X Kiara Version,Jasleen Royal,Ranjha,spotify:track:1nvvaiJbrhCkM3Az74N1pM,2023-11-21 00:11:19
2023-11-21 00:11:25+00:00,1050,"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,Raataan Lambiyan,spotify:track:2rOnSn2piaqLAlYjtfUBlY,2023-11-21 00:11:25
2023-11-21 00:11:25+00:00,1460,Tod Gayi,Khan Saab,Tod Gayi,spotify:track:77rovUbI0HYyc1AMjvWvp5,2023-11-21 00:11:23
2023-11-21 00:11:26+00:00,1010,White Brown Black,Avvy Sra,White Brown Black,spotify:track:3nKQrVVlwbAQSnFbgZWdN0,2023-11-21 00:11:26
2023-11-21 00:11:28+00:00,870,Bijlee Bijlee,Harrdy Sandhu,Bijlee Bijlee,spotify:track:1iZLpuGMr4tn1F5bZu32Kb,2023-11-21 00:11:27
2023-11-21 00:11:29+00:00,770,Expert Jatt,Nawab,Expert Jatt,spotify:track:7rr6n1NFIcQXCsi43P0YNl,2023-11-21 00:11:28
2023-11-21 00:11:30+00:00,1060,Kya Baat Aa,Karan Aujla,Kya Baat Aa,spotify:track:5XBUtdLhHkWMacY3I5kz8X,2023-11-21 00:11:29
2023-11-21 00:11:31+00:00,580,Excuses,AP Dhillon,Excuses,spotify:track:29m79w9xPMH4YCD6r8JSmV,2023-11-21 00:11:31
2023-11-21 00:17:56+00:00,1207,Bewafa,Imran Khan,Bewafa,spotify:track:4FcknXDJ8yW2QYUl0cm6uJ,2023-11-21 00:13:02
2023-11-21 00:18:15+00:00,2640,Mileya Mileya,Rekha Bhardwaj,Happy Ending (Original Motion Picture Soundtrack),spotify:track:2IarWd16hKAvXU8vnEunVb,2023-11-21 00:17:56
2023-11-21 00:21:04+00:00,83630,Bewafa,Imran Khan,Bewafa,spotify:track:4FcknXDJ8yW2QYUl0cm6uJ,2023-11-21 00:11:32
2023-11-21 00:21:05+00:00,169151,Bewafa,Imran Khan,Bewafa,spotify:track:4FcknXDJ8yW2QYUl0cm6uJ,2023-11-21 00:18:16
2023-11-21 00:22:09+00:00,55895,Bewafa,Imran Khan,Bewafa,spotify:track:4FcknXDJ8yW2QYUl0cm6uJ,2023-11-21 00:21:05
2023-11-21 00:22:39+00:00,27774,Mileya Mileya,Rekha Bhardwaj,Happy Ending (Original Motion Picture Soundtrack),spotify:track:2IarWd16hKAvXU8vnEunVb,2023-11-21 00:22:10
2023-11-21 00:22:40+00:00,1000,Kya Baat Ay,Harrdy Sandhu,Kya Baat Ay,spotify:track:1ZaeaGLhFSckG8sv1y7AWk,2023-11-21 00:22:39
2023-11-21 00:22:52+00:00,5390,Nira Ishq,Guri,Nira Ishq,spotify:track:0Id2IzhR3w50aP2PHfMUE3,2023-11-21 00:22:40
2023-11-21 00:26:45+00:00,234486,Tu Jo Mila,Pritam,Bajrangi Bhaijaan,spotify:track:7txLCGOXyDlDXTjtR1Sk4v,2023-11-21 00:22:52
