end_time,ms_played,track_name,artist_name,album_name,url,start_time
2024-04-12 16:37:50+00:00,13710,"Marham (Pehle Bhi Main) [From ""ANIMAL""]",Vishal Mishra,"Marham (Pehle Bhi Main) [From ""ANIMAL""]",spotify:track:1fGXJZny7HUQnLKwttxmYw,2024-04-12 16:37:37
2024-04-12 16:41:07+00:00,197030,Dhoom Machale,Pritam,Dhoom,spotify:track:2cYVtBHkrkk7F2qU2Y7Fn0,2024-04-12 16:37:51
2024-04-12 22:23:04+00:00,725,Shikdum,Pritam,Dhoom,spotify:track:6BJxQbKyQSdBOBIuW5TTmi,2024-04-12 22:23:04
2024-04-12 22:23:04+00:00,1845,Dhoom Machale,Pritam,Dhoom,spotify:track:2cYVtBHkrkk7F2qU2Y7Fn0,2024-04-12 17:00:11
2024-04-12 22:23:05+00:00,928,Dilbara,Pritam,Dhoom,spotify:track:4kUWdUJZnxWMxY31AzorKa,2024-04-12 22:23:05
2024-04-12 22:23:09+00:00,3178,Salaame,Pritam,Dhoom,spotify:track:26VnEKps0l0JWIrdx2E62G,2024-04-12 22:23:06
2024-04-12 22:23:10+00:00,864,Dilbara (Reprisal) Edit,Pritam,Dhoom,spotify:track:4Ks3SUM8jaYAJcxhGEuu5n,2024-04-12 22:23:10
2024-04-12 22:23:10+00:00,1322,Shikdum (The Bedroom Mix),Pritam,Dhoom,spotify:track:0lZTqACM4CrVFkmcqE4gIg,2024-04-12 22:23:09
2024-04-12 22:26:57+00:00,227260,Dhoom Dhoom,Pritam,Dhoom,spotify:track:680su2851wO74z7uNBcAbF,2024-04-12 22:23:11
2024-04-12 22:27:57+00:00,58330,I Am In Love,Pritam,Once Upon A Time In Mumbaai,spotify:track:1e9JTfYjUGDFSMfB66Z86y,2024-04-12 22:26:58
2024-04-12 22:27:59+00:00,1557,Kaisa Ye Raaz Hai,Pranay.M. Rijia,RAAZ - The Mystery Continues (Original Motion Picture Soundtrack),spotify:track:6VpywY7DEMDSmpiY4tKpwX,2024-04-12 22:27:58
2024-04-12 22:28:11+00:00,12895,I Am In Love,Pritam,Once Upon A Time In Mumbaai,spotify:track:1e9JTfYjUGDFSMfB66Z86y,2024-04-12 22:27:59
2024-04-12 22:32:56+00:00,285108,I Am In Love,Pritam,Once Upon A Time In Mumbaai,spotify:track:3FS3ItpUATpALLi90uvkde,2024-04-12 22:28:12
2024-04-12 22:37:35+00:00,269720,O Jaana,Raju Singh,Yaad Aayenge Ye Pal,spotify:track:1HmW7N27GQItxBR5dTqjZy,2024-04-12 22:32:57
2024-04-12 22:39:28+00:00,113264,"Marham (Pehle Bhi Main) [From ""ANIMAL""]",Vishal Mishra,"Marham (Pehle Bhi Main) [From ""ANIMAL""]",spotify:track:1fGXJZny7HUQnLKwttxmYw,2024-04-12 22:37:35
2024-04-12 22:40:20+00:00,50129,Tera Hone Laga Hoon,Atif Aslam,Best of Romance: Atif Aslam & Pritam,spotify:track:48Ix6ReYdJf2H4mKb3TIpj,2024-04-12 22:39:28
2024-04-12 22:46:47+00:00,377493,Kaisa Ye Raaz Hai,Pranay.M. Rijia,RAAZ - The Mystery Continues (Original Motion Picture Soundtrack),spotify:track:6VpywY7DEMDSmpiY4tKpwX,2024-04-12 22:40:20
2024-04-12 22:47:23+00:00,34086,Tera Mera Rishta,Mustafa Zahid,Awarapan (Original Soundtrack),spotify:track:2PxZSFOv7RebkeSEwQTjr7,2024-04-12 22:46:48
2024-04-12 22:48:16+00:00,53760,Sang Rahiyo,Jasleen Royal,Sang Rahiyo,spotify:track:45PA9lW7U5LYnlpGrdTyHY,2024-04-12 22:47:23
2024-04-12 22:52:09+00:00,233302,Jhak Maar Ke,Pritam,Desi Boyz,spotify:track:7pTYN6Gxy3MOibdXmkzc5V,2024-04-12 22:48:17
2024-04-12 22:57:16+00:00,306503,Criminal,Akon,Ra-One,spotify:track:39bx4zZrPxTjw8VNuvjt6X,2024-04-12 22:52:09
2024-04-12 23:02:51+00:00,333508,Tu Jaane Na,Atif Aslam,Best of Romance: Atif Aslam & Pritam,spotify:track:5vGiuYFSGekGLgbxhV1rD5,2024-04-12 22:57:17
2024-04-12 23:02:53+00:00,1301,Dariya,Arko,Baar Baar Dekho,spotify:track:4ulISxSlTF9LXHs9dir9Z1,2024-04-12 23:02:51
2024-04-12 23:04:26+00:00,93248,Mannat,Darshan Raval,Dard,spotify:track:26elzgFl8tvajnDfeoY1YF,2024-04-12 23:02:53
2024-04-12 23:04:31+00:00,5280,"Bin Tere Sanam (From ""Yaara Dildara"")",Udit Narayan,My Best Collection - Udit Narayan,spotify:track:6nDJIzi6BezsTcCdw8fmMg,2024-04-12 23:04:26
2024-04-12 23:04:36+00:00,5269,Madhubala,Amit Trivedi,Songs of Love,spotify:track:3hcwpXiJtR7kwDrWllcH0v,2024-04-12 23:04:32
2024-04-12 23:04:38+00:00,1856,Jiyein Kyun,Pritam,Dum Maaro Dum,spotify:track:0up9rhm9qt2LW7cnoDFCMk,2024-04-12 23:04:37
2024-04-12 23:09:41+00:00,303640,Ishq Bulaava,Vishal-Shekhar,Hasee Toh Phasee (Original Motion Picture Soundtrack),spotify:track:1fkjRQA8wXPPyxqYLbxuqy,2024-04-12 23:04:39
2024-04-12 23:09:53+00:00,10665,Nazm Nazm,Arko,Hits of Ayushmann Khurrana,spotify:track:1tCduDqB3J8r90FAxprLzO,2024-04-12 23:09:42
2024-04-12 23:14:05+00:00,252200,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,2024-04-12 23:09:54
2024-04-12 23:14:25+00:00,17998,Saajan Ve,Darshan Raval,Saajan Ve,spotify:track:3iFYJMrRS0fLrwDNVbqNF0,2024-04-12 23:14:05
2024-04-12 23:18:06+00:00,222133,Party On My Mind,Pritam,Race 2,spotify:track:5Rn1DPzSzUktbhuNDDJocS,2024-04-12 23:14:25
2024-04-12 23:21:37+00:00,210951,Naina Da Kya Kasoor,Amit Trivedi,Andhadhun,spotify:track:2g3o6I7YuKFEUn9OOfuAfP,2024-04-12 23:18:06
2024-04-13 00:22:39+00:00,253196,Kukkad,Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),spotify:track:7DbE178OOsJfJKyiNObOsw,2024-04-12 23:21:38
2024-04-13 00:30:10+00:00,313613,Raat Ka Nasha,Anu Malik,Asoka (Original Motion Picture Soundtrack),spotify:track:4gjFNGQ0BodNqiOAOAOMSW,2024-04-13 00:22:40
2024-04-13 00:30:28+00:00,17050,Roshni Se,Anu Malik,Asoka (Original Motion Picture Soundtrack),spotify:track:09alvUm3cAzvGc3xMg0WZz,2024-04-13 00:30:10
2024-04-13 00:30:30+00:00,2261,O Re Kanchi,Anu Malik,Asoka (Original Motion Picture Soundtrack),spotify:track:4ViWr3p2fbaLBcejEgxNbb,2024-04-13 00:30:28
2024-04-13 00:30:32+00:00,1951,Raat Ka Nasha,Anu Malik,Asoka (Original Motion Picture Soundtrack),spotify:track:6c3Q6tMBsqucdb1TpPybGv,2024-04-13 00:30:31
2024-04-13 00:30:35+00:00,2303,Aa Tayar Hoja,Anu Malik,Asoka (Original Motion Picture Soundtrack),spotify:track:4mfMJpOXbMUOXiKKnbkqV2,2024-04-13 00:30:33
2024-04-13 00:30:41+00:00,6368,Asoka Theme - Instrumental,Sandeep Chowta,Asoka (Original Motion Picture Soundtrack),spotify:track:01rFBZIBjQAMlc0LsTGd2i,2024-04-13 00:30:35
2024-04-13 00:30:51+00:00,8682,"Jiya Jale (From ""Dil Se"")",Lata Mangeshkar,Lata Mangeshkar - The Nightingale of India,spotify:track:6B58TJqjGLQuuZBhQ3UnEA,2024-04-13 00:30:42
2024-04-13 00:30:53+00:00,1440,"Chaand Taare (From ""Yes Boss"")",Abhijeet,My Best Collection,spotify:track:5Cdd8p9sxRczQX6GFC8CdH,2024-04-13 00:30:51
2024-04-13 00:36:31+00:00,264500,Kaho Na Kaho,rash,Kaho Na Kaho,spotify:track:41TPQOdEjRE2jqWs1n7wEW,2024-04-13 00:30:53
2024-04-13 00:41:14+00:00,278732,Criminal,Akon,Ra-One,spotify:track:39bx4zZrPxTjw8VNuvjt6X,2024-04-13 00:36:32
2024-04-13 00:44:20+00:00,184596,"Koi Na Koi Chahiye - From ""Deewana""",Vinod Rathod,Best of Bollywood Singers - Shaan & Vinod Rathod,spotify:track:2SIi6cD1f9VrDnd5MUSpIG,2024-04-13 00:41:15
2024-04-13 00:47:47+00:00,208093,Darling,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:6z3p3Gm5FOH1n22ummzEh7,2024-04-13 00:44:20
2024-04-13 00:51:29+00:00,220714,Lovely,Kanika Kapoor,Happy New Year,spotify:track:1YTU6H9mLYZZMP78x5V7KC,2024-04-13 00:47:47
2024-04-13 00:52:01+00:00,25925,"Hum to Deewane Huye (From ""Baadshah"")",Abhijeet,Sensational Duets,spotify:track:5qG6jYnBmGMdKS1WiZBgj5,2024-04-13 00:51:29
2024-04-13 00:57:07+00:00,216240,Dhoom Machale,Pritam,Dhoom,spotify:track:2cYVtBHkrkk7F2qU2Y7Fn0,2024-04-13 00:53:29
2024-04-13 00:57:20+00:00,13070,Shikdum,Pritam,Dhoom,spotify:track:6BJxQbKyQSdBOBIuW5TTmi,2024-04-13 00:57:08
2024-04-13 01:02:30+00:00,311057,Behka,Karthik,Ghajini,spotify:track:0prCd0oIexRBiok6kBOeLp,2024-04-13 00:57:21
2024-04-13 01:11:09+00:00,268051,Latoo,Shreya Ghoshal,Ghajini,spotify:track:4CuBg0h6kD85MPN8Ntq6Zr,2024-04-13 01:02:31
2024-04-13 01:13:47+00:00,156841,Kaise Mujhe (Instrumental),A.R. Rahman,Ghajini,spotify:track:02nOZG5WrxCHEYbjjxeZQf,2024-04-13 01:11:09
2024-04-13 01:15:25+00:00,98444,"Marham (Pehle Bhi Main) [From ""ANIMAL""]",Vishal Mishra,"Marham (Pehle Bhi Main) [From ""ANIMAL""]",spotify:track:1fGXJZny7HUQnLKwttxmYw,2024-04-13 01:13:48
2024-04-13 01:15:47+00:00,19715,Tera Hone Laga Hoon,Atif Aslam,Best of Romance: Atif Aslam & Pritam,spotify:track:48Ix6ReYdJf2H4mKb3TIpj,2024-04-13 01:15:25
2024-04-13 01:16:13+00:00,26400,Lat Lag Gayee,Benny Dayal,Race 2,spotify:track:5XsoDbDt98b0FkFLOhsJuS,2024-04-13 01:15:47
2024-04-13 01:16:22+00:00,8690,Criminal,Akon,Ra-One,spotify:track:39bx4zZrPxTjw8VNuvjt6X,2024-04-13 01:16:13
2024-04-13 01:17:44+00:00,85160,Sun Saathiya,Divya Kumar,ABCD 2,spotify:track:5a2Hoi1wuhCA6Ob7pbOlpW,2024-04-13 01:16:22
2024-04-14 01:56:31+00:00,79530,Sun Saathiya,Divya Kumar,ABCD 2,spotify:track:5a2Hoi1wuhCA6Ob7pbOlpW,2024-04-14 01:55:10
2024-04-14 01:56:32+00:00,1220,"Chaand Taare (From ""Yes Boss"")",Abhijeet,My Best Collection,spotify:track:5Cdd8p9sxRczQX6GFC8CdH,2024-04-14 01:56:32
2024-04-14 02:24:34+00:00,208093,Darling,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:6z3p3Gm5FOH1n22ummzEh7,2024-04-14 01:56:33
2024-04-14 02:39:06+00:00,264333,Mahiya,Suzzane D'Mello,Awarapan (Original Soundtrack),spotify:track:4qOtDofZEAOYJ1Dq9GXgiM,2024-04-14 02:24:35
2024-04-14 02:40:40+00:00,92723,Tere Liye,Atif Aslam,Best of Romance: Atif Aslam & Pritam,spotify:track:0xlWd9o8yjKpJ02WJy79kZ,2024-04-14 02:39:07
2024-04-15 23:29:29+00:00,103264,Chaand Baaliyan,Aditya A,Chaand Baaliyan,spotify:track:0snQrp1VaY5Pj1YIHRJpRJ,2024-04-15 23:27:46
2024-04-15 23:29:30+00:00,495,Dariya,Arko,Baar Baar Dekho,spotify:track:4ulISxSlTF9LXHs9dir9Z1,2024-04-15 23:29:29
2024-04-15 23:29:32+00:00,1500,Tareefan,QARAN,Veere Di Wedding,spotify:track:2SN54RFfaafTk7TE1n1Na4,2024-04-15 23:29:31
2024-04-15 23:29:35+00:00,3130,Chale Jaana Phir (Humko Tere Bina),Denny,Chale Jaana Phir (Humko Tere Bina),spotify:track:04ChFQZCKl2yRcvc0VR7qN,2024-04-15 23:29:33
2024-04-15 23:29:36+00:00,900,Tum Tak - Lofi Flip,Deepanshu Ruhela,Tum Tak,spotify:track:4DvAqLQNC0kW3XT2EE69cY,2024-04-15 23:29:36
2024-04-15 23:29:37+00:00,860,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Raghav,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")",spotify:track:6IR6mzRO60hnMjNoq8rCPE,2024-04-15 23:29:37
2024-04-15 23:29:38+00:00,520,Hale Dil,Harshit Saxena,Murder 2,spotify:track:6GQK4G5o60E8YA18DGpAzv,2024-04-15 23:29:38
2024-04-15 23:30:55+00:00,77440,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Raghav,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")",spotify:track:6IR6mzRO60hnMjNoq8rCPE,2024-04-15 23:29:39
2024-04-15 23:36:11+00:00,316381,Hale Dil,Harshit Saxena,Murder 2,spotify:track:6GQK4G5o60E8YA18DGpAzv,2024-04-15 23:30:56
2024-04-15 23:36:17+00:00,4768,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,2024-04-15 23:36:12
2024-04-15 23:36:18+00:00,900,Tujh Mein Rab Dikhta Hai,Salim–Sulaiman,Rab Ne Bana Di Jodi,spotify:track:2LcXJP95e4HKydTZ2mYfrx,2024-04-15 23:36:18
2024-04-15 23:36:19+00:00,410,Zihaal e Miskin,Javed-Mohsin,Zihaal e Miskin,spotify:track:51DEaelXeJJ6cFFYbX8Hal,2024-04-15 23:36:19
2024-04-15 23:36:20+00:00,650,Hamari Atariya,Rekha Bhardwaj,Dedh Ishqiya,spotify:track:2hykXvjXceH1wGiJErDJjj,2024-04-15 23:36:19
2024-04-15 23:39:19+00:00,180905,Zihaal e Miskin,Javed-Mohsin,Zihaal e Miskin,spotify:track:51DEaelXeJJ6cFFYbX8Hal,2024-04-15 23:36:20
2024-04-15 23:39:36+00:00,14974,Hamari Atariya,Rekha Bhardwaj,Dedh Ishqiya,spotify:track:2hykXvjXceH1wGiJErDJjj,2024-04-15 23:39:20
2024-04-15 23:39:40+00:00,3390,Nazm Nazm,Arko,Hits of Ayushmann Khurrana,spotify:track:1tCduDqB3J8r90FAxprLzO,2024-04-15 23:39:36
2024-04-15 23:41:17+00:00,97590,Naina Da Kya Kasoor,Amit Trivedi,Andhadhun,spotify:track:2g3o6I7YuKFEUn9OOfuAfP,2024-04-15 23:39:40
2024-04-15 23:43:27+00:00,130080,Tumhe Jo Maine Dekha,Abhijeet,Main Hoon Na,spotify:track:0pPGUL7171TRGgI6wyP8wP,2024-04-15 23:41:18
2024-04-18 03:45:51+00:00,104670,Ishq Kameena,Sonu Nigam,Shakti - Original Motion Picture Soundtrack,spotify:track:6F4GPNjqX3msncEHOR18Y3,2024-04-18 03:44:06
2024-04-18 03:49:38+00:00,226340,"Falak Dekhun Sonu Nigam (From ""Garam Masala"")",Sonu Nigam,Bollywood's Musical Extravaganza - Sonu Nigam & Sukhwinder Singh,spotify:track:5XfHmHJNxDl4Tsy29oLD7v,2024-04-18 03:45:52
2024-04-18 03:53:31+00:00,233860,San Sanana,Anu Malik,Asoka (Original Motion Picture Soundtrack),spotify:track:1gZWlVCnwSq9y91hIvkUiB,2024-04-18 03:49:38
2024-04-18 03:53:33+00:00,1280,Apun Bola,Shah Rukh Khan,Josh,spotify:track:1uHd2tBRzotyWUS3iQeDN7,2024-04-18 03:53:32
2024-04-18 03:53:35+00:00,530,Kyon Hawa,Madan Mohan,Veer - Zaara,spotify:track:2cNeEQhITgmjkk5SHd5IXY,2024-04-18 03:53:33
2024-04-18 03:53:43+00:00,7140,Baamulaiza,Mika Singh,De Dana Dan,spotify:track:56aLd3VIL6vOYloB3nPbNj,2024-04-18 03:53:35
2024-04-18 03:53:44+00:00,250,"Hum to Deewane Huye (From ""Baadshah"")",Abhijeet,Sensational Duets,spotify:track:5qG6jYnBmGMdKS1WiZBgj5,2024-04-18 03:53:43
2024-04-18 03:53:44+00:00,150,Baamulaiza,Mika Singh,De Dana Dan,spotify:track:56aLd3VIL6vOYloB3nPbNj,2024-04-18 03:53:45
2024-04-18 03:53:45+00:00,180,Kyon Hawa,Madan Mohan,Veer - Zaara,spotify:track:2cNeEQhITgmjkk5SHd5IXY,2024-04-18 03:53:45
2024-04-18 03:53:57+00:00,12400,Apun Bola,Shah Rukh Khan,Josh,spotify:track:1uHd2tBRzotyWUS3iQeDN7,2024-04-18 03:53:45
2024-04-18 04:00:28+00:00,393110,Ishq Kameena,Sonu Nigam,Shakti - Original Motion Picture Soundtrack,spotify:track:6F4GPNjqX3msncEHOR18Y3,2024-04-18 03:53:58
2024-04-18 20:13:35+00:00,1738,Ishq Kameena,Sonu Nigam,Shakti - Original Motion Picture Soundtrack,spotify:track:6F4GPNjqX3msncEHOR18Y3,2024-04-18 20:13:29
2024-04-18 20:20:36+00:00,419635,Raat Ka Nasha,Anu Malik,Asoka (Original Motion Picture Soundtrack),spotify:track:4gjFNGQ0BodNqiOAOAOMSW,2024-04-18 20:13:36
2024-04-18 20:21:02+00:00,24646,"Hum to Deewane Huye (From ""Baadshah"")",Abhijeet,Sensational Duets,spotify:track:5qG6jYnBmGMdKS1WiZBgj5,2024-04-18 20:20:36
2024-04-18 20:21:03+00:00,1020,Darling,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:6z3p3Gm5FOH1n22ummzEh7,2024-04-18 20:21:02
2024-04-18 20:24:20+00:00,197650,"Hum to Deewane Huye (From ""Baadshah"")",Abhijeet,Sensational Duets,spotify:track:5qG6jYnBmGMdKS1WiZBgj5,2024-04-18 20:21:03
2024-04-18 20:27:36+00:00,197390,Darling,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:6z3p3Gm5FOH1n22ummzEh7,2024-04-18 20:24:21
2024-04-18 20:30:32+00:00,175458,Lovely,Kanika Kapoor,Happy New Year,spotify:track:1YTU6H9mLYZZMP78x5V7KC,2024-04-18 20:27:37
2024-04-18 20:30:42+00:00,6830,Husn Hai Suhana,Chandana Dixit,Coolie No.1 - Original Motion Picture Soundtrack,spotify:track:2JyPZNIsrL1xIoLZaqcqr1,2024-04-18 20:30:33
2024-04-18 20:34:59+00:00,259432,"Falak Dekhun Sonu Nigam (From ""Garam Masala"")",Sonu Nigam,Bollywood's Musical Extravaganza - Sonu Nigam & Sukhwinder Singh,spotify:track:5XfHmHJNxDl4Tsy29oLD7v,2024-04-18 20:30:42
2024-04-18 20:36:53+00:00,104097,Mere Khwabon Mein,Lata Mangeshkar,Lata Surili Phuljhadi,spotify:track:4LZqDoUWtucJKSIMVjpKbb,2024-04-18 20:35:00
2024-04-18 20:39:04+00:00,128380,Dhoom Machale,Pritam,Dhoom,spotify:track:2cYVtBHkrkk7F2qU2Y7Fn0,2024-04-18 20:36:53
2024-04-18 21:50:51+00:00,187361,Dhoom Machale,Pritam,Dhoom,spotify:track:2cYVtBHkrkk7F2qU2Y7Fn0,2024-04-18 20:39:31
2024-04-18 21:53:34+00:00,161808,Shikdum,Pritam,Dhoom,spotify:track:6BJxQbKyQSdBOBIuW5TTmi,2024-04-18 21:50:51
2024-04-18 21:54:11+00:00,37130,Dilbara,Pritam,Dhoom,spotify:track:4kUWdUJZnxWMxY31AzorKa,2024-04-18 21:53:35
2024-04-18 21:59:27+00:00,317753,Salaame,Pritam,Dhoom,spotify:track:26VnEKps0l0JWIrdx2E62G,2024-04-18 21:54:12
2024-04-18 22:01:49+00:00,140246,Shikdum (The Bedroom Mix),Pritam,Dhoom,spotify:track:0lZTqACM4CrVFkmcqE4gIg,2024-04-18 21:59:28
2024-04-18 22:01:50+00:00,1020,Dilbara (Reprisal) Edit,Pritam,Dhoom,spotify:track:4Ks3SUM8jaYAJcxhGEuu5n,2024-04-18 22:01:50
2024-04-18 22:05:17+00:00,207607,Dhoom Dhoom,Pritam,Dhoom,spotify:track:680su2851wO74z7uNBcAbF,2024-04-18 22:01:51
2024-04-18 22:09:25+00:00,225062,O Jaana,Raju Singh,Yaad Aayenge Ye Pal,spotify:track:1HmW7N27GQItxBR5dTqjZy,2024-04-18 22:05:18
2024-04-18 22:13:09+00:00,110930,Mahiya,Suzzane D'Mello,Awarapan (Original Soundtrack),spotify:track:4qOtDofZEAOYJ1Dq9GXgiM,2024-04-18 22:10:30
2024-04-18 22:42:21+00:00,1600,Tera Mera Rishta,Mustafa Zahid,Awarapan (Original Soundtrack),spotify:track:2PxZSFOv7RebkeSEwQTjr7,2024-04-18 22:42:19
2024-04-18 22:42:22+00:00,1013,Lat Lag Gayee,Benny Dayal,Race 2,spotify:track:5XsoDbDt98b0FkFLOhsJuS,2024-04-18 22:42:22
2024-04-18 22:42:22+00:00,1024,Naina Da Kya Kasoor,Amit Trivedi,Andhadhun,spotify:track:2g3o6I7YuKFEUn9OOfuAfP,2024-04-18 22:42:21
2024-04-18 22:49:29+00:00,426358,My Dil Goes Mmmm,Vishal-Shekhar,Salaam Namaste,spotify:track:3Uv8BQFN3bQfhkregyMbnx,2024-04-18 22:42:23
2024-04-18 22:49:34+00:00,4235,Ek Din Teri Raahon,Javed Ali,Naqaab - Original Motion Picture Soundtrack,spotify:track:6UEhNvccAc4OyEDJYB5brb,2024-04-18 22:49:29
2024-04-18 22:52:23+00:00,168736,Criminal,Akon,Ra-One,spotify:track:39bx4zZrPxTjw8VNuvjt6X,2024-04-18 22:49:35
2024-04-18 22:52:27+00:00,3637,Darling,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:6z3p3Gm5FOH1n22ummzEh7,2024-04-18 22:52:24
2024-04-18 22:56:04+00:00,217504,Mahiya,Suzzane D'Mello,Awarapan (Original Soundtrack),spotify:track:4qOtDofZEAOYJ1Dq9GXgiM,2024-04-18 22:52:27
2024-04-18 22:56:12+00:00,7370,Tum Tak - Lofi Flip,Deepanshu Ruhela,Tum Tak,spotify:track:4DvAqLQNC0kW3XT2EE69cY,2024-04-18 22:56:05
2024-04-18 22:57:55+00:00,103264,Chaand Baaliyan,Aditya A,Chaand Baaliyan,spotify:track:0snQrp1VaY5Pj1YIHRJpRJ,2024-04-18 22:56:12
2024-04-18 22:58:19+00:00,22805,Tareefan,QARAN,Veere Di Wedding,spotify:track:2SN54RFfaafTk7TE1n1Na4,2024-04-18 22:57:55
2024-04-18 22:58:53+00:00,34282,Asal Mein,Darshan Raval,Asal Mein,spotify:track:0rMeOAvbQZ2RTG4B6L1M4p,2024-04-18 22:58:19
2024-04-18 22:58:55+00:00,1130,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,2024-04-18 22:58:54
2024-04-18 23:01:55+00:00,181501,"Abcd -Yaariyan (From ""Yaariyan"")",Benny Dayal,Yo Yo Honey Singh Is Back,spotify:track:3pIshEbdyNMF3hW1MnZB58,2024-04-18 22:58:55
2024-04-18 23:06:37+00:00,281573,Tujh Mein Rab Dikhta Hai,Salim–Sulaiman,Rab Ne Bana Di Jodi,spotify:track:2LcXJP95e4HKydTZ2mYfrx,2024-04-18 23:01:56
2024-04-18 23:12:24+00:00,346627,Hale Dil,Harshit Saxena,Murder 2,spotify:track:6GQK4G5o60E8YA18DGpAzv,2024-04-18 23:06:38
2024-04-18 23:16:40+00:00,254989,Hey Ya !,Clinton Cerejo,Karthik Calling Karthik,spotify:track:1qTh7hzjd361hjuzeaMFWK,2024-04-18 23:12:25
2024-04-18 23:16:43+00:00,1893,Baharla Ha Madhumas,Ajay-Atul,Maharashtra Shaheer,spotify:track:0vDv21ORhlC8IGx5GwDDo1,2024-04-18 23:16:40
2024-04-18 23:18:42+00:00,117994,"Makhna - From ""Drive""",Yasser Desai,Makhna,spotify:track:7BjQqiOJio4RdPL33yALKE,2024-04-18 23:16:44
2024-04-19 02:08:30+00:00,112960,Mahiya,Suzzane D'Mello,Awarapan (Original Soundtrack),spotify:track:4qOtDofZEAOYJ1Dq9GXgiM,2024-04-19 02:06:34
2024-04-19 02:08:32+00:00,2610,Tera Hone Laga Hoon,Atif Aslam,Best of Romance: Atif Aslam & Pritam,spotify:track:48Ix6ReYdJf2H4mKb3TIpj,2024-04-19 02:08:31
2024-04-19 02:08:35+00:00,120605,Pee Loon,Pritam,Once Upon A Time In Mumbaai,spotify:track:52itZ0w0CydihB2JCZEIft,2024-04-18 23:18:42
2024-04-19 02:08:44+00:00,11360,Darling,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:6z3p3Gm5FOH1n22ummzEh7,2024-04-19 02:08:33
2024-04-19 03:49:05+00:00,294186,O' Mama,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:5BGnQWWgXLfuVdu0XTwMfb,2024-04-19 02:08:45
2024-04-19 04:08:52+00:00,179933,Awaara,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:6YqJrTB64MvXAGqXvRrgdd,2024-04-19 03:49:05
2024-04-19 19:19:22+00:00,48277,Tadap Tadap,KK,Hum Dil De Chuke Sanam,spotify:track:6n6hEYHXBzWfdSzBX20ZRw,2024-04-19 19:18:33
2024-04-19 19:21:58+00:00,157755,"Alone, Pt. II",Alan Walker,"Alone, Pt. II",spotify:track:0bMbDctzMmTyK2j74j3nF3,2024-04-19 19:19:22
2024-04-19 19:27:38+00:00,167280,Perfect,Ed Sheeran,÷,spotify:track:0tgVpDi06FyKpA1z0VMD4v,2024-04-19 19:21:59
2024-04-19 19:27:45+00:00,6848,positions,Ariana Grande,Positions,spotify:track:35mvY5S1H3J2QZyna3TFe0,2024-04-19 19:27:38
2024-04-19 20:40:44+00:00,134154,Let Me Down Slowly,Alec Benjamin,Narrated For You,spotify:track:2qxmye6gAegTMjLKEBoR3d,2024-04-19 19:27:45
2024-04-19 20:40:48+00:00,2186,People,Libianca,People,spotify:track:26b3oVLrRUaaybJulow9kz,2024-04-19 20:40:45
2024-04-19 20:40:51+00:00,3168,Lover,Taylor Swift,Lover,spotify:track:1dGr1c8CrMLDpV6mPbImSI,2024-04-19 20:40:48
2024-04-19 20:41:21+00:00,30037,Señorita,Shawn Mendes,Señorita,spotify:track:0TK2YIli7K1leLovkQiNik,2024-04-19 20:40:51
2024-04-19 20:42:33+00:00,70965,Shivers,Ed Sheeran,=,spotify:track:50nfwKoDiSYg8zOCREWAm5,2024-04-19 20:41:22
2024-04-19 20:46:23+00:00,230746,Bad Habits,Ed Sheeran,=,spotify:track:3rmo8F54jFF8OgYsqTxm5d,2024-04-19 20:42:33
2024-04-19 21:33:18+00:00,173384,Overpass Graffiti,Ed Sheeran,=,spotify:track:4btFHqumCO31GksfuBLLv3,2024-04-19 20:46:23
2024-04-19 21:36:50+00:00,205300,Photograph,Ed Sheeran,x,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,2024-04-19 21:33:18
