end_time,ms_played,track_name,artist_name,album_name,url
2024-03-08 19:20:00,206010,Is Qadar,Tulsi Kumar,Is Qadar,spotify:track:3Rvdqwgbr3rryZkNRrItt3
2024-03-08 19:30:00,3320,I Love You,Pritam,Bodyguard,spotify:track:5bHDGWyIFML1LYXZWTD5MF
2024-03-08 19:50:00,106880,Mujhe Peene Do,Darshan Raval,Mujhe Peene Do,spotify:track:3FbZoPzEaUBOD84l1FwFEH
2024-03-08 20:00:00,221920,Jiska Mujhe Tha Intezar,Lata Mangeshkar,Don,spotify:track:5OGGLFWdNAh5cpxMLARj4x
2024-03-08 20:10:00,127032,"Gore Rang Pe Itna Gumaan Na Kar - From ""Roti""",Kishore Kumar,Kishore Kumar Most Loved Hits 2023,spotify:track:1s6p3DeduWgkjNmBnteoKJ
2024-03-08 20:20:00,17500,Kya Khoob Lagti Ho,Mukesh,Dharmatma,spotify:track:3h5YZTfJ4BBpvLVHS6lGUl
2024-03-08 20:30:00,72440,Bheegey Hont,Kunal Ganjawala,Murder,spotify:track:3GXnz7MM5tMl7bvkTPx8WQ
2024-03-08 20:40:00,3520,Meri Madhubala,Avadhoot Gupte,Meri Madhubala,spotify:track:6ZehWlAhs6w8fBIFZ22NHA
2024-03-08 21:00:00,277123,Dil Keh Reha Ha,Kunal Ganjawala,Kyon Ki - It's Fate,spotify:track:3FrY3M9izNqPZRWuBAqDFM
2024-03-08 21:10:00,213346,Yeh Jo Mohabbat Hai,Kishore Kumar,Kati Patang,spotify:track:6UIW6bm2VJKMP4T0jqgD2D
2024-03-08 21:20:00,14539,Kaise Mein Kahun Tujhse,KK,Rehnaa Hai Terre Dil Mein,spotify:track:5CQyJJH6MJIy3XnQae81DU
2024-03-08 21:30:00,140,Commentary Tabussum And Mere Angne Mein - Laawaris,Tabassum,Flash Back - Amitabh Bachchan With Tabassum,spotify:track:2QYLPZvXNVmDuczk4MGCGS
2024-03-08 21:40:00,302643,Bheegi Bheegi Raton Mein,Adnan Sami,Kabhi To Nazar Milao/Bheegi Bheegi raton Mein,spotify:track:3czT4fZGk8us5RpAU3X3KM
2024-03-08 21:50:00,850,"Sapne Mein (From ""Satya"")",Asha Bhosle,Suron Ki Mallika - Asha Bhosle,spotify:track:2sqCZNIHMDzPjnmGLluYwQ
2024-03-08 22:00:00,312786,Maine Dil Se Kaha,KK,Rog,spotify:track:0dZjWF8uklfNUHiPS2vC6E
2024-03-08 22:10:00,115020,"Dillagi Ne Di Hawa - From ""Dostana""",Kishore Kumar,Kishore Kumar Most Loved Hits 2023,spotify:track:76bnpzmTROmxVtWMeCstCk
2024-03-08 22:20:00,184420,Chale Jaise Hawaien,KK,Main Hoon Na,spotify:track:3pRF060IEOI5XSQAvONgSt
2024-03-09 20:50:00,29270,Dil Mera Churaya Kyun,Kumar Sanu,Akele Hum Akele Tum,spotify:track:4OvdhTOjq75CvPO6O7AWRw
2024-03-09 21:00:00,860,Aaj Hamen Maloom Hua,Kumar Sanu,Aa Gale Lag Jaa,spotify:track:63UQHXdWCt99nntfCTEGKI
2024-03-09 21:10:00,265910,Mourya Re,Shankar Mahadevan,Don,spotify:track:5IvXCYI3LU2BvWtb7KqDrf
2024-03-09 21:20:00,48240,Saat Samundar Paar Sad,Sadhana Sargam,Vishwatma,spotify:track:1RQYmZ3yvOXicH5w2XPQoy
2024-03-09 21:30:00,531300,Saat Samundar Paar Happy,Sadhana Sargam,Vishwatma,spotify:track:5R6T1zVAE6cpBorNs8MVGU
2024-03-09 22:20:00,257300,"Piya Aaye Na (From ""Aashiqui 2"")",Tulsi Kumar,Mesmeric Voice - Tulsi Kumar,spotify:track:18gi2IxbZ3Ugom7wTRkohf
2024-03-09 22:30:00,222133,Party On My Mind,Pritam,Race 2,spotify:track:5Rn1DPzSzUktbhuNDDJocS
2024-03-09 22:40:00,314231,O' Mama,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:5BGnQWWgXLfuVdu0XTwMfb
2024-03-09 22:50:00,3380,Jhanjharia - Male Version,Abhijeet,Krishna - Original Motion Picture Soundtrack,spotify:track:7v6kXbTvpHbhq5LHruy0xV
2024-03-09 23:00:00,9570,Husn Hai Suhana,Chandana Dixit,Coolie No.1 - Original Motion Picture Soundtrack,spotify:track:2JyPZNIsrL1xIoLZaqcqr1
2024-03-09 23:50:00,298177,Husn Hai Suhana,Chandana Dixit,Coolie No.1 - Original Motion Picture Soundtrack,spotify:track:2JyPZNIsrL1xIoLZaqcqr1
2024-03-10 00:00:00,129013,Aa Jao Meri Tamanna,Javed Ali,Ajab Prem Ki Ghazab Kahani - Original Motion Picture Soundtrack,spotify:track:30IOhjcKbULQUt66nYkUvW
2024-03-10 00:10:00,13570,"Abrar’s Entry | Jamal Kudu (From ""ANIMAL"")",Harshavardhan Rameshwar,"Abrar’s Entry | Jamal Kudu (From ""ANIMAL"")",spotify:track:35FFqjqaPv1Fr9B1GtJdZO
2024-03-10 00:20:00,153710,Na Ja,Pav Dharia,Na Ja,spotify:track:32LKwbmh6yVsWoRRF8DIvf
2024-03-10 01:20:00,254989,Hey Ya !,Clinton Cerejo,Karthik Calling Karthik,spotify:track:1qTh7hzjd361hjuzeaMFWK
2024-03-10 02:00:00,16370,Chale Jaana Phir (Humko Tere Bina),Denny,Chale Jaana Phir (Humko Tere Bina),spotify:track:04ChFQZCKl2yRcvc0VR7qN
2024-03-10 02:10:00,134900,Tera Chehra,Adnan Sami,Tera Chehra,spotify:track:14uXhHNINQqjl2hngD21s9
2024-03-11 18:30:00,2355,Sau Aasmaan,Armaan Malik,Baar Baar Dekho,spotify:track:5czJMpadRTKwheBXCfiJkm
2024-03-11 18:40:00,44639,Killing Jeeja,Harshavardhan Rameshwar,ANIMAL (Original Motion Picture Soundtrack),spotify:track:516WjryhZz2W7Sni4HDi4P
2024-03-11 18:50:00,238434,Bom Diggy Diggy,Zack Knight,"Bom Diggy Diggy (From ""Sonu Ke Titu Ki Sweety"")",spotify:track:6qCNaRRr5xJALfNJvh0NAw
2024-03-11 19:00:00,3292,Arjan Vailly,Manan Bhardwaj,ANIMAL,spotify:track:4ApCig0GTR4IEp7Ijsyo3r
2024-03-11 19:10:00,241251,"Bhaag D.K. Bose, Aandhi Aayi",Ram Sampath,Delhi Belly,spotify:track:1sxh0eqIb8ulYypPuq6ZRu
2024-03-11 19:20:00,281492,Tujh Mein Rab Dikhta Hai,Salim–Sulaiman,Rab Ne Bana Di Jodi,spotify:track:2LcXJP95e4HKydTZ2mYfrx
2024-03-11 19:30:00,51986,"Manike (From ""Thank God"")",Yohani,"Manike (From ""Thank God"")",spotify:track:0zlGnseLGzRIBA0TJcb3Bo
2024-03-11 19:40:00,227007,Chammak Challo,Akon,Ra-One,spotify:track:0EH7sgeiFqDa3eS7ieW2zs
2024-03-11 19:50:00,256353,Mere Khwabon Mein,Lata Mangeshkar,Lata Surili Phuljhadi,spotify:track:4LZqDoUWtucJKSIMVjpKbb
2024-03-11 20:00:00,224735,Dekhte Dekhte,Atif Aslam,Batti Gul Meter Chalu,spotify:track:1scGwkyXNCl19wrBDhnAWg
2024-03-11 20:10:00,177043,"Photo (From ""Luka Chuppi"")",Karan Sehmbi,"Photo (From ""Luka Chuppi"")",spotify:track:5wdlz4N7s1Xyr4y4RXhZJM
2024-03-11 20:20:00,88401,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",Tony Kakkar,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",spotify:track:7ofWUKeNCUw1P64ArIwG9b
2024-03-11 20:30:00,286120,"Piya Aaye Na (From ""Aashiqui 2"")",Tulsi Kumar,Mesmeric Voice - Tulsi Kumar,spotify:track:18gi2IxbZ3Ugom7wTRkohf
2024-03-11 20:40:00,21357,Hamari Atariya,Rekha Bhardwaj,Dedh Ishqiya,spotify:track:2hykXvjXceH1wGiJErDJjj
2024-03-11 20:50:00,1290,Sooraj Ki Baahon Mein,Dominique Cerejo,Zindagi Na Milegi Dobara,spotify:track:723xQva0yBF7M6K3nDAG8R
2024-03-11 21:00:00,43296,Ek Main Aur Ekk Tu,Benny Dayal,Ek Main Aur Ekk Tu,spotify:track:4UDFr3P1lRS6seQfmzCjz7
2024-03-11 21:10:00,329386,Dil Ibaadat,Pritam,Tum Mile (Original Motion Picture Soundtrack),spotify:track:3Kl8p2PxVf8eAayLwTxOIm
2024-03-11 21:20:00,253002,Tumse Hi Tumse,Shekhar Ravjiani,Anjaana Anjaani,spotify:track:6qNyL8lZuqFmy9ginJRQOZ
2024-03-11 21:30:00,208093,Darling,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:6z3p3Gm5FOH1n22ummzEh7
2024-03-13 23:50:00,31500,Chaand Baaliyan,Aditya A,Chaand Baaliyan,spotify:track:0snQrp1VaY5Pj1YIHRJpRJ
2024-03-14 20:10:00,182348,Saari Duniya Jalaa Denge,Jaani,ANIMAL,spotify:track:0YxKKO272sacGBJKjf6FnB
2024-03-14 20:20:00,139810,Meri Jaan,Sanjay Leela Bhansali,Gangubai Kathiawadi,spotify:track:4iEGv5Ne6HuCkFCjzxdWQK
2024-03-16 01:00:00,155000,Jab Se Tere Naina,Monty Sharma,Saawariya (Original Motion Picture Soundtrack),spotify:track:0gRNu9dVzi5aC87AI1empZ
2024-03-16 01:10:00,14484,Manjha,Vishal Mishra,Manjha,spotify:track:0UZLaEOSIc5kg0cc7eszqC
2024-03-17 00:10:00,215033,Roop Tera Mastana,Kishore Kumar,Aradhana,spotify:track:1AlatlIkROgLvG6pgBBnAz
2024-03-17 00:20:00,274038,Kishore Kumar Speaks And O Mere Dil Ke Chain (Film - Mere Jeevan Saathi),Kishore Kumar,"Baarishein, Chai Aur Kishore",spotify:track:6DWfITTnKLZVGD75Y0zeFh
2024-03-17 00:30:00,197666,"Gulabi Ankhen - From ""The Train""",Mohammed Rafi,Vintage Rajesh Khanna,spotify:track:4SNYr3OY0E3brk2YEcW2ip
2024-03-17 00:40:00,46421,Gaata Rahe Mera Dil,Lata Mangeshkar,Remembering Lata Mangeshkar,spotify:track:6rkqqLPg9Lbsdh26JMqfp0
2024-03-17 00:50:00,294254,Aasman Ke Neeche,Lata Mangeshkar,Jewel Thief,spotify:track:4RUBGBppd71QQy4lLJ1mvw
2024-03-17 01:00:00,2670,Main Koi Aisa Geet Gaoon,Abhijeet,Yes Boss,spotify:track:0WBClBemYPJR44H6uIn0kp
2024-03-18 20:50:00,238028,Ishq Wala Love,Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),spotify:track:1hQia6rxgfM1ly2hE3StWp
2024-03-18 21:00:00,31103,Tareefan,QARAN,Veere Di Wedding,spotify:track:2SN54RFfaafTk7TE1n1Na4
2024-03-18 21:10:00,8962,Sau Aasmaan,Armaan Malik,Baar Baar Dekho,spotify:track:5czJMpadRTKwheBXCfiJkm
2024-03-18 21:20:00,254989,Hey Ya !,Clinton Cerejo,Karthik Calling Karthik,spotify:track:1qTh7hzjd361hjuzeaMFWK
2024-03-18 21:30:00,217992,Dariya,Arko,Baar Baar Dekho,spotify:track:4ulISxSlTF9LXHs9dir9Z1
2024-03-18 21:40:00,347680,Ho Gaya Hai Tujhko To Pyar Sajna,Lata Mangeshkar,Remembering Lata Mangeshkar,spotify:track:13PBNcIOjxbNPeJHpygaCU
2024-03-18 21:50:00,186119,Jaadu Teri Nazar,Udit Narayan,Darr,spotify:track:6fIVkFeP4tk5CzFTPDf9PE
2024-03-18 22:00:00,230946,Dil Dooba,Sonu Nigam,Khakee,spotify:track:6cUaCs1lKfDOyFKMkBF8ch
2024-03-18 22:10:00,279120,You're My Love,Shaan,Partner,spotify:track:6D2ZnEZ92wUFTr38YXTCL5
2024-03-18 22:20:00,3231,Dilliwaali Girlfriend,Pritam,Yeh Jawaani Hai Deewani,spotify:track:3W1XPf7mvuQcWQB7U7MbTM
2024-03-18 22:30:00,303640,Ishq Bulaava,Vishal-Shekhar,Hasee Toh Phasee (Original Motion Picture Soundtrack),spotify:track:1fkjRQA8wXPPyxqYLbxuqy
2024-03-18 22:40:00,193287,Dhan Te Nan,Sukhwinder Singh,Kaminey,spotify:track:2BOY77LvMTUOfLcnfFAJGl
2024-03-18 22:50:00,175786,"Mere Sohneya (From ""Kabir Singh"")",Sachet Tandon,"Mere Sohneya (From ""Kabir Singh"")",spotify:track:2IoZMG3RqiTmsy7Li3zGFg
2024-03-18 23:00:00,218836,Kabhi Kabhi Aditi,Rashid Ali,Jaane Tu... Ya Jaane Na,spotify:track:3APdIdF8H0jsxSuGOqXedS
2024-03-18 23:10:00,257440,Chor Bazaari,Neeraj Shridhar,Love Aaj Kal (Original Motion Picture Soundtrack),spotify:track:4gqHEia13bp5EFWGitiKWx
2024-03-19 23:10:00,100390,Hale Dil,Harshit Saxena,Murder 2,spotify:track:6GQK4G5o60E8YA18DGpAzv
2024-03-19 23:20:00,5260,Kaise Bataaoon,KK,3g (Original Motion Picture Soundtrack),spotify:track:69u6HoqhzzdUrWuYeDP6Go
2024-03-19 23:30:00,870,Ajab Si,KK,Om Shanti Om,spotify:track:5FXMRdJjKq1BIX4e8Eg9mK
2024-03-19 23:40:00,13210,Mera Pehla Pehla Pyaar,KK,Mp3: Mera Pehla Pehla Pyar,spotify:track:6fOrdTNuSAM219wGYwZMaO
2024-03-19 23:50:00,312590,Oh Lala Re,Himesh Reshammiya,Tarzan The Wonder Car (Original Motion Picture Soundtrack),spotify:track:7IQyN2UCLplLSW5oKqASka
2024-03-20 00:40:00,152310,"Koi Na Koi Chahiye - From ""Deewana""",Vinod Rathod,Best of Bollywood Singers - Shaan & Vinod Rathod,spotify:track:2SIi6cD1f9VrDnd5MUSpIG
2024-03-20 01:00:00,255529,Dard Karaara,Anu Malik,Dum Laga Ke Haisha,spotify:track:3VkPeb5ZIGkGkb9Uhvo0Ba
2024-03-20 01:10:00,6170,Baamulaiza,Mika Singh,De Dana Dan,spotify:track:56aLd3VIL6vOYloB3nPbNj
2024-03-20 01:20:00,420466,"Hum to Deewane Huye (From ""Baadshah"")",Abhijeet,Sensational Duets,spotify:track:5qG6jYnBmGMdKS1WiZBgj5
2024-03-20 01:30:00,2090,Ucha Lamba Kad,Anand Raj Anand,Valentine Day Special - Top Romantic Hits,spotify:track:3exgkJ0BYO9WYe1KtRnELm
2024-03-20 01:40:00,244412,Love Me Love Me,Wajid,Wanted,spotify:track:0btSn1i81ONWKeMxUhWSij
2024-03-20 01:50:00,165113,Jhalak Dikhla Ja,Himesh Reshammiya,Aksar,spotify:track:43SKg10CCeaoyr7XSKfpTR
2024-03-20 02:40:00,22780,Jhalak Dikhla Ja,Himesh Reshammiya,Aksar,spotify:track:43SKg10CCeaoyr7XSKfpTR
2024-03-20 02:50:00,24620,Khudaya Ve,Salim Merchant,Luck,spotify:track:2PRLuCoUGWfUpbBo7yWuJd
2024-03-20 03:30:00,265370,"Deewana Kar Raha Hai (From ""Raaz 3"")",Javed Ali,Teri Jhalak Asharfi Javed Ali Hits,spotify:track:2uaj8aT0FXxqbBarhLmRHv
2024-03-21 17:30:00,57920,Aur Kya,Jatin-Lalit,Phir Bhi Dil Hai Hindustani (Original Motion Picture Soundtrack),spotify:track:3p2n1UTPBc5RdQY9X94Xpg
2024-03-21 17:40:00,141347,"Deewana Hai Dekho (From ""Kabhi Khushi Kabhie Gham"")",Sandesh Shandilya,Sonu Nigam: Best of Me,spotify:track:1GRs8RdHkzQKjogpRPzDvv
2024-03-22 00:30:00,342093,The Disco Song,Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),spotify:track:3UaP2PQwhA31keZXt7oPLA
2024-03-22 00:40:00,24426,Darling,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:6z3p3Gm5FOH1n22ummzEh7
2024-03-22 00:50:00,7008,Awaara,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:6YqJrTB64MvXAGqXvRrgdd
2024-03-22 01:00:00,5980,Julie Julie,Anu Malik,Jeete Hain Shaan Se,spotify:track:6UAnHdKaYxxJYAilFEwIF1
2024-03-22 01:10:00,254989,Hey Ya !,Clinton Cerejo,Karthik Calling Karthik,spotify:track:1qTh7hzjd361hjuzeaMFWK
2024-03-22 01:20:00,7413,"Sapne Mein (From ""Satya"")",Asha Bhosle,Suron Ki Mallika - Asha Bhosle,spotify:track:2sqCZNIHMDzPjnmGLluYwQ
2024-03-22 01:30:00,312018,Dil Dil Nazar,Shaan,Maine Pyaar Kyun Kiya,spotify:track:1ZpsPt7Ayxhd35QXHdLGEY
2024-03-22 01:40:00,64661,Yoon Shabnami,Monty Sharma,Saawariya (Original Motion Picture Soundtrack),spotify:track:4GrzhbZQQc9SrU4Vo6J3WY
2024-03-22 01:50:00,116737,"Yaaram (From ""Ek Thi Daayan"")",Vishal Bhardwaj,Musical Bond: Vishal Bhardwaj & Gulzar,spotify:track:679CShjsnhAEogK2YjKX2g
2024-03-22 02:00:00,2720,Dil Teri Deewangi Mein,Anand Raj Anand,Kismat,spotify:track:5JKah0hlS14vCVhyXbMRmV
2024-03-22 02:10:00,239285,Jee Karda - Rock Version,Divya Kumar,Badlapur (Original Motion Picture Soundtrack),spotify:track:37Z0JtMr9BBTpD1TPClCY3
2024-03-22 02:20:00,45845,Kabhi Na Kabhi,Aditya Narayan,Shaapit: The Cursed,spotify:track:1fnyJEbolobEfv2gtLVjmA
2024-03-22 02:30:00,71637,Bebo,Alisha Chinai,Kambakkht Ishq (Original Motion Picture Soundtrack),spotify:track:0GNq37PiMmflUA7uCnSh3W
2024-03-22 02:40:00,23477,Dil Aakhir Tu Kyun Rota Hai,Farhan Akhtar,Zindagi Na Milegi Dobara,spotify:track:46bUtsNP0dxfcW1opo45VU
2024-03-22 02:50:00,234869,Heeriye,Deep Money,Race 3 - Original Motion Picture Soundtrack,spotify:track:26i54fXOWeA08Krvgwitxi
2024-03-22 03:00:00,181352,Mujhko Pehchaanlo,KK,Don 2,spotify:track:2OtMj6EZp2KE39ONcoTcEu
2024-03-22 03:10:00,4031,Kahin To,Rashid Ali,Jaane Tu... Ya Jaane Na,spotify:track:3E424W0IJS3ypZ4YOxE0Jn
2024-03-22 03:20:00,208682,Laapata,Sohail Sen,Ek Tha Tiger,spotify:track:3G2I8KB7bTWmvE1tHSlMHg
2024-03-22 03:30:00,110248,Thoda Hai Thode Ki Zaroorat Hai - The Unwind Mix,Mohammed Irfan,Rare Gems of Bollywood,spotify:track:7Eva5WWy8l0MOg6QLMihYI
2024-03-22 03:40:00,1200,Pichle Saat Dinon Mein (Album Version),Farhan Akhtar,Rock On,spotify:track:1QQqHS80CpR8tA2lR8O65y
2024-03-22 03:50:00,49380,Raat Ka Nasha,Anu Malik,Asoka (Original Motion Picture Soundtrack),spotify:track:4gjFNGQ0BodNqiOAOAOMSW
2024-03-22 04:00:00,31170,O Jaana,Raju Singh,Yaad Aayenge Ye Pal,spotify:track:1HmW7N27GQItxBR5dTqjZy
2024-03-23 19:20:00,18154,O Jaana,Raju Singh,Yaad Aayenge Ye Pal,spotify:track:1HmW7N27GQItxBR5dTqjZy
2024-03-23 19:30:00,2809,Teri Yaadon Se,Pranay.M. Rijia,Blood Money (Original Motion Picture Soundtrack),spotify:track:0FXXvePGfMxgENnXLpBc76
2024-03-23 19:40:00,11400,Yeshu,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:1EVQARwoReCwJXAZRg2twn
2024-03-23 19:50:00,0,Dil Mera Churaya Kyun,Kumar Sanu,Akele Hum Akele Tum,spotify:track:4OvdhTOjq75CvPO6O7AWRw
2024-03-23 20:00:00,214598,O Jaana,Raju Singh,Yaad Aayenge Ye Pal,spotify:track:1HmW7N27GQItxBR5dTqjZy
2024-03-23 20:50:00,203630,O Jaana,Raju Singh,Yaad Aayenge Ye Pal,spotify:track:1HmW7N27GQItxBR5dTqjZy
2024-03-26 04:20:00,81000,O Jaana,Raju Singh,Yaad Aayenge Ye Pal,spotify:track:1HmW7N27GQItxBR5dTqjZy
2024-03-26 04:30:00,412560,O' Mama,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:5BGnQWWgXLfuVdu0XTwMfb
2024-03-26 21:40:00,98410,Darling,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:6z3p3Gm5FOH1n22ummzEh7
2024-03-26 21:50:00,165773,Saawariya,Monty Sharma,Saawariya (Original Motion Picture Soundtrack),spotify:track:5T6yrJuKWnkCH2OlQsoO7z
2024-03-26 22:00:00,9410,Doosri Darling,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:0cGPr1ahC0Lruu4AFBIvUd
2024-03-26 22:10:00,184586,Doosri Darling,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:0cGPr1ahC0Lruu4AFBIvUd
2024-03-26 22:20:00,73276,O Jaana,Raju Singh,Yaad Aayenge Ye Pal,spotify:track:1HmW7N27GQItxBR5dTqjZy
2024-03-26 23:20:00,193832,Ghodey Pe Sawaar,Amit Trivedi,Qala,spotify:track:7wqNKCHh87HfIOGNgfyRCk
2024-03-26 23:30:00,102387,"Marham (Pehle Bhi Main) [From ""ANIMAL""]",Vishal Mishra,"Marham (Pehle Bhi Main) [From ""ANIMAL""]",spotify:track:1fGXJZny7HUQnLKwttxmYw
2024-03-26 23:40:00,1380,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")",Vishal Mishra,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")",spotify:track:0645eBDehHcqfiF15hscQV
2024-03-26 23:50:00,296575,Khuda Jaane,Vishal-Shekhar,Bachna Ae Haseeno,spotify:track:0gPgdRfB4jdGrlyXS0Vx78
2024-03-27 00:00:00,117580,Saadi Galli Aaja,Ayushmann Khurrana,Latest Songs Of Ayushmann Khurrana,spotify:track:0qVNxbFE4EUV3mNFodXiln
2024-03-27 00:10:00,323520,Teri Deewani,Kailash Kher,Kailasa,spotify:track:2iNqdCchlUZEgjJbQyZf8T
2024-03-27 00:20:00,242165,"Banjaara (From ""Ek Villain"")",Mohammed Irfan,Best Of Shraddha Kapoor,spotify:track:2S6N9pbnkhQRyAx80HmF79
2024-03-27 00:30:00,357433,Saathiya,A.R. Rahman,Saathiya,spotify:track:78KKYDENYsw6jYfuEZsqJl
2024-03-27 00:40:00,261013,Soni De Nakhre,Wajid,Partner,spotify:track:4tBMbRwLJa5BjwJ6FrBlks
2024-03-27 00:50:00,78110,Hale Dil,Harshit Saxena,Murder 2,spotify:track:6GQK4G5o60E8YA18DGpAzv
2024-03-27 01:50:00,13131,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",Ayushmann Khurrana,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",spotify:track:3qrdLVOClRU4yPkcXZ7c5u
2024-03-27 02:00:00,179444,Kya Baat Ay,Harrdy Sandhu,Kya Baat Ay,spotify:track:1ZaeaGLhFSckG8sv1y7AWk
2024-03-27 02:10:00,52080,Teri Yaadon Mein,KK,The Killer,spotify:track:4ZVfIGaZP93t0stmBj4FqA
2024-03-27 04:40:00,80930,Ishq Hua,Salim–Sulaiman,Aaja Nachle,spotify:track:5DyYcwMw0f6z3FefXNLOHv
2024-03-27 18:20:00,1090,Saawariya,Monty Sharma,Saawariya (Original Motion Picture Soundtrack),spotify:track:5T6yrJuKWnkCH2OlQsoO7z
2024-03-27 18:40:00,1980,Teri Deewani,Kailash Kher,Kailasa,spotify:track:2iNqdCchlUZEgjJbQyZf8T
2024-03-28 23:40:00,43840,"Beete Lamhein (From ""The Train"")",KK,Zindagi Do Pal Ki - K.K. All Time Hits,spotify:track:0dJacN6K3mSGLE9p7QE0lO
2024-03-28 23:50:00,168394,Maine Dil Se Kaha,KK,Rog,spotify:track:0dZjWF8uklfNUHiPS2vC6E
2024-03-29 00:00:00,247072,Hairat,Lucky Ali,Anjaana Anjaani,spotify:track:6512hyAQxOng8v4R71IV47
2024-03-29 00:10:00,323053,Dil Dil Nazar,Shaan,Maine Pyaar Kyun Kiya,spotify:track:1ZpsPt7Ayxhd35QXHdLGEY
2024-03-29 00:20:00,249068,Tujhe Aksa Beach Ghuma Doon,Wajid,God Tussi Great Ho,spotify:track:7cMYs2LIf8YNqegnr0svwh
2024-03-29 00:30:00,383213,Na Tum Jano Na Hum,Lucky Ali,Kaho Naa Pyar Hai,spotify:track:7s6yy0SWZ4rluoQZsvJa2D
2024-03-29 00:40:00,265986,Chappa Chappa,Vishal Bhardwaj,Maachis (Original Motion Picture Soundtrack),spotify:track:7atOebyeANuCZsGhm33YLd
2024-03-29 00:50:00,276715,Aye Udi Udi Udi,A.R. Rahman,Saathiya,spotify:track:6K0Ea7pq2trf6SwsfEKkOp
2024-03-29 01:20:00,74607,"Bhaag D.K. Bose, Aandhi Aayi",Ram Sampath,Delhi Belly,spotify:track:1sxh0eqIb8ulYypPuq6ZRu
2024-03-29 20:40:00,173237,"Raat Akeli Thi (From ""Merry Christmas"")",Pritam,"Raat Akeli Thi (From ""Merry Christmas"")",spotify:track:4sKISeqmcPixT0rim339VH
2024-03-29 20:50:00,3360,Second Hand Jawaani,Miss Pooja,Cocktail (Original Motion Picture Soundtrack),spotify:track:7kz0NubU5M4k9kdARMBlFK
2024-03-29 21:00:00,254989,Hey Ya !,Clinton Cerejo,Karthik Calling Karthik,spotify:track:1qTh7hzjd361hjuzeaMFWK
2024-03-29 21:10:00,263026,Ishq Hua,Salim–Sulaiman,Aaja Nachle,spotify:track:5DyYcwMw0f6z3FefXNLOHv
2024-03-29 21:50:00,853,Chor Bazaari,Neeraj Shridhar,Love Aaj Kal (Original Motion Picture Soundtrack),spotify:track:4gqHEia13bp5EFWGitiKWx
2024-03-29 22:00:00,375551,Hangover,Salman Khan,Kick,spotify:track:0mboVyI4R4MPH23yceAMz3
2024-03-29 22:10:00,52062,Sang Rahiyo,Jasleen Royal,Sang Rahiyo,spotify:track:45PA9lW7U5LYnlpGrdTyHY
2024-03-29 22:20:00,211578,"Channa Ve - From ""Bhoot - Part One: The Haunted Ship""",Mansheel Gujral,Channa Ve,spotify:track:2Z6HgNji9cNlFLNORw6wDQ
2024-03-29 22:30:00,172458,Soch Na Sake,Amaal Mallik,Airlift,spotify:track:6mTvwBzWTGDOVeCNQEqtOE
2024-03-29 22:40:00,2058,Abhi Kuch Dino Se,Pritam,Dil Toh Baccha Hai Ji,spotify:track:1QufGJee7k9v4Cfp2NxXbv
2024-03-29 22:50:00,152454,"Sher Khul Gaye (From ""Fighter"")",Vishal-Shekhar,"Sher Khul Gaye (From ""Fighter"")",spotify:track:0VXBujZKMLLlmee25BXEQs
2024-03-30 00:50:00,5530,Tum Hi Ho Bandhu,Neeraj Shridhar,Cocktail (Original Motion Picture Soundtrack),spotify:track:7H3mfOvtPNA8YDF3EdKy0L
2024-03-30 01:00:00,22920,"Ajab Si (From ""Om Shanti Om"")",KK,Zindagi Do Pal Ki - K.K. All Time Hits,spotify:track:2RgvvnMwtP0R2OkVZmFvnV
2024-03-30 01:10:00,649090,O' Mama,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:5BGnQWWgXLfuVdu0XTwMfb
2024-03-30 22:20:00,46130,Crying in the Club,Camila Cabello,Crying in the Club,spotify:track:1SJtlNRJDeYHioymcvsqev
2024-03-30 22:30:00,208093,Darling,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:6z3p3Gm5FOH1n22ummzEh7
