end_time,ms_played,track_name,artist_name,album_name,url
2023-12-12 02:20:00,334480,Alvida,Pritam,Life In A Metro (Original Motion Picture Soundtrack),spotify:track:7EjatvVN2Y2GjpvKSyWJR4
2023-12-12 02:30:00,318430,Suno Na Suno Na,Abhijeet,Chalte Chalte,spotify:track:5dS7HcRa9kER2qDba2iSOd
2023-12-12 02:40:00,204760,Woh Ladki Hai Kahan,Shaan,Dil Chahta Hai,spotify:track:2tO0QPdCA0jgDBshTuYYkc
2023-12-12 15:10:00,168240,Genda Phool,Rekha Bhardwaj,Delhi-6,spotify:track:15Vuw407y6UWIPUfGrpJ1e
2023-12-12 15:20:00,324880,Haan Tu Hain,Pritam,Jannat (Original Motion Picture Soundtrack),spotify:track:4vgCpNUUcpEIBifidhQOnR
2023-12-12 15:30:00,1190,Aahun Aahun,Neeraj Shridhar,Love Aaj Kal (Original Motion Picture Soundtrack),spotify:track:1n1b2lwdRdWF5RAaA0vewk
2023-12-12 15:40:00,11958,Na Tum Jano Na Hum,Lucky Ali,Kaho Naa Pyar Hai,spotify:track:7s6yy0SWZ4rluoQZsvJa2D
2023-12-12 15:50:00,313933,Tujhe Sochta Hoon,Pritam,Jannat 2 (Original Motion Picture Soundtrack),spotify:track:47l2Dd3XPBLio3kjbEMyDJ
2023-12-12 16:00:00,85560,Soniye,KK,Aksar,spotify:track:5O4AGvOVFSs5ipu3iNOuoi
2023-12-13 00:50:00,114914,Soniye,KK,Aksar,spotify:track:5O4AGvOVFSs5ipu3iNOuoi
2023-12-13 01:00:00,1869,Socha Hai,Farhan Akhtar,Rock On,spotify:track:7IjnfuMNfdrAXbefurdIIR
2023-12-13 01:10:00,2585,Jhanjharia - Male Version,Abhijeet,Krishna - Original Motion Picture Soundtrack,spotify:track:7v6kXbTvpHbhq5LHruy0xV
2023-12-13 01:20:00,324854,Haan Tu Hain,Pritam,Jannat (Original Motion Picture Soundtrack),spotify:track:4vgCpNUUcpEIBifidhQOnR
2023-12-13 01:30:00,5104,Hairat,Lucky Ali,Anjaana Anjaani,spotify:track:6512hyAQxOng8v4R71IV47
2023-12-13 01:40:00,519716,Alvida,Pritam,Life In A Metro (Original Motion Picture Soundtrack),spotify:track:7EjatvVN2Y2GjpvKSyWJR4
2023-12-13 01:50:00,81448,Woh Ladki Hai Kahan,Shaan,Dil Chahta Hai,spotify:track:2tO0QPdCA0jgDBshTuYYkc
2023-12-13 02:00:00,211121,Laapata,Sohail Sen,Ek Tha Tiger,spotify:track:3G2I8KB7bTWmvE1tHSlMHg
2023-12-13 02:10:00,327261,Humko Pyar Hua,Pritam,Ready,spotify:track:4cltuh2RNH0LyZY9I8Vi08
2023-12-13 02:20:00,4970,Is Qadar,Tulsi Kumar,Is Qadar,spotify:track:3Rvdqwgbr3rryZkNRrItt3
2023-12-13 02:30:00,378040,Where's the Party Tonight,Shankar-Ehsaan-Loy,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),spotify:track:6ECucSdJeJmSm3k1k3Vumv
2023-12-13 02:40:00,20227,Mera Dil Bhi Kitna Pagal Hai - Recreated Version,Stebin Ben,Mera Dil Bhi Kitna Pagal Hai,spotify:track:2n9ylYiF7urpXo36qBwr3g
2023-12-13 02:50:00,128286,Tum Tak - Lofi Flip,Deepanshu Ruhela,Tum Tak,spotify:track:4DvAqLQNC0kW3XT2EE69cY
2023-12-13 05:10:00,0,Thug Le,Salim–Sulaiman,Ladies Vs Ricky Bahl,spotify:track:1opxtm6zIv7IF19S0eCtvV
2023-12-13 20:20:00,159,"Mere Khayalon Ki Malika (From ""Josh"")",Abhijeet,My Best Collection,spotify:track:67wuqsKi5LZOBAtTLzeK8g
2023-12-13 22:10:00,341733,Rock N Roll Soniye,Shankar-Ehsaan-Loy,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),spotify:track:0W1eHrIACKah9l0Q9v611q
2023-12-13 22:20:00,151654,Masakali 2.0,Tulsi Kumar,Masakali 2.0,spotify:track:0LtuveFgRP4lkksywmCtxV
2023-12-14 01:10:00,265168,"Deva Deva (From ""Brahmastra"")",Pritam,Deva Deva,spotify:track:0IGXY47K2ha3AHfX57wY1O
2023-12-14 01:20:00,190902,Socha Hai,Farhan Akhtar,Rock On,spotify:track:7IjnfuMNfdrAXbefurdIIR
2023-12-14 06:10:00,338586,Alvida,Pritam,Life In A Metro (Original Motion Picture Soundtrack),spotify:track:7EjatvVN2Y2GjpvKSyWJR4
2023-12-14 06:20:00,280970,"Piya Aaye Na (From ""Aashiqui 2"")",Tulsi Kumar,Mesmeric Voice - Tulsi Kumar,spotify:track:18gi2IxbZ3Ugom7wTRkohf
2023-12-14 06:30:00,140530,Genda Phool,Rekha Bhardwaj,Delhi-6,spotify:track:15Vuw407y6UWIPUfGrpJ1e
2023-12-14 06:40:00,61449,"Chaand Taare (From ""Yes Boss"")",Abhijeet,My Best Collection,spotify:track:5Cdd8p9sxRczQX6GFC8CdH
2023-12-14 06:50:00,5390,Dus Bahane,Shaan,Dus,spotify:track:1vBmaijoCBoqmwc3zs5n3s
2023-12-14 07:00:00,366746,Dil De Diya Hai,Anand Raj Anand,Masti,spotify:track:2zT6KfK583MkcLIHLBO8De
2023-12-14 07:10:00,1570,Kuchh Khaas,Mohit Chauhan,Fashion,spotify:track:01npLGQTbZBIHVRcXJbLzR
2023-12-14 07:20:00,306133,Woh Ladki Hai Kahan,Shaan,Dil Chahta Hai,spotify:track:2tO0QPdCA0jgDBshTuYYkc
2023-12-14 07:30:00,345651,Where's the Party Tonight,Shankar-Ehsaan-Loy,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),spotify:track:6ECucSdJeJmSm3k1k3Vumv
2023-12-14 07:40:00,1550,Zara Zara - Lofi,Bombay Jayashri,Hindi Slowed Reverb Bollywood Lofi,spotify:track:7JGgKHHDgJCJkQCQxyHHdl
2023-12-14 07:50:00,1610,"Guzarish (From ""Ghajini"")",Javed Ali,Teri Jhalak Asharfi Javed Ali Hits,spotify:track:0kWWPtEWjmQVEu4V0esXJ8
2023-12-14 08:00:00,39544,Phir Se Ud Chala,Mohit Chauhan,Rockstar,spotify:track:1kcV2LJxt5v0s2cEGtEJ5i
2023-12-14 08:10:00,120240,Saawariya,Monty Sharma,Saawariya (Original Motion Picture Soundtrack),spotify:track:5T6yrJuKWnkCH2OlQsoO7z
2023-12-14 17:10:00,2060,Maine Dil Se Kaha,KK,Rog,spotify:track:0dZjWF8uklfNUHiPS2vC6E
2023-12-14 17:20:00,1020,Tadap Tadap,KK,Hum Dil De Chuke Sanam,spotify:track:6n6hEYHXBzWfdSzBX20ZRw
2023-12-14 17:30:00,241668,Ajab Si,KK,Om Shanti Om,spotify:track:5FXMRdJjKq1BIX4e8Eg9mK
2023-12-14 17:40:00,324880,Haan Tu Hain,Pritam,Jannat (Original Motion Picture Soundtrack),spotify:track:4vgCpNUUcpEIBifidhQOnR
2023-12-14 17:50:00,298271,Beete Lamhein,KK,The Train,spotify:track:0zQa7QXLpUZfrrsWbgDZll
2023-12-14 18:00:00,287213,Teri Yaadon Mein,KK,The Killer,spotify:track:4ZVfIGaZP93t0stmBj4FqA
2023-12-14 18:10:00,328880,Such Keh Raha Hai,KK,Rehnaa Hai Terre Dil Mein,spotify:track:0ypgFw67lNEpoKFUxUV0tG
2023-12-14 18:20:00,14030,Mat Aazma Re,Pritam,Murder 3 (Original Motion Picture Soundtrack),spotify:track:0mh4VutnDyBn1sqcp05MZD
2023-12-14 18:30:00,34473,Kathalikkum,KK,Chellamay,spotify:track:4dOmlRarwG6KLPZyeSDOye
2023-12-14 18:40:00,690,Kaadhal Valarthen,Yuvan Shankar Raja,Manmadhan,spotify:track:3yBd9C4EtQIVQXG2hClNBu
2023-12-14 18:50:00,324053,Chale Jaise Hawaien,KK,Main Hoon Na,spotify:track:3pRF060IEOI5XSQAvONgSt
2023-12-14 19:00:00,230160,Maine Dil Se Kaha,KK,Rog,spotify:track:0dZjWF8uklfNUHiPS2vC6E
2023-12-14 19:10:00,82729,Sach Keh Raha Hai - LoFi Flip,KK,Lofi Chill Mix,spotify:track:3ftVnkTGV4APsXEPiuB2sa
2023-12-14 19:20:00,8683,Kaise Bataaoon,KK,3g (Original Motion Picture Soundtrack),spotify:track:69u6HoqhzzdUrWuYeDP6Go
2023-12-14 19:30:00,306920,Tune Maari Entriyaan,Sohail Sen,Gunday,spotify:track:5kg1GacbhgQfLcbgOBRO9c
2023-12-14 19:40:00,106521,"Chaand Taare (From ""Yes Boss"")",Abhijeet,My Best Collection,spotify:track:5Cdd8p9sxRczQX6GFC8CdH
2023-12-14 23:20:00,98011,Te Amo (Duet),Pritam,Dum Maaro Dum,spotify:track:3x55c9UVpbURc2T02DLfEM
2023-12-14 23:30:00,258159,Aahista Aahista,Vishal-Shekhar,Bachna Ae Haseeno,spotify:track:6yrIAJ4yMPzq8Vsu1d3CXg
2023-12-14 23:40:00,226928,Ladki Kyon,Jatin-Lalit,Hum Tum,spotify:track:0U9a0NZ8UQpnix2lBElFAx
2023-12-15 15:30:00,292000,Ek Din Teri Raahon,Javed Ali,Naqaab - Original Motion Picture Soundtrack,spotify:track:6UEhNvccAc4OyEDJYB5brb
2023-12-15 15:40:00,246131,Socha Hai,Farhan Akhtar,Rock On,spotify:track:7IjnfuMNfdrAXbefurdIIR
2023-12-15 15:50:00,8030,Jhanjharia - Male Version,Abhijeet,Krishna - Original Motion Picture Soundtrack,spotify:track:7v6kXbTvpHbhq5LHruy0xV
2023-12-15 16:00:00,154120,Gela Gela Gela,Adnan Sami,Aitraaz - Original Motion Picture Soundtrack,spotify:track:6vwGvxyf8MheLLPUjktu14
2023-12-15 16:10:00,223373,Kiss Me Baby,Adnan Sami,Garam Masala,spotify:track:4gNGi2Mr26me7wGKd8TQSF
2023-12-15 16:20:00,316706,Dil Samander,KK,Garam Masala,spotify:track:7Gwuh1mKBa3SWD7w3giVP5
2023-12-15 16:30:00,267386,Kiss Me Baby - Remix Version,Adnan Sami,Garam Masala,spotify:track:3cqc9kRwulPAcE6eCIYdU6
2023-12-15 16:40:00,137153,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA
2023-12-16 03:30:00,990,"Mere Nishaan (From ""Oh My God"")",Kailash Kher,Best Of Kailash Kher,spotify:track:7y2LdSannuZhlHK3eTOyly
2023-12-16 03:40:00,1730,"Gerua (From ""Dilwale"")",Pritam,Dilwale (Original Motion Picture Soundtrack),spotify:track:7iLA6PQeQWRjLDHOJgGpj5
2023-12-16 03:50:00,106510,Tere Naina,Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),spotify:track:3hoXhwP0ub9LdSJV4olDIc
2023-12-16 04:00:00,1366,"Radha (From ""Jab Harry Met Sejal"")",Pritam,"Radha (From ""Jab Harry Met Sejal"")",spotify:track:7ztCi9k76A4QmSqWEutFyV
2023-12-17 18:10:00,19667,"Radha (From ""Jab Harry Met Sejal"")",Pritam,"Radha (From ""Jab Harry Met Sejal"")",spotify:track:7ztCi9k76A4QmSqWEutFyV
2023-12-19 02:30:00,333181,Khuda Jaane,Vishal-Shekhar,Bachna Ae Haseeno,spotify:track:0gPgdRfB4jdGrlyXS0Vx78
2023-12-19 02:40:00,241668,"Ajab Si (From ""Om Shanti Om"")",KK,Zindagi Do Pal Ki - K.K. All Time Hits,spotify:track:2RgvvnMwtP0R2OkVZmFvnV
2023-12-19 02:50:00,397773,Tadap Tadap,KK,Hum Dil De Chuke Sanam,spotify:track:6n6hEYHXBzWfdSzBX20ZRw
2023-12-19 03:20:00,8890,Tu Hi Meri Shab Hai Chill Lofi,Jammy Weirdo,Tu Hi Meri Shab Hai Chill Lofi,spotify:track:0gPqpOLWRhuuXOVnIZYHNF
2023-12-19 03:30:00,930,Haan Tu Hain,Pritam,Jannat (Original Motion Picture Soundtrack),spotify:track:4vgCpNUUcpEIBifidhQOnR
2023-12-19 03:40:00,74749,Beete Lamhein,KK,The Train,spotify:track:0zQa7QXLpUZfrrsWbgDZll
2023-12-20 02:30:00,206716,Beete Lamhein,KK,The Train,spotify:track:0zQa7QXLpUZfrrsWbgDZll
2023-12-20 02:40:00,650,Sajde,Pritam,Khatta Meetha,spotify:track:4N66qcycDiFLJGjnXiKbKX
2023-12-20 02:50:00,28060,Agar Tum Mil Gaye,Harsh Lok,Agar Tum Mil Gaye,spotify:track:11ZciqbjvPe9ByRi8eo8qk
2023-12-20 21:10:00,42549,Sham,Amit Trivedi,Aisha (Original Motion Picture Soundtrack),spotify:track:5Q58RkKyUafm15Syxg79DW
2023-12-20 21:20:00,16945,Offo,Aditi Singh Sharma,2 States,spotify:track:3f26GAn3yOXfoclLyN8AdD
2023-12-20 21:30:00,32496,Anjaana Anjaani Ki Kahani,Nikhil D'Souza,Anjaana Anjaani,spotify:track:3pNxVP6r45iUho1uxEYdj9
2023-12-20 21:40:00,290077,Shukran Allah,Salim–Sulaiman,Kurbaan (Original Motion Picture Soundtrack),spotify:track:3nKEiJUeaWn8q2O9I1xwlB
2023-12-20 21:50:00,218860,Kabhi Kabhi Aditi,Rashid Ali,Jaane Tu... Ya Jaane Na,spotify:track:3APdIdF8H0jsxSuGOqXedS
2023-12-20 22:00:00,278496,Tere Naina,Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),spotify:track:3hoXhwP0ub9LdSJV4olDIc
2023-12-20 22:10:00,365665,Sajdaa,Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),spotify:track:395gJWcJQK0C3GJfHAn7f6
2023-12-20 22:20:00,306836,Bol Na Halke Halke,Shankar-Ehsaan-Loy,Jhoom Barabar Jhoom,spotify:track:0u8wprNfOdcWpUlWnfMcpP
2023-12-20 22:30:00,158216,Zehnaseeb,Vishal-Shekhar,Hasee Toh Phasee (Original Motion Picture Soundtrack),spotify:track:3xF15SqY32Mno3UUMBirhU
2023-12-20 22:40:00,1643,Uff Teri Adaa,Shankar Mahadevan,Karthik Calling Karthik,spotify:track:0og9wKFGgFFNQnrBe7eisG
2023-12-20 23:20:00,232438,"Ajab Si (From ""Om Shanti Om"")",KK,Zindagi Do Pal Ki - K.K. All Time Hits,spotify:track:2RgvvnMwtP0R2OkVZmFvnV
2023-12-20 23:30:00,53202,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",spotify:track:57jOEZtoLQK4zF2x55bdkp
2023-12-21 19:30:00,590,"Kya Mujhe Pyar Hai (From ""Woh Lamhe"")",KK,Evergreen Hits Of K.K.,spotify:track:7fW9J3EpVWVN1ouv0slAs0
2023-12-21 19:40:00,10172,Kaise Mein Kahun Tujhse Lofi Flip,SPECRO X SKETCH,Kaise Mein Kahun Tujhse Lofi Flip,spotify:track:3NpmGCTIPS03kRoeUUfDSq
2023-12-21 19:50:00,241668,Ajab Si,KK,Om Shanti Om,spotify:track:5FXMRdJjKq1BIX4e8Eg9mK
2023-12-21 20:00:00,341027,Labon Ko,Pritam,Bhool Bhulaiyaa,spotify:track:5WncH5iZ5GFlnXm7jKEXVP
2023-12-21 20:10:00,168140,Beete Lamhein,KK,The Train,spotify:track:0zQa7QXLpUZfrrsWbgDZll
2023-12-21 20:20:00,43270,Teri Yaadon Mein,KK,The Killer,spotify:track:4ZVfIGaZP93t0stmBj4FqA
2023-12-21 20:40:00,243956,Make Some Noise For The Desi Boyz,Pritam,Desi Boyz,spotify:track:71s7tZo8OGlN3VXyURWLUr
2023-12-21 20:50:00,257708,Soniye,KK,Aksar,spotify:track:5O4AGvOVFSs5ipu3iNOuoi
2023-12-21 21:00:00,305584,Sajde,Pritam,Khatta Meetha,spotify:track:4N66qcycDiFLJGjnXiKbKX
2023-12-21 21:10:00,35254,Feel My Love,KK,Aarya,spotify:track:4EjO3ELtQkbOBox5adad6a
2023-12-21 21:20:00,7825,Cheliya Cheliya,KK,Gharshanaa,spotify:track:0anBHV3eP4hiHsLQR5AZsm
2023-12-21 21:30:00,86522,Sach Keh Raha Hai - LoFi Flip,KK,Lofi Chill Mix,spotify:track:3ftVnkTGV4APsXEPiuB2sa
2023-12-21 21:40:00,392141,Dilnashin Dilnashin,KK,Aashiq Banaya Aapne,spotify:track:6C5CjR1BTqfO5gc0YNcCrP
2023-12-21 21:50:00,342693,Abhi Abhi,KK,Jism 2,spotify:track:1tKhy83q8OsdcpZaX9N4Z2
2023-12-21 22:00:00,5896,Chaila Chaila,Chiranjeevi,Shankerdada M B B S,spotify:track:4GsRour6Kmw3bHwezz6AVZ
2023-12-21 22:10:00,333182,Khuda Jaane,Vishal-Shekhar,Bachna Ae Haseeno,spotify:track:0gPgdRfB4jdGrlyXS0Vx78
2023-12-21 22:20:00,163599,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",spotify:track:57jOEZtoLQK4zF2x55bdkp
2023-12-21 22:30:00,266654,"Kya Mujhe Pyar Hai (From ""Woh Lamhe"")",KK,Evergreen Hits Of K.K.,spotify:track:7fW9J3EpVWVN1ouv0slAs0
2023-12-21 22:40:00,43493,Tu Hi Meri Shab Hai Chill Lofi,Jammy Weirdo,Tu Hi Meri Shab Hai Chill Lofi,spotify:track:0gPqpOLWRhuuXOVnIZYHNF
2023-12-21 22:50:00,241540,Ajab Si,KK,Om Shanti Om,spotify:track:5FXMRdJjKq1BIX4e8Eg9mK
2023-12-21 23:00:00,341028,Labon Ko,Pritam,Bhool Bhulaiyaa,spotify:track:5WncH5iZ5GFlnXm7jKEXVP
2023-12-21 23:10:00,286121,Piya Aaye Na,Tulsi Kumar,Aashiqui 2,spotify:track:1ELMyeJLDHUz3cK3XTWgEi
2023-12-21 23:20:00,194762,Tu Jo Mila,Pritam,Bajrangi Bhaijaan,spotify:track:7txLCGOXyDlDXTjtR1Sk4v
2023-12-21 23:30:00,1212,"Gerua (From ""Dilwale"")",Pritam,Dilwale (Original Motion Picture Soundtrack),spotify:track:7iLA6PQeQWRjLDHOJgGpj5
2023-12-21 23:40:00,278547,Tere Naina,Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),spotify:track:3hoXhwP0ub9LdSJV4olDIc
2023-12-21 23:50:00,237807,Janam Janam,Pritam,Dilwale (Original Motion Picture Soundtrack),spotify:track:4km0RUkMMFdx8iDuq36o2w
2023-12-22 00:00:00,73335,Ladki Badi Anjani Hai,Jatin-Lalit,Kuch Kuch Hota Hai (Original Motion Picture Soundtrack),spotify:track:6f3C6rJo7zvmfr1h5SRvxg
2023-12-22 00:10:00,4280,Suraj Hua Maddham,Sandesh Shandilya,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),spotify:track:0mWtcNIAL9jITVHl3F2SQF
2023-12-22 01:10:00,314890,Suraj Hua Maddham,Sandesh Shandilya,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),spotify:track:0mWtcNIAL9jITVHl3F2SQF
2023-12-22 01:20:00,1190,Yeh Ladka Hai Allah,Jatin-Lalit,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),spotify:track:0IYpKZhCeoXB85BslBg3q5
2023-12-22 01:50:00,241668,"Ajab Si (From ""Om Shanti Om"")",KK,Zindagi Do Pal Ki - K.K. All Time Hits,spotify:track:2RgvvnMwtP0R2OkVZmFvnV
2023-12-22 02:00:00,266653,"Kya Mujhe Pyar Hai (From ""Woh Lamhe"")",KK,Evergreen Hits Of K.K.,spotify:track:7fW9J3EpVWVN1ouv0slAs0
2023-12-22 02:10:00,397773,Tadap Tadap,KK,Hum Dil De Chuke Sanam,spotify:track:6n6hEYHXBzWfdSzBX20ZRw
2023-12-22 02:20:00,1910,Tu Hi Meri Shab Hai Chill Lofi,Jammy Weirdo,Tu Hi Meri Shab Hai Chill Lofi,spotify:track:0gPqpOLWRhuuXOVnIZYHNF
2023-12-22 02:30:00,322035,Labon Ko,Pritam,Bhool Bhulaiyaa,spotify:track:5WncH5iZ5GFlnXm7jKEXVP
2023-12-22 02:40:00,286120,Piya Aaye Na,Tulsi Kumar,Aashiqui 2,spotify:track:1ELMyeJLDHUz3cK3XTWgEi
2023-12-22 02:50:00,7680,Teri Yaadon Mein,KK,The Killer,spotify:track:4ZVfIGaZP93t0stmBj4FqA
2023-12-22 03:00:00,199133,Dangerously,Charlie Puth,Nine Track Mind,spotify:track:3qonjOrhFCfTnaaMruHzxW
2023-12-22 03:10:00,64600,La Isla Bonita,Madonna,True Blue,spotify:track:6r8k1vznHrzlEKYxL4dZEe
2023-12-22 03:20:00,196160,"Whenever, Wherever",Shakira,Laundry Service,spotify:track:2lnzGkdtDj5mtlcOW2yRtG
2023-12-22 03:30:00,228469,Nagada Nagada,Pritam,Jab We Met,spotify:track:2W6bC4K4e6y42HnYTA5yHO
2023-12-22 03:40:00,257440,Chor Bazaari,Neeraj Shridhar,Love Aaj Kal (Original Motion Picture Soundtrack),spotify:track:4gqHEia13bp5EFWGitiKWx
2023-12-22 03:50:00,242488,Saathiya,A.R. Rahman,Saathiya,spotify:track:78KKYDENYsw6jYfuEZsqJl
2023-12-22 04:00:00,382493,Main Jahaan Rahoon,Rahat Fateh Ali Khan,Namastey London (Original Motion Picture Soundtrack),spotify:track:38WTxU8ZWOM7FXf7E07qcG
2023-12-22 04:10:00,206946,Dus Bahane,Shaan,Dus,spotify:track:1vBmaijoCBoqmwc3zs5n3s
2023-12-22 04:20:00,279356,Khwab Dekhe Sexy Lady,Pritam,Race - Original Motion Picture Soundtrack,spotify:track:7GE3LwWzboPaTN0TlDcPs1
2023-12-22 04:30:00,261013,Soni De Nakhre,Wajid,Partner,spotify:track:4tBMbRwLJa5BjwJ6FrBlks
2023-12-22 04:40:00,366746,Dil De Diya Hai,Anand Raj Anand,Masti,spotify:track:2zT6KfK583MkcLIHLBO8De
2023-12-22 04:50:00,295800,Ya Ali,Zubeen Garg,Gangster,spotify:track:5HCrm5tm2Lrvc18TFt4dCJ
2023-12-22 05:00:00,321320,Jeene Ke Hain Chaar Din,Sonu Nigam,Mujhse Shaadi Karogi,spotify:track:4UJih0aZ8YcQm4CIErba45
2023-12-22 05:10:00,285619,Zara Zara Touch Me,Monali Thakur,Race - Original Motion Picture Soundtrack,spotify:track:15BmNnMZTnPTawkFaJv1JR
2023-12-22 05:20:00,305162,Aaja Nachle,Salim–Sulaiman,Aaja Nachle,spotify:track:2Bn2JQAGZzxe09jFzm1SqJ
2023-12-22 05:30:00,422678,Mujhse Shaadi Karogi,Sonu Nigam,Mujhse Shaadi Karogi,spotify:track:6E6UhpF6vV6Cu1VFbrlVM2
2023-12-22 05:40:00,118950,Main Yahaan Hoon,Madan Mohan,Veer - Zaara,spotify:track:3OAFzjwWionh8OfM4kgf2R
2023-12-22 17:00:00,76440,Main Yahaan Hoon,Madan Mohan,Veer - Zaara,spotify:track:3OAFzjwWionh8OfM4kgf2R
2023-12-22 17:10:00,1620,Right Here Right Now,Abhishek Bachchan,Bluff Master,spotify:track:3OGQ5gp3dkZ38eIjRKLF4V
2023-12-22 17:20:00,13789,Banthan Ke,Sukhwinder Singh,Kurukshetra,spotify:track:4wgR8jjv934KJhvGq8EpYR
2023-12-22 17:30:00,302166,You Are My Soniya,Sandesh Shandilya,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),spotify:track:6SDH3mp9sQCNJDfDDpQTTo
2023-12-22 22:10:00,275613,Chori Chori Dil Le Gaya,Hema Sardesai,Garam Masala,spotify:track:4C3hJBeW4hp5IhJfsOStrP
2023-12-22 22:20:00,223373,Kiss Me Baby,Adnan Sami,Garam Masala,spotify:track:4gNGi2Mr26me7wGKd8TQSF
2023-12-22 22:50:00,16906,Falak Dekhun,Sonu Nigam,Garam Masala,spotify:track:2Hg2x9hK9lmwqVXZ6FM1Ry
2023-12-23 02:40:00,101022,Dil Samander,KK,Garam Masala,spotify:track:7Gwuh1mKBa3SWD7w3giVP5
2023-12-24 03:30:00,2856,Hoth Rasiley,Anand Raj Anand,Welcome,spotify:track:5abF4FI366vQdn3ALwBmLS
2023-12-24 03:40:00,243670,Ghagra,Pritam,Yeh Jawaani Hai Deewani,spotify:track:5YY8EsBdUYAg1NJQIvgCEj
2023-12-24 03:50:00,224188,Bom Diggy Diggy,Zack Knight,"Bom Diggy Diggy (From ""Sonu Ke Titu Ki Sweety"")",spotify:track:6qCNaRRr5xJALfNJvh0NAw
2023-12-24 04:00:00,333093,It's the Time to Disco,Shankar-Ehsaan-Loy,Kal Ho Naa Ho (Original Motion Picture Soundtrack),spotify:track:3hCUkos0NxuSFl73oOHJzb
2023-12-24 04:10:00,11161,Saat Samundar Paar Happy,Sadhana Sargam,Vishwatma,spotify:track:5R6T1zVAE6cpBorNs8MVGU
2023-12-24 04:20:00,637,Char Baj Gaye - Party Abhi Baaki Hai,Sachin-Jigar,F.A.L.T.U (Original Motion Picture Soundtrack),spotify:track:1eFH9kh7L63Zb8FDqjbwZJ
2023-12-24 04:30:00,159126,Jeene Ke Hain Chaar Din,Sonu Nigam,Mujhse Shaadi Karogi,spotify:track:4UJih0aZ8YcQm4CIErba45
2023-12-25 18:50:00,1050,Dhat Teri Ki,Vishal-Shekhar,Gori Tere Pyaar Mein (Original Motion Picture Soundtrack),spotify:track:3meosaLOJGuQ6OjxnYR7sI
2023-12-25 19:00:00,7210,Desi Girl,Vishal-Shekhar,Dostana (Original Motion Picture Soundtrack),spotify:track:3Qpk2qHree1RTH5lZaKnEK
2023-12-25 19:10:00,281573,Tujh Mein Rab Dikhta Hai,Salim–Sulaiman,Rab Ne Bana Di Jodi,spotify:track:2LcXJP95e4HKydTZ2mYfrx
2023-12-25 19:20:00,309640,Tere Bina,A.R. Rahman,Guru (Original Motion Picture Soundtrack),spotify:track:4FeczSomVWVyU4FW7xDeAI
2023-12-25 19:30:00,5610,Pee Loon,Pritam,Once Upon A Time In Mumbaai,spotify:track:52itZ0w0CydihB2JCZEIft
2023-12-25 19:40:00,46680,Small Town Girl,Vishal-Shekhar,Bachna Ae Haseeno,spotify:track:6bRMrsjdHJ6W7zDEep3JlE
2023-12-25 19:50:00,3940,Main Kya Hoon,KK,Love Aaj Kal (Original Motion Picture Soundtrack),spotify:track:6Yjpq90q2o4bbNilQeMzW3
2023-12-25 20:00:00,253200,Zindagi Do Pal Ki,KK,Kites,spotify:track:3s6H6UW7yPu2rsF8CGki60
2023-12-25 20:20:00,3019,Choomantar,Sohail Sen,Mere Brother Ki Dulhan,spotify:track:3JbujPTeag5mDMAcye3vDD
2023-12-25 20:30:00,96050,Anjaana Anjaani Ki Kahani,Nikhil D'Souza,Anjaana Anjaani,spotify:track:3pNxVP6r45iUho1uxEYdj9
2023-12-25 20:50:00,224853,Bewafa,Imran Khan,Bewafa,spotify:track:4FcknXDJ8yW2QYUl0cm6uJ
2023-12-25 21:00:00,217093,Aaja We Mahiya,Imran Khan,Aaja We Mahiya,spotify:track:75Ak0cit8hV604Wjlq1gf2
2023-12-25 21:10:00,233546,Gora Gora Rang - Remix,Imran Khan,Gora Gora Rang - Remix,spotify:track:4YeK5pxbJa2awZSjwff5Iz
2023-12-25 21:20:00,49977,Gora Gora Rang,AK,Cultural Tings 2,spotify:track:4oTEFJkFQyuElVkVzrX4yu
2023-12-25 21:30:00,324880,Haan Tu Hain,Pritam,Jannat (Original Motion Picture Soundtrack),spotify:track:4vgCpNUUcpEIBifidhQOnR
2023-12-25 21:40:00,29776,Amplifier,Imran Khan,Amplifier,spotify:track:0l1i3nJ4aDMk0inxnvzYTz
