ts,platform,ms_played,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,reason_start,reason_end,skipped,offline_timestamp
2024-04-30T23:39:55Z,ios,259813,Shikdum (The Bedroom Mix),Pritam,Dhoom,spotify:track:0lZTqACM4CrVFkmcqE4gIg,trackdone,trackdone,FALSE,1714520135
2024-04-30T23:42:09Z,ios,133423,Dilbara (Reprisal) Edit,Pritam,Dhoom,spotify:track:4Ks3SUM8jaYAJcxhGEuu5n,trackdone,logout,FALSE,1714520395
2024-05-01T22:00:51Z,osx,49301,Darling,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:6z3p3Gm5FOH1n22ummzEh7,appload,unexpected-exit-while-paused,FALSE,1714600799
2024-05-02T22:03:45Z,ios,173980,Dhoom Dhoom,Pritam,Dhoom,spotify:track:680su2851wO74z7uNBcAbF,fwdbtn,endplay,TRUE,1714687251
2024-05-02T22:04:32Z,ios,45330,Darling,Vishal Bhardwaj,7 Khoon Maaf (Original Motion Picture Soundtrack),spotify:track:6z3p3Gm5FOH1n22ummzEh7,trackdone,fwdbtn,TRUE,1714687426
2024-05-02T22:07:33Z,ios,181872,Jhak Maar Ke,Pritam,Desi Boyz,spotify:track:7pTYN6Gxy3MOibdXmkzc5V,fwdbtn,trackdone,FALSE,1714687472
2024-05-03T00:44:16Z,ios,109247,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,trackdone,unexpected-exit-while-paused,FALSE,1714687653
2024-05-03T00:48:54Z,ios,207853,Shivers,Ed Sheeran,=,spotify:track:50nfwKoDiSYg8zOCREWAm5,clickrow,trackdone,FALSE,1714697126
2024-05-03T00:57:13Z,ios,33876,Thinking out Loud,Ed Sheeran,x,spotify:track:34gCuhDGsG4bRPIf9bb02f,trackdone,logout,FALSE,1714697334
2024-05-04T23:19:08Z,osx,6997,"Marham (Pehle Bhi Main) [From ""ANIMAL""]",Vishal Mishra,"Marham (Pehle Bhi Main) [From ""ANIMAL""]",spotify:track:1fGXJZny7HUQnLKwttxmYw,fwdbtn,fwdbtn,TRUE,1714864742
2024-05-04T23:19:10Z,osx,1237,Chaand Baaliyan,Aditya A,Chaand Baaliyan,spotify:track:0snQrp1VaY5Pj1YIHRJpRJ,fwdbtn,fwdbtn,TRUE,1714864749
2024-05-04T23:19:11Z,osx,1770,Saawariya,Monty Sharma,Saawariya (Original Motion Picture Soundtrack),spotify:track:5T6yrJuKWnkCH2OlQsoO7z,fwdbtn,fwdbtn,TRUE,1714864751
2024-05-04T23:19:13Z,osx,1407,Tu Jaane Na,Atif Aslam,Best of Romance: Atif Aslam & Pritam,spotify:track:5vGiuYFSGekGLgbxhV1rD5,fwdbtn,fwdbtn,TRUE,1714864752
2024-05-04T23:21:45Z,osx,152138,Madhubala,Sohail Sen,Mere Brother Ki Dulhan,spotify:track:44OZwf1pS0nnoPJEz2pqAX,fwdbtn,fwdbtn,TRUE,1714864754
2024-05-04T23:21:47Z,osx,1621,Tum Hi Ho Bandhu,Neeraj Shridhar,Cocktail (Original Motion Picture Soundtrack),spotify:track:7H3mfOvtPNA8YDF3EdKy0L,fwdbtn,fwdbtn,TRUE,1714864906
2024-05-04T23:21:49Z,osx,1664,Dil Dooba,Sonu Nigam,Khakee,spotify:track:6cUaCs1lKfDOyFKMkBF8ch,fwdbtn,fwdbtn,TRUE,1714864908
2024-05-04T23:21:50Z,osx,1408,Jalebi Bai,Ritu Pathak,Double Dhamaal,spotify:track:4OjfYKfJ0F38w0Dn6goVkU,fwdbtn,fwdbtn,TRUE,1714864910
2024-05-04T23:27:01Z,osx,311676,"Kaho Na Kaho - From ""Murder""",Amir Jamal,Murder,spotify:track:6iK2pxK4fCJLZwrzUslWgY,fwdbtn,trackdone,FALSE,1714864911
2024-05-04T23:31:02Z,osx,238778,Hale Dil,Harshit Saxena,Murder 2,spotify:track:6GQK4G5o60E8YA18DGpAzv,trackdone,fwdbtn,TRUE,1714865222
2024-05-04T23:31:06Z,osx,4341,Sang Rahiyo,Jasleen Royal,Sang Rahiyo,spotify:track:45PA9lW7U5LYnlpGrdTyHY,fwdbtn,fwdbtn,TRUE,1714865462
2024-05-04T23:31:09Z,osx,3370,Journey Song,Shreya Ghoshal,Best Of Shreya Ghoshal,spotify:track:20deNAOhmCeuCpofD7fFJB,fwdbtn,fwdbtn,TRUE,1714865467
2024-05-04T23:31:11Z,osx,1375,Thug Le,Salim–Sulaiman,Ladies Vs Ricky Bahl,spotify:track:1opxtm6zIv7IF19S0eCtvV,fwdbtn,fwdbtn,TRUE,1714865470
2024-05-04T23:31:12Z,osx,1397,Mahiya,Suzzane D'Mello,Awarapan (Original Soundtrack),spotify:track:4qOtDofZEAOYJ1Dq9GXgiM,fwdbtn,fwdbtn,TRUE,1714865472
2024-05-04T23:31:14Z,osx,1802,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,fwdbtn,backbtn,TRUE,1714865473
2024-05-04T23:35:38Z,osx,264333,Mahiya,Suzzane D'Mello,Awarapan (Original Soundtrack),spotify:track:4qOtDofZEAOYJ1Dq9GXgiM,backbtn,trackdone,FALSE,1714865475
2024-05-04T23:39:51Z,osx,252200,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,trackdone,trackdone,FALSE,1714865739
2024-05-04T23:40:01Z,osx,8834,Sooraj Ki Baahon Mein,Dominique Cerejo,Zindagi Na Milegi Dobara,spotify:track:723xQva0yBF7M6K3nDAG8R,trackdone,fwdbtn,TRUE,1714865991
2024-05-04T23:40:27Z,osx,26080,Pee Loon,Pritam,Once Upon A Time In Mumbaai,spotify:track:52itZ0w0CydihB2JCZEIft,fwdbtn,fwdbtn,TRUE,1714866002
2024-05-04T23:43:47Z,osx,199424,Tumse Hi Tumse,Shekhar Ravjiani,Anjaana Anjaani,spotify:track:6qNyL8lZuqFmy9ginJRQOZ,fwdbtn,fwdbtn,TRUE,1714866028
2024-05-04T23:45:59Z,osx,132320,Small Town Girl,Vishal-Shekhar,Bachna Ae Haseeno,spotify:track:6bRMrsjdHJ6W7zDEep3JlE,fwdbtn,fwdbtn,TRUE,1714866227
2024-05-04T23:46:01Z,osx,1525,Tujh Mein Rab Dikhta Hai,Salim–Sulaiman,Rab Ne Bana Di Jodi,spotify:track:2LcXJP95e4HKydTZ2mYfrx,fwdbtn,fwdbtn,TRUE,1714866360
2024-05-04T23:46:30Z,osx,29333,Naina Da Kya Kasoor,Amit Trivedi,Andhadhun,spotify:track:2g3o6I7YuKFEUn9OOfuAfP,fwdbtn,fwdbtn,TRUE,1714866362
2024-05-04T23:49:31Z,osx,180938,Pal,Javed-Mohsin,Pal,spotify:track:5G7pZ8G8NFvS1MQ9H4L7dC,fwdbtn,fwdbtn,TRUE,1714866391
2024-05-04T23:54:20Z,osx,289162,Criminal,Akon,Ra-One,spotify:track:39bx4zZrPxTjw8VNuvjt6X,fwdbtn,fwdbtn,TRUE,1714866572
2024-05-04T23:57:29Z,osx,188437,Hey Ya !,Clinton Cerejo,Karthik Calling Karthik,spotify:track:1qTh7hzjd361hjuzeaMFWK,fwdbtn,fwdbtn,TRUE,1714866861
2024-05-05T00:00:02Z,osx,152842,Toh Phir Aao,Mustafa Zahid,Awarapan (Original Soundtrack),spotify:track:4chxJYv0qsOKQukt6cKp97,fwdbtn,fwdbtn,TRUE,1714867050
2024-05-05T00:00:54Z,osx,51946,Slowly Slowly,Sachin-Jigar,Slowly Slowly,spotify:track:51t7DiGRXmCBUCq5pd6iFU,fwdbtn,fwdbtn,TRUE,1714867203
2024-05-05T00:02:14Z,osx,79946,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Raghav,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")",spotify:track:6IR6mzRO60hnMjNoq8rCPE,fwdbtn,fwdbtn,TRUE,1714867255
2024-05-05T00:06:11Z,osx,238103,Meri Jaan,Sanjay Leela Bhansali,Gangubai Kathiawadi,spotify:track:4iEGv5Ne6HuCkFCjzxdWQK,fwdbtn,trackdone,FALSE,1714867335
2024-05-05T00:10:21Z,osx,249660,Dildaara (Stand By Me),Shafqat Amanat Ali,Ra-One,spotify:track:6ZoCBDOB308GqUdt2AJrV2,trackdone,trackdone,FALSE,1714867572
2024-05-05T00:13:50Z,osx,207459,Senorita,Farhan Akhtar,Zindagi Na Milegi Dobara,spotify:track:3TAhWtQnpoL5Vl9VQPl9fU,trackdone,fwdbtn,TRUE,1714867822
2024-05-05T00:18:39Z,osx,289865,Fevicol Se,Mamta Sharma,Dabangg 2,spotify:track:0wEgK7RKkB1R6sR5Nrwh5g,fwdbtn,trackdone,FALSE,1714868031
2024-05-05T00:18:45Z,osx,4023,Kabira,Pritam,Yeh Jawaani Hai Deewani,spotify:track:4bD9z9qa4qg9BhryvYWB7c,trackdone,fwdbtn,TRUE,1714868320
2024-05-05T00:18:48Z,osx,2762,Rozana,Shreya Ghoshal,"Rozana (From ""Naam Shabana"")",spotify:track:1mYcukuz7uow0wc7DmPXHU,fwdbtn,fwdbtn,TRUE,1714868326
2024-05-05T00:21:53Z,osx,186122,Tareefan,QARAN,Veere Di Wedding,spotify:track:2SN54RFfaafTk7TE1n1Na4,fwdbtn,trackdone,FALSE,1714868329
2024-05-05T00:22:07Z,osx,12982,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",Ayushmann Khurrana,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",spotify:track:3qrdLVOClRU4yPkcXZ7c5u,trackdone,fwdbtn,TRUE,1714868514
2024-05-05T00:26:48Z,osx,281773,Wada Raha,Arnab Chakraborty,Khakee,spotify:track:1qDyykU8pm1PvvO1mqBX8d,fwdbtn,trackdone,FALSE,1714868528
2024-05-05T00:27:05Z,osx,15102,Samjhawan,Jawad Ahmad,Samjhawan,spotify:track:0rk2X5TAhraBC5aCIXK2Rq,trackdone,fwdbtn,TRUE,1714868809
2024-05-05T00:27:10Z,osx,5066,Hasi - Female Version,Ami Mishra,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),spotify:track:1cmZbGkCEVVAck2MsWpPYQ,fwdbtn,fwdbtn,TRUE,1714868826
2024-05-05T00:27:26Z,osx,16064,"Ye Ishq Hai (From ""Jab We Met"")",Shreya Ghoshal,Best Of Shreya Ghoshal,spotify:track:1UHVj0W8BRn08AXvWcv8i6,fwdbtn,fwdbtn,TRUE,1714868831
2024-05-05T00:28:27Z,osx,61045,Chappa Chappa,Vishal Bhardwaj,Maachis (Original Motion Picture Soundtrack),spotify:track:7atOebyeANuCZsGhm33YLd,fwdbtn,fwdbtn,TRUE,1714868847
2024-05-05T00:28:30Z,osx,2154,"Duniyaa (From ""Luka Chuppi"")",Akhil,"Duniyaa (From ""Luka Chuppi"")",spotify:track:2tjWCe2W7sgvS3C8NHcdtI,fwdbtn,fwdbtn,TRUE,1714868908
2024-05-05T00:33:32Z,osx,303640,Ishq Bulaava,Vishal-Shekhar,Hasee Toh Phasee (Original Motion Picture Soundtrack),spotify:track:1fkjRQA8wXPPyxqYLbxuqy,fwdbtn,trackdone,FALSE,1714868911
2024-05-05T00:37:12Z,osx,218724,Sun Saathiya,Divya Kumar,ABCD 2,spotify:track:5a2Hoi1wuhCA6Ob7pbOlpW,trackdone,trackdone,FALSE,1714869213
2024-05-05T00:38:28Z,osx,75003,O Bekhabar,Pritam,Action Replayy,spotify:track:4YwGnKgtq7V0EI1hYNOirm,trackdone,fwdbtn,TRUE,1714869433
2024-05-05T00:44:08Z,osx,341146,Tumhe Jo Maine Dekha,Abhijeet,Main Hoon Na,spotify:track:0pPGUL7171TRGgI6wyP8wP,fwdbtn,trackdone,FALSE,1714869509
2024-05-05T00:44:34Z,osx,24540,Sawaar Loon,Monali Thakur,Lootera,spotify:track:29YePgOxuPLfU7uZKxKf6w,trackdone,fwdbtn,TRUE,1714869849
2024-05-05T00:47:22Z,osx,168240,Genda Phool,Rekha Bhardwaj,Delhi-6,spotify:track:15Vuw407y6UWIPUfGrpJ1e,fwdbtn,trackdone,FALSE,1714869875
2024-05-05T00:47:36Z,osx,12593,Ishq Wala Love,Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),spotify:track:1hQia6rxgfM1ly2hE3StWp,trackdone,fwdbtn,TRUE,1714870043
2024-05-05T00:47:44Z,osx,8405,Tera Hone Laga Hoon,Atif Aslam,Best of Romance: Atif Aslam & Pritam,spotify:track:48Ix6ReYdJf2H4mKb3TIpj,fwdbtn,fwdbtn,TRUE,1714870057
2024-05-05T00:48:00Z,osx,16000,Tujh Mein Rab Dikhta Hai - II,Salim–Sulaiman,Rab Ne Bana Di Jodi,spotify:track:4Q3oEhpsDommo2naYhCpAl,fwdbtn,fwdbtn,TRUE,1714870065
2024-05-05T00:48:04Z,osx,3071,"Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,"Ishq Jaisa Kuch (From ""Fighter"")",spotify:track:23YpzkTDtU78GK6vpgRbkM,fwdbtn,fwdbtn,TRUE,1714870081
2024-05-05T00:51:50Z,osx,226941,Nazm Nazm,Arko,Hits of Ayushmann Khurrana,spotify:track:1tCduDqB3J8r90FAxprLzO,fwdbtn,trackdone,FALSE,1714870085
2024-05-05T00:54:37Z,osx,165550,"Kaun Nachdi (From ""Sonu Ke Titu Ki Sweety"")",Guru Randhawa,High Rated Gabru - Guru Randhawa,spotify:track:3s7m0jmCXGcM8tmlvjCvAa,trackdone,fwdbtn,TRUE,1714870311
2024-05-05T00:54:38Z,osx,1002,Sau Aasmaan,Armaan Malik,Baar Baar Dekho,spotify:track:5czJMpadRTKwheBXCfiJkm,fwdbtn,fwdbtn,TRUE,1714870478
2024-05-05T01:01:38Z,ios,236900,Tere Liye,Atif Aslam,Prince,spotify:track:0fCQRUbk8LIQTdQYGNtGyv,clickrow,endplay,TRUE,1714870660
2024-05-05T04:26:15Z,osx,8975,Tere Liye,Atif Aslam,Best of Romance: Atif Aslam & Pritam,spotify:track:0xlWd9o8yjKpJ02WJy79kZ,fwdbtn,logout,FALSE,1714870479
2024-05-06T20:46:08Z,osx,269669,Tere Liye,Atif Aslam,Best of Romance: Atif Aslam & Pritam,spotify:track:0xlWd9o8yjKpJ02WJy79kZ,appload,trackdone,FALSE,1715028096
2024-05-06T20:49:00Z,osx,169948,"Abcd -Yaariyan (From ""Yaariyan"")",Benny Dayal,Yo Yo Honey Singh Is Back,spotify:track:3pIshEbdyNMF3hW1MnZB58,trackdone,fwdbtn,TRUE,1715028368
2024-05-06T20:50:16Z,osx,77215,Zihaal e Miskin,Javed-Mohsin,Zihaal e Miskin,spotify:track:51DEaelXeJJ6cFFYbX8Hal,fwdbtn,fwdbtn,TRUE,1715028540
2024-05-06T20:51:11Z,osx,45395,Hairat,Lucky Ali,Anjaana Anjaani,spotify:track:6512hyAQxOng8v4R71IV47,fwdbtn,fwdbtn,TRUE,1715028617
2024-05-06T20:51:13Z,osx,1525,Tujhe Aksa Beach Ghuma Doon,Wajid,God Tussi Great Ho,spotify:track:7cMYs2LIf8YNqegnr0svwh,fwdbtn,fwdbtn,TRUE,1715028672
2024-05-06T20:51:15Z,osx,821,Asal Mein,Darshan Raval,Asal Mein,spotify:track:0rMeOAvbQZ2RTG4B6L1M4p,fwdbtn,fwdbtn,TRUE,1715028675
2024-05-06T20:51:15Z,osx,1130,Mileya Mileya,Rekha Bhardwaj,Happy Ending (Original Motion Picture Soundtrack),spotify:track:2IarWd16hKAvXU8vnEunVb,fwdbtn,fwdbtn,TRUE,1715028674
2024-05-06T20:51:17Z,osx,1290,Chale Jaana Phir (Humko Tere Bina),Denny,Chale Jaana Phir (Humko Tere Bina),spotify:track:04ChFQZCKl2yRcvc0VR7qN,fwdbtn,fwdbtn,TRUE,1715028676
2024-05-06T20:56:00Z,osx,283559,Chikni Chameli,Ajay-Atul,Agneepath (Original Motion Picture Soundtrack),spotify:track:1vSXwYeKnzsVvekSpqVabx,fwdbtn,trackdone,FALSE,1715028677
2024-05-06T20:58:51Z,osx,170382,Dus Bahane,Shaan,Dus,spotify:track:1vBmaijoCBoqmwc3zs5n3s,trackdone,fwdbtn,TRUE,1715028960
2024-05-06T20:58:53Z,osx,1834,Soni De Nakhre,Wajid,Partner,spotify:track:4tBMbRwLJa5BjwJ6FrBlks,fwdbtn,fwdbtn,TRUE,1715029132
2024-05-06T20:58:55Z,osx,2111,Saibo,Sachin-Jigar,Shor in the City (Original Motion Picture Soundtrack),spotify:track:6udC4b4jOSnHb9ItnXgKLR,fwdbtn,fwdbtn,TRUE,1715029134
2024-05-06T20:58:57Z,osx,1546,Oh Girl You're Mine .,Tarun Sagar,Housefull,spotify:track:4O5ERhWIhAnBelhNDHcSlA,fwdbtn,fwdbtn,TRUE,1715029136
2024-05-06T20:59:01Z,osx,3338,Tujhe Bhula Diya,Mohit Chauhan,Anjaana Anjaani,spotify:track:4r8JqkhpTb5tzSKKHnVJIJ,fwdbtn,fwdbtn,TRUE,1715029138
2024-05-06T21:02:20Z,osx,200120,Mann Mera,Gajendra Verma,Table No. 21 (Original Motion Picture Soundtrack),spotify:track:3yV2c3cYhkAwSsxAq6nRiv,fwdbtn,trackdone,FALSE,1715029141
2024-05-06T21:06:45Z,osx,263967,Haule Haule,Salim–Sulaiman,Rab Ne Bana Di Jodi,spotify:track:2UKK9UEbKlykbmLVP1zWIQ,trackdone,trackdone,FALSE,1715029340
2024-05-06T21:11:54Z,osx,309272,Hua Hain Aaj Pehli Baar,Amaal Mallik,Sanam Re,spotify:track:2ygHwkk6BE4o1YKF2jhrFX,trackdone,trackdone,FALSE,1715029605
2024-05-06T21:11:58Z,osx,2548,Vele,Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),spotify:track:31phvnfUfwzi0nf3dO814j,trackdone,fwdbtn,TRUE,1715029915
2024-05-06T21:17:58Z,osx,360437,"Agar Tum Mil Jao - From ""Zeher""",Shreya Ghoshal,Zeher,spotify:track:14k5ZaCWRYwXdz2FWCaQby,fwdbtn,trackdone,FALSE,1715029919
2024-05-06T21:18:05Z,osx,6401,Baarish,Shashaa Tirupati,Half Girlfriend,spotify:track:4FeiicaPWhZZusS1rddYdc,trackdone,fwdbtn,TRUE,1715030278
2024-05-06T21:18:21Z,osx,15338,Tum Ho,Mohit Chauhan,Rockstar,spotify:track:7uNnlVit5qDvfOje0pqICF,fwdbtn,fwdbtn,TRUE,1715030286
2024-05-06T21:18:33Z,osx,11103,Ye Jawaani Teri,Sachin-Jigar,Meri Pyaari Bindu,spotify:track:5BE6214zFFNKBCYYj1sFpu,fwdbtn,endplay,TRUE,1715030302
2024-05-06T21:19:44Z,osx,71328,Ta Ra Rum Pum,Vishal-Shekhar,Ta Ra Rum Pum,spotify:track:1c9psBaQllfx8mpBOuIMj6,playbtn,fwdbtn,TRUE,1715030313
2024-05-06T21:25:03Z,osx,319294,Hey Shona,Vishal-Shekhar,Ta Ra Rum Pum,spotify:track:2H9SvhMVXSYPxxkQgzkTKp,fwdbtn,trackdone,FALSE,1715030385
2024-05-06T21:29:09Z,osx,246256,Nachle Ve,Vishal-Shekhar,Ta Ra Rum Pum,spotify:track:525uvrOxi8EJoNxNP2HGto,trackdone,trackdone,FALSE,1715030703
2024-05-06T21:49:26Z,osx,657562,Ta Ra Ra Ra Rum Tararumpum,Vishal-Shekhar,Ta Ra Rum Pum,spotify:track:0Pu5Ed4dRHcryM65r0pMV0,trackdone,trackdone,FALSE,1715030949
2024-05-06T21:54:28Z,osx,301714,Ab To Forever,Vishal-Shekhar,Ta Ra Rum Pum,spotify:track:3gLf7ctpqnklhoQfeveBw0,trackdone,trackdone,FALSE,1715032166
2024-05-06T21:59:23Z,osx,295314,Saaiyaan,Vishal-Shekhar,Ta Ra Rum Pum,spotify:track:5TwBs8jF4YYmnSFDkxSXKF,trackdone,trackdone,FALSE,1715032468
2024-05-06T22:00:15Z,osx,51562,Aalap,Vishal-Shekhar,Ta Ra Rum Pum,spotify:track:0m1TycNcUhagtH4kFN74vQ,trackdone,endplay,TRUE,1715032763
2024-05-06T22:01:18Z,osx,62314,"Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,"Ishq Jaisa Kuch (From ""Fighter"")",spotify:track:23YpzkTDtU78GK6vpgRbkM,fwdbtn,fwdbtn,TRUE,1715032816
2024-05-06T22:06:45Z,osx,327575,Shikdum,Pritam,Dhoom,spotify:track:6BJxQbKyQSdBOBIuW5TTmi,fwdbtn,trackdone,FALSE,1715032879
2024-05-06T22:06:51Z,osx,4564,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,trackdone,fwdbtn,TRUE,1715033205
2024-05-06T22:06:54Z,osx,2720,Sooraj Ki Baahon Mein,Dominique Cerejo,Zindagi Na Milegi Dobara,spotify:track:723xQva0yBF7M6K3nDAG8R,fwdbtn,fwdbtn,TRUE,1715033211
2024-05-06T22:09:05Z,osx,131637,Tere Liye (Instrumental),Madan Mohan,Romancing The Legend: Veer-Zaara Instrumental,spotify:track:6ZUOhTs1fZem4YYsvdUEdK,fwdbtn,fwdbtn,TRUE,1715033214
2024-05-06T22:09:07Z,osx,1173,Mileya Mileya,Rekha Bhardwaj,Happy Ending (Original Motion Picture Soundtrack),spotify:track:2IarWd16hKAvXU8vnEunVb,fwdbtn,fwdbtn,TRUE,1715033346
2024-05-06T22:09:09Z,osx,1760,Khuda Jaane - Happily Ever After (From “Bachna Ae Haseeno”),Vishal-Shekhar,Khuda Jaane - Happily Ever After (From “Bachna Ae Haseeno”),spotify:track:7jnQKGGyDfRIpAnK7YYrZa,fwdbtn,fwdbtn,TRUE,1715033347
2024-05-06T22:16:20Z,osx,305162,Aaja Nachle,Salim–Sulaiman,Aaja Nachle,spotify:track:2Bn2JQAGZzxe09jFzm1SqJ,fwdbtn,trackdone,FALSE,1715033349
2024-05-06T22:16:23Z,osx,1814,Tujhe Aksa Beach Ghuma Doon,Wajid,God Tussi Great Ho,spotify:track:7cMYs2LIf8YNqegnr0svwh,trackdone,fwdbtn,TRUE,1715033780
2024-05-06T22:16:26Z,osx,3391,Dus Bahane,Shaan,Dus,spotify:track:1vBmaijoCBoqmwc3zs5n3s,fwdbtn,fwdbtn,TRUE,1715033783
2024-05-06T22:21:32Z,osx,306503,Criminal,Akon,Ra-One,spotify:track:39bx4zZrPxTjw8VNuvjt6X,fwdbtn,trackdone,FALSE,1715033787
2024-05-06T22:23:12Z,osx,98212,Yeh Hum Aa Gaye Hain Kahaan (Instrumental),Madan Mohan,Romancing The Legend: Veer-Zaara Instrumental,spotify:track:14FAQM63evCXLoQmqFQq0c,trackdone,fwdbtn,TRUE,1715034092
2024-05-06T22:25:17Z,osx,126026,My Dil Goes Mmmm,Vishal-Shekhar,Salaam Namaste,spotify:track:3Uv8BQFN3bQfhkregyMbnx,fwdbtn,fwdbtn,TRUE,1715034192
2024-05-06T22:25:26Z,osx,8160,Chalte Chalte (Part-2),Jatin-Lalit,Mohabbatein,spotify:track:3gsPEN0uIHE2zxSYt0UE0N,fwdbtn,fwdbtn,TRUE,1715034318
2024-05-06T22:25:28Z,osx,1727,The Hook Up Song,Kumaar,The Neha Kakkar Collection,spotify:track:65ulofOKEHRDyubp4oJJkt,fwdbtn,fwdbtn,TRUE,1715034326
2024-05-06T22:25:29Z,osx,1440,Soni De Nakhre,Wajid,Partner,spotify:track:4tBMbRwLJa5BjwJ6FrBlks,fwdbtn,fwdbtn,TRUE,1715034328
2024-05-06T22:25:31Z,osx,1728,Hasi - Female Version,Ami Mishra,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),spotify:track:1cmZbGkCEVVAck2MsWpPYQ,fwdbtn,fwdbtn,TRUE,1715034330
2024-05-06T22:25:33Z,osx,1621,Zihaal e Miskin,Javed-Mohsin,Zihaal e Miskin,spotify:track:51DEaelXeJJ6cFFYbX8Hal,fwdbtn,fwdbtn,TRUE,1715034332
2024-05-06T22:25:34Z,osx,1770,Ishq Wala Love,Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),spotify:track:1hQia6rxgfM1ly2hE3StWp,fwdbtn,fwdbtn,TRUE,1715034333
2024-05-06T22:25:38Z,osx,3850,Saawan Mein,Falguni Pathak,Maine Payal Hai Chhankai & Other Hits,spotify:track:4F980Cg1WU6owq3V1fOBSN,fwdbtn,fwdbtn,TRUE,1715034335
2024-05-06T22:29:51Z,osx,253200,"Zindagi Do Pal Ki (From ""Kites"")",KK,Zindagi Do Pal Ki - K.K. All Time Hits,spotify:track:29kwMwn3NpHxNGHFAIT7yo,fwdbtn,trackdone,FALSE,1715034339
2024-05-06T22:30:46Z,osx,53873,Tu Meri,Vishal Dadlani,Bang Bang,spotify:track:0800NFKDicegzMbus9LiuH,trackdone,fwdbtn,TRUE,1715034592
2024-05-06T22:33:21Z,osx,154154,Tumse Hi Tumse,Shekhar Ravjiani,Anjaana Anjaani,spotify:track:6qNyL8lZuqFmy9ginJRQOZ,fwdbtn,fwdbtn,TRUE,1715034647
2024-05-06T22:39:01Z,osx,341146,Tumhe Jo Maine Dekha,Abhijeet,Main Hoon Na,spotify:track:0pPGUL7171TRGgI6wyP8wP,fwdbtn,trackdone,FALSE,1715034801
2024-05-06T22:44:44Z,osx,342093,The Disco Song,Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),spotify:track:3UaP2PQwhA31keZXt7oPLA,trackdone,trackdone,FALSE,1715035141
2024-05-06T22:47:28Z,osx,164159,"Don't Be Shy Again (From ""Bala"")",Sachin-Jigar,Don't Be Shy Again,spotify:track:2TbCdbFzs2xO2nzasn0Qvw,trackdone,trackdone,FALSE,1715035484
2024-05-06T22:51:18Z,osx,228960,Balma,Shreya Ghoshal,The Second Best Exotic Marigold Hotel (Original Motion Picture Soundtrack),spotify:track:0p5iOuS1ljMtQpaGi4W8Tl,trackdone,trackdone,FALSE,1715035649
2024-05-06T22:55:45Z,osx,267624,Ainvayi Ainvayi,Salim–Sulaiman,Band Baaja Baaraat,spotify:track:74AqVxZ3oXwJ8olHssBUG3,trackdone,trackdone,FALSE,1715035878
2024-05-06T23:00:00Z,osx,253160,The Jawaani Song (Student Of The Year 2),Payal Dev,The Jawaani Song (Student of the Year 2),spotify:track:7KDFmblffwXCVeLnVE66lu,trackdone,trackdone,FALSE,1715036146
2024-05-06T23:03:08Z,osx,188606,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",Jasmine Sandlas,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",spotify:track:5fXslGZPI5Cco6PKHzlSL3,trackdone,trackdone,FALSE,1715036400
2024-05-06T23:08:13Z,osx,303640,Ishq Bulaava,Vishal-Shekhar,Hasee Toh Phasee (Original Motion Picture Soundtrack),spotify:track:1fkjRQA8wXPPyxqYLbxuqy,trackdone,trackdone,FALSE,1715036589
2024-05-06T23:12:28Z,osx,254989,Hey Ya !,Clinton Cerejo,Karthik Calling Karthik,spotify:track:1qTh7hzjd361hjuzeaMFWK,trackdone,trackdone,FALSE,1715036893
2024-05-06T23:16:24Z,osx,235705,Oh Girl You're Mine .,Tarun Sagar,Housefull,spotify:track:4O5ERhWIhAnBelhNDHcSlA,trackdone,trackdone,FALSE,1715037149
2024-05-06T23:18:56Z,osx,149899,Thug Le,Salim–Sulaiman,Ladies Vs Ricky Bahl,spotify:track:1opxtm6zIv7IF19S0eCtvV,trackdone,fwdbtn,TRUE,1715037385
