ts,platform,ms_played,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,reason_start,reason_end,skipped,offline_timestamp
2023-12-14T19:36:26Z,ios,306920,Tune Maari Entriyaan,Sohail Sen,Gunday,spotify:track:5kg1GacbhgQfLcbgOBRO9c,fwdbtn,fwdbtn,TRUE,1702582279
2023-12-14T19:41:22Z,ios,295960,Humko Pyar Hua,Pritam,Ready,spotify:track:4cltuh2RNH0LyZY9I8Vi08,fwdbtn,fwdbtn,TRUE,1702582587
2023-12-14T19:41:24Z,ios,1310,Avunu Nijam,KK,Athadu,spotify:track:3CW0qWSqqqDvQWritNm7bC,fwdbtn,fwdbtn,TRUE,1702582883
2023-12-14T19:41:25Z,ios,1930,Chaila Chaila,Chiranjeevi,Shankerdada M B B S,spotify:track:4GsRour6Kmw3bHwezz6AVZ,fwdbtn,endplay,TRUE,1702582884
2023-12-14T19:45:27Z,ios,241668,"Ajab Si (From ""Om Shanti Om"")",KK,Zindagi Do Pal Ki - K.K. All Time Hits,spotify:track:2RgvvnMwtP0R2OkVZmFvnV,fwdbtn,trackdone,FALSE,1702582886
2023-12-14T19:47:15Z,ios,106521,"Chaand Taare (From ""Yes Boss"")",Abhijeet,My Best Collection,spotify:track:5Cdd8p9sxRczQX6GFC8CdH,trackdone,unexpected-exit-while-paused,FALSE,1702583127
2023-12-14T23:25:18Z,ios,5015,Socha Hai,Farhan Akhtar,Rock On,spotify:track:7IjnfuMNfdrAXbefurdIIR,clickrow,endplay,TRUE,1702596313
2023-12-14T23:27:52Z,ios,153460,Pichle Saat Dinon Mein (Album Version),Farhan Akhtar,Rock On,spotify:track:1QQqHS80CpR8tA2lR8O65y,clickrow,fwdbtn,TRUE,1702596319
2023-12-14T23:28:18Z,ios,835,Rock On!!,Farhan Akhtar,Rock On,spotify:track:6fABlNfAOylt7ZxfX8K1XL,fwdbtn,endplay,TRUE,1702596472
2023-12-14T23:29:56Z,ios,98011,Te Amo (Duet),Pritam,Dum Maaro Dum,spotify:track:3x55c9UVpbURc2T02DLfEM,clickrow,endplay,TRUE,1702596498
2023-12-14T23:34:15Z,ios,258159,Aahista Aahista,Vishal-Shekhar,Bachna Ae Haseeno,spotify:track:6yrIAJ4yMPzq8Vsu1d3CXg,clickrow,fwdbtn,TRUE,1702596597
2023-12-14T23:45:29Z,ios,226928,Ladki Kyon,Jatin-Lalit,Hum Tum,spotify:track:0U9a0NZ8UQpnix2lBElFAx,fwdbtn,logout,FALSE,1702596855
2023-12-15T15:32:07Z,ios,120,"Kalaastar (From ""Honey 3.0"")",Yo Yo Honey Singh,"Kalaastar (From ""Honey 3.0"")",spotify:track:1sZFDDmmBVkcHOpV6AB0Nx,fwdbtn,fwdbtn,TRUE,1702654327
2023-12-15T15:32:08Z,ios,1250,"Chaand Taare (From ""Yes Boss"")",Abhijeet,My Best Collection,spotify:track:5Cdd8p9sxRczQX6GFC8CdH,fwdbtn,fwdbtn,TRUE,1702654328
2023-12-15T15:37:47Z,ios,292000,Ek Din Teri Raahon,Javed Ali,Naqaab - Original Motion Picture Soundtrack,spotify:track:6UEhNvccAc4OyEDJYB5brb,fwdbtn,trackdone,FALSE,1702654329
2023-12-15T15:43:34Z,ios,347040,Tera Mera Rishta,Mustafa Zahid,Awarapan (Original Soundtrack),spotify:track:2PxZSFOv7RebkeSEwQTjr7,trackdone,trackdone,FALSE,1702654667
2023-12-15T15:47:41Z,ios,246131,Socha Hai,Farhan Akhtar,Rock On,spotify:track:7IjnfuMNfdrAXbefurdIIR,trackdone,trackdone,FALSE,1702655015
2023-12-15T15:51:26Z,ios,211718,Soni De Nakhre,Wajid,Partner,spotify:track:4tBMbRwLJa5BjwJ6FrBlks,trackdone,fwdbtn,TRUE,1702655261
2023-12-15T15:56:02Z,ios,276510,Ek Pal Ka Jeena,Lucky Ali,Kaho Naa Pyar Hai,spotify:track:5iwPZEPu8bxy1fAWnhYT7J,fwdbtn,trackdone,FALSE,1702655487
2023-12-15T15:58:33Z,ios,149779,Madhubala,Sohail Sen,Mere Brother Ki Dulhan,spotify:track:44OZwf1pS0nnoPJEz2pqAX,trackdone,fwdbtn,TRUE,1702655762
2023-12-15T15:58:41Z,ios,8030,Jhanjharia - Male Version,Abhijeet,Krishna - Original Motion Picture Soundtrack,spotify:track:7v6kXbTvpHbhq5LHruy0xV,fwdbtn,fwdbtn,TRUE,1702655914
2023-12-15T16:05:25Z,ios,404759,Suraj Hua Maddham,Sandesh Shandilya,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),spotify:track:0mWtcNIAL9jITVHl3F2SQF,fwdbtn,trackdone,FALSE,1702655922
2023-12-15T16:08:01Z,ios,154120,Gela Gela Gela,Adnan Sami,Aitraaz - Original Motion Picture Soundtrack,spotify:track:6vwGvxyf8MheLLPUjktu14,trackdone,endplay,TRUE,1702656325
2023-12-15T16:12:22Z,ios,261769,Chori Chori Dil Le Gaya,Hema Sardesai,Garam Masala,spotify:track:4C3hJBeW4hp5IhJfsOStrP,clickrow,trackdone,FALSE,1702656481
2023-12-15T16:16:06Z,ios,223373,Kiss Me Baby,Adnan Sami,Garam Masala,spotify:track:4gNGi2Mr26me7wGKd8TQSF,trackdone,trackdone,FALSE,1702656742
2023-12-15T16:21:19Z,ios,313333,Falak Dekhun,Sonu Nigam,Garam Masala,spotify:track:2Hg2x9hK9lmwqVXZ6FM1Ry,trackdone,trackdone,FALSE,1702656966
2023-12-15T16:26:35Z,ios,316706,Dil Samander,KK,Garam Masala,spotify:track:7Gwuh1mKBa3SWD7w3giVP5,trackdone,trackdone,FALSE,1702657279
2023-12-15T16:30:38Z,ios,241957,Chori Chori Dil Le Gaya - Punjabi Version,Labh Janjua,Garam Masala,spotify:track:4E67g2Xp1eTpsF8HQwTbLL,trackdone,fwdbtn,TRUE,1702657596
2023-12-15T16:30:39Z,ios,1030,Falak Dekhun,Udit Narayan,Garam Masala,spotify:track:22nXoZoFMmQyndlIgB2myQ,fwdbtn,fwdbtn,TRUE,1702657839
2023-12-15T16:30:40Z,ios,1200,Ada - Remix Version,Sonu Nigam,Garam Masala,spotify:track:5dPiB4bS7wAzlP3FN7vh6e,fwdbtn,fwdbtn,TRUE,1702657840
2023-12-15T16:30:42Z,ios,160,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,fwdbtn,fwdbtn,TRUE,1702657843
2023-12-15T16:30:42Z,ios,260,Kiss Me Baby - Remix Version,Adnan Sami,Garam Masala,spotify:track:3cqc9kRwulPAcE6eCIYdU6,fwdbtn,endplay,TRUE,1702657841
2023-12-15T16:30:44Z,ios,740,Do Pal,Madan Mohan,Veer - Zaara,spotify:track:7fyIuR4aaWb6iltlAoSkxF,fwdbtn,backbtn,TRUE,1702657843
2023-12-15T16:30:44Z,ios,1160,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,backbtn,backbtn,TRUE,1702657844
2023-12-15T16:38:35Z,ios,267386,Kiss Me Baby - Remix Version,Adnan Sami,Garam Masala,spotify:track:3cqc9kRwulPAcE6eCIYdU6,backbtn,trackdone,FALSE,1702657845
2023-12-15T16:40:57Z,ios,137153,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,trackdone,logout,FALSE,1702658316
2023-12-16T03:32:27Z,ios,1310,Gale Lag Ja - Version 1,Javed Ali,De Dana Dan,spotify:track:2yBxVCCJkfCuwhA0GR2VwA,appload,fwdbtn,TRUE,1702697541
2023-12-16T03:32:28Z,ios,1190,Do Pal,Madan Mohan,Veer - Zaara,spotify:track:7fyIuR4aaWb6iltlAoSkxF,fwdbtn,fwdbtn,TRUE,1702697548
2023-12-16T03:36:56Z,ios,268712,Dard - E - Disco,Sukhwinder Singh,Om Shanti Om,spotify:track:2GTasAZimpxzNgE7aXFifI,fwdbtn,trackdone,FALSE,1702697549
2023-12-16T03:38:07Z,ios,69157,Husn Hai Suhana,Chandana Dixit,Coolie No.1 - Original Motion Picture Soundtrack,spotify:track:2JyPZNIsrL1xIoLZaqcqr1,trackdone,fwdbtn,TRUE,1702697817
2023-12-16T03:38:08Z,ios,1010,Hairat,Lucky Ali,Anjaana Anjaani,spotify:track:6512hyAQxOng8v4R71IV47,fwdbtn,fwdbtn,TRUE,1702697888
2023-12-16T03:38:10Z,ios,2400,Kal Ho Naa Ho,Shankar-Ehsaan-Loy,Kal Ho Naa Ho (Original Motion Picture Soundtrack),spotify:track:251PNRmJU9KcUnFQAB5t6I,fwdbtn,fwdbtn,TRUE,1702697889
2023-12-16T03:38:11Z,ios,990,"Mere Nishaan (From ""Oh My God"")",Kailash Kher,Best Of Kailash Kher,spotify:track:7y2LdSannuZhlHK3eTOyly,fwdbtn,fwdbtn,TRUE,1702697891
2023-12-16T03:42:50Z,ios,279120,You're My Love,Shaan,Partner,spotify:track:6D2ZnEZ92wUFTr38YXTCL5,fwdbtn,trackdone,FALSE,1702697892
2023-12-16T03:42:56Z,ios,5190,"Chura Ke Dil Mera - From ""Hungama 2""",Benny Dayal,Chura Ke Dil Mera,spotify:track:7d5ufSYehroRIgCXxJvcTM,trackdone,fwdbtn,TRUE,1702698170
2023-12-16T03:42:57Z,ios,910,"Falak Dekhun Sonu Nigam (From ""Garam Masala"")",Sonu Nigam,Bollywood's Musical Extravaganza - Sonu Nigam & Sukhwinder Singh,spotify:track:5XfHmHJNxDl4Tsy29oLD7v,fwdbtn,fwdbtn,TRUE,1702698177
2023-12-16T03:42:58Z,ios,1300,Ek Pal Ka Jeena,Lucky Ali,Kaho Naa Pyar Hai,spotify:track:5iwPZEPu8bxy1fAWnhYT7J,fwdbtn,fwdbtn,TRUE,1702698178
2023-12-16T03:42:59Z,ios,0,Rock N Roll Soniye,Shankar-Ehsaan-Loy,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),spotify:track:0W1eHrIACKah9l0Q9v611q,fwdbtn,fwdbtn,TRUE,1702698179
2023-12-16T03:43:01Z,ios,1160,Suno Na Suno Na,Abhijeet,Chalte Chalte,spotify:track:5dS7HcRa9kER2qDba2iSOd,fwdbtn,fwdbtn,TRUE,1702698180
2023-12-16T03:43:08Z,ios,4910,Lift Karadey,Adnan Sami,Kabhi To Nazar Milao... Jhankar Beats,spotify:track:1jSITyxOyMX0MMG5DDau4w,fwdbtn,endplay,TRUE,1702698181
2023-12-16T03:47:32Z,ios,263580,"Hawayein (From ""Jab Harry Met Sejal"")",Pritam,"Hawayein (From ""Jab Harry Met Sejal"")",spotify:track:6871FKHumiy1Wfr6vF7Xxt,clickrow,fwdbtn,TRUE,1702698189
2023-12-16T03:47:33Z,ios,1730,"Gerua (From ""Dilwale"")",Pritam,Dilwale (Original Motion Picture Soundtrack),spotify:track:7iLA6PQeQWRjLDHOJgGpj5,fwdbtn,fwdbtn,TRUE,1702698452
2023-12-16T03:51:37Z,ios,212440,Maahi Ve,Shankar-Ehsaan-Loy,Kal Ho Naa Ho (Original Motion Picture Soundtrack),spotify:track:7Czm0vv2sYL5z4P51KY66e,fwdbtn,fwdbtn,TRUE,1702698454
2023-12-16T03:53:23Z,ios,106510,Tere Naina,Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),spotify:track:3hoXhwP0ub9LdSJV4olDIc,fwdbtn,fwdbtn,TRUE,1702698697
2023-12-16T04:00:40Z,ios,382973,Mitwa,Shankar-Ehsaan-Loy,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),spotify:track:4BTPzhEsyW3blWcxcuhLM0,fwdbtn,trackdone,FALSE,1702698804
2023-12-16T04:05:01Z,ios,1366,"Radha (From ""Jab Harry Met Sejal"")",Pritam,"Radha (From ""Jab Harry Met Sejal"")",spotify:track:7ztCi9k76A4QmSqWEutFyV,trackdone,logout,FALSE,1702699241
2023-12-17T18:11:27Z,ios,19667,"Radha (From ""Jab Harry Met Sejal"")",Pritam,"Radha (From ""Jab Harry Met Sejal"")",spotify:track:7ztCi9k76A4QmSqWEutFyV,clickrow,logout,FALSE,1702834485
2023-12-19T02:38:54Z,ios,333181,Khuda Jaane,Vishal-Shekhar,Bachna Ae Haseeno,spotify:track:0gPgdRfB4jdGrlyXS0Vx78,clickrow,trackdone,FALSE,1702953202
2023-12-19T02:42:56Z,ios,241668,"Ajab Si (From ""Om Shanti Om"")",KK,Zindagi Do Pal Ki - K.K. All Time Hits,spotify:track:2RgvvnMwtP0R2OkVZmFvnV,trackdone,trackdone,FALSE,1702953534
2023-12-19T02:50:21Z,ios,303680,Zara Sa,Pritam,Jannat (Original Motion Picture Soundtrack),spotify:track:18YHbIhrleUkKKj2DvEp79,trackdone,trackdone,FALSE,1702953777
2023-12-19T02:50:39Z,ios,16610,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",Rochak Kohli,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",spotify:track:57jOEZtoLQK4zF2x55bdkp,trackdone,fwdbtn,TRUE,1702954221
2023-12-19T02:50:41Z,ios,2080,"Kya Mujhe Pyar Hai (From ""Woh Lamhe"")",KK,Evergreen Hits Of K.K.,spotify:track:7fW9J3EpVWVN1ouv0slAs0,fwdbtn,fwdbtn,TRUE,1702954240
2023-12-19T02:57:18Z,ios,397773,Tadap Tadap,KK,Hum Dil De Chuke Sanam,spotify:track:6n6hEYHXBzWfdSzBX20ZRw,fwdbtn,trackdone,FALSE,1702954242
2023-12-19T03:28:25Z,ios,338163,"Dhoop Paani Bahne De (From ""Sherdil - The Pilibhit Saga"")",KK,"Dhoop Paani Bahne De (From ""Sherdil - The Pilibhit Saga"")",spotify:track:2bEECW5mtoD1Glxip0hpB5,trackdone,trackdone,FALSE,1702954639
2023-12-19T03:28:47Z,ios,20952,Kaise Mein Kahun Tujhse Lofi Flip,SPECRO X SKETCH,Kaise Mein Kahun Tujhse Lofi Flip,spotify:track:3NpmGCTIPS03kRoeUUfDSq,trackdone,fwdbtn,TRUE,1702956505
2023-12-19T03:28:56Z,ios,8890,Tu Hi Meri Shab Hai Chill Lofi,Jammy Weirdo,Tu Hi Meri Shab Hai Chill Lofi,spotify:track:0gPqpOLWRhuuXOVnIZYHNF,fwdbtn,fwdbtn,TRUE,1702956527
2023-12-19T03:35:24Z,ios,321000,Dil Ibaadat,Pritam,Tum Mile (Original Motion Picture Soundtrack),spotify:track:3Kl8p2PxVf8eAayLwTxOIm,fwdbtn,fwdbtn,TRUE,1702956536
2023-12-19T03:35:28Z,ios,4340,Ajab Si,KK,Om Shanti Om,spotify:track:5FXMRdJjKq1BIX4e8Eg9mK,fwdbtn,fwdbtn,TRUE,1702956924
2023-12-19T03:35:33Z,ios,930,Haan Tu Hain,Pritam,Jannat (Original Motion Picture Soundtrack),spotify:track:4vgCpNUUcpEIBifidhQOnR,fwdbtn,fwdbtn,TRUE,1702956933
2023-12-19T03:35:33Z,ios,4120,Labon Ko,Pritam,Bhool Bhulaiyaa,spotify:track:5WncH5iZ5GFlnXm7jKEXVP,fwdbtn,fwdbtn,TRUE,1702956929
2023-12-19T03:40:07Z,ios,273770,Piya Aaye Na,Tulsi Kumar,Aashiqui 2,spotify:track:1ELMyeJLDHUz3cK3XTWgEi,fwdbtn,trackdone,FALSE,1702956934
2023-12-19T03:41:23Z,ios,74749,Beete Lamhein,KK,The Train,spotify:track:0zQa7QXLpUZfrrsWbgDZll,trackdone,unexpected-exit-while-paused,FALSE,1702957208
2023-12-20T02:37:09Z,ios,206716,Beete Lamhein,KK,The Train,spotify:track:0zQa7QXLpUZfrrsWbgDZll,appload,trackdone,FALSE,1703039523
2023-12-20T02:40:02Z,ios,171593,Tu Jo Mila,Pritam,Bajrangi Bhaijaan,spotify:track:7txLCGOXyDlDXTjtR1Sk4v,trackdone,fwdbtn,TRUE,1703039830
2023-12-20T02:40:04Z,ios,1230,Uppenantha,Devi Sri Prasad,Aarya - 2 (Original Motion Picture Soundtrack),spotify:track:57zEYntUat0ofbFpoicN26,fwdbtn,fwdbtn,TRUE,1703040003
2023-12-20T02:40:05Z,ios,870,Tujhe Sochta Hoon,Pritam,Jannat 2 (Original Motion Picture Soundtrack),spotify:track:47l2Dd3XPBLio3kjbEMyDJ,fwdbtn,fwdbtn,TRUE,1703040005
2023-12-20T02:40:06Z,ios,440,Teri Yaadon Mein,KK,The Killer,spotify:track:4ZVfIGaZP93t0stmBj4FqA,fwdbtn,fwdbtn,TRUE,1703040005
2023-12-20T02:40:07Z,ios,1200,My Heart is Beating,KK,Jalsa,spotify:track:3ppaMjhBDxRi2kTpawOSJn,fwdbtn,backbtn,TRUE,1703040006
2023-12-20T02:44:19Z,ios,252673,Teri Yaadon Mein,KK,The Killer,spotify:track:4ZVfIGaZP93t0stmBj4FqA,backbtn,trackdone,FALSE,1703040007
2023-12-20T02:45:07Z,ios,46236,My Heart is Beating,KK,Jalsa,spotify:track:3ppaMjhBDxRi2kTpawOSJn,trackdone,fwdbtn,TRUE,1703040259
2023-12-20T02:45:08Z,ios,1240,Make Some Noise For The Desi Boyz,Pritam,Desi Boyz,spotify:track:71s7tZo8OGlN3VXyURWLUr,fwdbtn,fwdbtn,TRUE,1703040307
2023-12-20T02:45:11Z,ios,3720,Such Keh Raha Hai,KK,Rehnaa Hai Terre Dil Mein,spotify:track:0ypgFw67lNEpoKFUxUV0tG,fwdbtn,fwdbtn,TRUE,1703040308
2023-12-20T02:45:13Z,ios,540,Jannatein Kahan,Pritam,Jannat 2 (Original Motion Picture Soundtrack),spotify:track:62wnQra2VgCUyHO3BUIAcr,fwdbtn,fwdbtn,TRUE,1703040312
2023-12-20T02:45:14Z,ios,1390,Soniye,KK,Aksar,spotify:track:5O4AGvOVFSs5ipu3iNOuoi,fwdbtn,fwdbtn,TRUE,1703040313
2023-12-20T02:45:15Z,ios,610,Mat Aazma Re,Pritam,Murder 3 (Original Motion Picture Soundtrack),spotify:track:0mh4VutnDyBn1sqcp05MZD,fwdbtn,backbtn,TRUE,1703040314
2023-12-20T02:46:41Z,ios,840,Mat Aazma Re,Pritam,Murder 3 (Original Motion Picture Soundtrack),spotify:track:0mh4VutnDyBn1sqcp05MZD,fwdbtn,fwdbtn,TRUE,1703040401
2023-12-20T02:46:41Z,ios,85590,Soniye,KK,Aksar,spotify:track:5O4AGvOVFSs5ipu3iNOuoi,backbtn,fwdbtn,TRUE,1703040315
2023-12-20T02:46:43Z,ios,1240,Party On My Mind,Pritam,Race 2,spotify:track:5Rn1DPzSzUktbhuNDDJocS,fwdbtn,fwdbtn,TRUE,1703040402
2023-12-20T02:46:44Z,ios,650,Sajde,Pritam,Khatta Meetha,spotify:track:4N66qcycDiFLJGjnXiKbKX,fwdbtn,fwdbtn,TRUE,1703040403
2023-12-20T02:50:15Z,ios,210910,Dil Kyun Yeh Mera,KK,Kites,spotify:track:5nHwX7e5XHnie22nuTFgda,fwdbtn,fwdbtn,TRUE,1703040404
2023-12-20T02:50:16Z,ios,810,Kathalikkum,KK,Chellamay,spotify:track:4dOmlRarwG6KLPZyeSDOye,fwdbtn,fwdbtn,TRUE,1703040615
2023-12-20T02:50:16Z,ios,820,Dus Bahane,Shaan,Dus,spotify:track:1vBmaijoCBoqmwc3zs5n3s,fwdbtn,fwdbtn,TRUE,1703040616
2023-12-20T02:50:17Z,ios,750,Feel My Love,KK,Aarya,spotify:track:4EjO3ELtQkbOBox5adad6a,fwdbtn,fwdbtn,TRUE,1703040617
2023-12-20T02:50:19Z,ios,690,Uyirin Uyire,KK,Kaakha Kaakha (Original Motion Picture Soundtrack),spotify:track:7LuYc1yBvfvvLC1O7Ng4v4,fwdbtn,fwdbtn,TRUE,1703040619
2023-12-20T02:50:19Z,ios,290,I Am In Love,Pritam,Once Upon A Time In Mumbaai,spotify:track:3FS3ItpUATpALLi90uvkde,fwdbtn,fwdbtn,TRUE,1703040618
2023-12-20T02:50:20Z,ios,10,Waiting For You,KK,Oye,spotify:track:42XgH6kQAvTOiKODWMuD9p,fwdbtn,fwdbtn,TRUE,1703040620
2023-12-20T02:50:22Z,ios,1470,Koi Kahe Kehta Rahe,Shankar Mahadevan,Dil Chahta Hai,spotify:track:5zKRKQwLVBT1WDJE7XJrnm,fwdbtn,fwdbtn,TRUE,1703040621
2023-12-20T02:50:40Z,ios,17410,Chale Jaise Hawaien,KK,Main Hoon Na,spotify:track:3pRF060IEOI5XSQAvONgSt,fwdbtn,fwdbtn,TRUE,1703040623
2023-12-20T02:50:41Z,ios,1480,Cheliya Cheliya,KK,Gharshanaa,spotify:track:0anBHV3eP4hiHsLQR5AZsm,fwdbtn,fwdbtn,TRUE,1703040640
2023-12-20T02:51:24Z,ios,42490,Aashayein,KK,Iqbal - Original Motion Picture Soundtrack,spotify:track:0d54B7VI12WOMK8AoIWllf,fwdbtn,endplay,TRUE,1703040642
2023-12-20T02:51:51Z,ios,26390,Aashayein,KK,Iqbal - Original Motion Picture Soundtrack,spotify:track:0d54B7VI12WOMK8AoIWllf,clickrow,endplay,TRUE,1703040685
2023-12-20T02:52:20Z,ios,28060,Agar Tum Mil Gaye,Harsh Lok,Agar Tum Mil Gaye,spotify:track:11ZciqbjvPe9ByRi8eo8qk,playbtn,unexpected-exit-while-paused,FALSE,1703040711
2023-12-20T21:12:48Z,osx,253726,"Iktara (From ""Wake Up Sid"")",Amit Trivedi,I Love You...Forever,spotify:track:0bmp0lE3ArELHqda9PBMVG,remote,trackdone,FALSE,
2023-12-20T21:16:34Z,osx,225569,Naina,Sona Mohapatra,Khoobsurat,spotify:track:3SHopOL3KEJ8PFl3vJdfmF,trackdone,trackdone,FALSE,
2023-12-20T21:17:17Z,osx,42549,Sham,Amit Trivedi,Aisha (Original Motion Picture Soundtrack),spotify:track:5Q58RkKyUafm15Syxg79DW,trackdone,fwdbtn,TRUE,
2023-12-20T21:21:45Z,osx,266206,Mileya Mileya,Rekha Bhardwaj,Happy Ending (Original Motion Picture Soundtrack),spotify:track:2IarWd16hKAvXU8vnEunVb,fwdbtn,trackdone,FALSE,
2023-12-20T21:26:45Z,osx,299126,Ik Junoon (Paint It Red),Vishal Dadlani,Zindagi Na Milegi Dobara,spotify:track:7e6qTHVfRdaYsio90s1fHC,trackdone,trackdone,FALSE,
2023-12-20T21:26:54Z,osx,7107,Dooriyan Hain Zaroori,Monica Dogra,Break Ke Baad,spotify:track:0VgggdMuIsDLjOlEFS6WQU,trackdone,fwdbtn,TRUE,
2023-12-20T21:27:12Z,osx,16945,Offo,Aditi Singh Sharma,2 States,spotify:track:3f26GAn3yOXfoclLyN8AdD,fwdbtn,endplay,TRUE,
2023-12-20T21:31:28Z,osx,254721,Sawaar Loon,Monali Thakur,Lootera,spotify:track:29YePgOxuPLfU7uZKxKf6w,clickrow,trackdone,FALSE,
2023-12-20T21:31:42Z,osx,13138,Moh Moh Ke Dhaage (Female),Anu Malik,Dum Laga Ke Haisha,spotify:track:7uubRr0u9Zxc1Y84hEn7Xf,trackdone,fwdbtn,TRUE,
2023-12-20T21:35:51Z,osx,247889,"Chaandaniya (From ""2 States"")",Mohan Kannan,Pen Down With Amitabh Bhattacharya,spotify:track:7FsbfCdgaITFyfA51iur79,fwdbtn,trackdone,FALSE,
2023-12-20T21:36:24Z,osx,32496,Anjaana Anjaani Ki Kahani,Nikhil D'Souza,Anjaana Anjaani,spotify:track:3pNxVP6r45iUho1uxEYdj9,trackdone,fwdbtn,TRUE,
2023-12-20T21:41:46Z,osx,320334,Challa,A.R. Rahman,Jab Tak Hai Jaan,spotify:track:6wXPV6dNRAhFavrRaCdMXT,fwdbtn,trackdone,FALSE,
2023-12-20T21:46:37Z,osx,290077,Shukran Allah,Salim–Sulaiman,Kurbaan (Original Motion Picture Soundtrack),spotify:track:3nKEiJUeaWn8q2O9I1xwlB,trackdone,trackdone,FALSE,
2023-12-20T21:51:27Z,osx,288594,Masakali,Mohit Chauhan,Delhi-6,spotify:track:5iyNH1Dmxif1k4Nl1gMeuh,trackdone,trackdone,FALSE,
2023-12-20T21:51:30Z,osx,1799,In Dino,Pritam,Life In A Metro (Original Motion Picture Soundtrack),spotify:track:6YycppSAeGtSvwmu8qCcr2,trackdone,fwdbtn,TRUE,
2023-12-20T21:55:10Z,osx,218860,Kabhi Kabhi Aditi,Rashid Ali,Jaane Tu... Ya Jaane Na,spotify:track:3APdIdF8H0jsxSuGOqXedS,fwdbtn,trackdone,FALSE,
2023-12-20T22:00:42Z,osx,330315,Bin Tere,Vishal-Shekhar,I Hate Luv Storys (Original Motion Picture Soundtrack),spotify:track:3bZPdEskcnMdepwCaDSJRl,trackdone,trackdone,FALSE,
2023-12-20T22:05:21Z,osx,278496,Tere Naina,Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),spotify:track:3hoXhwP0ub9LdSJV4olDIc,trackdone,trackdone,FALSE,
2023-12-20T22:11:28Z,osx,365665,Sajdaa,Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),spotify:track:395gJWcJQK0C3GJfHAn7f6,trackdone,trackdone,FALSE,
2023-12-20T22:20:36Z,osx,69693,Aas Paas Khuda,Rahat Fateh Ali Khan,Anjaana Anjaani,spotify:track:3kuxr8U3QynLzyW82p5hYR,trackdone,fwdbtn,TRUE,
2023-12-20T22:25:44Z,osx,306836,Bol Na Halke Halke,Shankar-Ehsaan-Loy,Jhoom Barabar Jhoom,spotify:track:0u8wprNfOdcWpUlWnfMcpP,fwdbtn,trackdone,FALSE,
2023-12-20T22:30:41Z,osx,295023,Isq Risk,Sohail Sen,Mere Brother Ki Dulhan,spotify:track:0rxEPf4Y6uBmV3hkrV340a,trackdone,trackdone,FALSE,
2023-12-20T22:36:57Z,osx,158216,Zehnaseeb,Vishal-Shekhar,Hasee Toh Phasee (Original Motion Picture Soundtrack),spotify:track:3xF15SqY32Mno3UUMBirhU,trackdone,fwdbtn,TRUE,
2023-12-20T22:40:38Z,osx,217405,Tumse Hi Tumse,Shekhar Ravjiani,Anjaana Anjaani,spotify:track:6qNyL8lZuqFmy9ginJRQOZ,fwdbtn,trackdone,FALSE,
2023-12-20T22:41:04Z,osx,23366,I Feel Good,Vishal Dadlani,Anjaana Anjaani,spotify:track:09sq0BHe85uV2ADUx1gaiA,trackdone,fwdbtn,TRUE,
2023-12-20T22:41:07Z,osx,1643,Uff Teri Adaa,Shankar Mahadevan,Karthik Calling Karthik,spotify:track:0og9wKFGgFFNQnrBe7eisG,fwdbtn,fwdbtn,TRUE,
2023-12-20T23:25:31Z,osx,29999,Adhoore,Vishal Dadlani,Break Ke Baad,spotify:track:298atiKYvG84VfbXNbZiX5,fwdbtn,fwdbtn,TRUE,
2023-12-20T23:25:35Z,osx,1936,Life Is Crazy,Shankar-Ehsaan-Loy,Wake Up Sid (Original Motion Picture Soundtrack),spotify:track:5gN3uHEvCU4Ui6RBCN1lEA,fwdbtn,fwdbtn,TRUE,
2023-12-20T23:25:36Z,osx,212,Dil Dhadakne Do,Joi Barua,Zindagi Na Milegi Dobara,spotify:track:46elU7IBKWf55D5sjHGqO7,fwdbtn,fwdbtn,TRUE,
2023-12-20T23:25:45Z,osx,7236,Socha Hai,Farhan Akhtar,Rock On,spotify:track:7IjnfuMNfdrAXbefurdIIR,fwdbtn,endplay,TRUE,
2023-12-20T23:29:40Z,osx,232438,"Ajab Si (From ""Om Shanti Om"")",KK,Zindagi Do Pal Ki - K.K. All Time Hits,spotify:track:2RgvvnMwtP0R2OkVZmFvnV,trackdone,trackdone,FALSE,
2023-12-20T23:34:45Z,osx,303681,Zara Sa,Pritam,Jannat (Original Motion Picture Soundtrack),spotify:track:18YHbIhrleUkKKj2DvEp79,trackdone,trackdone,FALSE,
