,timestamp_str,avg_score,category_diversity,positive_ratio,timestamp,mental_health_index
0,2024-12-29T08:35:52Z,0.5735108196735382,10,1.0,2024-12-29 08:35:52+00:00,3.529404327869415
1,2024-12-29T08:35:59Z,0.6629468739032746,5,0.0,2024-12-29 08:35:59+00:00,1.7651787495613098
2,2024-12-29T08:36:55Z,0.6496526415531452,13,0.0,2024-12-29 08:36:55+00:00,4.159861056621258
3,2024-12-29T08:37:14Z,0.7144178708394369,15,0.0,2024-12-29 08:37:14+00:00,4.785767148335775
4,2024-12-29T09:36:08Z,0.7098020354906719,15,0.0,2024-12-29 09:36:08+00:00,4.783920814196269
5,2024-12-29T09:36:32Z,0.6149311264355978,15,0.0,2024-12-29 09:36:32+00:00,4.745972450574239
6,2024-12-29T09:36:36Z,0.6906003057956696,2,0.0,2024-12-29 09:36:36+00:00,0.8762401223182679
7,2024-12-29T09:37:12Z,0.6359937265515327,4,0.0,2024-12-29 09:37:12+00:00,1.4543974906206132
8,2024-12-29T09:37:26Z,0.5687291920185089,2,0.0,2024-12-29 09:37:26+00:00,0.8274916768074035
9,2024-12-29T09:38:24Z,0.7667589286963145,3,1.0,2024-12-29 09:38:24+00:00,1.5067035714785257
10,2024-12-29T09:38:47Z,0.5617220818996429,5,0.0,2024-12-29 09:38:47+00:00,1.724688832759857
11,2024-12-29T09:39:34Z,0.7712271670500437,15,0.0,2024-12-29 09:39:34+00:00,4.8084908668200175
12,2024-12-29T09:39:46Z,0.6408855562860315,11,0.0,2024-12-29 09:39:46+00:00,3.5563542225144125
13,2024-12-29T09:40:18Z,0.5849714502692223,4,0.0,2024-12-29 09:40:18+00:00,1.4339885801076888
14,2024-12-29T09:40:46Z,0.6578733344872792,15,0.0,2024-12-29 09:40:46+00:00,4.763149333794912
15,2024-12-29T11:27:16Z,0.6694397976001103,6,1.0,2024-12-29 11:27:16+00:00,2.3677759190400436
16,2024-12-29T11:31:20Z,0.5600447402550623,13,1.0,2024-12-29 11:31:20+00:00,4.424017896102025
17,2024-12-29T13:42:00Z,0.5871493087874519,9,0.0,2024-12-29 13:42:00+00:00,2.9348597235149807
18,2024-12-29T13:42:43Z,0.6089215258757273,15,0.0,2024-12-29 13:42:43+00:00,4.743568610350291
19,2024-12-29T13:43:27Z,0.3232560753822326,2,1.0,2024-12-29 13:43:27+00:00,1.029302430152893
20,2024-12-29T13:43:51Z,0.6225488781929016,3,1.0,2024-12-29 13:43:51+00:00,1.4490195512771606
21,2024-12-29T13:44:00Z,0.5761992250170026,7,0.0,2024-12-29 13:44:00+00:00,2.330479690006801
22,2024-12-29T13:44:08Z,0.7286950945854187,1,1.0,2024-12-29 13:44:08+00:00,0.8914780378341676
23,2024-12-29T13:44:47Z,0.7048631211121876,15,0.0,2024-12-29 13:44:47+00:00,4.781945248444875
24,2024-12-29T13:45:08Z,0.7373510599136353,2,1.0,2024-12-29 13:45:08+00:00,1.1949404239654542
25,2024-12-29T13:45:32Z,0.6428272525469462,3,0.0,2024-12-29 13:45:32+00:00,1.1571309010187785
26,2024-12-29T13:46:30Z,0.62214224253382,7,0.0,2024-12-29 13:46:30+00:00,2.348856897013528
27,2024-12-29T13:46:31Z,0.6979478853089469,7,0.0,2024-12-29 13:46:31+00:00,2.379179154123579
28,2024-12-29T13:53:52Z,0.7241859038670858,3,0.0,2024-12-29 13:53:52+00:00,1.1896743615468344
29,2024-12-29T13:58:07Z,0.47126336768269544,8,0.0,2024-12-29 13:58:07+00:00,2.5885053470730783
30,2024-12-29T13:58:42Z,0.5624887198209763,2,1.0,2024-12-29 13:58:42+00:00,1.1249954879283905
31,2024-12-29T13:59:41Z,0.5622912853956221,10,0.0,2024-12-29 13:59:41+00:00,3.2249165141582488
32,2024-12-29T14:00:28Z,0.5198922604322433,4,1.0,2024-12-29 14:00:28+00:00,1.7079569041728975
33,2024-12-29T14:01:30Z,0.4595109075307846,2,0.0,2024-12-29 14:01:30+00:00,0.7838043630123138
34,2024-12-29T14:01:46Z,0.7383007208506266,3,1.0,2024-12-29 14:01:46+00:00,1.4953202883402505
35,2024-12-29T14:02:50Z,0.6832132413983345,4,0.0,2024-12-29 14:02:50+00:00,1.4732852965593337
36,2024-12-29T14:02:54Z,0.5683500262407156,13,0.0,2024-12-29 14:02:54+00:00,4.127340010496286
37,2024-12-29T14:03:21Z,0.7482811292012532,15,1.0,2024-12-29 14:03:21+00:00,5.099312451680501
38,2024-12-29T14:03:51Z,0.6331440210342407,3,1.0,2024-12-29 14:03:51+00:00,1.4532576084136963
39,2024-12-29T14:04:16Z,0.6269181668758392,8,0.0,2024-12-29 14:04:16+00:00,2.6507672667503357
40,2024-12-29T14:04:41Z,0.6097433368364971,15,0.0,2024-12-29 14:04:41+00:00,4.743897334734599
41,2024-12-29T14:06:19Z,0.5835390955209732,10,1.0,2024-12-29 14:06:19+00:00,3.533415638208389
42,2024-12-29T14:07:29Z,0.5617977028543298,11,1.0,2024-12-29 14:07:29+00:00,3.8247190811417315
43,2024-12-29T14:08:50Z,0.7012259006500244,15,0.0,2024-12-29 14:08:50+00:00,4.78049036026001
44,2024-12-29T14:09:57Z,0.5213019798199335,6,0.0,2024-12-29 14:09:57+00:00,2.0085207919279733
45,2024-12-29T15:08:12Z,0.6627074594681079,13,0.0,2024-12-29 15:08:12+00:00,4.165082983787243
46,2024-12-29T15:08:27Z,0.8093960583209991,2,0.0,2024-12-29 15:08:27+00:00,0.9237584233283996
47,2024-12-29T15:09:02Z,0.5883804063002268,3,0.0,2024-12-29 15:09:02+00:00,1.1353521625200906
48,2024-12-29T15:09:18Z,0.5851122140884399,11,0.0,2024-12-29 15:09:18+00:00,3.534044885635376
49,2024-12-29T15:09:50Z,0.5453396695000785,14,0.0,2024-12-29 15:09:50+00:00,4.418135867800031
50,2024-12-29T15:10:19Z,0.9516163468360901,3,0.0,2024-12-29 15:10:19+00:00,1.280646538734436
51,2024-12-29T15:11:21Z,0.6004278510808945,4,0.0,2024-12-29 15:11:21+00:00,1.4401711404323578
52,2024-12-29T15:11:50Z,0.604912593960762,2,1.0,2024-12-29 15:11:50+00:00,1.141965037584305
53,2024-12-29T15:12:02Z,0.5493655279278755,4,0.0,2024-12-29 15:12:02+00:00,1.4197462111711503
