app,end,start,totalCaloriesBurned_energy_inKilocalories
com.google.android.apps.fitness,2025-01-21 09:00:00+00:00,2025-01-21 09:00:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 09:15:00+00:00,2025-01-21 09:00:00+00:00,21.604038000000003
com.google.android.apps.fitness,2025-01-21 09:15:00+00:00,2025-01-21 09:00:00+00:00,21.60403823852539
com.google.android.apps.fitness,2025-01-21 09:15:00+00:00,2025-01-21 09:15:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 09:30:00+00:00,2025-01-21 09:15:00+00:00,27.429846
com.google.android.apps.fitness,2025-01-21 09:30:00+00:00,2025-01-21 09:15:00+00:00,27.429845809936523
com.google.android.apps.fitness,2025-01-21 09:30:00+00:00,2025-01-21 09:30:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 09:45:00+00:00,2025-01-21 09:30:00+00:00,18.205650000000002
com.google.android.apps.fitness,2025-01-21 09:45:00+00:00,2025-01-21 09:30:00+00:00,18.205650329589844
com.google.android.apps.fitness,2025-01-21 09:45:00+00:00,2025-01-21 09:45:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 10:00:00+00:00,2025-01-21 09:45:00+00:00,24.2742
com.google.android.apps.fitness,2025-01-21 10:00:00+00:00,2025-01-21 09:45:00+00:00,24.274200439453125
com.google.android.apps.fitness,2025-01-21 10:00:00+00:00,2025-01-21 10:00:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 10:15:00+00:00,2025-01-21 10:00:00+00:00,18.205650000000002
com.google.android.apps.fitness,2025-01-21 10:15:00+00:00,2025-01-21 10:00:00+00:00,18.205650329589844
com.google.android.apps.fitness,2025-01-21 10:15:00+00:00,2025-01-21 10:15:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 10:30:00+00:00,2025-01-21 10:15:00+00:00,18.205650000000002
com.google.android.apps.fitness,2025-01-21 10:30:00+00:00,2025-01-21 10:15:00+00:00,18.205650329589844
com.google.android.apps.fitness,2025-01-21 10:30:00+00:00,2025-01-21 10:30:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 10:45:00+00:00,2025-01-21 10:30:00+00:00,18.205650000000002
com.google.android.apps.fitness,2025-01-21 10:45:00+00:00,2025-01-21 10:30:00+00:00,18.205650329589844
com.google.android.apps.fitness,2025-01-21 10:45:00+00:00,2025-01-21 10:45:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 11:00:00+00:00,2025-01-21 10:45:00+00:00,18.205650000000002
com.google.android.apps.fitness,2025-01-21 11:00:00+00:00,2025-01-21 10:45:00+00:00,18.205650329589844
com.google.android.apps.fitness,2025-01-21 11:00:00+00:00,2025-01-21 11:00:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 11:15:00+00:00,2025-01-21 11:00:00+00:00,18.205650000000002
com.google.android.apps.fitness,2025-01-21 11:15:00+00:00,2025-01-21 11:00:00+00:00,18.205650329589844
com.google.android.apps.fitness,2025-01-21 11:15:00+00:00,2025-01-21 11:15:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 11:30:00+00:00,2025-01-21 11:15:00+00:00,18.205650000000002
com.google.android.apps.fitness,2025-01-21 11:30:00+00:00,2025-01-21 11:15:00+00:00,18.205650329589844
com.google.android.apps.fitness,2025-01-21 11:30:00+00:00,2025-01-21 11:30:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 11:45:00+00:00,2025-01-21 11:30:00+00:00,33.98388
com.google.android.apps.fitness,2025-01-21 11:45:00+00:00,2025-01-21 11:30:00+00:00,33.98387908935547
com.google.android.apps.fitness,2025-01-21 11:45:00+00:00,2025-01-21 11:45:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 12:00:00+00:00,2025-01-21 11:45:00+00:00,18.205650000000002
com.google.android.apps.fitness,2025-01-21 12:00:00+00:00,2025-01-21 11:45:00+00:00,18.205650329589844
com.google.android.apps.fitness,2025-01-21 12:00:00+00:00,2025-01-21 12:00:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 12:15:00+00:00,2025-01-21 12:00:00+00:00,18.205650000000002
com.google.android.apps.fitness,2025-01-21 12:15:00+00:00,2025-01-21 12:00:00+00:00,18.205650329589844
com.google.android.apps.fitness,2025-01-21 12:15:00+00:00,2025-01-21 12:15:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 12:30:00+00:00,2025-01-21 12:15:00+00:00,21.846780000000003
com.google.android.apps.fitness,2025-01-21 12:30:00+00:00,2025-01-21 12:15:00+00:00,21.84678077697754
com.google.android.apps.fitness,2025-01-21 12:30:00+00:00,2025-01-21 12:30:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 12:45:00+00:00,2025-01-21 12:30:00+00:00,31.799202
com.google.android.apps.fitness,2025-01-21 12:45:00+00:00,2025-01-21 12:30:00+00:00,31.79920196533203
com.google.android.apps.fitness,2025-01-21 12:45:00+00:00,2025-01-21 12:45:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 13:00:00+00:00,2025-01-21 12:45:00+00:00,36.168558000000004
com.google.android.apps.fitness,2025-01-21 13:00:00+00:00,2025-01-21 12:45:00+00:00,36.168556213378906
com.google.android.apps.fitness,2025-01-21 13:00:00+00:00,2025-01-21 13:00:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 13:15:00+00:00,2025-01-21 13:00:00+00:00,49.155255000000004
com.google.android.apps.fitness,2025-01-21 13:15:00+00:00,2025-01-21 13:00:00+00:00,49.15525436401367
com.google.android.apps.fitness,2025-01-21 13:15:00+00:00,2025-01-21 13:15:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 13:30:00+00:00,2025-01-21 13:15:00+00:00,18.812505
com.google.android.apps.fitness,2025-01-21 13:30:00+00:00,2025-01-21 13:15:00+00:00,18.8125057220459
com.google.android.apps.fitness,2025-01-21 13:30:00+00:00,2025-01-21 13:30:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 13:45:00+00:00,2025-01-21 13:30:00+00:00,20.147586
com.google.android.apps.fitness,2025-01-21 13:45:00+00:00,2025-01-21 13:30:00+00:00,20.147586822509766
com.google.android.apps.fitness,2025-01-21 13:45:00+00:00,2025-01-21 13:45:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 14:00:00+00:00,2025-01-21 13:45:00+00:00,19.662102
com.google.android.apps.fitness,2025-01-21 14:00:00+00:00,2025-01-21 13:45:00+00:00,19.66210174560547
com.google.android.apps.fitness,2025-01-21 14:00:00+00:00,2025-01-21 14:00:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 14:15:00+00:00,2025-01-21 14:00:00+00:00,20.633070000000004
com.google.android.apps.fitness,2025-01-21 14:15:00+00:00,2025-01-21 14:00:00+00:00,20.63306999206543
com.google.android.apps.fitness,2025-01-21 14:15:00+00:00,2025-01-21 14:15:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 14:30:00+00:00,2025-01-21 14:15:00+00:00,19.540731
com.google.android.apps.fitness,2025-01-21 14:30:00+00:00,2025-01-21 14:15:00+00:00,19.54073143005371
com.google.android.apps.fitness,2025-01-21 14:30:00+00:00,2025-01-21 14:30:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 14:45:00+00:00,2025-01-21 14:30:00+00:00,25.487910000000003
com.google.android.apps.fitness,2025-01-21 14:45:00+00:00,2025-01-21 14:30:00+00:00,25.4879093170166
com.google.android.apps.fitness,2025-01-21 14:45:00+00:00,2025-01-21 14:45:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 15:00:00+00:00,2025-01-21 14:45:00+00:00,22.089522000000002
com.google.android.apps.fitness,2025-01-21 15:00:00+00:00,2025-01-21 14:45:00+00:00,22.089521408081055
com.google.android.apps.fitness,2025-01-21 15:00:00+00:00,2025-01-21 15:00:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 15:15:00+00:00,2025-01-21 15:00:00+00:00,29.371782000000003
com.google.android.apps.fitness,2025-01-21 15:15:00+00:00,2025-01-21 15:00:00+00:00,29.371782302856445
com.google.android.apps.fitness,2025-01-21 15:15:00+00:00,2025-01-21 15:15:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 15:30:00+00:00,2025-01-21 15:15:00+00:00,38.960091000000006
com.google.android.apps.fitness,2025-01-21 15:30:00+00:00,2025-01-21 15:15:00+00:00,38.96009063720703
com.google.android.apps.fitness,2025-01-21 15:30:00+00:00,2025-01-21 15:30:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 15:45:00+00:00,2025-01-21 15:30:00+00:00,36.532671
com.google.android.apps.fitness,2025-01-21 15:45:00+00:00,2025-01-21 15:30:00+00:00,36.53267288208008
com.google.android.apps.fitness,2025-01-21 15:45:00+00:00,2025-01-21 15:45:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 16:00:00+00:00,2025-01-21 15:45:00+00:00,37.01815500000001
com.google.android.apps.fitness,2025-01-21 16:00:00+00:00,2025-01-21 15:45:00+00:00,37.01815414428711
com.google.android.apps.fitness,2025-01-21 16:00:00+00:00,2025-01-21 16:00:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 16:15:00+00:00,2025-01-21 16:00:00+00:00,56.194773000000005
com.google.android.apps.fitness,2025-01-21 16:15:00+00:00,2025-01-21 16:00:00+00:00,56.19477462768555
com.google.android.apps.fitness,2025-01-21 16:15:00+00:00,2025-01-21 16:15:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 16:30:00+00:00,2025-01-21 16:15:00+00:00,23.910087
com.google.android.apps.fitness,2025-01-21 16:30:00+00:00,2025-01-21 16:15:00+00:00,23.91008758544922
com.google.android.apps.fitness,2025-01-21 16:30:00+00:00,2025-01-21 16:30:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 16:45:00+00:00,2025-01-21 16:30:00+00:00,19.904844
com.google.android.apps.fitness,2025-01-21 16:45:00+00:00,2025-01-21 16:30:00+00:00,19.904844284057617
com.google.android.apps.fitness,2025-01-21 16:45:00+00:00,2025-01-21 16:45:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 17:00:00+00:00,2025-01-21 16:45:00+00:00,19.055247
com.google.android.apps.fitness,2025-01-21 17:00:00+00:00,2025-01-21 16:45:00+00:00,19.055246353149414
com.google.android.apps.fitness,2025-01-21 17:00:00+00:00,2025-01-21 17:00:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 17:15:00+00:00,2025-01-21 17:00:00+00:00,18.691134
com.google.android.apps.fitness,2025-01-21 17:15:00+00:00,2025-01-21 17:00:00+00:00,18.691133499145508
com.google.android.apps.fitness,2025-01-21 17:15:00+00:00,2025-01-21 17:15:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 17:30:00+00:00,2025-01-21 17:15:00+00:00,19.055247
com.google.android.apps.fitness,2025-01-21 17:30:00+00:00,2025-01-21 17:15:00+00:00,19.055246353149414
com.google.android.apps.fitness,2025-01-21 17:30:00+00:00,2025-01-21 17:30:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 17:45:00+00:00,2025-01-21 17:30:00+00:00,19.176618
com.google.android.apps.fitness,2025-01-21 17:45:00+00:00,2025-01-21 17:30:00+00:00,19.176618576049805
com.google.android.apps.fitness,2025-01-21 17:45:00+00:00,2025-01-21 17:45:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 18:00:00+00:00,2025-01-21 17:45:00+00:00,29.857266000000003
com.google.android.apps.fitness,2025-01-21 18:00:00+00:00,2025-01-21 17:45:00+00:00,29.85726547241211
com.google.android.apps.fitness,2025-01-21 18:00:00+00:00,2025-01-21 18:00:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 18:15:00+00:00,2025-01-21 18:00:00+00:00,23.06049
com.google.android.apps.fitness,2025-01-21 18:15:00+00:00,2025-01-21 18:00:00+00:00,23.060489654541016
com.google.android.apps.fitness,2025-01-21 18:26:00+00:00,2025-01-21 18:15:00+00:00,13.037118911743164
com.fitbit.FitbitMobile,2025-01-21 18:30:00+00:00,2025-01-21 18:15:00+00:00,1.21371
com.google.android.apps.fitness,2025-01-21 18:27:00+00:00,2025-01-21 18:26:00+00:00,5.149538993835449
com.google.android.apps.fitness,2025-01-21 18:30:00+00:00,2025-01-21 18:27:00+00:00,2.9588444232940674
com.fitbit.FitbitMobile,2025-01-21 18:45:00+00:00,2025-01-21 18:30:00+00:00,21.968151000000002
com.google.android.apps.fitness,2025-01-21 18:45:00+00:00,2025-01-21 18:30:00+00:00,21.968151092529297
com.google.android.apps.fitness,2025-01-21 18:45:00+00:00,2025-01-21 18:45:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 19:00:00+00:00,2025-01-21 18:45:00+00:00,18.691134
com.google.android.apps.fitness,2025-01-21 19:00:00+00:00,2025-01-21 18:45:00+00:00,18.691133499145508
com.google.android.apps.fitness,2025-01-21 19:00:00+00:00,2025-01-21 19:00:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 19:15:00+00:00,2025-01-21 19:00:00+00:00,19.176618
com.google.android.apps.fitness,2025-01-21 19:15:00+00:00,2025-01-21 19:00:00+00:00,19.176618576049805
com.google.android.apps.fitness,2025-01-21 19:15:00+00:00,2025-01-21 19:15:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 19:30:00+00:00,2025-01-21 19:15:00+00:00,18.448392000000002
com.google.android.apps.fitness,2025-01-21 19:30:00+00:00,2025-01-21 19:15:00+00:00,18.448392868041992
com.google.android.apps.fitness,2025-01-21 19:30:00+00:00,2025-01-21 19:30:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 19:45:00+00:00,2025-01-21 19:30:00+00:00,18.933876
com.google.android.apps.fitness,2025-01-21 19:45:00+00:00,2025-01-21 19:30:00+00:00,18.933876037597656
com.google.android.apps.fitness,2025-01-21 19:45:00+00:00,2025-01-21 19:45:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 20:00:00+00:00,2025-01-21 19:45:00+00:00,20.511699
com.google.android.apps.fitness,2025-01-21 20:00:00+00:00,2025-01-21 19:45:00+00:00,20.511699676513672
com.google.android.apps.fitness,2025-01-21 20:00:00+00:00,2025-01-21 20:00:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 20:15:00+00:00,2025-01-21 20:00:00+00:00,18.327021000000002
com.google.android.apps.fitness,2025-01-21 20:15:00+00:00,2025-01-21 20:00:00+00:00,18.3270206451416
com.google.android.apps.fitness,2025-01-21 20:15:00+00:00,2025-01-21 20:15:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 20:30:00+00:00,2025-01-21 20:15:00+00:00,18.448392000000002
com.google.android.apps.fitness,2025-01-21 20:30:00+00:00,2025-01-21 20:15:00+00:00,18.448392868041992
com.google.android.apps.fitness,2025-01-21 20:30:00+00:00,2025-01-21 20:30:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 20:45:00+00:00,2025-01-21 20:30:00+00:00,20.147586
com.google.android.apps.fitness,2025-01-21 20:45:00+00:00,2025-01-21 20:30:00+00:00,20.147586822509766
com.google.android.apps.fitness,2025-01-21 20:45:00+00:00,2025-01-21 20:45:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 21:00:00+00:00,2025-01-21 20:45:00+00:00,18.205650000000002
com.google.android.apps.fitness,2025-01-21 21:00:00+00:00,2025-01-21 20:45:00+00:00,18.205650329589844
com.google.android.apps.fitness,2025-01-21 21:00:00+00:00,2025-01-21 21:00:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 21:15:00+00:00,2025-01-21 21:00:00+00:00,18.327021000000002
com.google.android.apps.fitness,2025-01-21 21:15:00+00:00,2025-01-21 21:00:00+00:00,18.3270206451416
com.google.android.apps.fitness,2025-01-21 21:15:00+00:00,2025-01-21 21:15:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 21:30:00+00:00,2025-01-21 21:15:00+00:00,18.205650000000002
com.google.android.apps.fitness,2025-01-21 21:30:00+00:00,2025-01-21 21:15:00+00:00,18.205650329589844
com.google.android.apps.fitness,2025-01-21 21:30:00+00:00,2025-01-21 21:30:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 21:45:00+00:00,2025-01-21 21:30:00+00:00,18.205650000000002
com.google.android.apps.fitness,2025-01-21 21:45:00+00:00,2025-01-21 21:30:00+00:00,18.205650329589844
com.google.android.apps.fitness,2025-01-21 21:45:00+00:00,2025-01-21 21:45:00+00:00,1.9121393052046187e-05
com.fitbit.FitbitMobile,2025-01-21 22:00:00+00:00,2025-01-21 21:45:00+00:00,18.205650000000002
com.google.android.apps.fitness,2025-01-21 22:00:00+00:00,2025-01-21 21:45:00+00:00,18.205650329589844
com.google.android.apps.fitness,2025-01-21 22:00:00+00:00,2025-01-21 22:00:00+00:00,1.9121393052046187e-05
