app,start,steps_count
com.fitbit.FitbitMobile,2025-01-24 03:42:00+00:00,2
com.google.android.apps.fitness,2025-01-24 03:42:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 03:43:00+00:00,4
com.google.android.apps.fitness,2025-01-24 03:43:00+00:00,4
com.fitbit.FitbitMobile,2025-01-24 03:48:00+00:00,11
com.google.android.apps.fitness,2025-01-24 03:48:00+00:00,11
com.google.android.apps.fitness,2025-01-24 03:49:00+00:00,8
com.fitbit.FitbitMobile,2025-01-24 03:59:00+00:00,4
com.google.android.apps.fitness,2025-01-24 03:59:00+00:00,4
com.fitbit.FitbitMobile,2025-01-24 04:00:00+00:00,3
com.google.android.apps.fitness,2025-01-24 04:00:00+00:00,3
com.google.android.apps.fitness,2025-01-24 04:01:00+00:00,3
com.fitbit.FitbitMobile,2025-01-24 04:34:00+00:00,2
com.google.android.apps.fitness,2025-01-24 04:34:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 04:35:00+00:00,33
com.google.android.apps.fitness,2025-01-24 04:35:00+00:00,33
com.google.android.apps.fitness,2025-01-24 04:36:00+00:00,10
com.fitbit.FitbitMobile,2025-01-24 04:37:00+00:00,2
com.google.android.apps.fitness,2025-01-24 04:37:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 04:38:00+00:00,26
com.google.android.apps.fitness,2025-01-24 04:38:00+00:00,26
com.fitbit.FitbitMobile,2025-01-24 04:39:00+00:00,21
com.google.android.apps.fitness,2025-01-24 04:39:00+00:00,21
com.google.android.apps.fitness,2025-01-24 04:40:00+00:00,8
com.fitbit.FitbitMobile,2025-01-24 05:03:00+00:00,1
com.google.android.apps.fitness,2025-01-24 05:03:00+00:00,1
com.fitbit.FitbitMobile,2025-01-24 05:04:00+00:00,15
com.google.android.apps.fitness,2025-01-24 05:04:00+00:00,15
com.google.android.apps.fitness,2025-01-24 05:05:00+00:00,10
com.fitbit.FitbitMobile,2025-01-24 05:29:00+00:00,19
com.google.android.apps.fitness,2025-01-24 05:29:00+00:00,19
com.fitbit.FitbitMobile,2025-01-24 05:30:00+00:00,20
com.google.android.apps.fitness,2025-01-24 05:30:00+00:00,20
com.google.android.apps.fitness,2025-01-24 05:31:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 05:48:00+00:00,3
com.google.android.apps.fitness,2025-01-24 05:48:00+00:00,3
com.fitbit.FitbitMobile,2025-01-24 05:49:00+00:00,1
com.google.android.apps.fitness,2025-01-24 05:49:00+00:00,1
com.fitbit.FitbitMobile,2025-01-24 07:02:00+00:00,14
com.google.android.apps.fitness,2025-01-24 07:02:00+00:00,14
com.fitbit.FitbitMobile,2025-01-24 07:03:00+00:00,51
com.google.android.apps.fitness,2025-01-24 07:03:00+00:00,51
com.fitbit.FitbitMobile,2025-01-24 07:04:00+00:00,30
com.google.android.apps.fitness,2025-01-24 07:04:00+00:00,30
com.google.android.apps.fitness,2025-01-24 07:05:00+00:00,18
com.fitbit.FitbitMobile,2025-01-24 07:08:00+00:00,1
com.google.android.apps.fitness,2025-01-24 07:08:00+00:00,1
com.fitbit.FitbitMobile,2025-01-24 07:09:00+00:00,20
com.google.android.apps.fitness,2025-01-24 07:09:00+00:00,20
com.fitbit.FitbitMobile,2025-01-24 07:10:00+00:00,26
com.google.android.apps.fitness,2025-01-24 07:10:00+00:00,26
com.google.android.apps.fitness,2025-01-24 07:11:00+00:00,16
com.fitbit.FitbitMobile,2025-01-24 07:15:00+00:00,1
com.google.android.apps.fitness,2025-01-24 07:15:00+00:00,1
com.fitbit.FitbitMobile,2025-01-24 07:16:00+00:00,18
com.google.android.apps.fitness,2025-01-24 07:16:00+00:00,18
com.fitbit.FitbitMobile,2025-01-24 07:17:00+00:00,3
com.google.android.apps.fitness,2025-01-24 07:17:00+00:00,3
com.fitbit.FitbitMobile,2025-01-24 07:23:00+00:00,2
com.google.android.apps.fitness,2025-01-24 07:23:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 07:24:00+00:00,22
com.google.android.apps.fitness,2025-01-24 07:24:00+00:00,22
com.google.android.apps.fitness,2025-01-24 07:25:00+00:00,11
com.fitbit.FitbitMobile,2025-01-24 07:27:00+00:00,2
com.google.android.apps.fitness,2025-01-24 07:27:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 07:28:00+00:00,25
com.google.android.apps.fitness,2025-01-24 07:28:00+00:00,25
com.google.android.apps.fitness,2025-01-24 07:29:00+00:00,11
com.fitbit.FitbitMobile,2025-01-24 07:30:00+00:00,10
com.google.android.apps.fitness,2025-01-24 07:30:00+00:00,10
com.fitbit.FitbitMobile,2025-01-24 07:31:00+00:00,27
com.google.android.apps.fitness,2025-01-24 07:31:00+00:00,27
com.fitbit.FitbitMobile,2025-01-24 07:32:00+00:00,31
com.google.android.apps.fitness,2025-01-24 07:32:00+00:00,31
com.fitbit.FitbitMobile,2025-01-24 07:33:00+00:00,24
com.google.android.apps.fitness,2025-01-24 07:33:00+00:00,24
com.fitbit.FitbitMobile,2025-01-24 07:34:00+00:00,35
com.google.android.apps.fitness,2025-01-24 07:34:00+00:00,2
com.google.android.apps.fitness,2025-01-24 07:34:00+00:00,33
com.fitbit.FitbitMobile,2025-01-24 07:35:00+00:00,22
com.google.android.apps.fitness,2025-01-24 07:35:00+00:00,22
com.fitbit.FitbitMobile,2025-01-24 07:36:00+00:00,5
com.google.android.apps.fitness,2025-01-24 07:36:00+00:00,5
com.fitbit.FitbitMobile,2025-01-24 07:37:00+00:00,39
com.google.android.apps.fitness,2025-01-24 07:37:00+00:00,39
com.fitbit.FitbitMobile,2025-01-24 07:38:00+00:00,16
com.google.android.apps.fitness,2025-01-24 07:38:00+00:00,16
com.fitbit.FitbitMobile,2025-01-24 07:39:00+00:00,59
com.google.android.apps.fitness,2025-01-24 07:39:00+00:00,59
com.fitbit.FitbitMobile,2025-01-24 07:40:00+00:00,41
com.google.android.apps.fitness,2025-01-24 07:40:00+00:00,41
com.fitbit.FitbitMobile,2025-01-24 07:41:00+00:00,39
com.google.android.apps.fitness,2025-01-24 07:41:00+00:00,39
com.fitbit.FitbitMobile,2025-01-24 07:42:00+00:00,39
com.google.android.apps.fitness,2025-01-24 07:42:00+00:00,39
com.fitbit.FitbitMobile,2025-01-24 07:43:00+00:00,27
com.google.android.apps.fitness,2025-01-24 07:43:00+00:00,27
com.fitbit.FitbitMobile,2025-01-24 07:44:00+00:00,51
com.google.android.apps.fitness,2025-01-24 07:44:00+00:00,28
com.google.android.apps.fitness,2025-01-24 07:45:00+00:00,23
com.google.android.apps.fitness,2025-01-24 07:45:00+00:00,22
com.google.android.apps.fitness,2025-01-24 07:46:00+00:00,5
com.fitbit.FitbitMobile,2025-01-24 07:50:00+00:00,2
com.google.android.apps.fitness,2025-01-24 07:50:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 07:51:00+00:00,8
com.google.android.apps.fitness,2025-01-24 07:51:00+00:00,8
com.fitbit.FitbitMobile,2025-01-24 08:27:00+00:00,10
com.google.android.apps.fitness,2025-01-24 08:27:00+00:00,10
com.google.android.apps.fitness,2025-01-24 08:28:00+00:00,2
com.google.android.apps.fitness,2025-01-24 08:29:00+00:00,7
com.fitbit.FitbitMobile,2025-01-24 08:29:00+00:00,5
com.google.android.apps.fitness,2025-01-24 08:29:00+00:00,5
com.fitbit.FitbitMobile,2025-01-24 08:30:00+00:00,83
com.google.android.apps.fitness,2025-01-24 08:30:00+00:00,83
com.fitbit.FitbitMobile,2025-01-24 08:31:00+00:00,82
com.google.android.apps.fitness,2025-01-24 08:31:00+00:00,82
com.fitbit.FitbitMobile,2025-01-24 08:32:00+00:00,98
com.google.android.apps.fitness,2025-01-24 08:32:00+00:00,98
com.fitbit.FitbitMobile,2025-01-24 08:33:00+00:00,47
com.google.android.apps.fitness,2025-01-24 08:33:00+00:00,47
com.google.android.apps.fitness,2025-01-24 08:34:00+00:00,3
com.google.android.apps.fitness,2025-01-24 08:34:00+00:00,26
com.fitbit.FitbitMobile,2025-01-24 08:37:00+00:00,1
com.google.android.apps.fitness,2025-01-24 08:37:00+00:00,1
com.fitbit.FitbitMobile,2025-01-24 08:38:00+00:00,5
com.google.android.apps.fitness,2025-01-24 08:38:00+00:00,5
com.fitbit.FitbitMobile,2025-01-24 08:39:00+00:00,1
com.google.android.apps.fitness,2025-01-24 08:39:00+00:00,1
com.fitbit.FitbitMobile,2025-01-24 08:40:00+00:00,18
com.google.android.apps.fitness,2025-01-24 08:40:00+00:00,18
com.fitbit.FitbitMobile,2025-01-24 08:41:00+00:00,4
com.google.android.apps.fitness,2025-01-24 08:41:00+00:00,2
com.google.android.apps.fitness,2025-01-24 08:42:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 08:42:00+00:00,17
com.google.android.apps.fitness,2025-01-24 08:42:00+00:00,17
com.fitbit.FitbitMobile,2025-01-24 08:43:00+00:00,68
com.google.android.apps.fitness,2025-01-24 08:43:00+00:00,68
com.fitbit.FitbitMobile,2025-01-24 08:44:00+00:00,32
com.google.android.apps.fitness,2025-01-24 08:44:00+00:00,32
com.fitbit.FitbitMobile,2025-01-24 08:45:00+00:00,32
com.google.android.apps.fitness,2025-01-24 08:45:00+00:00,32
com.fitbit.FitbitMobile,2025-01-24 08:46:00+00:00,62
com.google.android.apps.fitness,2025-01-24 08:46:00+00:00,62
com.fitbit.FitbitMobile,2025-01-24 08:47:00+00:00,21
com.google.android.apps.fitness,2025-01-24 08:47:00+00:00,21
com.fitbit.FitbitMobile,2025-01-24 08:48:00+00:00,34
com.google.android.apps.fitness,2025-01-24 08:48:00+00:00,34
com.fitbit.FitbitMobile,2025-01-24 08:49:00+00:00,24
com.google.android.apps.fitness,2025-01-24 08:49:00+00:00,24
com.fitbit.FitbitMobile,2025-01-24 08:50:00+00:00,22
com.google.android.apps.fitness,2025-01-24 08:50:00+00:00,18
com.google.android.apps.fitness,2025-01-24 08:51:00+00:00,4
com.fitbit.FitbitMobile,2025-01-24 08:51:00+00:00,46
com.google.android.apps.fitness,2025-01-24 08:51:00+00:00,46
com.fitbit.FitbitMobile,2025-01-24 08:52:00+00:00,24
com.google.android.apps.fitness,2025-01-24 08:52:00+00:00,24
com.fitbit.FitbitMobile,2025-01-24 08:53:00+00:00,1
com.google.android.apps.fitness,2025-01-24 08:53:00+00:00,1
com.fitbit.FitbitMobile,2025-01-24 08:54:00+00:00,33
com.google.android.apps.fitness,2025-01-24 08:54:00+00:00,33
com.fitbit.FitbitMobile,2025-01-24 08:55:00+00:00,33
com.google.android.apps.fitness,2025-01-24 08:55:00+00:00,33
com.fitbit.FitbitMobile,2025-01-24 08:56:00+00:00,50
com.google.android.apps.fitness,2025-01-24 08:56:00+00:00,50
com.fitbit.FitbitMobile,2025-01-24 08:57:00+00:00,37
com.google.android.apps.fitness,2025-01-24 08:57:00+00:00,37
com.fitbit.FitbitMobile,2025-01-24 08:58:00+00:00,11
com.google.android.apps.fitness,2025-01-24 08:58:00+00:00,11
com.google.android.apps.fitness,2025-01-24 08:59:00+00:00,4
com.fitbit.FitbitMobile,2025-01-24 09:18:00+00:00,2
com.google.android.apps.fitness,2025-01-24 09:18:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 09:19:00+00:00,2
com.google.android.apps.fitness,2025-01-24 09:19:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 09:20:00+00:00,1
com.google.android.apps.fitness,2025-01-24 09:20:00+00:00,1
com.fitbit.FitbitMobile,2025-01-24 09:21:00+00:00,7
com.google.android.apps.fitness,2025-01-24 09:21:00+00:00,7
com.google.android.apps.fitness,2025-01-24 09:22:00+00:00,5
com.fitbit.FitbitMobile,2025-01-24 10:40:00+00:00,3
com.google.android.apps.fitness,2025-01-24 10:40:00+00:00,3
com.google.android.apps.fitness,2025-01-24 10:41:00+00:00,1
com.fitbit.FitbitMobile,2025-01-24 11:50:00+00:00,17
com.google.android.apps.fitness,2025-01-24 11:50:00+00:00,17
com.fitbit.FitbitMobile,2025-01-24 11:51:00+00:00,39
com.google.android.apps.fitness,2025-01-24 11:51:00+00:00,39
com.fitbit.FitbitMobile,2025-01-24 11:52:00+00:00,12
com.google.android.apps.fitness,2025-01-24 11:52:00+00:00,12
com.fitbit.FitbitMobile,2025-01-24 11:53:00+00:00,5
com.google.android.apps.fitness,2025-01-24 11:53:00+00:00,5
com.fitbit.FitbitMobile,2025-01-24 11:55:00+00:00,3
com.google.android.apps.fitness,2025-01-24 11:55:00+00:00,3
com.fitbit.FitbitMobile,2025-01-24 11:56:00+00:00,32
com.google.android.apps.fitness,2025-01-24 11:56:00+00:00,32
com.fitbit.FitbitMobile,2025-01-24 11:57:00+00:00,10
com.google.android.apps.fitness,2025-01-24 11:57:00+00:00,10
com.fitbit.FitbitMobile,2025-01-24 11:58:00+00:00,17
com.google.android.apps.fitness,2025-01-24 11:58:00+00:00,17
com.fitbit.FitbitMobile,2025-01-24 11:59:00+00:00,27
com.google.android.apps.fitness,2025-01-24 11:59:00+00:00,27
com.fitbit.FitbitMobile,2025-01-24 12:00:00+00:00,22
com.google.android.apps.fitness,2025-01-24 12:00:00+00:00,22
com.fitbit.FitbitMobile,2025-01-24 12:01:00+00:00,3
com.google.android.apps.fitness,2025-01-24 12:01:00+00:00,3
com.google.android.apps.fitness,2025-01-24 12:02:00+00:00,3
com.fitbit.FitbitMobile,2025-01-24 12:03:00+00:00,6
com.google.android.apps.fitness,2025-01-24 12:03:00+00:00,6
com.google.android.apps.fitness,2025-01-24 12:04:00+00:00,4
com.fitbit.FitbitMobile,2025-01-24 12:14:00+00:00,3
com.google.android.apps.fitness,2025-01-24 12:14:00+00:00,3
com.google.android.apps.fitness,2025-01-24 12:15:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 12:16:00+00:00,4
com.google.android.apps.fitness,2025-01-24 12:16:00+00:00,4
com.fitbit.FitbitMobile,2025-01-24 12:17:00+00:00,2
com.google.android.apps.fitness,2025-01-24 12:17:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 12:20:00+00:00,9
com.google.android.apps.fitness,2025-01-24 12:20:00+00:00,9
com.fitbit.FitbitMobile,2025-01-24 12:21:00+00:00,11
com.google.android.apps.fitness,2025-01-24 12:21:00+00:00,11
com.fitbit.FitbitMobile,2025-01-24 12:22:00+00:00,3
com.google.android.apps.fitness,2025-01-24 12:22:00+00:00,3
com.fitbit.FitbitMobile,2025-01-24 12:23:00+00:00,16
com.google.android.apps.fitness,2025-01-24 12:23:00+00:00,16
com.fitbit.FitbitMobile,2025-01-24 12:24:00+00:00,41
com.google.android.apps.fitness,2025-01-24 12:24:00+00:00,41
com.fitbit.FitbitMobile,2025-01-24 12:25:00+00:00,7
com.google.android.apps.fitness,2025-01-24 12:25:00+00:00,7
com.fitbit.FitbitMobile,2025-01-24 12:26:00+00:00,17
com.google.android.apps.fitness,2025-01-24 12:26:00+00:00,17
com.fitbit.FitbitMobile,2025-01-24 12:27:00+00:00,50
com.google.android.apps.fitness,2025-01-24 12:27:00+00:00,50
com.fitbit.FitbitMobile,2025-01-24 12:28:00+00:00,27
com.google.android.apps.fitness,2025-01-24 12:28:00+00:00,27
com.fitbit.FitbitMobile,2025-01-24 12:29:00+00:00,42
com.google.android.apps.fitness,2025-01-24 12:29:00+00:00,42
com.fitbit.FitbitMobile,2025-01-24 12:30:00+00:00,57
com.google.android.apps.fitness,2025-01-24 12:30:00+00:00,57
com.fitbit.FitbitMobile,2025-01-24 12:31:00+00:00,7
com.google.android.apps.fitness,2025-01-24 12:31:00+00:00,7
com.fitbit.FitbitMobile,2025-01-24 12:32:00+00:00,15
com.google.android.apps.fitness,2025-01-24 12:32:00+00:00,15
com.fitbit.FitbitMobile,2025-01-24 12:33:00+00:00,1
com.google.android.apps.fitness,2025-01-24 12:33:00+00:00,1
com.fitbit.FitbitMobile,2025-01-24 12:34:00+00:00,6
com.google.android.apps.fitness,2025-01-24 12:34:00+00:00,6
com.google.android.apps.fitness,2025-01-24 12:35:00+00:00,2
com.google.android.apps.fitness,2025-01-24 12:35:00+00:00,5
com.fitbit.FitbitMobile,2025-01-24 12:40:00+00:00,7
com.google.android.apps.fitness,2025-01-24 12:40:00+00:00,7
com.fitbit.FitbitMobile,2025-01-24 12:41:00+00:00,2
com.google.android.apps.fitness,2025-01-24 12:41:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 12:42:00+00:00,47
com.google.android.apps.fitness,2025-01-24 12:42:00+00:00,47
com.fitbit.FitbitMobile,2025-01-24 12:43:00+00:00,52
com.google.android.apps.fitness,2025-01-24 12:43:00+00:00,52
com.fitbit.FitbitMobile,2025-01-24 12:44:00+00:00,36
com.google.android.apps.fitness,2025-01-24 12:44:00+00:00,36
com.fitbit.FitbitMobile,2025-01-24 12:45:00+00:00,31
com.google.android.apps.fitness,2025-01-24 12:45:00+00:00,31
com.fitbit.FitbitMobile,2025-01-24 12:46:00+00:00,60
com.google.android.apps.fitness,2025-01-24 12:46:00+00:00,60
com.fitbit.FitbitMobile,2025-01-24 12:47:00+00:00,22
com.google.android.apps.fitness,2025-01-24 12:47:00+00:00,22
com.fitbit.FitbitMobile,2025-01-24 12:48:00+00:00,2
com.google.android.apps.fitness,2025-01-24 12:48:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 12:49:00+00:00,14
com.google.android.apps.fitness,2025-01-24 12:49:00+00:00,14
com.fitbit.FitbitMobile,2025-01-24 12:50:00+00:00,57
com.google.android.apps.fitness,2025-01-24 12:50:00+00:00,57
com.fitbit.FitbitMobile,2025-01-24 12:51:00+00:00,2
com.google.android.apps.fitness,2025-01-24 12:51:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 12:52:00+00:00,12
com.google.android.apps.fitness,2025-01-24 12:52:00+00:00,12
com.fitbit.FitbitMobile,2025-01-24 12:53:00+00:00,25
com.google.android.apps.fitness,2025-01-24 12:53:00+00:00,25
com.fitbit.FitbitMobile,2025-01-24 12:54:00+00:00,18
com.google.android.apps.fitness,2025-01-24 12:54:00+00:00,18
com.fitbit.FitbitMobile,2025-01-24 12:55:00+00:00,10
com.google.android.apps.fitness,2025-01-24 12:55:00+00:00,10
com.fitbit.FitbitMobile,2025-01-24 12:56:00+00:00,2
com.google.android.apps.fitness,2025-01-24 12:56:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 12:57:00+00:00,47
com.google.android.apps.fitness,2025-01-24 12:57:00+00:00,47
com.fitbit.FitbitMobile,2025-01-24 12:58:00+00:00,23
com.google.android.apps.fitness,2025-01-24 12:58:00+00:00,23
com.google.android.apps.fitness,2025-01-24 12:59:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 13:02:00+00:00,2
com.google.android.apps.fitness,2025-01-24 13:02:00+00:00,2
com.google.android.apps.fitness,2025-01-24 13:03:00+00:00,1
com.fitbit.FitbitMobile,2025-01-24 13:12:00+00:00,3
com.google.android.apps.fitness,2025-01-24 13:12:00+00:00,3
com.fitbit.FitbitMobile,2025-01-24 13:13:00+00:00,19
com.google.android.apps.fitness,2025-01-24 13:13:00+00:00,19
com.fitbit.FitbitMobile,2025-01-24 13:14:00+00:00,7
com.google.android.apps.fitness,2025-01-24 13:14:00+00:00,7
com.fitbit.FitbitMobile,2025-01-24 13:19:00+00:00,1
com.google.android.apps.fitness,2025-01-24 13:19:00+00:00,1
com.fitbit.FitbitMobile,2025-01-24 13:20:00+00:00,2
com.google.android.apps.fitness,2025-01-24 13:20:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 13:21:00+00:00,5
com.google.android.apps.fitness,2025-01-24 13:21:00+00:00,5
com.fitbit.FitbitMobile,2025-01-24 13:22:00+00:00,2
com.google.android.apps.fitness,2025-01-24 13:22:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 13:36:00+00:00,1
com.google.android.apps.fitness,2025-01-24 13:36:00+00:00,1
com.fitbit.FitbitMobile,2025-01-24 13:37:00+00:00,11
com.google.android.apps.fitness,2025-01-24 13:37:00+00:00,11
com.fitbit.FitbitMobile,2025-01-24 13:38:00+00:00,6
com.google.android.apps.fitness,2025-01-24 13:38:00+00:00,6
com.fitbit.FitbitMobile,2025-01-24 13:39:00+00:00,9
com.google.android.apps.fitness,2025-01-24 13:39:00+00:00,9
com.fitbit.FitbitMobile,2025-01-24 13:40:00+00:00,11
com.google.android.apps.fitness,2025-01-24 13:40:00+00:00,11
com.fitbit.FitbitMobile,2025-01-24 14:15:00+00:00,1
com.google.android.apps.fitness,2025-01-24 14:15:00+00:00,1
com.fitbit.FitbitMobile,2025-01-24 14:16:00+00:00,14
com.google.android.apps.fitness,2025-01-24 14:16:00+00:00,14
com.google.android.apps.fitness,2025-01-24 14:17:00+00:00,8
com.fitbit.FitbitMobile,2025-01-24 14:26:00+00:00,3
com.google.android.apps.fitness,2025-01-24 14:26:00+00:00,3
com.fitbit.FitbitMobile,2025-01-24 14:27:00+00:00,11
com.google.android.apps.fitness,2025-01-24 14:27:00+00:00,11
com.fitbit.FitbitMobile,2025-01-24 14:28:00+00:00,56
com.google.android.apps.fitness,2025-01-24 14:28:00+00:00,56
com.fitbit.FitbitMobile,2025-01-24 14:29:00+00:00,38
com.google.android.apps.fitness,2025-01-24 14:29:00+00:00,38
com.fitbit.FitbitMobile,2025-01-24 14:30:00+00:00,54
com.google.android.apps.fitness,2025-01-24 14:30:00+00:00,54
com.fitbit.FitbitMobile,2025-01-24 14:31:00+00:00,41
com.google.android.apps.fitness,2025-01-24 14:31:00+00:00,41
com.fitbit.FitbitMobile,2025-01-24 14:32:00+00:00,1
com.google.android.apps.fitness,2025-01-24 14:32:00+00:00,1
com.fitbit.FitbitMobile,2025-01-24 14:33:00+00:00,37
com.google.android.apps.fitness,2025-01-24 14:33:00+00:00,37
com.fitbit.FitbitMobile,2025-01-24 14:34:00+00:00,2
com.google.android.apps.fitness,2025-01-24 14:34:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 15:02:00+00:00,1
com.google.android.apps.fitness,2025-01-24 15:02:00+00:00,1
com.fitbit.FitbitMobile,2025-01-24 15:03:00+00:00,38
com.google.android.apps.fitness,2025-01-24 15:03:00+00:00,38
com.fitbit.FitbitMobile,2025-01-24 15:04:00+00:00,41
com.google.android.apps.fitness,2025-01-24 15:04:00+00:00,41
com.google.android.apps.fitness,2025-01-24 15:05:00+00:00,8
com.google.android.apps.fitness,2025-01-24 15:05:00+00:00,3
com.fitbit.FitbitMobile,2025-01-24 15:20:00+00:00,3
com.google.android.apps.fitness,2025-01-24 15:20:00+00:00,3
com.fitbit.FitbitMobile,2025-01-24 15:21:00+00:00,19
com.google.android.apps.fitness,2025-01-24 15:21:00+00:00,19
com.fitbit.FitbitMobile,2025-01-24 16:35:00+00:00,1
com.google.android.apps.fitness,2025-01-24 16:35:00+00:00,1
com.fitbit.FitbitMobile,2025-01-24 20:01:00+00:00,1
com.google.android.apps.fitness,2025-01-24 20:01:00+00:00,1
com.fitbit.FitbitMobile,2025-01-24 20:02:00+00:00,2
com.google.android.apps.fitness,2025-01-24 20:02:00+00:00,2
com.fitbit.FitbitMobile,2025-01-24 21:33:00+00:00,7
com.google.android.apps.fitness,2025-01-24 21:33:00+00:00,7
com.fitbit.FitbitMobile,2025-01-24 21:34:00+00:00,38
com.google.android.apps.fitness,2025-01-24 21:34:00+00:00,38
com.fitbit.FitbitMobile,2025-01-24 21:35:00+00:00,10
com.google.android.apps.fitness,2025-01-24 21:35:00+00:00,10
com.fitbit.FitbitMobile,2025-01-24 21:36:00+00:00,9
com.google.android.apps.fitness,2025-01-24 21:36:00+00:00,9
com.fitbit.FitbitMobile,2025-01-24 21:53:00+00:00,3
com.google.android.apps.fitness,2025-01-24 21:53:00+00:00,3
com.fitbit.FitbitMobile,2025-01-24 21:54:00+00:00,3
com.google.android.apps.fitness,2025-01-24 21:54:00+00:00,3
com.fitbit.FitbitMobile,2025-01-24 22:05:00+00:00,3
com.google.android.apps.fitness,2025-01-24 22:05:00+00:00,3
com.fitbit.FitbitMobile,2025-01-24 22:06:00+00:00,1
com.google.android.apps.fitness,2025-01-24 22:06:00+00:00,1
com.fitbit.FitbitMobile,2025-01-25 03:39:00+00:00,2
com.google.android.apps.fitness,2025-01-25 03:39:00+00:00,2
com.fitbit.FitbitMobile,2025-01-25 03:40:00+00:00,39
com.google.android.apps.fitness,2025-01-25 03:40:00+00:00,39
com.fitbit.FitbitMobile,2025-01-25 03:41:00+00:00,23
com.google.android.apps.fitness,2025-01-25 03:41:00+00:00,23
com.fitbit.FitbitMobile,2025-01-25 03:42:00+00:00,49
com.google.android.apps.fitness,2025-01-25 03:42:00+00:00,49
com.fitbit.FitbitMobile,2025-01-25 03:43:00+00:00,53
com.google.android.apps.fitness,2025-01-25 03:43:00+00:00,53
com.fitbit.FitbitMobile,2025-01-25 03:44:00+00:00,8
com.google.android.apps.fitness,2025-01-25 03:44:00+00:00,8
com.fitbit.FitbitMobile,2025-01-25 03:45:00+00:00,17
com.google.android.apps.fitness,2025-01-25 03:45:00+00:00,17
com.fitbit.FitbitMobile,2025-01-25 03:46:00+00:00,35
com.google.android.apps.fitness,2025-01-25 03:46:00+00:00,35
com.fitbit.FitbitMobile,2025-01-25 03:47:00+00:00,35
com.google.android.apps.fitness,2025-01-25 03:47:00+00:00,35
com.google.android.apps.fitness,2025-01-25 03:48:00+00:00,21
com.fitbit.FitbitMobile,2025-01-25 03:54:00+00:00,1
com.google.android.apps.fitness,2025-01-25 03:54:00+00:00,1
com.fitbit.FitbitMobile,2025-01-25 03:55:00+00:00,1
com.google.android.apps.fitness,2025-01-25 03:55:00+00:00,1
com.fitbit.FitbitMobile,2025-01-25 04:15:00+00:00,4
com.google.android.apps.fitness,2025-01-25 04:15:00+00:00,4
com.fitbit.FitbitMobile,2025-01-25 04:16:00+00:00,2
com.google.android.apps.fitness,2025-01-25 04:16:00+00:00,2
com.fitbit.FitbitMobile,2025-01-25 04:17:00+00:00,51
com.google.android.apps.fitness,2025-01-25 04:17:00+00:00,51
com.fitbit.FitbitMobile,2025-01-25 04:18:00+00:00,32
com.google.android.apps.fitness,2025-01-25 04:18:00+00:00,32
com.google.android.apps.fitness,2025-01-25 04:19:00+00:00,2
com.google.android.apps.fitness,2025-01-25 04:19:00+00:00,14
com.fitbit.FitbitMobile,2025-01-25 04:40:00+00:00,1
com.google.android.apps.fitness,2025-01-25 04:40:00+00:00,1
com.fitbit.FitbitMobile,2025-01-25 04:41:00+00:00,13
com.google.android.apps.fitness,2025-01-25 04:41:00+00:00,13
com.fitbit.FitbitMobile,2025-01-25 04:42:00+00:00,22
com.google.android.apps.fitness,2025-01-25 04:42:00+00:00,22
com.google.android.apps.fitness,2025-01-25 04:44:00+00:00,11
com.fitbit.FitbitMobile,2025-01-25 04:44:00+00:00,35
com.google.android.apps.fitness,2025-01-25 04:44:00+00:00,35
com.fitbit.FitbitMobile,2025-01-25 04:45:00+00:00,72
com.google.android.apps.fitness,2025-01-25 04:45:00+00:00,72
com.fitbit.FitbitMobile,2025-01-25 04:46:00+00:00,51
com.google.android.apps.fitness,2025-01-25 04:46:00+00:00,51
com.fitbit.FitbitMobile,2025-01-25 04:47:00+00:00,31
com.google.android.apps.fitness,2025-01-25 04:47:00+00:00,31
com.fitbit.FitbitMobile,2025-01-25 04:48:00+00:00,2
com.google.android.apps.fitness,2025-01-25 04:48:00+00:00,2
com.fitbit.FitbitMobile,2025-01-25 04:49:00+00:00,33
com.google.android.apps.fitness,2025-01-25 04:49:00+00:00,33
com.fitbit.FitbitMobile,2025-01-25 04:50:00+00:00,41
com.google.android.apps.fitness,2025-01-25 04:50:00+00:00,41
com.fitbit.FitbitMobile,2025-01-25 04:51:00+00:00,5
com.google.android.apps.fitness,2025-01-25 04:51:00+00:00,5
