app,end,start,distance_inKilometers,distance_inMiles,distance_total_time
com.fitbit.FitbitMobile,2025-01-21 03:01:00+00:00,2025-01-21 03:00:00+00:00,0.000671,0.00041694110629202037,1.0
com.google.android.apps.fitness,2025-01-21 03:01:00+00:00,2025-01-21 03:00:00+00:00,0.0006710000038146973,0.00041694110866236924,1.0
com.fitbit.FitbitMobile,2025-01-21 03:02:00+00:00,2025-01-21 03:01:00+00:00,0.002013,0.001250823318876061,1.0
com.google.android.apps.fitness,2025-01-21 03:02:00+00:00,2025-01-21 03:01:00+00:00,0.002013000011444092,0.0012508233259871076,1.0
com.fitbit.FitbitMobile,2025-01-21 03:13:00+00:00,2025-01-21 03:12:00+00:00,0.001342,0.0008338822125840407,1.0
com.google.android.apps.fitness,2025-01-21 03:13:00+00:00,2025-01-21 03:12:00+00:00,0.0013420000076293946,0.0008338822173247385,1.0
com.fitbit.FitbitMobile,2025-01-21 03:19:00+00:00,2025-01-21 03:18:00+00:00,0.000671,0.00041694110629202037,1.0
com.google.android.apps.fitness,2025-01-21 03:19:00+00:00,2025-01-21 03:18:00+00:00,0.0006710000038146973,0.00041694110866236924,1.0
com.fitbit.FitbitMobile,2025-01-21 03:20:00+00:00,2025-01-21 03:19:00+00:00,0.012078,0.007504939913256366,1.0
com.google.android.apps.fitness,2025-01-21 03:20:00+00:00,2025-01-21 03:19:00+00:00,0.01207800006866455,0.007504939955922646,1.0
com.fitbit.FitbitMobile,2025-01-21 03:21:00+00:00,2025-01-21 03:20:00+00:00,0.036234,0.0225148197397691,1.0
com.google.android.apps.fitness,2025-01-21 03:21:00+00:00,2025-01-21 03:20:00+00:00,0.03623400115966797,0.022514820460355158,1.0
com.google.android.apps.fitness,2025-01-21 03:21:00+00:00,2025-01-21 03:21:00+00:00,0.02065095329284668,0.01283193936200348,0.0
com.fitbit.FitbitMobile,2025-01-21 03:23:00+00:00,2025-01-21 03:22:00+00:00,0.000671,0.00041694110629202037,1.0
com.google.android.apps.fitness,2025-01-21 03:23:00+00:00,2025-01-21 03:22:00+00:00,0.0006710000038146973,0.00041694110866236924,1.0
com.fitbit.FitbitMobile,2025-01-21 03:24:00+00:00,2025-01-21 03:23:00+00:00,0.012078,0.007504939913256366,1.0
com.google.android.apps.fitness,2025-01-21 03:24:00+00:00,2025-01-21 03:23:00+00:00,0.01207800006866455,0.007504939955922646,1.0
com.google.android.apps.fitness,2025-01-21 03:24:00+00:00,2025-01-21 03:24:00+00:00,1.2642723741009831e-06,7.855843849658762e-07,0.0
com.fitbit.FitbitMobile,2025-01-21 03:25:00+00:00,2025-01-21 03:24:00+00:00,0.004026,0.002501646637752122,1.0
com.google.android.apps.fitness,2025-01-21 03:25:00+00:00,2025-01-21 03:24:00+00:00,0.004026000022888184,0.0025016466519742152,1.0
com.fitbit.FitbitMobile,2025-01-21 03:26:00+00:00,2025-01-21 03:25:00+00:00,0.004697,0.0029185877440441425,1.0
com.google.android.apps.fitness,2025-01-21 03:26:00+00:00,2025-01-21 03:25:00+00:00,0.004697000026702881,0.002918587760636585,1.0
com.fitbit.FitbitMobile,2025-01-21 03:27:00+00:00,2025-01-21 03:26:00+00:00,0.010736,0.006671057700672326,1.0
com.google.android.apps.fitness,2025-01-21 03:27:00+00:00,2025-01-21 03:26:00+00:00,0.010736000061035157,0.006671057738597908,1.0
com.fitbit.FitbitMobile,2025-01-21 03:28:00+00:00,2025-01-21 03:27:00+00:00,0.027511,0.017094585357972834,1.0
com.google.android.apps.fitness,2025-01-21 03:28:00+00:00,2025-01-21 03:27:00+00:00,0.02751099967956543,0.01709458515886353,1.0
com.fitbit.FitbitMobile,2025-01-21 03:29:00+00:00,2025-01-21 03:28:00+00:00,0.011407,0.007087998806964346,1.0
com.google.android.apps.fitness,2025-01-21 03:29:00+00:00,2025-01-21 03:28:00+00:00,0.011406999588012695,0.007087998550966667,1.0
com.google.android.apps.fitness,2025-01-21 03:29:00+00:00,2025-01-21 03:29:00+00:00,3.3318184432573614e-07,2.0703011441071258e-07,0.0
com.fitbit.FitbitMobile,2025-01-21 03:30:00+00:00,2025-01-21 03:29:00+00:00,0.036905,0.02293176084606112,1.0
com.google.android.apps.fitness,2025-01-21 03:30:00+00:00,2025-01-21 03:29:00+00:00,0.03690499877929688,0.022931760087549477,1.0
com.google.android.apps.fitness,2025-01-21 03:30:00+00:00,2025-01-21 03:30:00+00:00,3.3318184432573614e-07,2.0703011441071258e-07,0.0
com.fitbit.FitbitMobile,2025-01-21 03:31:00+00:00,2025-01-21 03:30:00+00:00,0.01342,0.008338822125840407,1.0
com.google.android.apps.fitness,2025-01-21 03:31:00+00:00,2025-01-21 03:30:00+00:00,0.013420000076293945,0.008338822173247384,1.0
com.fitbit.FitbitMobile,2025-01-21 03:45:00+00:00,2025-01-21 03:44:00+00:00,0.000671,0.00041694110629202037,1.0
com.google.android.apps.fitness,2025-01-21 03:45:00+00:00,2025-01-21 03:44:00+00:00,0.0006710000038146973,0.00041694110866236924,1.0
com.fitbit.FitbitMobile,2025-01-21 03:46:00+00:00,2025-01-21 03:45:00+00:00,0.010736,0.006671057700672326,1.0
com.google.android.apps.fitness,2025-01-21 03:46:00+00:00,2025-01-21 03:45:00+00:00,0.010736000061035157,0.006671057738597908,1.0
com.fitbit.FitbitMobile,2025-01-21 03:50:00+00:00,2025-01-21 03:49:00+00:00,0.000671,0.00041694110629202037,1.0
com.google.android.apps.fitness,2025-01-21 03:50:00+00:00,2025-01-21 03:49:00+00:00,0.0006710000038146973,0.00041694110866236924,1.0
com.fitbit.FitbitMobile,2025-01-21 03:51:00+00:00,2025-01-21 03:50:00+00:00,0.016775,0.01042352765730051,1.0
com.google.android.apps.fitness,2025-01-21 03:51:00+00:00,2025-01-21 03:50:00+00:00,0.016774999618530274,0.010423527420265621,1.0
com.google.android.apps.fitness,2025-01-21 03:51:00+00:00,2025-01-21 03:51:00+00:00,2.887575828935951e-07,1.794260895109766e-07,0.0
com.fitbit.FitbitMobile,2025-01-21 03:52:00+00:00,2025-01-21 03:51:00+00:00,0.006039,0.003752469956628183,1.0
com.google.android.apps.fitness,2025-01-21 03:52:00+00:00,2025-01-21 03:51:00+00:00,0.006039000034332275,0.003752469977961323,1.0
com.fitbit.FitbitMobile,2025-01-21 03:53:00+00:00,2025-01-21 03:52:00+00:00,0.000671,0.00041694110629202037,1.0
com.google.android.apps.fitness,2025-01-21 03:53:00+00:00,2025-01-21 03:52:00+00:00,0.0006710000038146973,0.00041694110866236924,1.0
com.google.android.apps.fitness,2025-01-21 03:53:00+00:00,2025-01-21 03:53:00+00:00,3.423955349717289e-07,2.1275525058205784e-07,0.0
com.fitbit.FitbitMobile,2025-01-21 03:54:00+00:00,2025-01-21 03:53:00+00:00,0.030866,0.019179290889432935,1.0
com.google.android.apps.fitness,2025-01-21 03:54:00+00:00,2025-01-21 03:53:00+00:00,0.03086599922180176,0.019179290405881764,1.0
com.google.android.apps.fitness,2025-01-21 03:54:00+00:00,2025-01-21 03:54:00+00:00,3.423955349717289e-07,2.1275525058205784e-07,0.0
com.fitbit.FitbitMobile,2025-01-21 03:55:00+00:00,2025-01-21 03:54:00+00:00,0.07361,0.04573924714479228,1.0
com.google.android.apps.fitness,2025-01-21 03:55:00+00:00,2025-01-21 03:54:00+00:00,0.07361000061035156,0.0457392475240481,1.0
com.google.android.apps.fitness,2025-01-21 03:55:00+00:00,2025-01-21 03:55:00+00:00,9.298194199800491e-07,5.777644375831392e-07,0.0
com.fitbit.FitbitMobile,2025-01-21 03:56:00+00:00,2025-01-21 03:55:00+00:00,0.045628,0.028351995227857384,1.0
com.google.android.apps.fitness,2025-01-21 03:56:00+00:00,2025-01-21 03:55:00+00:00,0.04562799835205078,0.02835199420386667,1.0
