app,speed_data,end,start,speed_total_time_spent,average_speed_kmh
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 2.619040203094482, 'inMetersPerSecond': 0.7275111675262451, 'inMilesPerHour': 1.6273948315984625}, 'time': '2025-01-21T03:21:14.191Z'}]}",2025-01-21 03:21:00+00:00,2025-01-21 03:21:00+00:00,1.6666666666666667e-05,2.619040203094482
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 3.3473498582839962, 'inMetersPerSecond': 0.9298194050788879, 'inMilesPerHour': 2.079945108321311}, 'time': '2025-01-21T03:55:19.726Z'}]}",2025-01-21 03:55:00+00:00,2025-01-21 03:55:00+00:00,1.6666666666666667e-05,3.3473498582839962
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 2.7622293949127195, 'inMetersPerSecond': 0.767285943031311, 'inMilesPerHour': 1.7163683992552068}, 'time': '2025-01-21T03:56:16.259Z'}]}",2025-01-21 03:56:00+00:00,2025-01-21 03:56:00+00:00,1.6666666666666667e-05,2.7622293949127195
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 3.505363941192627, 'inMetersPerSecond': 0.9737122058868408, 'inMilesPerHour': 2.178130428860279}, 'time': '2025-01-21T04:48:00.800Z'}]}",2025-01-21 04:48:00+00:00,2025-01-21 04:48:00+00:00,1.6666666666666667e-05,3.505363941192627
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 2.5321183919906614, 'inMetersPerSecond': 0.703366219997406, 'inMilesPerHour': 1.573384165409986}, 'time': '2025-01-21T04:48:41.330Z'}]}",2025-01-21 04:49:00+00:00,2025-01-21 04:49:00+00:00,1.6666666666666667e-05,2.5321183919906614
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 4.563178253173828, 'inMetersPerSecond': 1.2675495147705078, 'inMilesPerHour': 2.835425243225902}, 'time': '2025-01-21T04:49:12.888Z'}]}",2025-01-21 04:49:00+00:00,2025-01-21 04:49:00+00:00,1.6666666666666667e-05,4.563178253173828
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 1.8753709316253662, 'inMetersPerSecond': 0.5209363698959351, 'inMilesPerHour': 1.165300539430862}, 'time': '2025-01-21T04:50:09.844Z'}]}",2025-01-21 04:50:00+00:00,2025-01-21 04:50:00+00:00,1.6666666666666667e-05,1.8753709316253662
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 4.345157146453857, 'inMetersPerSecond': 1.2069880962371826, 'inMilesPerHour': 2.699953316587952}, 'time': '2025-01-21T04:51:04.110Z'}]}",2025-01-21 04:51:00+00:00,2025-01-21 04:51:00+00:00,1.6666666666666667e-05,4.345157146453857
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 2.3877975225448607, 'inMetersPerSecond': 0.6632770895957947, 'inMilesPerHour': 1.4837074064391274}, 'time': '2025-01-21T04:51:22.828Z'}]}",2025-01-21 04:51:00+00:00,2025-01-21 04:51:00+00:00,1.6666666666666667e-05,2.3877975225448607
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 0.9195818424224853, 'inMetersPerSecond': 0.2554394006729126, 'inMilesPerHour': 0.571401208664897}, 'time': '2025-01-21T04:52:16.330Z'}]}",2025-01-21 04:52:00+00:00,2025-01-21 04:52:00+00:00,1.6666666666666667e-05,0.9195818424224853
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 3.4689217329025266, 'inMetersPerSecond': 0.9635893702507019, 'inMilesPerHour': 2.155486308562595}, 'time': '2025-01-21T04:52:58.544Z'}]}",2025-01-21 04:53:00+00:00,2025-01-21 04:53:00+00:00,1.6666666666666667e-05,3.4689217329025266
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 3.5320349693298336, 'inMetersPerSecond': 0.9811208248138428, 'inMilesPerHour': 2.194703024154015}, 'time': '2025-01-21T04:53:37.974Z'}]}",2025-01-21 04:54:00+00:00,2025-01-21 04:54:00+00:00,1.6666666666666667e-05,3.5320349693298336
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 1.1994544744491578, 'inMetersPerSecond': 0.33318179845809937, 'inMilesPerHour': 0.7453058605781895}, 'time': '2025-01-21T04:55:13.519Z'}]}",2025-01-21 04:55:00+00:00,2025-01-21 04:55:00+00:00,1.6666666666666667e-05,1.1994544744491578
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 3.3477277278900144, 'inMetersPerSecond': 0.9299243688583374, 'inMilesPerHour': 2.0801799054210752}, 'time': '2025-01-21T04:54:22.030Z'}]}",2025-01-21 04:54:00+00:00,2025-01-21 04:54:00+00:00,1.6666666666666667e-05,3.3477277278900144
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 0.9595636010169982, 'inMetersPerSecond': 0.26654544472694397, 'inMilesPerHour': 0.5962447017957202}, 'time': '2025-01-21T04:58:02.042Z'}]}",2025-01-21 04:58:00+00:00,2025-01-21 04:58:00+00:00,1.6666666666666667e-05,0.9595636010169982
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 2.2593098402023313, 'inMetersPerSecond': 0.6275860667228699, 'inMilesPerHour': 1.4038689259449224}, 'time': '2025-01-21T04:59:34.680Z'}]}",2025-01-21 05:00:00+00:00,2025-01-21 05:00:00+00:00,1.6666666666666667e-05,2.2593098402023313
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 2.262506604194641, 'inMetersPerSecond': 0.6284740567207336, 'inMilesPerHour': 1.405855301409025}, 'time': '2025-01-21T04:59:14.835Z'}]}",2025-01-21 04:59:00+00:00,2025-01-21 04:59:00+00:00,1.6666666666666667e-05,2.262506604194641
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 4.581233167648315, 'inMetersPerSecond': 1.2725647687911987, 'inMilesPerHour': 2.8466440379836215}, 'time': '2025-01-21T05:02:12.880Z'}]}",2025-01-21 05:02:00+00:00,2025-01-21 05:02:00+00:00,1.6666666666666667e-05,4.581233167648315
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 1.1994545817375182, 'inMetersPerSecond': 0.33318182826042175, 'inMilesPerHour': 0.7453059272440327}, 'time': '2025-01-21T05:02:17.756Z'}]}",2025-01-21 05:02:00+00:00,2025-01-21 05:02:00+00:00,1.6666666666666667e-05,1.1994545817375182
com.google.android.apps.fitness,"{'samples': [{'speed': {'inKilometersPerHour': 1.1194909572601317, 'inMetersPerSecond': 0.3109697103500366, 'inMilesPerHour': 0.6956188743165429}, 'time': '2025-01-21T05:03:42.344Z'}]}",2025-01-21 05:04:00+00:00,2025-01-21 05:04:00+00:00,1.6666666666666667e-05,1.1194909572601317
